"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"AlbanyCounty",108,39,33,541,293,187,1598,196,168,471,169,893,4,428,5081,2177,234,1714,417,873
"BigHornCounty",131,744,27,318,272,140,300,75,105,99,11,121,14,137,725,486,45,164,74,312
"CampbellCounty",52,7724,338,2164,545,1658,2408,921,230,371,298,826,443,663,2252,2316,107,2190,951,1596
"CarbonCounty",156,270,57,450,623,52,740,278,102,121,87,150,22,134,776,719,79,816,137,1049
"ConverseCounty",100,1273,198,378,155,174,431,221,107,133,97,138,0,77,647,636,64,587,210,394
"CrookCounty",62,319,56,174,164,63,184,62,27,55,12,36,2,7,429,224,36,180,29,133
"FremontCounty",178,995,98,969,258,380,1822,448,239,344,355,566,33,241,2813,2543,772,1405,527,2160
"GoshenCounty",151,0,52,224,230,238,423,59,49,153,48,136,1,93,841,888,28,325,147,707
"HotSpringsCounty",25,257,13,104,66,35,171,102,35,34,23,55,2,28,298,453,58,273,58,146
"JohnsonCounty",82,199,8,293,43,82,332,83,41,129,25,100,3,61,413,489,73,356,134,381
"LaramieCounty",346,228,155,3282,1366,1010,5839,2622,1235,1713,619,1797,101,1916,4100,6932,284,4255,1360,6927
"LincolnCounty",21,675,274,644,134,81,584,193,147,113,12,143,48,109,937,753,31,379,98,429
"NatronaCounty",137,5252,235,2897,1835,3086,4741,1475,488,1147,1112,1600,243,1283,3454,5849,419,4032,2149,2231
"NiobraraCounty",14,37,23,53,7,15,86,8,6,19,5,18,0,7,185,136,0,108,9,185
"ParkCounty",343,641,109,912,517,259,1463,265,286,293,126,408,95,280,1601,1952,392,1566,314,868
"PlatteCounty",115,76,367,426,69,59,365,104,46,128,18,73,32,117,429,383,7,320,66,264
"SheridanCounty",297,279,63,887,372,376,1474,319,198,491,208,653,23,345,1351,2758,180,1374,513,791
"SubletteCounty",77,907,21,619,41,31,286,287,36,64,112,180,4,150,415,313,78,318,102,341
"SweetwaterCounty",13,5752,475,1634,1493,881,2273,1325,219,361,576,549,138,505,2086,1895,71,2347,588,1358
"TetonCounty",83,10,36,1583,113,183,1581,404,271,408,372,871,61,650,943,1234,722,5125,518,759
"UintaCounty",31,667,111,901,307,299,1172,324,252,168,154,309,35,207,1013,1565,51,668,146,746
"WashakieCounty",91,178,47,270,379,101,324,147,100,90,73,104,0,66,350,516,62,256,100,442
"WestonCounty",41,129,5,148,122,65,276,116,47,62,7,53,8,15,293,410,12,173,56,285
