"County","Metropolitan","Town","Rural"
"AcadiaParish",0.0034,0.4796,0.517
"AllenParish",0,0.3058,0.6942
"AscensionParish",0.7822,0.0857,0.1322
"AssumptionParish",0.2021,0.3479,0.4499
"AvoyellesParish",0,0.3622,0.6378
"BeauregardParish",0,0.3351,0.6649
"BienvilleParish",0,0.2016,0.7984
"BossierParish",0.7107,0.0459,0.2434
"CaddoParish",0.844,0.0117,0.1444
"CalcasieuParish",0.7441,0.0509,0.205
"CaldwellParish",0,0,1
"CameronParish",0,0,1
"CatahoulaParish",0,0,1
"ClaiborneParish",0,0.1764,0.8236
"ConcordiaParish",0,0.6655,0.3345
"DeSotoParish",0,0.2274,0.7726
"EastBatonRougeParish",0.9312,0,0.0688
"EastCarrollParish",0,0.6542,0.3458
"EastFelicianaParish",0,0,1
"EvangelineParish",0,0.3891,0.6109
"FranklinParish",0,0.2581,0.7419
"GrantParish",0.1441,0,0.8559
"IberiaParish",0.6323,0.0863,0.2814
"IbervilleParish",0.3438,0.0641,0.5921
"JacksonParish",0,0.3447,0.6553
"JeffersonParish",0.9823,0.0062,0.0114
"JeffersonDavisParish",0,0.493,0.507
"LafayetteParish",0.9168,0,0.0832
"LafourcheParish",0.5353,0.2226,0.2422
"LaSalleParish",0,0.2681,0.7319
"LincolnParish",0,0.5932,0.4068
"LivingstonParish",0.5888,0,0.4112
"MadisonParish",0,0.7756,0.2244
"MorehouseParish",0,0.4996,0.5004
"NatchitochesParish",0,0.4995,0.5005
"OrleansParish",0.9941,0,0.0059
"OuachitaParish",0.7581,0,0.2419
"PlaqueminesParish",0.6411,0.1635,0.1954
"PointeCoupeeParish",0,0.4219,0.5781
"RapidesParish",0.6047,0,0.3953
"RedRiverParish",0,0,1
"RichlandParish",0,0.3395,0.6605
"SabineParish",0,0.118,0.882
"StBernardParish",0.9575,0,0.0425
"StCharlesParish",0.8851,0,0.1149
"StHelenaParish",0,0,1
"StJamesParish",0,0.723,0.277
"StJohntheBaptistParish",0.8044,0.0612,0.1345
"StLandryParish",0.005,0.5133,0.4817
"StMartinParish",0.0079,0.4964,0.4957
"StMaryParish",0,0.8696,0.1304
"StTammanyParish",0.7678,0,0.2322
"TangipahoaParish",0.5398,0.0509,0.4093
"TensasParish",0,0,1
"TerrebonneParish",0.7937,0,0.2063
"UnionParish",0,0.1709,0.8291
"VermilionParish",0.0384,0.4154,0.5462
"VernonParish",0,0.501,0.499
"WashingtonParish",0,0.3333,0.6667
"WebsterParish",0,0.4696,0.5304
"WestBatonRougeParish",0.6954,0,0.3046
"WestCarrollParish",0,0,1
"WestFelicianaParish",0,0,1
"WinnParish",0,0.3511,0.6489
