,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
0-0-0-0-0-1,0,0,0,0,0,0.352722230331338
0-0-0-0-0-2,0,0,0,0,0,0.350204349729966
0-0-0-0-1-0,0,0,0,0,0.174220742051309,0
0-0-0-0-1-1,0,0,0,0,0.0971015246916792,0.0680922493066706
0-0-0-0-1-2,0,0,0,0,0.00463131602227195,0.00667785724711721
0-0-0-0-2-0,0,0,0,0,0.298745902065879,0
0-0-0-0-2-1,0,0,0,0,0.0102513399594109,0.0035396292512042
0-0-0-0-2-2,0,0,0,0,0.000624447104126555,0.000437892278499489
0-0-0-1-0-0,0,0,0,0.120526248563035,0,0
0-0-0-1-0-1,0,0,0,0.0167837527142675,0,0.0479492044956941
0-0-0-1-0-2,0,0,0,0.0053008047004726,0,0.0307984235877974
0-0-0-1-1-0,0,0,0,0.0267722569932303,0.109070094187438,0
0-0-0-1-1-1,0,0,0,0.00305275258653723,0.0124369048238539,0.00872135454678149
0-0-0-1-1-2,0,0,0,0.000242687444118023,0.000988707914867045,0.00149613195153992
0-0-0-1-2-0,0,0,0,0.0030016604930387,0.0246656606129989,0
0-0-0-1-2-1,0,0,0,0.000178822327244859,0.00150908050163917,0.000510874324916071
0-0-0-1-2-2,0,0,0,1.27730233746328e-05,0.000104074517354426,7.29820464165815e-05
0-0-0-2-0-0,0,0,0,0.150964363264785,0,0
0-0-0-2-0-1,0,0,0,0.0083407842636352,0,0.0110932710553204
0-0-0-2-0-2,0,0,0,0.00240132839443096,0,0.00642242008465917
0-0-0-2-1-0,0,0,0,0.00583727168220718,0.0107717125461831,0
0-0-0-2-1-1,0,0,0,0.00126452931408864,0.00218556486444294,0.00153262297474821
0-0-0-2-1-2,0,0,0,0.000217141397368757,0.000312223552063277,0.00047438330170778
0-0-0-2-2-0,0,0,0,0.000779154425852599,0.0028100119685695,0
0-0-0-2-2-1,0,0,0,5.10920934985311e-05,0.000208149034708852,7.29820464165815e-05
0-0-1-0-0-0,0,0,0.136296802872286,0,0,0
0-0-1-0-0-1,0,0,0.005641990083775,0,0,0.00602101882936798
0-0-1-0-0-2,0,0,0.00321422465378697,0,0,0.00704276747920012
0-0-1-0-1-0,0,0,0.00776201060010258,0,0.0118124577197273,0
0-0-1-0-1-1,0,0,0.00304325525730894,0,0.00463131602227195,0.00324770106553788
0-0-1-0-1-2,0,0,3.41938792956061e-05,0,5.20372586772129e-05,7.29820464165815e-05
0-0-1-0-2-0,0,0,0.00752265344503334,0,0.0230004683353281,0
0-0-1-0-2-1,0,0,0.000273551034364849,0,0.000832596138835406,0.000291928185666326
0-0-1-1-0-0,0,0,0.0476662677380749,0.0178055945842381,0,0
0-0-1-1-0-1,0,0,0.0039322961189947,0.00146889768808277,0,0.00419646766895344
0-0-1-1-0-2,0,0,0.00123097965464182,0.00045982884148678,0,0.00280980878703839
0-0-1-1-1-0,0,0,0.0104291331851599,0.003895772129263,0.0158713638965499,0
0-0-1-1-1-1,0,0,0.00095742862027697,0.000357644654489718,0.00145704324296196,0.00102174864983214
0-0-1-1-1-2,0,0,0.000102581637886818,3.83190701238983e-05,0.000156111776031639,0.000218946139249745
0-0-1-1-2-0,0,0,0.00160711232689349,0.00060033209860774,0.00494353957433522,0
0-0-1-1-2-1,0,0,6.83877585912122e-05,2.55460467492655e-05,0.000208149034708852,7.29820464165815e-05
0-0-1-2-0-0,0,0,0.0337493588647632,0.0259420104738792,0,0
0-0-1-2-0-1,0,0,0.00143614293041546,0.00112402605696768,0,0.00153262297474821
0-0-1-2-0-2,0,0,0.000410326551547273,0.000332098607740452,0,0.000875784556998978
0-0-1-2-1-0,0,0,0.00102581637886818,0.00083024651935113,0.00156111776031639,0
0-0-1-2-1-1,0,0,0.000239357155069243,0.000255460467492656,0.00036426081074049,0.000255437162458035
0-0-1-2-2-0,0,0,0.000136775517182424,0.000102184186997062,0.000416298069417703,0
0-0-1-2-2-2,0,0,3.41938792956061e-05,2.55460467492655e-05,0.000156111776031639,7.29820464165815e-05
0-0-2-0-0-0,0,0,0.149051119849547,0,0,0
0-0-2-0-0-1,0,0,0.000889040861685758,0,0,0.00047438330170778
0-0-2-0-0-2,0,0,0.000444520430842879,0,0,0.000364910232082908
0-0-2-0-1-0,0,0,0.00318003077449137,0,0.00228963938179737,0
0-0-2-0-1-1,0,0,0.00095742862027697,0,0.000624447104126555,0.000437892278499489
0-0-2-0-2-0,0,0,0.00239357155069243,0,0.00343445907269605,0
0-0-2-0-2-1,0,0,0.000136775517182424,0,0.000208149034708852,7.29820464165815e-05
0-0-2-1-0-0,0,0,0.0123439904257138,0.00210754885681441,0,0
0-0-2-1-0-1,0,0,0.001128398016755,0.000204368373994124,0,0.000583856371332652
0-0-2-1-0-2,0,0,0.000512908189434091,8.94111636224294e-05,0,0.000510874324916071
0-0-2-1-1-0,0,0,0.00441101042913319,0.000791927449227232,0.0032263100379872,0
0-0-2-1-1-1,0,0,0.000341938792956061,6.38651168731639e-05,0.000260186293386064,0.000182455116041454
0-0-2-1-1-2,0,0,6.83877585912122e-05,1.27730233746328e-05,5.20372586772129e-05,7.29820464165815e-05
0-0-2-1-2-0,0,0,0.000205163275773637,3.83190701238983e-05,0.000312223552063277,0
0-0-2-2-0-0,0,0,0.0173021029235767,0.00624600843019543,0,0
0-0-2-2-0-1,0,0,0.00061548982732091,0.000204368373994124,0,0.000291928185666326
0-0-2-2-0-2,0,0,6.83877585912122e-05,5.10920934985311e-05,0,7.29820464165815e-05
0-0-2-2-1-0,0,0,0.000307744913660455,7.66381402477967e-05,0.000156111776031639,0
0-0-2-2-1-1,0,0,0.000136775517182424,2.55460467492655e-05,5.20372586772129e-05,3.64910232082908e-05
0-0-2-2-2-0,0,0,0.000205163275773637,5.10920934985311e-05,0.000208149034708852,0
0-1-0-0-0-0,0,0.066504370919553,0,0,0,0
0-1-0-0-0-1,0,0.00354099811884475,0,0,0,0.00233542548533061
0-1-0-0-0-2,0,0.00237910811109882,0,0,0,0.0031747190191213
0-1-0-0-1-0,0,0.00702666814208255,0,0,0.00660873185200604,0
0-1-0-0-1-1,0,0.00243443620670577,0,0,0.00228963938179737,0.00160560502116479
0-1-0-0-1-2,0,5.53280956069492e-05,0,0,5.20372586772129e-05,7.29820464165815e-05
0-1-0-0-2-0,0,0.00669469956844085,0,0,0.0126970911172399,0
0-1-0-0-2-1,0,5.53280956069492e-05,0,0,0.000104074517354426,3.64910232082908e-05
0-1-0-1-0-0,0,0.0505145512891446,0,0.0116617703410397,0,0
0-1-0-1-0-1,0,0.00542215336948102,0,0.00125175629071401,0,0.00357612027441249
0-1-0-1-0-2,0,0.000774593338497289,0,0.000178822327244859,0,0.00105823967304043
0-1-0-1-1-0,0,0.0135553834237026,0,0.00312939072678503,0.0127491283759172,0
0-1-0-1-1-1,0,0.000774593338497289,0,0.000178822327244859,0.00072852162148098,0.000510874324916071
0-1-0-1-1-2,0,0.000110656191213898,0,2.55460467492655e-05,0.000104074517354426,0.000145964092833163
0-1-0-1-2-0,0,0.000774593338497289,0,0.000178822327244859,0.00145704324296196,0
0-1-0-1-2-1,0,0.000110656191213898,0,2.55460467492655e-05,0.000208149034708852,7.29820464165815e-05
0-1-0-2-0-0,0,0.101084430673896,0,0.0471196832290203,0,0
0-1-0-2-0-1,0,0.00254509239791966,0,0.00127730233746328,0,0.00167858706758138
0-1-0-2-0-2,0,0.000497952860462543,0,0.000242687444118023,0,0.000656838417749234
0-1-0-2-1-0,0,0.00116189000774593,0,0.000587559075233108,0.00109278243222147,0
0-1-0-2-1-1,0,0.000276640478034746,0,0.000140503257120961,0.000260186293386064,0.000182455116041454
0-1-0-2-2-0,0,0.000221312382427797,0,0.000114957210371695,0.000416298069417703,0
0-1-1-0-0-0,0,0.0138873519973443,0.00858266370319713,0,0,0
0-1-1-0-0-1,0,0.00071926524289034,0.000444520430842879,0,0,0.00047438330170778
0-1-1-0-0-2,0,0.000221312382427797,0.000136775517182424,0,0,0.000291928185666326
0-1-1-0-1-0,0,0.00138320239017373,0.000854846982390152,0,0.00130093146693032,0
0-1-1-0-1-1,0,0.000331968573641695,0.000205163275773637,0,0.000312223552063277,0.000218946139249745
0-1-1-0-2-0,0,0.000940577625318137,0.000581295948025303,0,0.00182130405370245,0
0-1-1-1-0-0,0,0.0120615248423149,0.00745426568644213,0.00278451909566995,0,0
0-1-1-1-0-1,0,0.000885249529711187,0.000547102068729697,0.000204368373994124,0,0.000583856371332652
0-1-1-1-0-2,0,0.000276640478034746,0.00017096939647803,6.38651168731639e-05,0,0.000364910232082908
0-1-1-1-1-0,0,0.00320902954520305,0.00198324499914515,0.000740835355728701,0.00301816100327835,0
0-1-1-1-1-1,0,0.000110656191213898,6.83877585912122e-05,2.55460467492655e-05,0.000104074517354426,7.29820464165815e-05
0-1-1-1-2-0,0,0.000165984286820848,0.000102581637886818,3.83190701238983e-05,0.000312223552063277,0
0-1-1-2-0-0,0,0.0310943897311055,0.0192169601641306,0.0144973815302082,0,0
0-1-1-2-0-1,0,0.000885249529711187,0.000547102068729697,0.000447055818112147,0,0.000583856371332652
0-1-1-2-0-2,0,5.53280956069492e-05,3.41938792956061e-05,3.83190701238983e-05,0,7.29820464165815e-05
0-1-1-2-1-0,0,0.000276640478034746,0.00017096939647803,0.000153276280495593,0.000260186293386064,0
0-1-1-2-1-1,0,5.53280956069492e-05,3.41938792956061e-05,2.55460467492655e-05,5.20372586772129e-05,3.64910232082908e-05
0-1-1-2-2-0,0,0.000165984286820848,0.000102581637886818,7.66381402477967e-05,0.000312223552063277,0
0-1-2-0-0-0,0,0.00320902954520305,0.00444520430842879,0,0,0
0-1-2-0-0-1,0,0.000110656191213898,0.000136775517182424,0,0,7.29820464165815e-05
0-1-2-0-0-2,0,0.000110656191213898,0.000136775517182424,0,0,0.000145964092833163
0-1-2-0-1-0,0,0.000221312382427797,0.000307744913660455,0,0.000208149034708852,0
0-1-2-0-1-1,0,0.000110656191213898,0.000136775517182424,0,0.000104074517354426,7.29820464165815e-05
0-1-2-0-2-0,0,0.000331968573641695,0.000444520430842879,0,0.000624447104126555,0
0-1-2-1-0-0,0,0.00237910811109882,0.003385194050265,0.000549240005109209,0,0
0-1-2-1-0-1,0,5.53280956069492e-05,0.000102581637886818,1.27730233746328e-05,0,3.64910232082908e-05
0-1-2-1-1-0,0,0.00071926524289034,0.00095742862027697,0.000166049303870226,0.000676484362803767,0
0-1-2-1-1-1,0,5.53280956069492e-05,0.000102581637886818,1.27730233746328e-05,5.20372586772129e-05,3.64910232082908e-05
0-1-2-1-2-0,0,0.000110656191213898,0.000136775517182424,2.55460467492655e-05,0.000208149034708852,0
0-1-2-2-0-0,0,0.0037069824056656,0.00478714310138485,0.00171158513220079,0,0
0-1-2-2-0-1,0,0.000165984286820848,0.000239357155069243,8.94111636224294e-05,0,0.000109473069624872
0-1-2-2-1-0,0,5.53280956069492e-05,6.83877585912122e-05,2.55460467492655e-05,5.20372586772129e-05,0
0-2-0-0-0-0,0,0.00995905720925086,0,0,0,0
