"SCTG","PctEmpty","N"
1,0.485964817993797,14
2,0.455878100315704,70
3,0.371451875008465,31
4,0.40062253072999,9
5,0.199516035193507,7
6,0.400248872496896,22
7,0.205689058285522,41
8,0.242744453924866,12
9,0.220797674677544,1
10,0.345868222703136,8
11,0.433072636403121,29
12,0.405777651024924,31
13,0.481525681732979,18
14,0.330631811974,0
15,0.394477968299597,0
16,0.411406611770122,0
17,0.405256894636644,7
18,0.25017608689347,14
19,0.307658966212607,8
20,0.319153846071907,8
21,0.163003296356002,0
22,0.468401882534189,12
23,0.402764786366238,11
24,0.405121687971388,10
25,0.449556310173136,56
26,0.276546566921281,25
27,0.207833893632727,2
28,0.216947168869503,7
29,0.142965266998763,2
30,0.150707615637309,5
31,0.392921429463378,49
32,0.217604044021483,3
33,0.122069705108891,37
34,0.297863230442896,56
35,0.159588441529491,7
36,0.472739875656961,22
37,0.179037995207116,3
38,0.253528170079209,0
39,0.120851505608883,15
40,0.171730162038967,175
41,0.285213249440231,55
43,0.0503993402516602,18
99,0.377666020609811,5
