"County","Metropolitan","Town"
"AcadiaParish",0.271904997562,16.0118043808
"AllenParish",0,5.104623267738
"AscensionParish",76.583962590668,5.785957389834
"AssumptionParish",4.040731948104,8.707170758756
"AvoyellesParish",0,10.349930135114
"BeauregardParish",0,13.567827369652
"BienvilleParish",0,2.749105699708
"BossierParish",57.868715249292,4.511931601108
"CaddoParish",127.36196287271,1.820867070652
"CalcasieuParish",126.524838138022,9.084432567364
"CaldwellParish",0,0
"CameronParish",0,0
"CatahoulaParish",0,0
"ClaiborneParish",0,3.134244375218
"ConcordiaParish",0,9.672975181902
"DeSotoParish",0,4.026525711116
"EastBatonRougeParish",193.47199596825,0
"EastCarrollParish",0,2.751721154656
"EastFelicianaParish",0,0
"EvangelineParish",0,8.852175611978
"FranklinParish",0,3.653936508912
"GrantParish",6.47792476101,0
"IberiaParish",31.457129173648,2.60026569532
"IbervilleParish",7.102509997248,1.809522235586
"JacksonParish",0,4.441154085182
"JeffersonParish",95.250303163908,1.881273114654
"JeffersonDavisParish",0,11.45037797821
"LafayetteParish",140.039523972802,0
"LafourcheParish",32.2691696336,16.141703765476
"LaSalleParish",0,4.438086504792
"LincolnParish",0,23.76449894909
"LivingstonParish",73.141104184136,0
"MadisonParish",0,4.488309494646
"MorehouseParish",0,10.077742510888
"NatchitochesParish",0,11.79600683606
"OrleansParish",78.955332734614,0
"OuachitaParish",81.94186182057,0
"PlaqueminesParish",14.639408296718,9.028128084908
"PointeCoupeeParish",0,10.18644026254
"RapidesParish",59.063653062644,0
"RedRiverParish",0,0
"RichlandParish",0,4.188932953682
"SabineParish",0,2.357317575554
"StBernardParish",17.366569503154,0
"StCharlesParish",26.425962583614,0
"StHelenaParish",0,0
"StJamesParish",0,18.611841889838
"StJohntheBaptistParish",18.291479546868,2.662869818008
"StLandryParish",0.477537131232,30.259833821484
"StMartinParish",1.45898679352,27.768817617574
"StMaryParish",0,34.179476074246
"StTammanyParish",123.480513057584,0
"TangipahoaParish",74.40209671375,7.01464515121
"TensasParish",0,0
"TerrebonneParish",55.58657791077,0
"UnionParish",0,4.995330532904
"VermilionParish",4.92244721667,12.941149846676
"VernonParish",0,22.25050613414
"WashingtonParish",0,11.149702204016
"WebsterParish",0,15.277790115722
"WestBatonRougeParish",19.44582066543,0
"WestCarrollParish",0,0
"WestFelicianaParish",0,0
"WinnParish",0,4.269297382268
