"FAFZone","AcadiaParish","AllenParish","AscensionParish","AssumptionParish","AvoyellesParish","BeauregardParish","BienvilleParish","BossierParish","CaddoParish","CalcasieuParish","CaldwellParish","CameronParish","CatahoulaParish","ClaiborneParish","ConcordiaParish","DeSotoParish","EastBatonRougeParish","EastCarrollParish","EastFelicianaParish","EvangelineParish","FranklinParish","GrantParish","IberiaParish","IbervilleParish","JacksonParish","JeffersonParish","JeffersonDavisParish","LafayetteParish","LafourcheParish","LaSalleParish","LincolnParish","LivingstonParish","MadisonParish","MorehouseParish","NatchitochesParish","OrleansParish","OuachitaParish","PlaqueminesParish","PointeCoupeeParish","RapidesParish","RedRiverParish","RichlandParish","SabineParish","StBernardParish","StCharlesParish","StHelenaParish","StJamesParish","StJohntheBaptistParish","StLandryParish","StMartinParish","StMaryParish","StTammanyParish","TangipahoaParish","TensasParish","TerrebonneParish","UnionParish","VermilionParish","VernonParish","WashingtonParish","WebsterParish","WestBatonRougeParish","WestCarrollParish","WestFelicianaParish","WinnParish"
"63",1663.5,1657.7,1756.9,1779.6,1701.8,1624.8,1613.6,1557.3,1544.4,1605.3,1665.55,1656,1715.45,1600.6,1731.25,1570.8,1743.7,1717.6,1768.8,1684.9,1690.8,1663.5,1710.8,1747.4,1635.6,1811.8,1636.9,1682,1800.6,1682.4,1616.1,1757.5,1699.8,1675.85,1613.8,1815.7,1645.2,1866.45,1751.8,1665.8,1590.1,1668.8,1607.1,1827.95,1809.2,1790,1776.2,1785.6,1693.4,1705.6,1742.4,1812.9,1788.4,1717.2,1792,1639.2,1686.3,1661.5,1835,1583.7,1729.2,1708.6,1771.5,1649.7
"64",2108.43333333333,2102.6,2201.79166666667,2224.51666666667,2061.20833333333,2069.70833333333,1972.975,1916.70833333333,1903.76666666667,2050.20833333333,2024.95833333333,2100.93333333333,2074.82083333334,1960.01666666667,2090.6125,1930.20833333333,2147.99166666667,2077.04166666667,2173.06666666667,2072.90833333333,2050.175,2022.925,2155.73333333333,2192.325,1994.95,2256.65,2081.79166666667,2126.85833333333,2245.49166666667,2041.83333333333,1975.5,2202.43333333333,2059.24166666667,2035.29166666667,1973.15833333333,2260.575,2004.6,2311.34166666667,2113.525,2025.2,1949.475,2028.15,1966.475,2272.8875,2254.04166666667,2194.29166666667,2221.13333333333,2230.51666666667,2090.575,2150.525,2187.29166666667,2257.76666666667,2233.29166666667,2076.6,2236.875,1998.60833333333,2131.175,2020.85833333333,2279.93333333333,1943.10833333333,2174.075,2068.025,2122.90833333333,2009.05833333333
"65",1976.5,1918.95,2026,2048.7,1919.2,1871.3,1831,1774.7,1761.75,1918.3,1882.95,1969,1932.8,1818,1948.6,1788.2,2006,1935.05,2031.05,1930.9,1908.15,1880.9,1994.8,2016.5,1852.95,2080.85,1949.9,1994.95,2084.6,1899.8,1833.5,2026.6,1917.2,1893.275,1831.15,2084.75,1862.6,2135.55,1971.5,1883.2,1807.5,1886.15,1824.45,2097.1,2078.25,2052.3,2045.3,2054.7,1948.55,1989.6,2026.4,2081.95,2057.5,1934.6,2075.95,1856.6,1999.25,1878.85,2097.3,1801.1,2000.65,1926,1980.9,1867.05
"69",2113.82419354839,2089.26129032258,2186.87741935484,2209.6,2066.77096774194,2044.59677419355,1978.54516129033,1922.27096774194,1909.33548387097,2066.15161290323,2030.51129032258,2116.88387096774,2080.38548387096,1965.57741935484,2096.17419354839,1935.77096774194,2150.65161290323,2082.60967741935,2175.72903225806,2076.61451612903,2055.74516129033,2028.48387096775,2150.47580645161,2177.40967741935,2000.51935483871,2241.74838709678,2097.73548387097,2125.60806451613,2240.22258064517,2047.39838709677,1981.06612903226,2187.54838709677,2064.81612903226,2040.86451612903,1978.72580645161,2245.66774193548,2010.15161290322,2296.42419354839,2118.93225806451,2030.74838709677,1955.04516129033,2033.71612903226,1972.03225806451,2257.99516129033,2239.14838709677,2196.95161290323,2206.23064516129,2215.6,2093.7,2145.25483870967,2182.01935483871,2242.85483870968,2218.37419354838,2082.15806451612,2231.6129032258,2004.17096774193,2137.9,2026.42580645162,2261.95967741936,1948.67096774193,2161.8870967742,2073.5806451613,2128.98387096775,2014.62580645162
"81",1253.35833333333,1212.57083333333,1319.61666666667,1342.34166666667,1212.84166666667,1164.94166666667,1124.59583333334,1068.34166666667,1055.37916666667,1196.41666666667,1176.58333333333,1247.13333333333,1226.425,1062.06666666667,1242.22083333334,1081.84166666667,1299.61666666667,1149.51666666667,1324.6625,1224.53333333333,1201.79583333333,1174.55,1288.4625,1310.14166666667,1146.5625,1374.4625,1227.97916666666,1264.2125,1378.225,1193.4625,1127.13333333333,1320.2625,1166.19583333334,1126.50833333334,1124.7625,1378.37083333333,1156.225,1429.14583333333,1265.14166666667,1176.81666666667,1101.09583333334,1179.7625,1118.07916666667,1390.7125,1371.8625,1345.92083333333,1338.9625,1348.34166666667,1242.17916666666,1283.24166666667,1320.01666666667,1375.57083333334,1351.09583333334,1228.23333333333,1369.57916666667,1101.24166666667,1289.92083333333,1172.47083333334,1346.29166666667,1052.57916666667,1294.27083333334,1141.47916666666,1274.53333333333,1160.6625
"89",1191.19038461538,1150.40288461539,1257.45769230769,1280.17115384615,1150.67307692308,1102.76538461538,1062.44038461538,1006.17307692308,993.228846153846,1143.94807692308,1114.41346153846,1194.66538461538,1164.28365384616,1042.99038461538,1180.06826923077,1019.67307692308,1237.45769230769,1148.56923076923,1262.51923076923,1162.36346153846,1139.63846153846,1112.38076923077,1226.29230769231,1247.98269230769,1084.40576923077,1312.30192307692,1175.52692307692,1202.06923076923,1316.05576923077,1131.29038461538,1064.96346153846,1258.09615384615,1145.07692307692,1115.11057692307,1062.61923076923,1316.23076923077,1094.05576923077,1366.98942307692,1202.98269230769,1114.65673076923,1038.94038461538,1117.60576923077,1055.93269230769,1328.54615384615,1309.70192307692,1283.45961538462,1276.79230769231,1286.17115384615,1180.02884615385,1221.07884615385,1257.85576923077,1313.42115384615,1288.64230769231,1164.95961538462,1307.43076923077,1080.58846153846,1227.75384615385,1110.31538461538,1325.79615384615,1027.93076923077,1232.13269230769,1139.65192307692,1212.36923076923,1098.51923076923
"91",1571.16666666667,1568.56666666666,1489.3,1509.56666666667,1516.43333333333,1589.85,1512.4,1542.7,1550.8,1621.93333333333,1470.5,1653.36666666667,1465.6,1519.26666666667,1441.4,1583.16666666667,1489.9,1420.7,1456.6,1576,1441,1516.9,1561.8,1508.06666666667,1486.8,1445,1589,1548.85,1484.6,1490.1,1481.53333333333,1468.3,1391.56666666667,1455.96666666667,1543.8,1433.6,1447.4,1475.4,1523.16666666667,1512.2,1555.7,1426.1,1576.4,1437,1457.2,1439.5,1479.6,1464.93333333333,1551.1,1542.4,1532.36666666667,1418.66666666667,1444.5,1429.8,1496.8,1481.83333333333,1574.5,1558.1,1395.06666666667,1531.93333333333,1496.6,1438.66666666667,1468.6,1507.56666666667
"92",1528.26666666667,1525.66666666666,1446.36666666667,1466.66666666667,1473.56666666667,1546.91666666667,1469.46666666667,1499.76666666667,1507.86666666667,1579,1427.56666666667,1610.46666666667,1422.66666666667,1476.36666666667,1398.46666666667,1540.26666666667,1446.96666666667,1377.76666666667,1413.66666666667,1533.06666666667,1398.06666666667,1473.96666666667,1518.86666666667,1465.16666666667,1443.86666666667,1402.06666666667,1546.06666666667,1505.91666666667,1441.66666666667,1447.23333333333,1438.6,1425.36666666667,1348.66666666667,1413.06666666667,1500.86666666667,1390.66666666667,1404.46666666667,1432.46666666667,1480.26666666667,1469.26666666667,1512.76666666667,1383.16666666667,1533.46666666667,1394.06666666667,1414.26666666667,1396.56666666667,1436.66666666667,1422.06666666667,1508.16666666667,1499.46666666667,1489.46666666667,1375.76666666667,1401.56666666667,1386.86666666667,1453.86666666667,1438.96666666667,1531.56666666667,1515.21666666667,1352.16666666667,1489.06666666667,1453.66666666667,1395.76666666667,1425.66666666667,1464.66666666667
"99",1592.35,1589.8,1510.45,1530.75,1537.65,1611.05,1533.55,1563.85,1571.95,1643.15,1491.65,1674.55,1486.75,1540.45,1462.55,1604.35,1511.05,1441.85,1477.75,1597.15,1462.15,1538.05,1582.95,1529.25,1507.95,1466.15,1610.15,1570,1505.8,1511.35,1502.75,1489.45,1412.75,1477.15,1564.95,1454.75,1468.65,1496.55,1544.35,1533.4,1576.85,1447.25,1597.55,1458.15,1478.35,1460.75,1500.75,1486.15,1572.25,1563.55,1553.55,1439.85,1465.65,1450.95,1517.95,1503.05,1595.75,1579.3,1416.25,1553.15,1517.75,1459.85,1489.8,1528.75
"101",1326.6,1324.025,1244.75,1265,1271.9,1345.3,1267.85,1298.15,1306.25,1377.4,1225.95,1408.8,1221.05,1274.7,1196.85,1338.6,1245.35,1176.15,1212.05,1331.45,1196.45,1272.35,1317.25,1263.5,1242.25,1200.45,1344.45,1304.3,1240.05,1245.55,1237,1223.75,1147.05,1211.4,1299.25,1189.05,1202.85,1230.85,1278.65,1267.65,1311.15,1181.55,1331.85,1192.45,1212.65,1194.95,1235.05,1220.4,1306.55,1297.85,1287.85,1174.1,1199.95,1185.25,1252.25,1237.3,1329.95,1313.55,1150.55,1287.4,1252.05,1194.1,1224.05,1263.05
"109",1337.8,1335.25,1256,1276.2,1283.1,1356.55,1279.1,1309.3,1317.5,1388.6,1237.2,1420,1232.3,1285.9,1208,1349.8,1256.6,1187.4,1223.3,1342.7,1207.7,1283.6,1328.4,1274.7,1253.4,1211.6,1355.7,1315.5,1251.3,1256.8,1248.2,1235,1158.2,1222.6,1310.4,1200.3,1214.1,1242.1,1289.8,1278.9,1322.3,1192.7,1343.1,1203.6,1223.8,1206.2,1246.2,1231.6,1317.8,1309,1299,1185.3,1211.2,1196.4,1263.5,1248.5,1341.2,1324.75,1161.7,1298.6,1263.3,1205.3,1235.3,1274.2
"111",1215.1,1212.45,1133.2,1153.4,1160.3,1233.75,1156.3,1186.6,1194.7,1265.8,1114.4,1297.3,1109.5,1163.2,1085.3,1227.1,1133.8,1064.6,1100.5,1219.9,1084.9,1160.8,1205.7,1152,1130.7,1088.9,1232.9,1192.75,1128.5,1134,1125.4,1112.2,1035.5,1099.9,1187.7,1077.5,1091.3,1119.3,1167.1,1156.1,1199.6,1070,1220.3,1080.9,1101.1,1083.4,1123.5,1108.8,1195,1186.3,1176.3,1062.6,1088.4,1073.7,1140.7,1125.8,1218.4,1202,1039,1175.8,1140.5,1082.6,1112.5,1151.5
"121",691.883333333333,740.933333333333,610.016666666667,630.25,694.05,789.45,788.016666666667,818.3,826.416666666667,742.65,746.1,774.066666666667,695.216666666667,794.883333333333,671,836.283333333333,610.6,696.316666666667,630.966666666667,696.733333333333,716.633333333333,760.6,682.5,628.766666666667,762.4,565.7,709.733333333333,669.55,605.333333333333,719.733333333333,757.15,589.016666666667,667.2,731.566666666667,790.2,554.3,723.033333333333,596.133333333333,643.883333333333,735.033333333333,825.3,701.7,819.016666666667,557.7,577.9,608.933333333333,600.3,585.65,671.8,663.083333333333,653.083333333333,539.366666666667,582.316666666667,705.4,617.516666666667,757.45,695.233333333333,774.05,557.783333333333,807.55,617.3,714.266666666667,645.55,785.6
"122",922.085714285714,971.128571428571,840.214285714286,860.428571428571,924.242857142857,1019.64285714286,1018.22857142857,1048.5,1056.62857142857,972.828571428571,976.314285714286,1004.27142857143,925.414285714286,1025.07142857143,901.2,1066.48571428571,840.828571428571,926.528571428571,861.171428571429,926.928571428571,946.828571428571,990.8,912.7,858.971428571429,992.6,795.9,939.928571428571,899.757142857143,835.528571428571,949.928571428571,987.328571428571,819.228571428572,897.4,961.771428571428,1020.4,784.528571428571,953.228571428572,826.328571428571,874.1,965.228571428571,1055.51428571429,931.9,1049.21428571429,787.9,808.1,839.128571428571,830.5,815.857142857143,902.028571428571,893.285714285714,883.285714285714,769.557142857143,812.528571428571,935.614285714286,847.714285714286,987.642857142857,925.428571428571,1004.24285714286,787.985714285714,1037.74285714286,847.528571428571,944.457142857143,875.742857142857,1015.79285714286
"123",764.5,813.585714285714,682.671428571429,702.885714285714,766.685714285714,862.085714285714,860.685714285714,890.928571428571,899.071428571429,815.285714285714,818.757142857143,846.7,767.871428571429,867.5,743.6,908.9,683.271428571428,768.985714285714,703.585714285714,769.385714285714,789.271428571428,833.25,755.1,701.4,835.028571428571,638.314285714286,782.385714285714,742.207142857143,677.985714285714,792.385714285714,829.785714285714,661.685714285714,739.8,804.2,862.814285714286,626.971428571429,795.685714285714,668.771428571428,716.514285714286,807.685714285714,897.971428571429,774.314285714286,891.671428571429,630.3,650.528571428571,681.585714285714,672.928571428571,658.285714285714,744.471428571429,735.714285714286,725.7,612,654.985714285714,778.042857142857,690.171428571429,830.085714285714,767.885714285714,846.685714285714,630.4,880.185714285714,689.971428571429,786.9,718.185714285714,858.2
"124",758.7,807.75,676.825,697.05,760.875,856.25,854.825,885.125,893.225,809.45,812.925,840.875,762.025,861.675,737.825,903.125,677.425,763.125,697.775,763.525,783.425,827.425,749.325,695.575,829.225,632.525,776.525,736.375,672.125,786.525,823.95,655.825,734.025,798.375,857.025,621.125,789.825,662.925,710.725,801.825,892.125,768.525,885.825,624.525,644.725,675.725,667.125,652.475,738.625,729.925,719.9,606.175,649.125,772.225,684.325,824.25,762.025,840.875,624.625,874.375,684.125,781.075,712.375,852.425
"129",649.012790697675,698.087209302326,567.156976744186,587.395348837209,651.193023255814,746.594186046512,745.168604651162,775.440697674419,783.559302325581,699.784883720931,703.25,731.203488372093,652.361627906977,752.003488372093,628.129069767441,793.41046511628,567.752325581396,653.466279069768,588.1,653.866279069767,673.773255813953,717.747674418605,639.629069767441,585.903488372093,719.540697674418,522.843023255814,666.866279069767,626.698837209302,562.48023255814,676.887209302326,714.284883720931,546.168604651162,624.331395348838,688.701162790697,747.345348837209,511.45465116279,680.18023255814,553.273255813953,601.024418604651,692.177906976744,782.45,658.845348837209,776.156976744186,514.831395348838,535.043023255814,566.082558139535,557.440697674419,542.794186046511,628.952325581395,620.222093023255,610.212790697675,496.503488372093,539.468604651162,662.54534883721,574.656976744186,714.594186046512,652.377906976744,731.193023255814,514.915116279069,764.693023255814,574.45465116279,671.403488372093,602.693023255814,742.727906976745
"131",621.64358974359,660.246153846153,539.789743589744,560.028205128205,594.305128205128,673.370512820512,588.7,618.975641025641,627.094871794872,672.423076923077,546.792307692308,703.835897435898,541.894871794872,595.546153846154,517.664102564102,659.435897435897,540.384615384615,496.997435897436,533.625641025641,626.492307692308,517.3,593.189743589744,612.251282051282,558.535897435897,563.078205128205,495.473076923077,639.492307692308,599.330769230769,535.115384615385,566.426923076923,557.832051282051,518.792307692308,467.864102564102,532.241025641026,620.089743589744,484.089743589744,523.711538461538,525.894871794872,573.658974358974,588.515384615385,631.992307692308,502.38717948718,652.692307692308,487.453846153846,507.667948717949,515.539743589743,530.069230769231,515.433333333333,601.589743589744,592.858974358974,582.846153846154,469.135897435898,508.707692307692,506.089743589744,547.289743589744,558.135897435898,625.011538461539,634.389743589743,465.684615384615,608.238461538461,547.089743589744,514.948717948718,546.182051282051,583.85641025641
"132",752,801.066666666667,670.15,690.366666666667,754.183333333333,849.566666666667,797.566666666667,827.85,835.966666666667,802.766666666667,755.666666666667,834.183333333333,750.766666666667,804.4,726.55,868.283333333333,670.766666666667,705.866666666667,691.083333333333,756.866666666667,726.166666666667,802.05,742.633333333333,688.883333333333,771.95,625.833333333333,769.866666666667,729.691666666666,665.466666666667,775.266666666667,766.666666666667,649.166666666667,676.75,741.1,828.966666666667,614.466666666667,732.566666666667,656.266666666667,704.033333333333,788.366666666667,840.866666666667,711.25,861.566666666667,617.833333333333,638.033333333333,669.066666666667,660.433333333333,645.783333333333,731.966666666667,723.233333333333,713.216666666667,599.483333333333,642.466666666667,714.966666666667,677.65,766.983333333333,755.366666666667,831.95,604.833333333333,817.1,677.466666666667,723.8,705.683333333333,792.716666666667
"139",641.649122807017,687.54649122807,559.794736842106,580.026315789474,632.740350877193,721.782456140351,648.626754385965,678.898684210526,687.016228070175,692.417105263158,606.71052631579,723.838596491228,599.155701754386,655.466228070175,574.922368421052,720.81096491228,560.392982456141,556.926754385965,570.592543859649,646.50350877193,577.227631578947,655.428070175439,632.259649122807,578.540789473685,622.996052631579,515.471929824562,659.50350877193,619.333333333333,555.112280701755,623.683771929825,617.746052631579,538.801754385965,527.786403508772,592.166228070176,682.787280701755,504.09298245614,583.637280701754,545.905263157895,593.660526315789,648.504824561403,693.973245614035,562.299561403509,714.620614035088,507.461403508772,527.672807017543,550.000877192982,550.073684210527,535.429824561403,621.592982456141,612.859649122807,602.850877192983,489.139035087719,531.051754385965,566.008771929824,567.294736842106,618.057456140351,645.012280701754,691.664912280701,494.768421052631,668.155701754386,567.092105263157,574.866228070176,584.437719298246,646.257456140351
"151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"160",2056.69431818182,2015.90113636364,2122.94659090909,2145.67613636364,2016.17613636364,1968.27840909091,1927.9375,1871.67613636364,1858.72840909091,1997.06477272727,1979.91363636364,2047.78977272728,2029.77954545455,1852.78977272728,2045.56931818182,1885.17613636364,2102.94659090909,1924.88068181818,2128.01931818182,2027.86022727273,2005.13636363636,1977.88977272727,2091.79659090909,2113.4875,1949.9125,2177.81022727273,2028.63636363636,2067.56704545455,2181.54204545455,1996.79659090909,1930.46704545455,2123.60340909091,1951.62159090909,1907.25909090909,1928.11477272728,2181.73068181818,1959.54659090909,2232.48863636364,2068.4875,1980.14545454545,1904.4375,1983.10568181818,1921.43068181818,2194.05340909091,2175.20795454545,2141.82386363636,2142.29659090909,2151.67613636364,2045.53068181818,2086.58977272727,2123.34659090909,2178.91704545455,2154.43636363637,2031.56477272727,2172.92840909091,1894.77840909091,2093.24659090909,1975.81704545454,2138.64431818182,1847.49886363637,2097.62840909091,1920.62386363637,2077.87159090909,1964.01931818182
"171",989.669230769231,932.580769230769,920.830769230769,937.346153846154,885.596153846154,984.246153846154,825.707692307692,831.561538461538,830.830769230769,1040.43076923077,814.95,1071.86153846154,828.961538461539,781.715384615384,851.584615384616,869.161538461538,908.407692307693,733.692307692308,874.807692307692,924.830769230769,785.476923076923,861.353846153846,983.484615384615,926.557692307692,825.084615384616,920.084615384616,1007.53076923077,967.353846153846,944.930769230769,842.180769230769,790.669230769231,886.823076923077,798.484615384615,759.165384615385,910.215384615384,924.015384615385,786.780769230769,973.030769230769,941.684615384615,878.480769230769,844.884615384615,771.584615384616,917.630769230769,934.584615384616,917.492307692308,857.730769230769,918.992307692308,904.346153846154,969.607692307693,960.884615384615,992.669230769231,904.6,862.7,836.7,957.107692307693,790.223076923077,993.030769230769,922.807692307693,874.169230769231,818.984615384615,915.107692307693,729.45,886.830769230769,838.269230769231
