"FAFZone","AcadiaParish","AllenParish","AscensionParish","AssumptionParish","AvoyellesParish","BeauregardParish","BienvilleParish","BossierParish","CaddoParish","CalcasieuParish","CaldwellParish","CameronParish","CatahoulaParish","ClaiborneParish","ConcordiaParish","DeSotoParish","EastBatonRougeParish","EastCarrollParish","EastFelicianaParish","EvangelineParish","FranklinParish","GrantParish","IberiaParish","IbervilleParish","JacksonParish","JeffersonParish","JeffersonDavisParish","LafayetteParish","LafourcheParish","LaSalleParish","LincolnParish","LivingstonParish","MadisonParish","MorehouseParish","NatchitochesParish","OrleansParish","OuachitaParish","PlaqueminesParish","PointeCoupeeParish","RapidesParish","RedRiverParish","RichlandParish","SabineParish","StBernardParish","StCharlesParish","StHelenaParish","StJamesParish","StJohntheBaptistParish","StLandryParish","StMartinParish","StMaryParish","StTammanyParish","TangipahoaParish","TensasParish","TerrebonneParish","UnionParish","VermilionParish","VernonParish","WashingtonParish","WebsterParish","WestBatonRougeParish","WestCarrollParish","WestFelicianaParish","WinnParish"
"172",767.822222222222,709.683333333334,698.977777777778,715.488888888889,662.688888888889,746.011111111111,594.844444444444,593.322222222222,592.588888888889,818.577777777778,592.066666666667,850.011111111111,606.066666666667,550.844444444444,629.722222222222,630.922222222222,686.566666666667,510.8,652.966666666667,701.933333333334,562.577777777778,638.466666666667,761.622222222222,704.711111111111,602.194444444445,698.266666666667,785.677777777778,745.516666666667,723.077777777778,619.288888888889,559.777777777778,664.966666666667,576.622222222222,536.261111111111,671.988888888889,702.166666666667,563.877777777778,751.177777777778,719.822222222222,655.577777777778,614.022222222222,548.7,679.388888888889,712.722222222222,695.622222222222,635.877777777778,697.122222222222,682.488888888889,747.766666666667,739.022222222222,770.822222222222,682.766666666667,640.866666666667,614.866666666667,735.266666666667,559.344444444444,771.177777777778,706.555555555556,652.322222222222,580.744444444444,693.266666666667,506.566666666667,664.977777777778,607.377777777778
"179",843.156875,786.158125,774.325,790.839375,739.164375,828.294375,673.859375,677.9225,677.18625,893.930625,668.5175,925.34625,682.528125,629.879375,705.063125,715.5225,761.899375,587.264375,728.289375,778.41,639.039375,714.914375,836.955625,780.05,678.658125,773.581875,861.013125,820.839375,798.4225,695.7575,638.811875,740.308125,651.969375,612.720625,755.814375,777.501875,640.35,826.240625,795.170625,732.049375,693.035625,625.158125,763.985,787.788125,770.980625,711.223125,772.480625,757.839375,823.098125,814.369375,846.156875,758.091875,716.190625,690.190625,810.598125,637.53875,846.524375,776.4075,727.656875,665.33875,768.598125,583.01625,740.325,685.5875
"181",987.78,930.73,918.98,935.48,883.73,998.58,837.24,845.88,845.1,1038.58,813.05,1069.98,827.06,793.28,849.68,883.48,906.52,731.83,872.9,922.98,783.62,859.45,981.58,924.68,823.18,918.18,1005.66,965.45,943.08,840.33,802.18,884.94,796.58,757.28,924.5,922.1,784.93,971.16,939.78,876.63,856.4,769.68,931.92,932.68,915.6,855.88,917.1,902.48,967.72,958.98,990.78,902.7,860.8,834.8,955.22,801.78,991.18,921.53,872.28,833.28,913.22,727.55,884.98,849.78
"182",932.116666666667,875.591666666667,860.019444444444,877.980555555556,828.597222222223,930.863888888889,785.813888888889,794.086111111111,793.347222222222,982.897222222222,757.944444444445,1014.30833333333,771.958333333333,741.475,793.508333333333,831.686111111111,850.863888888889,676.7,816.747222222222,867.836111111111,728.466666666666,804.347222222222,925.208333333333,869.008333333333,768.080555555556,829.858333333333,949.975,909.802777777777,866.791666666667,785.188888888889,750.402777777778,829.275,740.413888888889,702.152777777778,860.663888888889,819.402777777778,729.777777777778,862.85,884.125,821.475,804.641666666667,714.580555555556,880.152777777778,824.405555555556,839.352777777778,799.675,855.108333333333,840.480555555556,912.069444444445,903.325,914.533333333334,803.958333333333,804.630555555556,778.630555555556,878.980555555556,744.930555555555,935.486111111111,866.4,779.6,781.5,857.569444444444,672.444444444445,828.775,793.058333333333
"183",1060.0875,1003.0125,991.25,1007.775,956.025,1070.85,909.5375,918.175,917.425,1110.8625,885.35625,1142.275,899.375,865.5625,922,955.775,978.825,804.125,945.2125,995.275,855.88125,931.7625,1053.9,996.975,895.5,954.5375,1077.925,1037.7625,994.175,912.6125,874.5,957.2375,868.9,829.575,996.8125,943.1625,857.19375,984.9625,1012.1,948.9,928.7125,842,1004.2125,946.5375,966.7375,928.1375,989.4,974.775,1040.0125,1031.3,1041.9375,928.2125,933.1,907.1,1006.3625,874.075,1063.4375,993.825,904.6375,905.6,985.5125,799.85625,957.25,922.1
"189",913.87131147541,858.496721311476,842.302459016393,859.543442622951,811.509836065574,908.683606557377,773.74262295082,782.163114754098,781.420491803279,964.646721311475,740.854098360656,996.064754098361,754.865573770492,729.553278688525,775.609016393443,819.766393442623,832.609016393443,659.613114754099,798.827049180328,850.752459016393,711.377049180328,787.252459016393,907.097540983607,850.764754098361,750.995081967213,822.37131147541,931.723770491803,891.549180327868,856.984426229508,768.097540983606,738.484426229508,811.023770491803,722.512295081967,685.065573770492,838.101639344262,815.253278688525,712.687704918033,858.418852459016,865.879508196721,804.388524590164,792.705737704918,697.495081967213,868.218852459016,819.972950819672,829.538524590164,781.761475409836,838.515573770492,823.884426229508,893.80737704918,885.079508196721,904.723770491803,799.509016393443,786.733606557377,760.733606557377,869.163114754098,727.911475409836,917.231967213115,849.312295081967,774.715573770492,769.579508196721,839.30737704918,655.354098360656,810.866393442623,774.937704918033
"190",1007.60808080808,971.340909090909,1002.55101010101,1023.61767676767,945.435858585859,954.513636363637,824.738383838384,806.514141414141,801.09595959596,1009.03232323232,843.529797979798,1051.7106060606,877.224242424242,784.750505050505,887.646464646464,839.431313131313,982.334343434344,791.34292929293,955.114646464647,964.489393939394,835.076767676768,880.535858585858,1030.42373737374,1000.54040404041,837.225757575757,1027.60505050505,1019.2898989899,1009.39797979798,1052.44292929293,870.767171717172,794.686868686869,994.335858585858,832.686363636363,784.913636363636,880.484343434343,1031.52424242424,811.773232323232,1080.5308080808,1001.36717171717,917.232323232323,838.839898989899,816.011616161616,887.89696969697,1042.09090909091,1025.00454545454,965.24191919192,1026.50454545454,1011.85707070707,992.120202020202,1019.51767676768,1054.55404040404,1012.11161616161,970.215656565656,869.862121212122,1064.62525252525,794.254545454545,1035.07828282828,928.186363636363,981.678282828283,802.419191919192,989.096969696969,787.096969696969,943.775252525252,842.288383838384
"201",760.816666666666,738.388888888889,785.033333333334,811.655555555556,720.3,706.266666666666,588.4,560.511111111112,552.955555555556,728.844444444444,623.45,781.7,661.605555555555,551.044444444444,664.2,590.355555555555,762.85,581.366666666667,745.8,731.983333333333,620.433333333333,656.35,795.911111111111,779.455555555556,610.75,860.688888888889,769.35,771.666666666667,881.277777777778,650.711111111111,576.3,823.166666666667,608.088888888889,563.722222222222,632.216666666666,864.6,590.294444444444,913.816666666666,772.605555555555,684.255555555555,601.877777777778,598.4,639.627777777778,875.383333333333,858.088888888889,798.344444444444,850.2,844.955555555556,749.627777777778,790.705555555556,827.466666666666,845.188888888889,803.288888888889,644.6,886.533333333333,575.877777777778,797.361111111111,679.916666666667,814.766666666667,564.744444444444,770.805555555555,577.1,724.838888888889,624.433333333333
"202",739.183333333333,701.45,805.433333333333,828.166666666667,698.666666666667,656.4,610.083333333333,553.366666666667,541.216666666667,683.866666666667,662.066666666667,734.583333333333,712.266666666667,541.683333333333,728.05,567.666666666667,785.433333333333,617.266666666667,810.5,710.35,687.283333333333,660.383333333333,774.283333333333,795.966666666667,632.05,860.283333333333,717.216666666666,750.041666666667,864.05,679.283333333333,612.616666666667,806.083333333333,644,599.65,610.583333333333,864.216666666667,641.716666666667,914.975,750.966666666667,662.641666666667,586.916666666667,665.25,606.266666666667,876.533333333333,857.683333333333,831.733333333333,824.783333333333,834.166666666667,728,769.083333333333,805.85,861.4,836.916666666667,703.483333333333,855.416666666667,583.666666666667,775.733333333333,658.283333333333,824.1,536.4,780.116666666667,613,760.366666666667,646.5
"209",848.886666666667,812.986666666666,914.307777777778,937.52,808.358888888889,769.497777777778,716.143333333333,661.771666666667,650.683888888889,796.154444444444,766.487222222222,846.878888888889,815.117777777778,665.842222222222,827.032222222222,677.358888888889,893.517777777777,732.769444444445,910.201666666666,820.048888888889,784.393333333333,769.708888888889,883.985555555555,905.335555555556,739.488888888889,970.468333333333,830.596666666667,859.766666666667,973.84,786.563888888889,717.026111111112,915.882222222222,761.046111111111,715.157222222223,720.315555555556,974.392777777777,742.830555555556,1024.64944444445,860.675555555556,772.342777777777,696.634444444444,762.36,717.385555555555,986.207777777777,967.870555555555,934.429444444444,934.773333333333,945.105,837.725555555556,878.771111111111,915.544444444444,968.897222222222,939.532777777777,808.899444444444,966.027777777778,706.796111111111,885.442222222222,768.018888888889,945.817777777778,660.212222222222,889.678333333333,728.525,866.111666666667,754.647777777778
"211",932.5625,876.975,850.675,870.925,829.975,899.54375,795.075,802.125,801.375,983.325,759.31875,1014.75,773.325,749.5,792.1625,839.725,851.275,678.075,815.3625,869.2,729.83125,805.71875,923.1625,869.45,769.4625,806.3625,950.3875,910.21875,846,786.5625,758.4625,829.6875,739.0625,703.525,826.475,794.975,731.14375,836.775,884.5625,822.85,812.6625,715.9625,888.175,798.3625,818.5625,798.3,840.9625,826.325,912.475,903.7625,893.75,780.025,803.275,777.275,858.175,741.825,935.8875,867.775,756.45,789.5625,857.975,673.81875,827.3875,790.25
"212",839.272727272727,783.440909090909,759.327272727273,779.554545454546,736.45,806.036363636364,701.477272727273,709.918181818182,709.190909090909,890.063636363636,665.818181818182,921.472727272727,679.836363636364,657.309090909091,699.136363636364,747.509090909091,758.054545454546,584.554545454545,722.345454545455,775.695454545454,636.336363636364,712.218181818182,831.827272727273,776.172727272727,675.968181818182,715.027272727273,857.154545454546,816.986363636364,754.645454545455,693.040909090909,666.281818181818,736.454545454545,646,610.004545454545,732.968181818182,703.636363636364,637.636363636364,745.445454545454,791.290909090909,729.336363636364,720.481818181818,622.468181818182,795.990909090909,707,727.227272727273,705.263636363636,749.627272727273,734.963636363636,819.245454545455,810.509090909091,802.381818181818,688.672727272727,710.245454545455,684.245454545455,766.827272727273,648.304545454546,842.654545454546,774.25,665.081818181818,697.318181818182,764.745454545455,580.318181818182,734.363636363636,696.713636363637
"219",818.731188118812,778.995544554455,740.513366336634,759.795544554456,730.574752475247,801.685148514852,700.974752475247,707.893564356435,707.207920792079,869.504455445545,663.002970297029,900.923267326733,674.880198019802,655.942574257426,682.74702970297,745.607425742574,737.474752475247,578.511881188118,703.670792079208,775.876237623763,633.524752475247,709.402475247525,810.196534653465,755.621287128713,674.362376237623,706.499504950495,836.584653465346,796.412871287128,743.354455445545,688.739108910891,668.521287128713,715.883663366336,630.707425742574,603.936138613861,731.819801980198,697.193564356436,635.84306930693,737.957920792079,770.741089108911,724.262871287129,724.924257425743,619.436633663367,791.302475247525,699.515346534654,715.912376237624,686.603465346535,732.822277227723,718.178712871287,798.675742574257,789.940099009901,791.091584158416,681.526237623762,691.569801980198,668.929207920792,755.537128712871,643.087623762377,822.097524752475,769.443069306931,656.984653465346,695.714356435643,744.175742574257,573.670792079208,715.7,695.205445544555
"230",1864.49375,1861.91875,1782.64375,1802.875,1809.775,1883.2125,1805.75,1836.015625,1844.14375,1915.275,1763.83125,1946.6875,1758.9375,1812.58125,1734.69375,1876.48125,1783.2375,1714.05,1749.93125,1869.35,1734.35,1810.23125,1855.1,1801.3875,1780.121875,1738.31875,1882.35,1842.178125,1777.95625,1783.46875,1774.86875,1761.65625,1684.90625,1749.2875,1837.125,1726.9375,1740.76875,1768.75,1816.50625,1805.5625,1849.025,1719.4125,1869.7375,1730.3,1750.515625,1732.8625,1772.9125,1758.275,1844.4375,1835.69375,1825.6875,1711.98125,1737.83125,1723.125,1790.14375,1775.18125,1867.8625,1851.428125,1688.39375,1825.275,1789.9375,1731.98125,1761.95625,1800.89375
"241",1264.52142857143,1261.94285714286,1182.67142857142,1202.89285714286,1209.79285714285,1283.23571428571,1205.77142857143,1236.02857142858,1244.17142857142,1315.29285714285,1163.87142857142,1346.69285714286,1158.97142857142,1212.62142857143,1134.72142857143,1276.49285714285,1183.27142857143,1114.07142857143,1149.97142857142,1269.37142857142,1134.37142857142,1210.27142857143,1255.12142857143,1201.42142857143,1180.15714285715,1138.35,1282.37142857142,1242.21428571428,1177.98571428571,1183.49285714285,1174.89285714286,1161.67142857142,1084.92142857143,1149.29285714285,1237.15714285715,1126.97142857142,1140.77857142857,1168.77142857143,1216.52142857143,1205.59285714285,1249.05714285714,1119.42857142857,1269.77142857143,1130.32142857143,1150.52857142858,1132.87142857142,1172.92857142857,1158.29285714285,1244.47142857142,1235.72142857143,1225.72142857143,1112.02142857143,1137.87142857142,1123.15714285715,1190.17142857142,1175.19285714286,1267.87142857142,1251.44285714285,1088.42142857143,1225.29285714285,1189.97142857142,1132.02142857143,1161.98571428571,1200.92142857143
"242",1226.62,1224.03,1144.76,1165,1171.9,1245.32,1167.86,1198.14,1206.26,1277.38,1125.94,1308.8,1121.04,1174.7,1096.84,1238.58,1145.36,1076.16,1112.04,1231.46,1096.46,1172.34,1217.24,1163.5,1142.24,1100.44,1244.46,1204.29,1140.08,1145.58,1136.98,1123.76,1047.04,1111.4,1199.24,1089.04,1102.86,1130.86,1178.64,1167.68,1211.14,1081.54,1231.86,1092.44,1112.64,1094.96,1135.04,1120.4,1206.54,1197.84,1187.82,1074.1,1099.94,1085.24,1152.26,1137.3,1229.96,1213.54,1050.54,1187.4,1152.04,1094.1,1124.08,1163.04
"249",1275.25416666667,1285.5875,1193.37916666667,1213.64166666667,1224.40416666667,1297.83333333333,1220.37916666667,1242.60416666667,1249.2375,1326.02083333333,1178.45416666667,1357.45416666667,1173.55416666667,1214.32083333333,1149.3375,1282.60416666667,1193.97916666667,1120.28333333334,1164.55416666667,1280.09166666666,1148.96666666666,1224.85416666667,1265.8625,1212.15416666667,1194.74583333333,1149.0625,1293.09166666666,1252.925,1188.7125,1198.09583333333,1189.50416666667,1172.4,1099.5375,1153.9125,1251.74583333333,1137.67916666667,1155.3875,1179.50416666667,1227.2625,1220.18333333333,1263.64583333333,1134.0375,1284.35416666667,1141.0625,1161.27083333333,1147.4875,1183.6625,1169.02916666667,1255.17916666667,1246.4625,1236.4625,1122.74583333333,1152.85833333333,1137.74583333333,1200.87916666667,1181.85833333333,1278.6125,1266.0625,1103.0375,1231.5625,1200.67916666667,1134.5375,1176.5875,1215.5375
"251",1666.7,1664.1125,1584.825,1605.075,1611.975,1685.4,1607.925,1638.2125,1646.325,1717.4625,1566.025,1748.8875,1561.125,1614.7875,1536.9125,1678.6875,1585.425,1516.225,1552.125,1671.525,1536.525,1612.4125,1657.3125,1603.5875,1582.3125,1540.5125,1684.525,1644.3625,1580.15,1585.6625,1577.0625,1563.825,1487.1,1551.4875,1639.3125,1529.125,1542.95,1570.925,1618.7125,1607.74375,1651.225,1521.6125,1671.925,1532.5,1552.7125,1535.0625,1575.1125,1560.475,1646.625,1637.9125,1627.9,1514.1875,1540.025,1525.3125,1592.325,1577.375,1670.0625,1653.625,1490.5875,1627.475,1592.125,1534.1875,1564.15,1603.0875
"259",1645.65,1643.1,1563.8,1584.05,1590.95,1664.38333333333,1586.91666666667,1617.16666666667,1625.3,1696.43333333333,1544.96666666667,1727.85,1540.1,1593.75,1515.85,1657.65,1564.38333333333,1495.21666666667,1531.06666666667,1650.51666666667,1515.51666666667,1591.36666666667,1636.25,1582.55,1561.25,1519.46666666667,1663.51666666667,1623.31666666667,1559.13333333333,1564.65,1556.05,1542.81666666667,1466.05,1530.45,1618.26666666667,1508.1,1521.91666666667,1549.91666666667,1597.65,1586.725,1630.16666666667,1500.56666666667,1650.88333333333,1511.45,1531.66666666667,1514.03333333333,1554.06666666667,1539.45,1625.6,1616.85,1606.85,1493.15,1518.96666666667,1504.26666666667,1571.3,1556.35,1649.03333333333,1632.6,1469.55,1606.45,1571.1,1513.15,1543.13333333333,1582.05
"261",1210.51,1157.56,1133.88,1152.63,1110.57,1207.31,1073.58,1082.22,1081.47,1261.3,1039.9,1292.71,1053.91,1029.61,1072.76,1119.81,1129.25,958.665,1095.99,1149.81,1010.425,1086.3,1202.39,1147.41,1050.03,1088.4,1228.36,1188.19,1128.08,1067.16,1038.55,1107.67,1019.66,984.12,1154.95,1077.03,1011.755,1118.87,1162.51,1103.455,1092.76,996.54,1168.27,1080.39,1100.61,1078.94,1127.28,1112.67,1190.44,1181.71,1175.79,1062.09,1083.89,1057.89,1140.22,1026.13,1213.88,1148.365,1038.49,1069.62,1135.94,954.4,1108.04,1074.31
"262",1151.1125,1094.025,1082.275,1098.775,1047.03125,1161.875,1000.5625,1009.1875,1008.4625,1201.875,976.40625,1233.3125,990.4125,956.575,1013.05,1046.775,1069.8625,895.1375,1036.25,1086.275,946.925,1022.80625,1144.9125,1088,986.55,1081.55,1168.975,1128.80625,1106.375,1003.625,965.55,1048.275,959.925,920.5875,1087.8625,1081.5125,948.225,1128.725,1103.1375,1039.925,1019.75,933.05,1095.2625,1090.275,1078.95,1019.175,1080.45,1065.775,1131.0625,1122.3375,1154.1125,1063.4375,1024.15,998.15,1118.5625,965.0875,1154.475,1084.825,1033.85,996.6125,1076.5625,890.90625,1048.275,1013.125
"269",1272.87384615385,1215.78076923077,1204.02923076923,1220.07846153846,1168.79307692308,1280.51538461538,1119.75538461538,1127.84153846154,1127.09230769231,1323.64461538462,1098.13692307693,1355.06615384615,1112.14461538462,1075.78,1134.78153846154,1165.43846153846,1191.61076923077,1016.89384615385,1158.00307692308,1208.03153846154,1068.65538461539,1144.53692307693,1266.67230769231,1209.76153846154,1108.27615384616,1191.77230769231,1290.72307692308,1250.55307692308,1222.14307692308,1125.38076923077,1084.71692307692,1170.02,1081.68769230769,1042.34846153847,1206.48461538462,1187.45384615385,1069.96461538461,1232.73076923077,1224.88,1161.66692307692,1138.93692307692,1054.77615384616,1213.89384615385,1194.29076923077,1194.70461538462,1140.93230769231,1201.53846153846,1186.9,1252.81384615385,1244.08923076923,1269.88307692308,1170.59692307692,1145.90153846154,1119.90153846154,1234.32307692308,1084.29538461538,1276.23538461538,1206.60538461538,1143.74769230769,1115.25384615385,1198.31384615385,1012.6376923077,1170.02923076923,1132.31692307692
"271",1208.38684210526,1185.96052631579,1217.61315789474,1234.1447368421,1167.86842105263,1153.8552631579,1032.77894736842,1007.77105263158,1000.40789473685,1206.01052631579,1054.89736842105,1239.08421052632,1093.06315789474,995.436842105263,1095.73157894737,1038.77105263158,1205.17368421053,1011.05263157895,1171.56578947369,1179.56052631579,1051.87894736842,1088.1947368421,1242.73421052632,1223.35789473685,1042.18684210526,1216.86578947368,1216.92631578947,1218.91578947368,1241.70526315789,1082.16052631579,1007.73684210526,1183.58947368421,1039.78157894737,995.173684210526,1079.79210526316,1220.77631578948,1021.74736842105,1269.78684210526,1218.45526315789,1131.85,1044.12631578948,1029.83684210526,1087.20789473684,1231.36578947368,1214.26578947368,1154.51052631579,1215.76578947368,1201.1447368421,1197.20789473684,1236.61315789473,1273.12368421053,1201.36578947368,1159.46578947369,1076.38157894737,1253.87894736842,1007.32105263158,1244.63157894737,1127.5,1170.96315789474,1007.63684210526,1211.87894736842,1006.77894736842,1161.46578947369,1055.33684210526
"279",1284.47867647059,1261.55882352941,1294.84117647058,1315.41102941176,1242.0330882353,1230.29705882353,1108.625,1084.21397058824,1076.88161764706,1271.74411764706,1130.72132352942,1315.94852941176,1167.17279411765,1071.16470588235,1170.69264705883,1115.21397058824,1278.10808823529,1085.25073529412,1250.70147058823,1255.13970588235,1125.87426470588,1164.21470588236,1317.33382352941,1296.30220588235,1118.35220588236,1314.00367647059,1293.43897058823,1293.71985294117,1338.84338235294,1157.95588235294,1083.44558823529,1280.73602941177,1114.79558823529,1071.04264705882,1156.275,1317.92794117647,1097.62279411765,1366.93602941177,1294.11911764706,1207.45073529412,1120.58529411765,1104.21029411765,1163.68014705883,1328.49191176471,1311.40220588235,1251.64558823529,1312.90220588235,1298.26397058823,1273.00661764706,1311.63529411764,1348.07867647059,1298.51691176471,1256.61691176471,1151.44044117647,1351.02720588235,1083.00735294118,1319.39044117647,1203.97205882353,1268.08382352941,1083.66323529412,1284.85735294118,1081.00882352941,1234.77794117647,1131.04411764706
"280",319.892073170731,318.735365853658,252.343902439024,271.557317073171,266.172560975609,341.723170731707,280.275,309.586585365853,316.501219512195,365.117073170731,232.700609756097,398.639634146342,218.307926829268,268.1,196.493292682927,339.321951219512,240.518292682927,170.714634146341,211.073170731707,308.876829268293,203.632926829269,266.264634146342,315.630487804878,259.380487804878,252.850609756098,240.832926829268,337.256097560976,300.167073170732,272.808536585366,242.384146341464,249.493292682927,225.369512195122,165.374390243902,200.330487804878,297.166463414634,236.669512195122,215.509146341463,281.810975609756,270.931707317073,264.366463414634,313.815243902439,195.05487804878,328.401829268292,243.375609756098,245.370731707317,199.696341463415,252.465853658537,239.262195121951,298.618292682927,293.7,313.276829268293,219.224390243902,204.258536585366,197.028658536585,284.284146341463,232.99756097561,325.84756097561,309.630487804878,192.275609756097,299.040243902439,247.926829268293,177.99512195122,221.920731707317,260.475
"291",758.81923076923,738.8,770.15,827.188461538462,716.176923076923,718.946153846153,592.346153846154,571.838461538462,565.538461538461,763.669230769231,612.888461538462,804.169230769231,651.038461538461,551.438461538462,653.638461538462,603.853846153846,747.353846153846,570.753846153846,735.238461538462,729.980769230769,609.846153846154,646.188461538462,793.91923076923,765.680769230769,600.184615384616,865.530769230769,769.792307692308,769.715384615384,890.353846153846,640.103846153846,565.707692307692,832.246153846154,597.5,553.146153846154,644.93076923077,869.446153846154,579.703846153846,918.580769230769,768.5,684.7,608.119230769231,587.838461538462,652.338461538462,880.138461538462,862.930769230769,803.153846153846,861.892307692307,849.761538461538,747.66923076923,788.703846153846,825.476923076923,850.038461538462,808.138461538461,634.038461538462,902.538461538462,565.253846153846,795.376923076924,692.634615384615,819.592307692308,567.192307692308,754.242307692308,566.523076923077,714.25,613.3
"292",754.3875,691.325,685.55,702.0625,649.275,703.7375,551.4375,551.0375,550.3375,794.725,573.70625,836.575,592.6375,507.4375,616.2875,588.65,673.1375,497.375,639.5125,683.575,549.1375,613.675,748.1875,691.275,574.96875,684.7875,772.2375,732.075,709.6375,600.91875,516.375,651.5375,563.1875,517.39375,629.7,688.7375,544.8875,737.7375,706.3875,637.2125,570.6125,535.24375,637.1375,699.2875,682.2,622.45,683.7,669.0625,734.3375,725.5875,757.3875,669.325,627.425,601.425,721.8375,515.9375,757.75,677.4,638.8875,538.4625,679.8375,493.125,651.55,563.975
"299",696.743617021277,658.469680851064,704.096276595745,723.836170212766,630.814893617021,670.099468085107,528.201063829787,518.628191489362,516.679787234042,719.793617021277,540.531914893617,762.517021276596,575.198936170213,482.810638297872,591.337765957447,555.020212765957,688.69255319149,494.445212765958,659.023404255319,650.924468085106,533.396808510638,575.704787234042,725.50585106383,706.896276595745,529.310106382979,725.357446808511,707.681382978723,703.415957446809,750.196808510638,567.76914893617,493.946808510638,692.087234042553,536.406382978723,481.55744680851,596.069680851063,729.275531914894,508.317553191489,778.936170212766,701.560106382979,604.362234042553,548.228723404255,513.518617021276,603.478723404256,740.497340425532,722.760638297872,662.998936170213,721.107978723405,709.620212765957,677.334574468085,720.586170212766,757.175000000001,709.865957446808,667.967021276596,573.596808510638,762.376595744681,493.520212765957,729.097340425532,640.399468085106,679.429787234043,507.809574468085,695.446808510638,490.2,650.536170212766,541.548936170213
"300",1949.70089285714,1911.53571428572,2002.15446428571,2026.20714285714,1909.17857142857,1866.12142857143,1809.56964285714,1762.22857142857,1751.98303571429,1894.35,1850.65089285714,1946.44642857143,1898.24910714286,1745.20357142857,1905.04732142857,1778.45178571429,1979.32589285714,1772.55357142857,1990.94642857143,1920.875,1858.41339285715,1862.73035714286,1984.8,1994.01785714286,1827.9625,2063.87321428571,1926.88392857143,1960.58571428571,2073.63928571429,1872.85267857143,1804.21785714286,2015.64464285714,1799.29107142857,1754.93214285714,1821.13571428572,2067.79107142857,1823.81339285714,2116.4625,1961.48571428571,1873.16160714286,1795.73571428571,1836.38125,1816.46071428572,2078.02321428571,2061.27321428571,1995.40714285714,2038.18035714286,2040.69642857143,1938.54642857143,1979.58482142857,2016.3625,2056.54642857143,2022.55357142857,1883.99107142857,2070.96607142857,1772.71428571429,1986.2625,1868.8375,2012.46785714286,1744.91607142857,1983.06428571429,1768.30357142857,1946.05803571429,1841.79464285714
"311",962.183333333333,939.716666666667,965.95,993.691666666666,921.641666666667,907.6,786.55,761.541666666667,754.2,938.9,808.7,997.691666666666,846.85,749.216666666667,849.45,792.541666666667,943.15,766.566666666667,931.05,933.308333333334,805.65,842,997.275,961.516666666667,796,1051.95,970.7,973.05,1076.75,835.908333333334,761.533333333333,1018.65,793.35,748.95,833.6,1055.85,775.5,1104.85,973.966666666667,885.6,797.9,783.65,841,1066.45,1049.35,989.55,1050.85,1036.2,951,992.066666666667,1028.8,1036.45,994.55,829.85,1088.95,761.083333333333,998.7,881.3,1006.01666666667,761.433333333333,950.05,762.35,910.05,809.15
"319",1086.59827586206,1048.55344827586,1145.4183908046,1170.05,1046.07816091954,1003.84080459771,948.551724137931,899.897126436782,887.477011494253,1032.38390804598,988.987931034482,1083.7724137931,1036.28793103448,881.449425287356,1045.55114942529,915.252873563218,1124.72068965517,924.991954022989,1129.69310344828,1057.76666666667,972.188505747127,1003.02816091954,1121.69770114943,1137.86436781609,966.685632183908,1200.35287356322,1064.55862068966,1097.47471264368,1210.23448275862,1010.97068965517,940.829885057471,1152.24597701149,951.729885057471,907.370114942529,958.028160919541,1204.27586206897,963.288505747126,1254.25517241379,1098.39310344828,1010.05977011494,933.248850574712,950.152873563218,953.445977011495,1215.8091954023,1197.75287356322,1146.31954022988,1172.95172413793,1177.32528735632,1075.43793103448,1116.48850574713,1153.25977011494,1195.54827586207,1151.96551724138,996.875862068965,1205.15517241379,912.490804597701,1123.16091954023,1005.7275862069,1157.56551724138,879.605747126437,1122.65977011494,920.73908045977,1086.6459770115,982.494252873563
"321",1722.6,1681.8,1788.85,1811.6,1682.1,1634.2,1593.85,1537.6,1524.65,1679.1,1645.825,1729.8,1695.675,1580.9,1711.45,1551.1,1768.85,1697.9,1793.9,1693.8,1671.05,1643.8,1757.7,1779.4,1615.8,1843.7,1710.65,1733.45,1847.45,1662.7,1596.35,1789.5,1680.1,1656.15,1594,1847.65,1625.45,1898.4,1734.4,1646.05,1570.35,1649,1587.3,1859.95,1841.1,1815.15,1808.2,1817.6,1711.4,1752.5,1789.25,1844.8,1820.35,1697.45,1838.8,1619.5,1759.15,1641.7,1860.2,1564,1763.55,1688.9,1743.8,1629.9
"329",1955.68666666667,1911.80666666667,2018.85333333333,2041.6,1912.08666666667,1864.19333333333,1823.84666666667,1767.58666666667,1754.64,1919.96,1875.82666666667,1970.69333333333,1925.69666666667,1810.90666666667,1941.49,1781.08666666667,1998.85333333333,1953.84666666667,2023.94,1923.78,1901.04666666667,1873.81333333333,1987.72666666667,2009.41333333333,1845.84,2073.74,1951.52666666667,1963.49,2077.46666666667,1892.72666666667,1826.37333333333,2019.53333333333,1910.13333333333,1915.7,1824.04,2077.64,1855.46666666667,2128.39666666667,1964.41333333333,1876.05666666667,1800.34666666667,1879.03333333333,1817.34666666667,2089.98333333333,2071.13333333333,2045.15333333333,2038.22666666667,2047.6,1941.44666666667,1982.52,2019.26,2074.84,2050.34666666667,1927.46666666667,2068.84666666667,1849.5,1990.36666666667,1871.74,2090.22666666667,1794,1993.54666666667,1946.74,1973.8,1859.94
