"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.0628694633134336,0.937130536686566,1,12
2,0.216908656000772,0.783091343999228,18,47
3,0.200853457471079,0.799146542528921,9,15
4,0.329426802845101,0.670573197154899,4,3
5,0.0763722238391646,0.923627776160835,5,0
6,0.434678989148115,0.565321010851885,18,3
7,0.503576942447063,0.496423057552937,22,17
8,0.233455388714992,0.766544611285008,5,3
9,0.134342821827482,0.865657178172518,1,0
10,0.511086890555729,0.488913109444271,4,3
11,0.393817818879821,0.60618218112018,15,12
12,0.363173661888634,0.636826338111366,12,16
13,0.601588519691929,0.398411480308071,9,5
14,0.296984478905375,0.703015521094625,0,0
15,0.254762106060935,0.745237893939064,0,0
16,0.292247289852626,0.707752710147374,0,0
17,0.0512840369554983,0.948715963044502,1,4
18,0.724239498118933,0.275760501881067,9,2
19,0.458896381705954,0.541103618294046,3,4
20,0.153884141884506,0.846115858115494,4,2
21,0.48565728180227,0.51434271819773,0,0
22,0.81435917605243,0.18564082394757,11,1
23,0,1,0,10
24,0.0253697429070009,0.974630257092999,4,6
25,0,1,0,52
26,0.267873215397156,0.732126784602844,10,11
27,0.0664638925860683,0.933536107413932,0,2
28,0.13006920545436,0.86993079454564,2,3
29,0.499509853805331,0.500490146194669,2,0
30,0.122154702334916,0.877845297665084,4,0
31,0.83833238625245,0.16166761374755,38,7
32,0.111509729259209,0.888490270740792,1,1
33,0.210040822861796,0.789959177138204,22,9
34,0.0322807545156686,0.967719245484331,9,37
35,0.267488635666556,0.732511364333444,6,0
36,0.413873841426812,0.586126158573188,11,6
37,0.0687078468861626,0.931292153113837,0,3
38,0.301345390186715,0.698654609813286,0,0
39,0.92809523233965,0.0719047676603499,11,1
40,0.512461160236761,0.487538839763239,102,45
41,0.773287147809273,0.226712852190727,42,8
43,0.00522410400082875,0.994775895999171,1,14
99,0.646446399835973,0.353553600164027,4,1
