"FAFZone","AdaCounty","AdamsCounty","BannockCounty","BearLakeCounty","BenewahCounty","BinghamCounty","BlaineCounty","BoiseCounty","BonnerCounty","BonnevilleCounty","BoundaryCounty","ButteCounty","CamasCounty","CanyonCounty","CaribouCounty","CassiaCounty","ClarkCounty","ClearwaterCounty","CusterCounty","ElmoreCounty","FranklinCounty","FremontCounty","GemCounty","GoodingCounty","IdahoCounty","JeffersonCounty","JeromeCounty","KootenaiCounty","LatahCounty","LemhiCounty","LewisCounty","LincolnCounty","MadisonCounty","MinidokaCounty","NezPerceCounty","OneidaCounty","OwyheeCounty","PayetteCounty","PowerCounty","ShoshoneCounty","TetonCounty","TwinFallsCounty","ValleyCounty","WashingtonCounty"
"63",940.7,1006.15,897.5,888.7,1450.9,925.3,886.2,979.2,1485.9,962.3,1477.8,983.8,887.8,895.3,918.6,928.3,1008.4,1189.45,1051.4,897.6,856.9,1017.8,937.9,850.3,1112.05,973.2,954.5,1430.7,1191.55,1102.6,1126.45,854.5,982.4,923.5,1157.55,858.2,928.1,920.4,930.3,1391.7,1029.6,807.2,1009.15,952.55
"64",648.983333333333,736.483333333334,805.125,846.891666666666,949.254166666667,813.366666666667,751.508333333333,698.416666666667,964.5,850.379166666667,993.533333333334,797.308333333333,753.191666666667,625.691666666667,856.479166666667,744.041666666667,896.441666666667,919.833333333333,857.841666666666,703.7375,814.158333333334,905.808333333333,668.233333333334,715.708333333333,842.375,861.225,702.191666666667,915.9875,902.054166666667,923.358333333334,856.783333333334,719.825,870.491666666667,730.708333333333,880.520833333333,800.591666666666,695.033333333334,650.783333333334,773.358333333334,970.625,917.666666666667,672.533333333334,739.5375,682.941666666667
"65",715,802.5,871.15,912.95,1050.35,879.4,817.55,764.45,1065.6,916.4,1094.6,863.35,819.25,691.75,922.5,810.05,962.45,985.85,923.85,769.775,880.2,971.85,734.25,781.75,908.4,927.25,768.25,1017.1,987.9,989.35,922.8,785.85,936.5,796.75,953.9,866.65,761.05,716.8,839.35,1071.7,983.7,738.55,805.575,749
"69",628.341935483871,700.883870967742,789.535483870967,824.887096774194,914.682258064516,803.058064516129,733.448387096774,673.241935483871,951.785483870968,840.077419354839,979.609677419355,783.964516129032,723.545161290323,608.645161290323,835.259677419355,739.985483870968,876.404838709678,878.701612903226,845.158064516129,676.980645161291,793.703225806452,895.503225806451,637.687096774193,696.451612903226,807.785483870968,850.916129032258,696.429032258064,903.058064516129,854.453225806451,909.287096774194,819.970967741936,705.28064516129,860.187096774193,727.496774193549,827.488709677419,782.16129032258,672.761290322581,616.816129032258,766.651612903225,954.66129032258,907.361290322581,669.174193548387,711.46129032258,647.364516129032
"81",840.654166666666,978.779166666666,598.870833333334,521.0125,1102.7625,626.6875,781.304166666667,879.170833333334,1137.6875,621.6,1129.60416666667,685.208333333333,782.995833333334,863.670833333334,555.620833333334,687.645833333333,668.9625,1128.49166666667,752.7625,797.595833333334,557.904166666666,617.929166666667,881.7375,745.520833333333,1074.6125,629.904166666666,713.804166666667,1082.50416666666,1158.4125,763.145833333333,1076.92083333333,749.629166666666,613.920833333334,682.9125,1119.17083333333,617.595833333334,828.095833333334,891.3875,631.679166666667,1043.50416666666,567.120833333334,730.745833333334,942.195833333333,925.245833333334
"89",838.902884615384,977.018269230769,626.895192307692,558.760576923077,1154.69903846154,654.716346153847,779.549038461538,877.4125,1189.63173076923,670.728846153846,1181.5625,713.224038461538,781.242307692308,861.915384615385,600.019230769231,685.887499999999,717.385576923077,1133.6,780.7875,795.836538461538,585.572115384615,675.737500000001,879.970192307693,743.754807692308,1066.09134615384,680.241346153847,712.047115384615,1134.45288461538,1149.09711538461,811.5625,1075.17211538462,747.872115384615,670.414423076924,681.158653846153,1111.14903846154,615.836538461538,826.336538461538,889.621153846154,659.70673076923,1095.45288461538,622.335576923076,728.991346153847,940.429807692308,923.491346153847
"91",2587.7,2725.85,2345.8,2267.96666666667,2688.96666666667,2373.63333333333,2528.4,2626.2,2723.9,2368.53333333333,2715.8,2432.13333333333,2530.1,2610.75,2302.6,2434.7,2415.9,2720.13333333333,2499.7,2544.66666666667,2304.83333333333,2364.9,2628.8,2492.6,2674.5,2376.83333333333,2460.9,2668.7,2752.6,2558.26666666667,2697.2,2496.7,2360.83333333333,2430,2718.83333333333,2364.66666666667,2575.16666666667,2638.43333333333,2378.6,2629.7,2314.06666666667,2477.8,2689.26666666667,2672.35
"92",2551.4,2689.51666666667,2309.5,2231.63333333333,2652.63333333333,2337.33333333333,2492.06666666667,2589.93333333333,2687.56666666667,2332.23333333333,2679.5,2395.83333333333,2493.73333333333,2574.41666666667,2266.23333333333,2398.36666666667,2379.56666666667,2683.83333333333,2463.36666666667,2508.33333333333,2268.53333333333,2328.56666666667,2592.46666666667,2456.23333333333,2638.16666666667,2340.53333333333,2424.56666666667,2632.36666666667,2716.26666666667,2521.93333333333,2660.9,2460.36666666667,2324.53333333333,2393.66666666667,2682.53333333333,2328.33333333333,2538.83333333333,2602.13333333333,2342.33333333333,2593.36666666667,2277.73333333333,2441.5,2652.93333333333,2635.98333333333
"99",2612.05,2750.1,2370.1,2292.25,2713.25,2397.95,2552.65,2650.55,2748.15,2392.85,2740.1,2456.45,2554.35,2635,2326.85,2459.05,2440.15,2744.45,2523.95,2568.95,2329.15,2389.15,2653.05,2516.85,2698.75,2401.15,2485.15,2692.95,2776.85,2582.55,2721.55,2520.95,2385.15,2454.25,2743.15,2388.95,2599.45,2662.75,2402.95,2653.95,2338.35,2502.1,2713.55,2696.6
"101",2449.825,2587.975,2207.925,2130.075,2551.075,2235.75,2390.475,2488.375,2586.025,2230.675,2577.925,2294.275,2392.175,2472.85,2164.675,2296.825,2278.025,2582.275,2361.825,2406.775,2166.975,2226.975,2490.925,2354.675,2536.625,2238.975,2322.975,2530.825,2614.725,2420.375,2559.325,2358.825,2222.975,2292.075,2580.975,2226.775,2437.275,2500.575,2240.725,2491.825,2176.175,2339.925,2551.375,2534.425
"109",2482.6,2620.75,2240.7,2162.8,2583.8,2268.5,2423.3,2521.1,2618.8,2263.4,2610.7,2327,2424.9,2505.65,2197.4,2329.6,2310.8,2615,2394.6,2439.5,2199.7,2259.8,2523.7,2387.4,2569.4,2271.7,2355.8,2563.6,2647.5,2453.1,2592.1,2391.6,2255.7,2324.9,2613.7,2259.5,2470,2533.3,2273.5,2524.6,2208.9,2372.7,2584.1,2567.15
"111",2387.4,2525.45,2145.4,2067.6,2488.6,2173.3,2328,2425.9,2523.5,2168.2,2515.4,2231.8,2329.7,2410.35,2102.2,2234.3,2215.5,2519.8,2299.3,2344.3,2104.5,2164.5,2428.4,2292.2,2474.1,2176.5,2260.5,2468.3,2552.2,2357.9,2496.9,2296.3,2160.5,2229.6,2518.5,2164.3,2374.8,2438.1,2178.3,2429.3,2113.7,2277.4,2488.9,2471.95
"121",2538.88333333333,2677.03333333333,2296.98333333333,2219.13333333333,2772.93333333333,2324.8,2479.53333333333,2577.4,2807.85,2319.71666666667,2799.78333333333,2383.31666666667,2481.23333333333,2561.89166666667,2253.73333333333,2385.88333333333,2367.08333333333,2804.11666666667,2450.88333333333,2495.83333333333,2256.01666666667,2316.03333333333,2579.96666666667,2443.73333333333,2758.46666666667,2328.01666666667,2412.03333333333,2752.68333333333,2836.58333333333,2461.23333333333,2781.18333333333,2447.86666666667,2312.01666666667,2381.13333333333,2802.83333333333,2315.83333333333,2526.33333333333,2589.61666666667,2329.78333333333,2713.68333333333,2265.21666666667,2428.98333333333,2640.43333333333,2623.48333333333
"122",2770.02857142857,2908.17857142857,2528.12857142857,2450.3,3004.08571428571,2555.95714285714,2710.71428571429,2808.57142857143,3039.01428571429,2550.88571428571,3030.92857142857,2614.47142857143,2712.4,2793.07142857143,2484.9,2617.02857142857,2598.22857142857,3035.27142857143,2682.02857142857,2727,2487.18571428571,2547.21428571429,2811.12857142857,2674.91428571429,2989.62857142857,2559.18571428571,2643.21428571429,2983.82857142857,3067.72857142857,2692.41428571429,3012.34285714286,2679.02857142857,2543.2,2612.3,3034,2547,2757.5,2820.77142857143,2560.95714285714,2944.82857142857,2496.38571428571,2660.12857142857,2871.58571428571,2854.65
"123",2612.48571428571,2750.62142857143,2370.58571428571,2292.7,2846.51428571429,2398.38571428571,2553.14285714286,2651,2881.47142857143,2393.3,2873.38571428571,2456.9,2554.82857142857,2635.52142857143,2327.32857142857,2459.48571428571,2440.68571428571,2877.7,2524.48571428571,2569.41428571429,2329.6,2389.64285714286,2653.58571428571,2517.35714285714,2832.08571428571,2401.6,2485.64285714286,2826.28571428571,2910.17142857143,2534.85714285714,2854.78571428571,2521.48571428571,2385.61428571429,2454.75714285714,2876.4,2389.41428571429,2599.91428571429,2663.2,2403.38571428571,2787.28571428571,2338.81428571429,2502.58571428571,2714.01428571429,2697.07857142857
"124",2636.05,2774.15,2394.1,2316.3,2870.1,2421.95,2576.7,2674.55,2905,2416.875,2896.925,2480.475,2578.4,2659.05,2350.9,2483.025,2464.2,2901.275,2548,2593,2353.175,2413.2,2677.1,2540.9,2855.6,2425.175,2509.2,2849.8,2933.7,2558.4,2878.35,2545,2409.2,2478.3,2900,2413,2623.5,2686.775,2426.925,2810.8,2362.4,2526.1,2737.6,2720.65
"129",2518.35348837209,2656.48372093023,2276.44534883721,2198.59186046512,2752.38488372093,2304.26279069767,2459.00813953489,2556.86162790698,2787.31744186046,2299.17093023256,2779.24534883721,2362.77093023256,2460.7011627907,2541.36627906977,2233.2011627907,2365.3476744186,2346.54069767442,2783.56860465116,2430.34302325581,2475.3011627907,2235.47325581395,2295.50813953489,2559.43372093023,2423.20348837209,2737.93372093023,2307.47325581395,2391.50813953489,2732.14534883721,2816.03372093023,2440.70348837209,2760.6534883721,2427.33139534884,2291.48720930233,2360.60813953488,2782.29418604651,2295.3011627907,2505.8011627907,2569.06860465116,2309.25465116279,2693.14534883721,2244.68720930232,2408.44534883721,2619.88488372093,2602.9511627907
"131",2205.20769230769,2343.32692307692,1963.30384615385,1885.43333333333,2439.23333333333,1991.12307692308,2145.86153846154,2243.72051282051,2474.1641025641,1986.03076923077,2466.10256410256,2049.63076923077,2147.54230769231,2228.21666666667,1920.05128205128,2052.20384615385,2033.38846153846,2470.42307692308,2117.18461538461,2162.15384615384,1922.33076923077,1982.35897435898,2246.27564102564,2110.06153846154,2424.77564102564,1994.33076923077,2078.36153846154,2418.98333333334,2502.87564102564,2127.56153846154,2447.51025641025,2114.17307692308,1978.33333333333,2047.45641025641,2469.1358974359,1982.15,2192.65384615384,2255.92307692308,1996.11282051282,2379.98333333334,1931.53333333334,2095.30384615385,2306.73333333333,2289.79230769231
"132",2421.88333333333,2560.01666666667,2179.96666666667,2102.15,2655.95,2207.8,2362.56666666667,2460.4,2690.86666666667,2202.75,2682.76666666667,2266.31666666667,2364.25,2444.91666666667,2136.75,2268.86666666667,2250.06666666667,2687.11666666667,2333.86666666667,2378.85,2139.03333333333,2199.06666666667,2462.96666666667,2326.76666666667,2641.46666666667,2211.03333333333,2295.06666666667,2635.66666666667,2719.56666666667,2344.26666666667,2664.2,2330.86666666667,2195.05,2264.15,2685.85,2198.85,2409.35,2472.61666666667,2212.78333333333,2596.66666666667,2148.25,2311.96666666667,2523.45,2506.5
"139",2313.68903508772,2451.80833333334,2071.77850877193,1993.92149122807,2547.71710526316,2099.59561403509,2254.3451754386,2352.2,2582.65350877193,2094.50833333334,2574.57807017543,2158.10570175438,2256.03245614035,2336.70263157895,2028.53070175439,2160.67763157894,2141.86885964913,2578.90745614035,2225.66710526316,2270.63464912281,2030.80921052631,2090.84605263158,2354.75921052631,2218.54692982456,2533.25921052631,2102.80833333334,2186.8451754386,2527.46622807018,2611.35833333333,2236.04692982456,2555.98991228071,2222.65833333334,2086.81798245614,2155.94342105264,2577.61885964913,2090.63377192982,2301.13464912281,2364.40745614035,2104.58728070175,2488.46622807018,2040.01622807017,2203.77894736842,2415.21710526316,2398.28245614035
"151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"171",1664.55384615385,1802.70384615385,1422.65384615385,1344.81538461538,1774.45,1450.49230769231,1605.22307692308,1703.09230769231,1809.36538461539,1445.4,1801.28846153847,1508.99230769231,1606.91538461538,1687.58461538462,1379.41538461538,1511.55384615385,1497.72307692308,1805.62692307692,1576.55384615385,1621.51538461538,1381.71538461538,1445.64615384615,1705.64615384615,1569.42307692308,1759.98846153846,1453.71538461538,1537.72307692308,1754.18846153847,1838.08846153846,1601.97692307692,1782.70384615385,1573.54615384615,1437.71538461538,1506.82307692308,1804.35,1441.51538461538,1652.01538461538,1715.31538461538,1455.45384615385,1715.18846153847,1390.91538461538,1554.65384615385,1766.11538461538,1749.16538461538
"172",1641.97777777778,1780.09444444444,1400.06666666667,1322.21111111111,1876.01111111111,1427.88888888889,1582.64444444444,1680.48888888889,1910.94444444444,1422.81111111111,1902.87777777778,1486.41111111111,1584.32222222222,1664.99444444444,1356.82222222222,1488.97777777778,1470.16666666667,1907.2,1553.96666666667,1598.93333333333,1359.1,1419.14444444444,1683.06666666667,1546.84444444444,1861.56666666667,1431.1,1515.14444444444,1855.76666666667,1939.66666666667,1564.34444444444,1884.27777777778,1550.96666666667,1415.11111111111,1484.24444444444,1905.91111111111,1418.93333333333,1629.43333333333,1692.7,1432.87777777778,1816.76666666667,1368.31111111111,1532.06666666667,1743.51111111111,1726.57222222222
"179",1672.3575,1810.48125,1430.44875,1352.59375,1869.898125,1458.2675,1613.015,1710.86875,1904.828125,1453.18,1896.75125,1516.7825,1614.7025,1695.374375,1387.2025,1519.346875,1502.026875,1901.0875,1584.34125,1629.3025,1389.48,1450.22125,1713.43,1577.21875,1855.436875,1461.48,1545.515,1849.641875,1933.534375,1594.595,1878.165,1581.33,1445.49375,1514.6175,1899.799375,1449.3025,1659.8025,1723.07875,1463.25875,1810.641875,1398.695,1562.44875,1773.8925,1756.9525
"181",1741.86,1879.99,1499.96,1422.08,1843.4,1527.78,1682.5,1780.38,1878.34,1522.68,1870.28,1586.28,1684.2,1764.87,1456.7,1588.86,1570.06,1874.6,1653.86,1698.8,1458.98,1519,1782.94,1646.7,1828.96,1530.98,1615,1823.18,1907.06,1712.7,1851.68,1650.86,1514.98,1584.1,1873.3,1518.8,1729.3,1792.58,1532.76,1784.18,1468.18,1631.96,1843.38,1826.45
"182",1864.57777777778,2002.7,1622.66666666667,1544.80555555556,1987.88888888889,1650.49444444444,1805.23333333333,1903.08888888889,2022.82777777778,1645.4,2014.75555555556,1709,1806.91666666667,1887.58611111111,1579.41666666667,1711.56666666667,1692.76111111111,2019.08333333333,1776.55555555556,1821.52222222222,1581.7,1641.73333333333,1905.64444444444,1769.42222222222,1973.44444444444,1653.7,1737.73333333333,1967.65555555556,2051.54444444444,1789.37222222222,1996.16111111111,1773.54444444444,1637.70555555556,1706.82777777778,2017.78888888889,1641.52222222222,1852.02222222222,1915.3,1655.48333333333,1928.65555555556,1590.9,1754.66666666667,1966.10555555556,1949.16666666667
"183",1853.725,1991.825,1611.825,1533.9375,1954.9375,1639.625,1794.3625,1892.225,1989.8625,1634.525,1981.825,1698.125,1796.05,1876.7125,1568.55,1700.7125,1681.9125,1986.125,1765.7,1810.6375,1570.8375,1630.8625,1894.775,1758.55,1940.4875,1642.8375,1726.8625,1934.7,2018.575,1824.2375,1963.225,1762.675,1626.8375,1695.95,1984.8375,1630.6375,1841.1375,1904.4375,1644.625,1895.7,1580.0375,1743.825,1955.2375,1938.3
"189",1842.88032786885,1980.99836065574,1600.97213114754,1523.10491803279,1994.42131147541,1628.78852459016,1783.5262295082,1881.39016393443,2029.35081967213,1623.69836065574,2021.28524590164,1687.29836065574,1785.2131147541,1865.88196721311,1557.7131147541,1689.87049180328,1671.06393442623,2025.60983606557,1754.85901639344,1799.8131147541,1559.99344262295,1620.0262295082,1883.94918032787,1747.72131147541,1979.97213114754,1631.99344262295,1716.0262295082,1974.17704918033,2058.06721311475,1781.92131147541,2002.69508196721,1751.84754098361,1616.00655737705,1685.12295081967,2024.32295081967,1619.8131147541,1830.3131147541,1893.59836065574,1633.78196721311,1935.17704918033,1569.20163934426,1732.97213114754,1944.40655737705,1927.4631147541
"190",1420.76363636364,1533.67222222222,1178.93636363636,1101.00505050505,1513.10303030303,1205.75707070707,1355.32121212121,1459.27474747475,1548.02424242424,1195.5595959596,1539.94646464646,1263.73737373737,1361.01717171717,1443.78131313131,1135.61818181818,1267.75555555556,1239.77070707071,1544.27878787879,1325.78282828283,1377.71616161616,1137.88585858586,1184.29595959596,1461.83939393939,1325.62323232323,1498.6303030303,1203.66767676768,1293.92626262626,1492.84141414141,1576.7303030303,1320.72828282828,1521.35858585859,1328.78787878788,1185.49090909091,1263.02525252525,1542.99797979798,1197.71616161616,1408.21616161616,1471.48484848485,1212.26161616162,1453.84141414141,1123.39393939394,1310.85454545455,1514.30101010101,1504.76565656566
"201",1385.74444444444,1523.86111111111,1143.82222222222,1065.96666666667,1621.3,1171.65555555556,1326.37777777778,1424.25555555556,1656.22222222222,1166.55555555556,1648.15555555556,1230.15555555556,1328.06666666667,1408.73888888889,1100.56666666667,1232.73333333333,1213.92222222222,1652.48888888889,1297.72222222222,1342.66666666667,1102.86666666667,1162.87777777778,1426.81111111111,1290.56666666667,1606.84444444444,1174.86666666667,1258.87777777778,1601.04444444444,1684.94444444444,1308.06666666667,1628.17777777778,1294.71111111111,1158.86666666667,1227.97777777778,1651.2,1162.66666666667,1373.16666666667,1436.46666666667,1176.63333333333,1562.04444444444,1112.06666666667,1275.82222222222,1487.26666666667,1470.31666666667
"202",1352.48333333333,1490.61666666667,1110.58333333333,1032.73333333333,1603.33333333333,1138.43333333333,1293.13333333333,1391.01666666667,1638.23333333333,1133.33333333333,1630.18333333333,1196.93333333333,1294.83333333333,1375.5,1067.33333333333,1199.48333333333,1180.66666666667,1634.53333333333,1264.48333333333,1309.43333333333,1069.63333333333,1129.63333333333,1393.55,1257.33333333333,1588.86666666667,1141.63333333333,1225.63333333333,1583.06666666667,1666.96666666667,1274.83333333333,1588.76666666667,1261.46666666667,1125.63333333333,1194.73333333333,1633.23333333333,1129.43333333333,1339.93333333333,1403.23333333333,1143.38333333333,1544.06666666667,1078.83333333333,1242.58333333333,1454.03333333333,1437.08333333333
"209",1242.15888888889,1380.275,1000.35888888889,922.501111111111,1491.38777777778,1028.06555555555,1182.81,1280.66666666667,1526.31888888889,1022.97555555556,1518.24888888889,1086.57444444444,1184.49888888889,1265.16722222223,957.108888888889,1089.14888888889,1070.33611111111,1522.57888888889,1154.13888888889,1199.09666666667,959.388888888889,1019.30888888889,1283.22722222223,1147.00666666667,1476.92611111112,1031.27888888889,1115.30888888889,1471.13833333334,1555.02722222222,1164.50666666667,1478.69777777778,1151.12611111112,1015.28666666667,1084.40777777778,1521.28888888889,1019.20777777778,1229.59666666667,1292.87444444445,1033.05777777778,1432.13833333334,968.595555555556,1132.25111111111,1343.69,1326.74888888889
"211",1979.7875,2117.9125,1737.8625,1660.0375,2107.5,1765.6875,1920.45,2018.3,2142.4125,1760.6125,2134.3375,1824.225,1922.15,2002.8,1694.65,1826.7875,1807.9625,2138.675,1891.7625,1936.7375,1696.925,1756.95,2020.8625,1884.65,2093.0125,1768.925,1852.95,2087.2125,2171.1125,1902.15,2115.7375,1888.75,1752.925,1822.05,2137.3875,1756.7375,1967.2375,2030.5125,1770.6875,2048.2125,1706.1375,1869.8625,2081.3375,2064.4
"212",1917.61818181818,2055.75909090909,1675.70909090909,1597.86363636364,2109.95454545455,1703.52727272727,1858.29090909091,1956.12727272727,2144.88181818182,1698.43636363636,2136.8,1762.03636363636,1859.99090909091,1940.65,1632.49090909091,1764.61818181818,1745.80909090909,2141.13636363636,1829.60909090909,1874.59090909091,1634.72727272727,1694.79090909091,1958.70909090909,1822.49090909091,2095.5,1706.72727272727,1790.79090909091,2089.7,2173.59090909091,1839.99090909091,2118.21818181818,1826.60909090909,1690.74545454545,1759.89090909091,2139.85454545455,1694.59090909091,1905.09090909091,1968.33636363636,1708.51818181818,2050.7,1643.98181818182,1807.70909090909,2019.17272727273,2002.24090909091
"219",1961.94653465347,2100.06930693069,1720.04009900991,1642.17227722772,2164.92623762376,1747.85445544554,1902.6004950495,2000.45247524752,2199.85297029703,1742.76435643564,2191.78069306931,1806.36732673267,1904.28762376238,1984.95891089109,1676.78762376238,1808.94108910892,1790.1301980198,2196.11287128713,1873.92722772278,1918.8905940594,1679.06336633663,1739.1004950495,2003.02029702971,1866.79752475248,2150.46386138614,1751.06336633663,1835.1004950495,2144.67475247524,2228.56386138613,1884.29752475248,2173.19257425742,1870.91831683168,1735.07475247525,1804.19950495049,2194.81831683169,1738.8905940594,1949.3905940594,2012.66534653465,1752.84554455446,2105.67376237624,1688.27524752475,1852.04009900991,2063.47673267326,2046.53465346534
"221",2138.11111111111,2276.23888888889,1896.2,1818.33333333333,2384.9,1924.01111111111,2078.76666666667,2176.61111111111,2419.84444444444,1918.93333333333,2411.76666666667,1982.53333333333,2080.44444444444,2161.12777777778,1852.94444444444,1985.1,1966.28888888889,2416.1,2050.1,2095.04444444444,1855.21111111111,1915.25555555556,2179.17777777778,2042.97777777778,2370.45555555556,1927.21111111111,2011.24444444444,2364.66666666667,2448.55555555556,2060.47777777778,2374.37777777778,2047.07777777778,1911.24444444444,1980.35555555556,2414.81111111111,1915.04444444444,2125.54444444444,2188.81111111111,1929.01111111111,2325.66666666667,1864.43333333333,2028.2,2239.63333333333,2222.69444444444
