"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.0385702383615442,0.961429761638456,3,17
2,0.549061797197217,0.450938202802783,54,21
3,0.425248223592395,0.574751776407605,69,71
4,0.225072037603994,0.774927962396006,12,19
5,0.0258398515665744,0.974160148433426,2,13
6,0.192501294148437,0.807498705851563,5,1
7,0.149032804301967,0.850967195698033,11,30
8,0.233455388714992,0.766544611285008,2,6
9,0.134342821827482,0.865657178172518,0,0
10,0.511086890555729,0.488913109444271,0,0
11,0.532061763030145,0.467938236969855,2,0
12,0.349502148324219,0.650497851675781,50,55
13,0.574043705293349,0.425956294706651,4,0
14,0.296984478905375,0.703015521094625,0,0
15,0.254762106060935,0.745237893939064,0,0
16,0.292247289852626,0.707752710147374,0,0
17,0.0512840369554983,0.948715963044502,1,3
18,0.595712731390873,0.404287268609127,5,1
19,0.458896381705954,0.541103618294046,5,4
20,0.153884141884506,0.846115858115494,2,0
21,0.48565728180227,0.51434271819773,0,0
22,0.662170306961827,0.337829693038173,34,8
23,0.792410899783838,0.207589100216162,10,1
24,0.143309869173441,0.856690130826559,0,1
25,0.0231008288830932,0.976899171116907,3,32
26,0.127493351937426,0.872506648062574,17,20
27,0.0664638925860683,0.933536107413932,0,0
28,0.13006920545436,0.86993079454564,1,1
29,0.499509853805331,0.500490146194669,0,0
30,0.122154702334916,0.877845297665084,2,0
31,0.700454692212717,0.299545307787283,20,5
32,0.111509729259209,0.888490270740792,1,3
33,0.242204143928846,0.757795856071154,28,21
34,0.085493568535853,0.914506431464147,10,30
35,0.267488635666556,0.732511364333444,3,2
36,0.460949117182137,0.539050882817863,9,7
37,0.0687078468861626,0.931292153113837,0,4
38,0.301345390186715,0.698654609813286,0,0
39,0.187779510082017,0.812220489917983,4,1
40,0.405791519018522,0.594208480981478,113,53
41,0.903589734043448,0.096410265956552,42,3
43,0.00772546684544145,0.992274533154559,1,15
99,0.940015238681032,0.059984761318968,20,1
