Value,Area,Fwy,Art,Other
BusVmt,BoiseCity,,,
TruckVmt,BoiseCity,,,
BusVmt,CoeurdAlene,,,
TruckVmt,CoeurdAlene,,,
BusVmt,IdahoFalls,,,
TruckVmt,IdahoFalls,,,
BusVmt,Lewiston,,,
TruckVmt,Lewiston,,,
BusVmt,Pocatello,,,
TruckVmt,Pocatello,,,
