,0to20K,20Kto40K,40Kto60K,60Kto80K,80Kto100K,100KPlus
0,0.000713240092640079,0.00910294255781106,0.013017053401043,0.013826721646774,0.0121003098767598,0.0227699795727983
1,0.00117861969321868,0.0091180604958507,0.0125829758956407,0.0126739824256679,0.00964504160066048,0.0184575739991136
2,0.00173725332962535,0.0100973444172827,0.0135714669500196,0.0129458048195581,0.00852746239873045,0.0165884247979036
3,0.00220810381907889,0.0107903842405712,0.014324707347491,0.0129571789839408,0.00768770238667789,0.0150244126617126
4,0.00262678096041538,0.0112234696610688,0.0148535120195851,0.0126622995990207,0.00710074478996815,0.0136772515605098
5,0.00302349020294722,0.0114540530064759,0.0151531561565249,0.0120730569737307,0.00671017275502803,0.0124581511297999
6,0.00340645369829287,0.0115447254863395,0.0151917924731812,0.011254006776285,0.00644771018047239,0.0113122722579728
7,0.00376493226644515,0.0115559006875912,0.0149375199929439,0.0103043964178738,0.00623668401275678,0.0102049784124063
8,0.0040729971309071,0.011531538232773,0.0143812963840692,0.0093316907423626,0.00600500884689396,0.00911810861695665
9,0.00429744030271361,0.0114884482552378,0.0135526381925136,0.00842542039253877,0.00569763670408954,0.00804672179633434
10,0.00440805864972705,0.0114129425549551,0.0125213721357385,0.00763854170916575,0.00528497088386916,0.00699690763185803
11,0.0043871696218124,0.0112660927397463,0.0113840119154953,0.00698090467358598,0.00476552812934782,0.00598475313601998
12,0.00423567259672841,0.0109966118687335,0.0102400469891392,0.00642522572158601,0.00416283479334513,0.00503471509929276
13,0.00397409625306811,0.0105579428615042,0.00916748441091672,0.00592230825238321,0.00351789281460697,0.00417534111102539
14,0.00363849934552753,0.00992445152252823,0.00820688731940701,0.00542008258655939,0.00287923785550593,0.00343177166642182
15,0.00327242852664743,0.00910166224437863,0.00735921472075902,0.00488071792668498,0.00229274144779296,0.00281704913573917
16,0.00291708505450035,0.00812743026676274,0.00659682935997813,0.00429127830041955,0.00179305186797543,0.00232619846537199
17,0.00260229946051796,0.00706412105299825,0.00588184983785696,0.00366561531379941,0.00139811796554821,0.00193672761329631
18,0.00234078458658109,0.00598489526143028,0.00518385273790393,0.00303785177932356,0.00110767797957049,0.00161636709168233
19,0.00212735555807395,0.00495879251292026,0.00449048959487366,0.00245030951739103,0.000905883614117185,0.00133500164551341
20,0.00194340122712871,0.00403895825660476,0.00380870296602376,0.00194033703112055,0.000767326882263905,0.00107520626792749
21,0.00176516990791249,0.00325650826711952,0.00315854193859678,0.00153050431432808,0.000664778141599324,0.00083628529448971
22,0.00157304286654755,0.00262033950128089,0.0025640191313085,0.0012249483259786,0.00057631857199446,0.000630110348007373
23,0.00135856899101237,0.00212162487063262,0.002045245282782,0.00101196505160289,0.000489674007215129,0.000471389902933028
24,0.00112691100148668,0.00174104445130353,0.00161403611005034,0.000870531186689414,0.000402571099102719,0.000367733497962471
25,0.000894181393693022,0.00145666282124243,0.00127291541597928,0.000777431434966386,0.000319508537726377,0.000314492662822777
26,0.000681129250994164,0.00125040994565726,0.00101623269311053,0.000712377610449401,0.000246765635329877,0.000296308474564288
27,0.000505916321039016,0.00111143990255841,0.000832226764885886,0.000660267048054881,0.000188053304377302,0.000293564218345158
28,0.000378724487247936,0.00103549618639017,0.000705529018525569,0.000611330967392222,0.00014262446649591,0.0002897213645498
29,0.000299780359879388,0.00102088579138952,0.000619948283999963,0.000560472448665072,0.000106217723997404,0.000275856894882291
30,0.000260800867861341,0.00106325563638659,0.000561166835396163,0.000506556561473444,7.37183697488953e-05,0.000250981309412461
31,0.000248686988468065,0.0011520458042778,0.000518594499430281,0.000451517730906354,4.17038382561144e-05,0.000219188683518089
32,0.000249981309290122,0.00127111074284172,0.000485563943587836,0.000398571851375316,9.30952966375727e-06,0.000185737600282304
