"County","FIPS","StateFIPS","CountyFIPS"
"AdaCounty",16001,16,1
"AdamsCounty",16003,16,3
"BannockCounty",16005,16,5
"BearLakeCounty",16007,16,7
"BenewahCounty",16009,16,9
"BinghamCounty",16011,16,11
"BlaineCounty",16013,16,13
"BoiseCounty",16015,16,15
"BonnerCounty",16017,16,17
"BonnevilleCounty",16019,16,19
"BoundaryCounty",16021,16,21
"ButteCounty",16023,16,23
"CamasCounty",16025,16,25
"CanyonCounty",16027,16,27
"CaribouCounty",16029,16,29
"CassiaCounty",16031,16,31
"ClarkCounty",16033,16,33
"ClearwaterCounty",16035,16,35
"CusterCounty",16037,16,37
"ElmoreCounty",16039,16,39
"FranklinCounty",16041,16,41
"FremontCounty",16043,16,43
"GemCounty",16045,16,45
"GoodingCounty",16047,16,47
"IdahoCounty",16049,16,49
"JeffersonCounty",16051,16,51
"JeromeCounty",16053,16,53
"KootenaiCounty",16055,16,55
"LatahCounty",16057,16,57
"LemhiCounty",16059,16,59
"LewisCounty",16061,16,61
"LincolnCounty",16063,16,63
"MadisonCounty",16065,16,65
"MinidokaCounty",16067,16,67
"NezPerceCounty",16069,16,69
"OneidaCounty",16071,16,71
"OwyheeCounty",16073,16,73
"PayetteCounty",16075,16,75
"PowerCounty",16077,16,77
"ShoshoneCounty",16079,16,79
"TetonCounty",16081,16,81
"TwinFallsCounty",16083,16,83
"ValleyCounty",16085,16,85
"WashingtonCounty",16087,16,87
