"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"AdairCounty",4,27,30,167,383,100,634,88,62,209,57,65,27,141,1093,846,4,361,58,298
"AllenCounty",31,0,27,111,835,203,465,623,33,117,33,51,21,79,587,378,2,345,85,212
"AndersonCounty",4,18,27,162,1033,190,804,22,42,168,50,103,20,44,724,371,24,517,115,250
"BallardCounty",25,0,9,289,674,45,181,0,43,16,9,84,22,319,227,153,6,66,42,125
"BarrenCounty",51,16,201,664,3299,707,2475,211,258,393,112,363,115,1173,1246,2615,304,1564,373,579
"BathCounty",3,0,25,143,226,20,118,30,8,58,9,33,2,121,382,262,4,112,26,154
"BellCounty",17,495,91,126,1035,152,1328,51,96,272,151,123,18,135,997,821,97,889,265,396
"BooneCounty",42,24,339,2106,12383,8215,8996,11485,912,3524,701,2446,2616,6472,3529,5312,835,6999,2589,1456
"BourbonCounty",905,28,14,131,1384,361,986,106,38,241,23,143,92,106,728,677,248,371,156,372
"BoydCounty",0,121,230,1643,2471,750,3345,737,301,650,243,909,95,1061,1885,6176,170,2665,803,1344
"BoyleCounty",20,19,139,269,2285,819,1782,83,160,382,81,406,3,689,1748,2916,114,1337,301,716
"BrackenCounty",11,0,10,107,319,46,111,48,17,49,12,18,0,15,233,131,0,63,32,159
"BreathittCounty",0,11,18,22,49,98,493,96,17,162,28,41,78,49,596,1005,0,213,77,393
"BreckinridgeCounty",18,20,29,228,302,236,550,42,36,135,42,124,5,26,681,641,18,199,101,203
"BullittCounty",15,58,17,1152,2997,1018,1773,4164,108,349,127,579,86,1432,2265,1024,268,1793,1470,953
"ButlerCounty",30,3,24,92,923,47,185,102,16,76,64,25,0,74,357,364,2,161,111,128
"CaldwellCounty",73,16,55,94,973,72,698,117,79,120,15,82,1,381,376,598,14,325,67,175
"CallowayCounty",57,6,122,680,2330,551,1766,1713,242,316,141,369,42,549,3191,2127,58,1523,283,442
"CampbellCounty",9,2,32,1239,2606,1247,3829,543,387,605,531,1616,298,763,4281,3688,547,4452,1101,1087
"CarlisleCounty",58,0,5,68,67,20,102,9,0,57,135,27,0,85,161,123,1,38,13,39
"CarrollCounty",2,1,63,1192,2381,83,570,111,28,103,19,365,2,437,411,438,34,438,61,146
"CarterCounty",11,57,105,253,825,102,911,65,17,196,38,118,6,151,1031,516,69,568,233,265
"CaseyCounty",28,0,11,107,1192,259,357,32,33,89,13,30,25,40,526,459,5,239,47,137
"ChristianCounty",140,43,239,691,5141,939,2884,1234,276,712,375,1721,57,2078,2389,3865,157,2079,575,801
"ClarkCounty",24,21,97,595,2719,767,1661,158,127,275,53,467,550,1693,857,1513,90,1075,258,442
"ClayCounty",3,34,16,89,69,19,531,14,39,107,15,80,22,70,689,928,1,266,87,923
"ClintonCounty",11,33,10,73,1758,131,319,43,29,91,18,24,0,17,335,646,65,163,34,191
"CrittendenCounty",2,13,14,39,545,15,239,51,14,99,14,44,0,12,283,361,2,192,32,141
"CumberlandCounty",1,0,18,59,282,6,175,31,12,62,13,25,0,6,194,584,94,62,22,83
"DaviessCounty",216,149,597,2051,5885,1701,5647,1767,443,3481,449,934,152,2431,4341,8137,398,4453,1704,1241
"EdmonsonCounty",5,0,24,103,53,33,162,30,11,71,3,20,0,15,328,206,45,109,41,104
"ElliottCounty",0,0,5,25,0,4,64,14,1,11,2,3,0,15,205,164,1,51,25,304
"EstillCounty",2,11,30,43,220,28,329,17,45,54,26,22,0,75,430,445,1,209,42,164
"FayetteCounty",1708,409,271,7330,12527,6864,22177,6898,5918,5462,2697,12087,2295,13042,25541,32105,3150,18914,5518,7064
"FlemingCounty",9,33,65,73,398,142,391,65,25,162,30,52,0,21,449,669,26,173,57,1655
"FloydCounty",1,713,109,585,166,534,1404,347,386,259,172,322,46,453,1665,1867,124,735,310,641
"FranklinCounty",28,46,158,862,2725,400,2761,162,491,918,146,856,161,1680,2825,2804,392,2197,877,11765
"FultonCounty",44,6,40,46,322,95,398,115,18,81,43,51,4,30,228,366,5,194,39,196
"GallatinCounty",14,43,7,47,644,471,205,127,17,13,26,34,1,22,241,185,114,113,102,86
"GarrardCounty",12,1,14,188,252,92,146,11,18,68,10,108,1,93,442,244,2,123,48,193
"GrantCounty",0,2,40,109,615,202,845,73,47,136,42,109,4,103,930,420,26,686,142,326
"GravesCounty",158,40,159,465,2095,906,1383,314,164,301,113,227,45,243,1277,1596,92,718,305,486
"GraysonCounty",20,12,33,381,1788,382,1120,103,47,224,95,87,53,407,843,1335,38,446,161,362
"GreenCounty",1,0,16,20,67,34,208,39,16,129,13,28,0,15,338,493,5,149,43,48
"GreenupCounty",5,49,10,286,570,155,1007,308,128,243,42,282,49,783,1109,2048,139,615,259,313
"HancockCounty",0,19,96,493,2444,16,128,27,19,76,8,36,0,62,274,157,5,76,89,113
"HardinCounty",41,18,222,1134,5825,879,5800,807,896,1452,448,1634,535,2756,4242,6080,209,4304,1407,1739
"HarlanCounty",12,1039,62,112,63,201,779,98,75,139,48,181,2,164,1281,807,14,487,139,422
"HarrisonCounty",5,2,36,150,1098,86,632,56,68,86,36,73,1,176,470,972,21,317,152,302
"HartCounty",14,7,0,101,2463,62,444,128,43,87,10,50,0,34,512,472,44,352,95,208
"HendersonCounty",106,55,346,745,5123,1113,2025,396,215,407,168,347,48,794,1655,2724,183,1346,750,724
"HenryCounty",27,19,20,88,506,137,290,274,25,72,8,50,0,38,451,208,16,212,61,175
"HickmanCounty",114,0,0,47,161,48,92,33,2,74,15,28,0,4,200,195,18,14,33,72
"HopkinsCounty",122,1136,113,570,1987,373,2350,734,137,393,158,398,31,437,2120,3618,33,1371,848,1080
"JacksonCounty",10,23,109,93,93,12,159,23,65,64,16,19,0,176,462,263,0,48,42,62
"JeffersonCounty",165,208,2134,18541,48288,24259,47638,34210,8687,31794,7720,26203,7934,35294,34840,61271,6237,41731,12709,12419
"JessamineCounty",135,38,81,1237,2840,1018,2922,435,149,229,79,460,11,667,2415,1312,270,1699,450,611
"JohnsonCounty",0,202,76,199,95,132,1435,94,128,186,75,160,0,124,799,1003,22,519,133,414
"KentonCounty",23,3,438,2361,5227,2172,5844,2416,564,4488,790,4250,2507,3992,5443,9745,473,6712,1734,2334
"KnottCounty",1,201,4,176,3,8,232,69,103,38,11,31,27,34,665,641,7,78,74,747
"KnoxCounty",0,65,145,123,606,143,1085,152,210,173,45,530,146,324,1402,1537,37,532,132,264
"LarueCounty",37,11,24,168,481,45,223,32,14,175,11,35,2,45,368,453,28,189,111,126
"LaurelCounty",28,426,129,718,3957,815,3645,1524,1068,530,219,910,4,4977,1593,3019,92,2237,456,776
"LawrenceCounty",0,61,77,109,45,180,544,47,14,82,38,84,1,38,402,609,10,334,79,193
"LeeCounty",0,81,0,13,0,21,245,66,32,25,11,51,4,165,218,404,3,126,49,186
"LeslieCounty",0,140,11,3,50,0,190,14,25,43,4,53,3,20,440,198,1,86,50,163
"LetcherCounty",0,371,38,99,176,104,673,182,56,120,21,153,74,109,815,798,6,339,73,308
"LewisCounty",0,0,31,129,392,37,219,44,4,99,10,22,0,16,376,297,1,70,19,121
"LincolnCounty",9,0,23,211,377,163,674,46,32,99,13,448,77,69,859,547,30,342,106,175
"LivingstonCounty",2,357,26,311,108,76,206,206,2,16,17,13,0,33,247,363,128,306,54,131
"LoganCounty",145,34,34,354,2531,341,861,156,95,187,33,191,0,173,748,707,33,442,288,374
"LyonCounty",26,0,13,101,14,30,215,17,8,9,17,67,0,120,155,362,46,360,39,663
"McCrackenCounty",7,1,281,1946,2797,1723,6463,3062,810,857,429,1237,218,2395,2433,7214,584,4592,953,1111
"McCrearyCounty",13,1,43,14,223,61,275,17,34,118,22,53,0,12,607,322,6,197,45,89
"McLeanCounty",228,19,114,57,163,73,231,48,5,73,2,20,1,137,337,166,7,97,68,160
"MadisonCounty",22,45,170,1669,5476,609,4186,207,368,510,291,1388,57,2931,6023,3639,239,3412,737,1222
"MagoffinCounty",2,65,8,43,232,18,235,109,17,128,9,102,2,29,403,347,1,195,34,473
"MarionCounty",28,1,26,121,3452,198,676,60,38,143,34,122,2,655,667,909,19,403,232,273
"MarshallCounty",51,2,44,1602,2500,293,1184,415,118,364,47,254,25,291,938,921,246,1198,306,481
"MartinCounty",0,318,20,46,22,67,355,26,13,59,5,67,7,63,385,296,2,158,184,120
"MasonCounty",13,10,307,324,1244,438,1165,202,112,184,61,81,23,358,933,1190,99,752,212,453
"MeadeCounty",11,102,64,456,374,59,546,43,153,140,98,303,4,50,916,342,35,404,228,268
"MenifeeCounty",5,1,5,10,102,5,46,7,9,10,9,16,0,5,214,265,0,3,13,60
"MercerCounty",46,10,234,228,2348,102,792,109,54,81,27,110,5,71,701,662,219,452,100,197
"MetcalfeCounty",5,1,7,2,579,32,186,22,16,57,3,12,20,23,234,215,22,100,71,101
"MonroeCounty",88,0,34,100,547,114,387,39,22,103,10,18,0,119,384,520,5,209,72,155
"MontgomeryCounty",5,22,91,345,4054,202,1580,153,113,326,37,124,21,278,757,1029,52,925,176,358
"MorganCounty",3,192,58,224,135,53,364,40,93,119,0,70,0,38,422,197,2,116,97,571
"MuhlenbergCounty",168,1274,146,513,897,69,1218,266,122,218,69,149,6,216,991,1266,13,764,205,523
"NelsonCounty",67,55,45,1033,4245,597,1813,538,150,367,85,320,22,640,1281,1295,75,1110,373,450
"NicholasCounty",13,0,4,13,51,7,107,2,18,24,12,12,1,10,207,142,1,30,35,87
"OhioCounty",83,19,26,173,2583,149,707,44,50,149,31,106,26,234,836,1196,20,457,116,296
"OldhamCounty",153,20,37,953,1049,563,1391,43,246,1275,121,786,40,806,2317,1513,399,1320,419,1526
"OwenCounty",2,0,88,28,427,63,140,11,30,46,5,10,0,16,337,233,68,133,48,142
"OwsleyCounty",0,0,9,11,14,0,103,12,5,40,0,1,0,3,184,189,0,2,24,19
"PendletonCounty",10,152,20,58,259,75,190,34,26,57,3,109,3,145,375,280,21,143,58,160
"PerryCounty",2,1379,43,162,51,449,1821,269,92,299,97,333,30,916,1789,2046,20,958,406,1060
"PikeCounty",7,2999,223,422,697,669,3506,489,242,751,160,922,45,650,2943,3602,211,1924,533,1132
"PowellCounty",0,2,26,100,204,22,386,56,16,110,17,17,0,68,435,289,38,276,51,191
"PulaskiCounty",37,27,327,803,3630,1078,3048,991,275,644,177,992,216,1457,2546,5233,123,2233,608,1176
"RobertsonCounty",0,0,0,9,0,0,14,4,3,7,0,3,2,0,72,90,29,0,6,24
"RockcastleCounty",2,27,13,70,150,36,371,262,67,82,27,62,1,91,641,1114,99,374,67,199
"RowanCounty",2,9,60,219,965,217,1282,472,63,207,132,129,2,111,2183,2219,27,1073,106,478
"RussellCounty",12,1,12,211,1482,88,708,30,104,140,50,62,7,73,641,1060,161,395,62,307
"ScottCounty",195,54,85,431,9182,711,1905,1289,97,274,167,564,51,2680,1937,1730,209,1938,333,654
"ShelbyCounty",164,0,146,457,4178,520,1761,319,111,401,130,415,52,1159,1546,1166,226,1149,592,629
"SimpsonCounty",70,1,30,190,2949,279,1127,156,46,142,53,96,31,573,557,456,184,932,189,195
"SpencerCounty",9,0,0,97,38,35,207,20,22,69,26,92,23,96,417,322,22,170,51,125
"TaylorCounty",3,1,98,165,1160,318,1334,1258,94,253,110,128,8,988,1384,1463,68,840,141,355
"ToddCounty",86,1,54,53,341,224,261,97,19,84,12,49,1,18,357,235,4,84,54,199
"TriggCounty",103,3,25,178,528,26,593,20,51,89,49,52,0,79,424,395,91,300,47,138
"TrimbleCounty",2,0,124,38,43,15,79,32,10,80,17,13,2,24,290,108,1,80,14,75
"UnionCounty",112,1448,49,106,679,209,519,153,31,124,33,107,2,70,515,951,19,278,95,310
"WarrenCounty",108,81,394,2586,9044,2381,6683,1302,620,1578,646,1679,2417,4330,6680,8272,807,6587,1341,1986
"WashingtonCounty",82,1,22,202,1053,103,275,105,18,99,3,43,1,86,532,314,9,178,161,123
"WayneCounty",163,15,22,55,1281,85,650,7,57,175,9,152,0,141,689,686,59,329,87,239
"WebsterCounty",36,833,256,423,251,76,333,158,17,62,23,24,0,51,357,363,10,90,64,265
"WhitleyCounty",9,253,80,190,998,326,1318,124,158,219,59,713,70,280,2024,2351,77,1119,234,625
"WolfeCounty",0,2,0,0,24,32,172,12,1,40,1,17,0,48,247,369,2,71,21,605
"WoodfordCounty",1187,1,2,250,1926,361,1011,183,76,227,39,426,10,286,1075,562,151,725,190,1019
