"SCTG","PctEmpty","N"
1,0.404712182455824,8
2,0.459890366435951,93
3,0.232740106681685,18
4,0.377135574188194,12
5,0.199516035193507,5
6,0.160594403446501,10
7,0.21000272165397,30
8,0.209453973305391,6
9,0.220797674677544,0
10,0.345868222703136,4
11,0.406653723247503,1
12,0.408648073123101,48
13,0.382289317879428,3
14,0.330631811974,0
15,0.394477968299597,4
16,0.411406611770122,0
17,0.405256894636644,2
18,0.30780628855648,4
19,0.212053661990013,15
20,0.319153846071907,4
21,0.163003296356002,1
22,0.293512995539071,11
23,0.244113765404395,10
24,0.236779505257433,14
25,0.430737531709114,6
26,0.244476496460259,24
27,0.207833893632727,1
28,0.216947168869503,5
29,0.142965266998763,2
30,0.150707615637309,5
31,0.381940595133012,25
32,0.256608514586215,27
33,0.234874723327708,30
34,0.21800617677513,25
35,0.159588441529491,1
36,0.182049326885871,42
37,0.179037995207116,1
38,0.253528170079209,1
39,0.184468180914427,15
40,0.206494051065614,148
41,0.353431350652032,41
43,0.16386887515008,30
99,0.377666020609811,1
