"County","Metropolitan","Town","Rural"
"AdamsCounty",0,0.4633,0.5367
"AllenCounty",0.8812,0,0.1188
"BartholomewCounty",0.663,0,0.337
"BentonCounty",0,0,1
"BlackfordCounty",0,0.4939,0.5061
"BooneCounty",0.3838,0.2722,0.3441
"BrownCounty",0,0,1
"CarrollCounty",0,0.186,0.814
"CassCounty",0,0.5533,0.4467
"ClarkCounty",0.7321,0.0628,0.2051
"ClayCounty",0.3911,0,0.6089
"ClintonCounty",0,0.5022,0.4978
"CrawfordCounty",0,0,1
"DaviessCounty",0,0.3972,0.6028
"DearbornCounty",0.2043,0.2651,0.5306
"DecaturCounty",0,0.462,0.538
"DeKalbCounty",0,0.577,0.423
"DelawareCounty",0.7719,0,0.2281
"DuboisCounty",0,0.5075,0.4925
"ElkhartCounty",0.7414,0.0528,0.2059
"FayetteCounty",0,0.6322,0.3678
"FloydCounty",0.7967,0,0.2033
"FountainCounty",0,0.3405,0.6595
"FranklinCounty",0,0.1114,0.8886
"FultonCounty",0,0.3508,0.6492
"GibsonCounty",0,0.4638,0.5362
"GrantCounty",0,0.7109,0.2891
"GreeneCounty",0,0.2516,0.7484
"HamiltonCounty",0.931,0.0126,0.0564
"HancockCounty",0.6955,0,0.3045
"HarrisonCounty",0.0017,0.1399,0.8585
"HendricksCounty",0.8215,0,0.1785
"HenryCounty",0,0.5714,0.4286
"HowardCounty",0.7457,0.0389,0.2154
"HuntingtonCounty",0,0.4904,0.5096
"JacksonCounty",0,0.5627,0.4373
"JasperCounty",0,0.3196,0.6804
"JayCounty",0,0.4435,0.5565
"JeffersonCounty",0,0.549,0.451
"JenningsCounty",0,0.398,0.602
"JohnsonCounty",0.861,0,0.139
"KnoxCounty",0,0.6379,0.3621
"KosciuskoCounty",0,0.534,0.466
"LaGrangeCounty",0,0.0838,0.9162
"LakeCounty",0.9398,0.0205,0.0397
"LaPorteCounty",0.5815,0.0622,0.3563
"LawrenceCounty",0,0.4155,0.5845
"MadisonCounty",0.6986,0.0705,0.2309
"MarionCounty",0.994,0,0.006
"MarshallCounty",0,0.3665,0.6335
"MartinCounty",0,0.2771,0.7229
"MiamiCounty",0.008,0.5272,0.4649
"MonroeCounty",0.7875,0,0.2125
"MontgomeryCounty",0,0.4725,0.5275
"MorganCounty",0.3159,0.1927,0.4914
"NewtonCounty",0,0,1
"NobleCounty",0,0.3195,0.6805
"OhioCounty",0,0,1
"OrangeCounty",0,0.1654,0.8346
"OwenCounty",0,0,1
"ParkeCounty",0,0.2502,0.7498
"PerryCounty",0,0.4496,0.5504
"PikeCounty",0,0,1
"PorterCounty",0.7541,0.0383,0.2075
"PoseyCounty",0.0618,0.2706,0.6676
"PulaskiCounty",0,0.1906,0.8094
"PutnamCounty",0,0.352,0.648
"RandolphCounty",0.0528,0.3285,0.6187
"RipleyCounty",0,0.1676,0.8324
"RushCounty",0,0.3884,0.6116
"StJosephCounty",0.892,0.018,0.09
"ScottCounty",0,0.4729,0.5271
"ShelbyCounty",0.0115,0.468,0.5205
"SpencerCounty",0,0,1
"StarkeCounty",0,0.1762,0.8238
"SteubenCounty",0,0.3275,0.6725
"SullivanCounty",0,0.2104,0.7896
"SwitzerlandCounty",0,0,1
"TippecanoeCounty",0.855,0,0.145
"TiptonCounty",0.011,0.3729,0.616
"UnionCounty",0,0,1
"VanderburghCounty",0.9083,0,0.0917
"VermillionCounty",0,0.3963,0.6037
"VigoCounty",0.7624,0,0.2376
"WabashCounty",0,0.5002,0.4998
"WarrenCounty",0,0.229,0.771
"WarrickCounty",0.6021,0.1048,0.2931
"WashingtonCounty",0,0.2315,0.7685
"WayneCounty",0,0.6695,0.3305
"WellsCounty",0,0.4944,0.5056
"WhiteCounty",0,0.3203,0.6797
"WhitleyCounty",0.0113,0.2771,0.7116
