"County","FIPS","StateFIPS","CountyFIPS"
"AdamsCounty",18001,18,1
"AllenCounty",18003,18,3
"BartholomewCounty",18005,18,5
"BentonCounty",18007,18,7
"BlackfordCounty",18009,18,9
"BooneCounty",18011,18,11
"BrownCounty",18013,18,13
"CarrollCounty",18015,18,15
"CassCounty",18017,18,17
"ClarkCounty",18019,18,19
"ClayCounty",18021,18,21
"ClintonCounty",18023,18,23
"CrawfordCounty",18025,18,25
"DaviessCounty",18027,18,27
"DearbornCounty",18029,18,29
"DecaturCounty",18031,18,31
"DeKalbCounty",18033,18,33
"DelawareCounty",18035,18,35
"DuboisCounty",18037,18,37
"ElkhartCounty",18039,18,39
"FayetteCounty",18041,18,41
"FloydCounty",18043,18,43
"FountainCounty",18045,18,45
"FranklinCounty",18047,18,47
"FultonCounty",18049,18,49
"GibsonCounty",18051,18,51
"GrantCounty",18053,18,53
"GreeneCounty",18055,18,55
"HamiltonCounty",18057,18,57
"HancockCounty",18059,18,59
"HarrisonCounty",18061,18,61
"HendricksCounty",18063,18,63
"HenryCounty",18065,18,65
"HowardCounty",18067,18,67
"HuntingtonCounty",18069,18,69
"JacksonCounty",18071,18,71
"JasperCounty",18073,18,73
"JayCounty",18075,18,75
"JeffersonCounty",18077,18,77
"JenningsCounty",18079,18,79
"JohnsonCounty",18081,18,81
"KnoxCounty",18083,18,83
"KosciuskoCounty",18085,18,85
"LaGrangeCounty",18087,18,87
"LakeCounty",18089,18,89
"LaPorteCounty",18091,18,91
"LawrenceCounty",18093,18,93
"MadisonCounty",18095,18,95
"MarionCounty",18097,18,97
"MarshallCounty",18099,18,99
"MartinCounty",18101,18,101
"MiamiCounty",18103,18,103
"MonroeCounty",18105,18,105
"MontgomeryCounty",18107,18,107
"MorganCounty",18109,18,109
"NewtonCounty",18111,18,111
"NobleCounty",18113,18,113
"OhioCounty",18115,18,115
"OrangeCounty",18117,18,117
"OwenCounty",18119,18,119
"ParkeCounty",18121,18,121
"PerryCounty",18123,18,123
"PikeCounty",18125,18,125
"PorterCounty",18127,18,127
"PoseyCounty",18129,18,129
"PulaskiCounty",18131,18,131
"PutnamCounty",18133,18,133
"RandolphCounty",18135,18,135
"RipleyCounty",18137,18,137
"RushCounty",18139,18,139
"StJosephCounty",18141,18,141
"ScottCounty",18143,18,143
"ShelbyCounty",18145,18,145
"SpencerCounty",18147,18,147
"StarkeCounty",18149,18,149
"SteubenCounty",18151,18,151
"SullivanCounty",18153,18,153
"SwitzerlandCounty",18155,18,155
"TippecanoeCounty",18157,18,157
"TiptonCounty",18159,18,159
"UnionCounty",18161,18,161
"VanderburghCounty",18163,18,163
"VermillionCounty",18165,18,165
"VigoCounty",18167,18,167
"WabashCounty",18169,18,169
"WarrenCounty",18171,18,171
"WarrickCounty",18173,18,173
"WashingtonCounty",18175,18,175
"WayneCounty",18177,18,177
"WellsCounty",18179,18,179
"WhiteCounty",18181,18,181
"WhitleyCounty",18183,18,183
