"FAFZone","AdamsCounty","AllenCounty","BartholomewCounty","BentonCounty","BlackfordCounty","BooneCounty","BrownCounty","CarrollCounty","CassCounty","ClarkCounty","ClayCounty","ClintonCounty","CrawfordCounty","DaviessCounty","DearbornCounty","DecaturCounty","DeKalbCounty","DelawareCounty","DuboisCounty","ElkhartCounty","FayetteCounty","FloydCounty","FountainCounty","FranklinCounty","FultonCounty","GibsonCounty","GrantCounty","GreeneCounty","HamiltonCounty","HancockCounty","HarrisonCounty","HendricksCounty","HenryCounty","HowardCounty","HuntingtonCounty","JacksonCounty","JasperCounty","JayCounty","JeffersonCounty","JenningsCounty","JohnsonCounty","KnoxCounty","KosciuskoCounty","LaGrangeCounty","LakeCounty","LaPorteCounty","LawrenceCounty","MadisonCounty","MarionCounty","MarshallCounty","MartinCounty","MiamiCounty","MonroeCounty","MontgomeryCounty","MorganCounty","NewtonCounty","NobleCounty","OhioCounty","OrangeCounty","OwenCounty","ParkeCounty","PerryCounty","PikeCounty","PorterCounty","PoseyCounty","PulaskiCounty","PutnamCounty","RandolphCounty","RipleyCounty","RushCounty","StJosephCounty","ScottCounty","ShelbyCounty","SpencerCounty","StarkeCounty","SteubenCounty","SullivanCounty","SwitzerlandCounty","TippecanoeCounty","TiptonCounty","UnionCounty","VanderburghCounty","VermillionCounty","VigoCounty","WabashCounty","WarrenCounty","WarrickCounty","WashingtonCounty","WayneCounty","WellsCounty","WhiteCounty","WhitleyCounty"
"11",588.71,624.48,454.6,561.48,576.84,526.36,470.93,571.31,575.41,394.72,481.1,545.78,412.01,422.67,493.17,476,641.43,557.4,390.85,653.89,511.12,395.31,520.04,519.61,592.9,383.01,562.95,448.87,524.7,513.93,392.32,514.54,520.21,551.81,594.4,442.87,609.04,563.9,431.62,447.48,479.31,415.59,621.29,662.69,649.9,648.77,440.38,543.39,498.48,612.7,416.8,576.66,461.58,546.04,504.43,576.54,644.52,477.32,426.57,466.07,493.35,377.88,401.29,663.34,387.31,607.34,509.87,554.375,464.71,496.6,640.18,416.47,478.99,362.44,619.5,659.7,442.61,465.82,563.93,542.7,531.24,360.1,492.71,467.54,592.65,530.4,374.47,420.38,535.6,612.45,586.6,618.86
"12",824.35,860.1,690.2,797.1,812.5,762,706.55,806.95,811.05,630.35,716.7,781.4,647.65,658.3,729.7,711.65,877.05,793,626.5,889.5,745.7,630.95,755.7,756.15,828.5,618.65,798.55,684.5,760.3,749.55,627.95,750.2,755.85,787.45,830,678.5,844.7,799.5,667.25,683.1,714.95,651.2,856.9,898.3,885.5,884.4,676,779,734.1,848.3,652.4,812.3,697.2,781.7,740.05,812.2,880.15,712.95,662.2,701.7,729,613.5,636.9,899,622.95,843,745.5,789.4,700.3,732.2,875.8,652.1,714.6,598.05,855.1,895.3,678.25,701.45,799.55,778.3,767.75,595.7,728.3,703.15,828.3,766,610.1,656,769.8,848.05,822.2,854.5
"19",647.57,685.385454545455,516.161818181818,623.045454545455,637.221818181818,587.921818181818,532.509090909091,632.887272727273,636.996363636364,456.296363636364,542.676363636364,607.334545454545,473.598181818182,484.232727272727,547.581818181818,537.836363636364,702.567272727273,617.934545454546,452.416363636364,715.447272727273,569.221818181818,456.885454545455,581.612727272727,574.04,654.456363636364,444.6,624.514545454546,510.423636363636,586.254545454545,575.509090909091,453.896363636364,576.112727272727,581.612727272727,613.387272727273,655.96,504.423636363636,670.614545454545,623.919090909091,493.198181818182,509.034545454545,540.887272727273,477.154545454545,682.852727272727,724.247272727273,711.652727272727,710.325454545455,501.934545454545,604.949090909091,560.045454545455,674.254545454545,478.361818181818,638.223636363636,523.143636363636,607.612727272727,566.009090909091,638.114545454545,706.098181818182,537.529090909091,488.136363636364,527.636363636364,554.918181818182,439.434545454545,462.845454545455,725.023636363636,448.885454545455,668.916363636364,571.434545454546,611.929090909091,526.245454545455,557.990909090909,701.732727272727,478.025454545455,540.552727272727,424.009090909091,681.063636363636,720.82,504.185454545455,527.585454545455,625.509090909091,604.254545454545,585.663636363636,421.663636363636,554.285454545455,529.103636363636,654.218181818182,591.96,436.025454545455,481.934545454545,592.112727272728,670.052727272727,648.176363636364,680.421818181818
"20",1003.03793103448,978.220689655172,1019.37586206897,933.220689655172,998.651724137931,971.206896551724,1018.98620689655,955.065517241379,955.144827586207,1059.18620689655,1004.19310344828,964.068965517241,1060.0724137931,1040.13448275862,1052.05862068966,1024.57931034483,981.127586206897,1005.06206896552,1053.96206896552,943.120689655172,1026.31379310345,1064.43793103448,954.358620689655,1034.07931034483,946.727586206896,1042,994.393103448276,1026.17931034483,984.662068965517,1000.81034482759,1077.78965517241,986.268965517241,1013.75862068966,976.168965517241,979.51724137931,1034.16551724138,919.937931034483,1017.81724137931,1047.13448275862,1032.6,1003.43103448276,1027.05172413793,949.348275862069,959.834482758621,889.51724137931,912.368965517241,1034.43793103448,1001.03103448276,988.386206896552,934.286206896552,1051.88620689655,964.920689655172,1019.37586206897,966.941379310345,1000.01034482759,915.837931034483,966.351724137931,1064.3,1049.19655172414,1020.54827586207,985.151724137931,1079.93103448276,1041.03793103448,901.551724137931,1046.41034482759,933.979310344828,984.865517241379,1020.03103448276,1036.5724137931,1015.03103448276,930.462068965517,1045.36896551724,1009.01379310345,1078.12068965517,927.686206896552,979.386206896552,1011.02068965517,1070.25517241379,949.903448275862,980.989655172414,1036.27586206897,1056.1724137931,979.372413793103,994.78275862069,971.362068965517,944.686206896552,1064.83448275862,1057.10689655172,1030.16551724138,997.013793103448,940.051724137931,962.703448275862
"41",1853.65,1869.65,1775.35,1750.35,1822.05,1752.95,1738.15,1779.35,1804.75,1757.25,1677.75,1772.35,1716.85,1697.75,1827.35,1785.45,1886.65,1802.65,1695.65,1871.75,1791.05,1745,1716.35,1802.95,1829.75,1658.75,1808.15,1709.55,1761.6,1759.15,1732.85,1730.45,1787.55,1788.75,1839.6,1767.4,1781.05,1828.8,1791.95,1795.55,1739.85,1652.85,1858.2,1897.3,1789.95,1824.85,1736.55,1788.55,1738.35,1849.6,1713,1813.55,1720.05,1720.15,1726.05,1761.55,1889.75,1833.15,1731.35,1697.25,1688.6,1718.5,1676.35,1808.35,1645.85,1807.45,1706.45,1821.45,1803.75,1773.85,1852.45,1776.75,1761.65,1694.25,1822,1904.9,1686.45,1821.65,1750.1,1779.6,1806.25,1660.75,1683.75,1664.15,1829.55,1719.3,1673.95,1754.35,1803.95,1857.65,1780,1864.05
"42",1837.775,1853.825,1759.55,1734.55,1806.2,1737.1,1722.3,1763.475,1788.85,1741.4,1661.85,1756.525,1700.975,1681.9,1811.5,1769.55,1870.8,1786.75,1679.8,1855.95,1775.25,1729.15,1700.5,1787.05,1813.95,1642.85,1792.3,1693.7,1745.75,1743.3,1716.975,1714.6,1771.7,1772.85,1823.75,1751.55,1765.2,1812.95,1776.1,1779.75,1724.05,1637.05,1842.35,1881.45,1774.15,1809,1720.75,1772.75,1722.55,1833.75,1697.15,1797.7,1704.25,1704.3,1710.2,1745.7,1873.85,1817.275,1715.525,1681.4,1672.75,1702.65,1660.55,1792.5,1630,1791.6,1690.65,1805.65,1787.85,1758,1836.65,1760.9,1745.825,1678.4,1806.15,1889.05,1670.55,1805.775,1734.25,1763.75,1790.45,1644.9,1667.9,1648.3,1813.7,1703.45,1658.1,1738.5,1788.1,1841.8,1764.15,1848.2
"49",1803.04090909091,1819.08636363637,1724.79545454545,1699.79545454545,1771.46818181819,1702.36818181818,1687.54090909091,1728.73181818182,1754.13181818182,1706.65909090909,1627.12272727273,1721.76818181818,1666.23181818182,1647.18636363637,1776.76818181818,1734.83181818181,1836.04090909091,1752.02272727272,1645.05909090909,1821.18636363637,1740.48636363637,1694.41363636363,1665.75,1752.33181818181,1779.19545454546,1608.13181818182,1757.55909090909,1658.96818181819,1710.99545454546,1708.54090909091,1682.23181818182,1679.85,1736.94090909091,1738.12272727273,1789.00454545454,1716.80454545454,1730.46818181819,1778.20454545455,1741.34090909091,1744.98636363637,1689.29545454545,1602.29545454545,1807.59545454546,1846.70454545455,1739.39545454545,1774.26818181818,1685.98636363637,1737.99545454546,1687.79545454545,1798.99545454546,1662.41363636363,1762.96818181819,1669.49545454546,1669.55909090909,1675.44090909091,1710.96818181819,1839.13181818182,1782.54090909091,1680.76818181818,1646.65909090909,1638.00454545454,1667.91818181818,1625.79545454545,1757.75,1595.24090909091,1756.84090909091,1655.86818181818,1770.89545454545,1753.12272727273,1723.25,1801.86818181818,1726.16818181819,1711.08636363637,1643.64090909091,1771.41363636363,1854.30454545454,1635.83181818181,1771.04090909091,1699.50454545454,1728.99545454546,1755.68636363637,1610.15909090909,1633.16818181819,1613.54090909091,1778.96818181819,1668.70454545455,1623.36818181818,1703.75,1753.35,1807.05909090909,1729.41818181818,1813.46818181819
"50",707.002666666667,723.039333333333,603.114,603.755333333333,675.422666666666,606.33,579.962666666667,632.899333333333,658.302,548.762,531.278,625.738,531.812666666667,512.747333333333,643.227333333333,623.172,740.211333333333,656.188666666667,510.596666666667,732.075333333333,644.436666666667,546.028666666667,569.922,656.155333333333,683.172,473.668666666667,661.518666666666,528.422,614.969333333333,612.512,547.812666666667,584.014666666666,640.902666666667,642.089333333334,692.977333333333,584.264666666667,634.622666666666,682.177333333334,585.051333333333,599.579333333333,593.255333333333,492.320666666667,711.564666666667,758.997333333333,650.272666666667,685.354,551.548666666667,641.952666666667,591.755333333333,702.969333333333,527.986,667.131333333333,557.568666666667,573.526,579.61,615.122666666666,743.104,629.395333333333,546.347333333333,550.818666666667,542.168,489.656666666667,491.333333333333,668.641333333333,428.415333333333,661.004666666667,560.040666666667,675.05,616.317333333333,627.222,712.762,569.871333333333,615.039333333333,477.082,675.374666666666,758.278666666667,520.216666666667,617.895333333333,603.476,632.969333333333,659.736666666667,444.391333333333,537.33,517.711333333333,682.922666666666,572.875333333333,460.828666666667,569.328,657.514666666666,711.018666666666,633.381333333333,717.431333333333
"61",2181.82,2169.5,2103.54,2078.54,2150.22,2081.12,2066.32,2123.18,2128.36,2085.42,2005.9,2100.52,2045.02,2025.92,2155.52,2113.6,2172.46,2130.8,2023.82,2114.42,2119.22,2073.16,2044.52,2131.1,2119.96,1986.9,2136.32,2037.72,2089.74,2087.32,2061.02,2058.62,2115.72,2116.9,2167.76,2095.56,2079.08,2156.96,2120.1,2123.72,2068.04,1981.04,2123.96,2139.96,2032.64,2067.52,2064.72,2116.74,2066.54,2101,2041.16,2142.04,2048.24,2048.31,2054.22,2071.22,2149.92,2161.32,2059.52,2025.42,2016.77,2046.68,2004.54,2051.02,1974.02,2100.5,2034.62,2149.62,2131.9,2102.02,2095.12,2104.92,2089.82,2022.42,2090.9,2169.82,2014.6,2149.82,2078.26,2107.74,2134.42,1988.92,2011.92,1992.32,2153.12,2047.46,2002.12,2082.52,2132.12,2185.82,2105,2144.34
"62",2214.4,2176.54285714286,2215.74285714286,2090.15714285714,2207.7,2146.91428571429,2189.9,2141.18571428571,2141.28571428571,2219.4,2129.47142857143,2154.91428571429,2178.98571428571,2148.04285714286,2267.71428571429,2225.78571428571,2180.97142857143,2221.58571428571,2157.8,2122.95714285714,2231.41428571429,2207.17142857143,2105.3,2243.28571428571,2128.45714285714,2120.9,2201.2,2161.3,2168.95714285714,2192.1,2194.98571428571,2159.27142857143,2211.88571428571,2173.38571428571,2178.5,2238.3,2087.58571428571,2247.77142857143,2258.1,2235.91428571429,2191.4,2128.07142857143,2132.45714285714,2148.47142857143,2041.15714285714,2076,2194.84285714286,2207.54285714286,2176.65714285714,2109.47142857143,2163.27142857143,2156.21428571429,2171.85714285714,2124.8,2186.18571428571,2079.7,2158.4,2286.4,2193.54285714286,2149,2126,2180.68571428571,2138.54285714286,2059.5,2108,2108.98571428571,2152.18571428571,2240.45714285714,2244.08571428571,2214.2,2103.64285714286,2238.91428571429,2202.04285714286,2156.4,2099.38571428571,2178.3,2138.18571428571,2295.48571428571,2133.3,2180.75714285714,2246.65714285714,2122.9,2117.18571428571,2115.9,2166.07142857143,2108.27142857143,2136.11428571429,2216.5,2236.9,2205.2,2118.27142857143,2152.85714285714
