"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.0751363379553873,0.924863662044613,3,10
2,0.631817884527687,0.368182115472313,12,3
3,0.282928847648749,0.717071152351251,10,10
4,0.156947623585032,0.843052376414968,5,11
5,0.0763722238391646,0.923627776160835,0,3
6,0.192501294148437,0.807498705851563,5,4
7,0.355412745282339,0.644587254717661,13,9
8,0.233455388714992,0.766544611285008,1,6
9,0.134342821827482,0.865657178172518,1,0
10,0.511086890555729,0.488913109444271,4,0
11,0.97395130643151,0.0260486935684901,14,1
12,0.700698012443353,0.299301987556648,35,11
13,0.903257727327254,0.096742272672746,12,2
14,0.296984478905375,0.703015521094625,0,0
15,0.254762106060935,0.745237893939064,0,2
16,0.292247289852626,0.707752710147374,0,1
17,0.0512840369554983,0.948715963044502,0,7
18,0.595712731390873,0.404287268609127,2,1
19,0.635798359434212,0.364201640565788,9,3
20,0.153884141884506,0.846115858115494,0,1
21,0.48565728180227,0.51434271819773,0,0
22,0.634547071721447,0.365452928278553,2,1
23,0.220262195048898,0.779737804951102,3,1
24,0.143309869173441,0.856690130826559,3,5
25,0.0728962191614734,0.927103780838527,6,44
26,0.130364859165817,0.869635140834183,13,35
27,0.0664638925860683,0.933536107413932,0,8
28,0.13006920545436,0.86993079454564,1,2
29,0.499509853805331,0.500490146194669,0,1
30,0.102647165664877,0.897352834335123,6,10
31,0.790427485083711,0.209572514916289,43,7
32,0.282943553783463,0.717056446216537,5,11
33,0.305901415679453,0.694098584320547,24,18
34,0.0293179753919239,0.970682024608076,7,22
35,0.267488635666556,0.732511364333444,0,0
36,0.349609338500376,0.650390661499624,9,8
37,0.0687078468861626,0.931292153113837,1,4
38,0.301345390186715,0.698654609813286,0,0
39,0.0359513400210903,0.96404865997891,4,8
40,0.262180375817916,0.737819624182084,92,94
41,0.406500619184416,0.593499380815584,25,15
43,0.0139990065940437,0.986000993405956,2,34
99,0.646446399835973,0.353553600164027,0,0
