"SCTG","Payload","N"
1,10.4893906351749,13
2,9.6825889582638,15
3,8.82315816487013,20
4,11.4307568364705,16
5,15.3568767024241,3
6,5.92686271885712,9
7,10.8658113561222,22
8,10.2941785681165,7
9,12.5303662811142,1
10,12.7559630168912,4
11,15.5277286068212,15
12,17.6983480327757,46
13,16.3511997675824,14
14,19.7343283246373,0
15,21.9759244651015,2
16,14.0428921341034,1
17,24.3515448152176,7
18,11.7399553387464,3
19,5.4373385286677,12
20,14.6935220971178,1
21,5.12434471305138,0
22,9.93234871988097,3
23,12.2174191704086,4
24,9.66549316294252,8
25,22.1571706140727,50
26,17.4033274266956,48
27,16.5382555630002,8
28,13.1552492378572,3
29,5.51350467372506,1
30,7.63244340312288,16
31,15.9633923001277,50
32,16.4458848880389,16
33,4.89651662640944,42
34,11.3803084685689,29
35,6.91185118160956,0
36,9.1904559226925,17
37,17.1134794135312,5
38,4.51852664992441,0
39,6.7543160713247,12
40,8.88337662404622,186
41,12.7238790477415,40
43,15.7847650099672,36
99,10.8934974922361,0
