"SCTG","PctEmpty","N"
1,0.376882811212129,15
2,0.476346998425509,17
3,0.406061544336966,23
4,0.344595617719557,18
5,0.199516035193507,3
6,0.0762400489799248,14
7,0.389582210289215,24
8,0.209453973305391,8
9,0.220797674677544,2
10,0.345868222703136,4
11,0.274856340195474,15
12,0.386594562680364,49
13,0.429945831297652,14
14,0.330631811974,0
15,0.394477968299597,2
16,0.411406611770122,1
17,0.405256894636644,9
18,0.30780628855648,4
19,0.190076391990159,15
20,0.319153846071907,2
21,0.163003296356002,0
22,0.381398011930285,7
23,0.329297413853261,5
24,0.259173648542417,8
25,0.401564672313134,55
26,0.370161276046939,54
27,0.207833893632727,8
28,0.216947168869503,4
29,0.142965266998763,1
30,0.135495870332531,18
31,0.440426450343001,53
32,0.220232198408478,16
33,0.12746463035737,52
34,0.214355042533904,37
35,0.159588441529491,1
36,0.347203831531107,26
37,0.179037995207116,7
38,0.253528170079209,0
39,0.260104368822962,18
40,0.187915959780229,214
41,0.406943844165881,48
43,0.130419706322539,38
99,0.377666020609811,1
