"County","FIPS","StateFIPS","CountyFIPS"
"AutaugaCounty",1001,1,1
"BaldwinCounty",1003,1,3
"BarbourCounty",1005,1,5
"BibbCounty",1007,1,7
"BlountCounty",1009,1,9
"BullockCounty",1011,1,11
"ButlerCounty",1013,1,13
"CalhounCounty",1015,1,15
"ChambersCounty",1017,1,17
"CherokeeCounty",1019,1,19
"ChiltonCounty",1021,1,21
"ChoctawCounty",1023,1,23
"ClarkeCounty",1025,1,25
"ClayCounty",1027,1,27
"CleburneCounty",1029,1,29
"CoffeeCounty",1031,1,31
"ColbertCounty",1033,1,33
"ConecuhCounty",1035,1,35
"CoosaCounty",1037,1,37
"CovingtonCounty",1039,1,39
"CrenshawCounty",1041,1,41
"CullmanCounty",1043,1,43
"DaleCounty",1045,1,45
"DallasCounty",1047,1,47
"DeKalbCounty",1049,1,49
"ElmoreCounty",1051,1,51
"EscambiaCounty",1053,1,53
"EtowahCounty",1055,1,55
"FayetteCounty",1057,1,57
"FranklinCounty",1059,1,59
"GenevaCounty",1061,1,61
"GreeneCounty",1063,1,63
"HaleCounty",1065,1,65
"HenryCounty",1067,1,67
"HoustonCounty",1069,1,69
"JacksonCounty",1071,1,71
"JeffersonCounty",1073,1,73
"LamarCounty",1075,1,75
"LauderdaleCounty",1077,1,77
"LawrenceCounty",1079,1,79
"LeeCounty",1081,1,81
"LimestoneCounty",1083,1,83
"LowndesCounty",1085,1,85
"MaconCounty",1087,1,87
"MadisonCounty",1089,1,89
"MarengoCounty",1091,1,91
"MarionCounty",1093,1,93
"MarshallCounty",1095,1,95
"MobileCounty",1097,1,97
"MonroeCounty",1099,1,99
"MontgomeryCounty",1101,1,101
"MorganCounty",1103,1,103
"PerryCounty",1105,1,105
"PickensCounty",1107,1,107
"PikeCounty",1109,1,109
"RandolphCounty",1111,1,111
"RussellCounty",1113,1,113
"StClairCounty",1115,1,115
"ShelbyCounty",1117,1,117
"SumterCounty",1119,1,119
"TalladegaCounty",1121,1,121
"TallapoosaCounty",1123,1,123
"TuscaloosaCounty",1125,1,125
"WalkerCounty",1127,1,127
"WashingtonCounty",1129,1,129
"WilcoxCounty",1131,1,131
"WinstonCounty",1133,1,133
