Area,LtVehDvmt,PropTruckDvmt,FwyArtProp
BaltimoreColumbiaTowson,"54,216",0.305202784,0.851140513
CaliforniaLexington,738.0723288,0.003663644,0.81754386
Cumberland,"1,184",0.006815182,0.863340564
Hagerstown,"2,447",0.014808952,0.862970711
PhiladelphiaCamdenWilmington,1036.015616,0.00587079,0.863523573
Salisbury,1671.792329,0.008082097,0.779844961
WashingtonArlingtonAlexandria,45184.56329,0.256489124,0.841428734
