"County","FIPS","StateFIPS","CountyFIPS"
"AlleganyCounty",24001,24,1
"AnneArundelCounty",24003,24,3
"BaltimoreCounty",24005,24,5
"CalvertCounty",24009,24,9
"CarolineCounty",24011,24,11
"CarrollCounty",24013,24,13
"CecilCounty",24015,24,15
"CharlesCounty",24017,24,17
"DorchesterCounty",24019,24,19
"FrederickCounty",24021,24,21
"GarrettCounty",24023,24,23
"HarfordCounty",24025,24,25
"HowardCounty",24027,24,27
"KentCounty",24029,24,29
"MontgomeryCounty",24031,24,31
"PrinceGeorgesCounty",24033,24,33
"QueenAnnesCounty",24035,24,35
"StMarysCounty",24037,24,37
"SomersetCounty",24039,24,39
"TalbotCounty",24041,24,41
"WashingtonCounty",24043,24,43
"WicomicoCounty",24045,24,45
"WorcesterCounty",24047,24,47
"Baltimorecity",24510,24,510
