"FAFZone","AlleganyCounty","AnneArundelCounty","BaltimoreCounty","CalvertCounty","CarolineCounty","CarrollCounty","CecilCounty","CharlesCounty","DorchesterCounty","FrederickCounty","GarrettCounty","HarfordCounty","HowardCounty","KentCounty","MontgomeryCounty","PrinceGeorgesCounty","QueenAnnesCounty","StMarysCounty","SomersetCounty","TalbotCounty","WashingtonCounty","WicomicoCounty","WorcesterCounty","Baltimorecity"
"139",712.181140350877,719.014473684211,734.655701754386,693.309210526316,760.025877192983,728.308771929825,772.795614035088,661.336403508772,755.102631578947,704.47850877193,711.911842105263,755.936842105263,711.806140350878,764.353947368421,693.366666666667,695.894298245614,746.786403508772,676.358333333333,722.952192982456,758.146929824562,694.342543859649,733.966228070175,729.956578947368,727.697807017544
"151",,,,,,,,,,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,,,,,,,,,
"160",2204.81022727273,2343.51022727272,2335.27840909091,2375.50568181818,2387.31477272727,2311.4375,2367.32613636363,2365.35,2403.9625,2285.20113636363,2191.22159090909,2361.15568181818,2320.51022727272,2391.64431818182,2309.03068181818,2333.81477272727,2374.07159090909,2389.17159090909,2453.84659090909,2385.4375,2255.40113636364,2430.54431818182,2451.03068181818,2331.9
"171",625.338461538462,765.307692307692,757.030769230769,797.276923076923,809.107692307692,733.215384615385,789.107692307692,787.123076923077,825.730769230769,706.961538461538,612.261538461538,782.930769230769,742.307692307692,813.423076923077,730.815384615385,755.607692307692,795.830769230769,810.930769230769,875.623076923077,807.215384615385,677.161538461538,852.315384615385,872.815384615385,753.673076923077
"172",674.477777777778,827.277777777778,819.044444444444,859.266666666667,871.077777777778,795.222222222222,862.711111111111,849.133333333333,887.744444444444,768.955555555556,667.611111111111,844.944444444444,804.277777777778,875.422222222222,792.822222222222,817.577777777778,857.844444444444,870.311111111111,937.622222222222,869.222222222222,739.166666666667,914.322222222222,934.822222222222,815.683333333333
"179",654.8175,805.90375,797.674375,837.893125,849.7075,773.835,839.34625,815.18,866.36875,747.593125,641.955,823.56875,782.90375,854.0475,771.43625,796.2075,836.476875,835.9275,916.2475,847.835,717.793125,892.945,913.43625,794.3075
"181",542.88,687.22,679,719.22,731.02,655.16,715.68,709.1,747.7,628.92,531.98,704.9,664.22,735.38,652.74,677.52,717.8,732.9,797.58,729.16,599.1,774.26,794.74,675.62
"182",446.166666666667,598.966666666667,590.75,630.966666666667,642.772222222222,566.894444444445,634.377777777778,620.822222222222,659.444444444444,540.666666666667,439.277777777778,616.638888888889,575.966666666667,647.105555555555,564.494444444444,589.272222222222,629.555555555556,644.655555555556,709.305555555556,640.894444444445,510.866666666667,686.016666666667,706.494444444444,587.369444444445
"183",430.9875,577.6,569.35,609.5625,621.4,545.5,605.75,599.4125,638.05,519.275,421.575,595.25,554.6,625.7125,543.1,567.9,608.1625,623.2625,687.9,619.5,489.475,664.6,685.1,565.975
"189",486.85,639.033606557377,630.799180327868,671.025409836066,682.841803278689,606.959016393442,673.141803278688,648.804098360655,699.48606557377,580.722131147541,475.569672131148,656.687704918033,616.033606557377,687.163114754099,604.559016393443,629.341803278689,669.598360655737,670.027868852459,749.366393442622,680.959016393442,550.922131147541,726.066393442622,746.559016393443,627.430327868852
"190",925.04898989899,1069.36414141415,1061.13686868687,1101.35808080809,1113.17676767677,1037.2994949495,1094.50353535353,1091.2196969697,1129.83080808081,1011.05505050506,912.629797979798,1087.0297979798,1046.36414141415,1117.50858585858,1034.90151515152,1059.67676767677,1099.93686868687,1115.03989898989,1179.70959595959,1111.3005050505,981.258080808081,1156.41161616162,1176.90151515152,1057.76919191919
"201",965.188888888889,1117.98888888889,1109.77777777778,1149.98888888889,1161.81111111111,1085.91111111111,1153.41111111111,1139.84444444444,1178.46666666667,1059.68888888889,958.311111111111,1135.66666666667,1094.76111111111,1166.13333333333,1083.51111111111,1108.07777777777,1148.57777777778,1163.67777777778,1228.33333333333,1159.91111111111,1029.88888888889,1205.03333333333,1225.51111111111,1106.16666666667
"202",1131.81666666667,1284.61666666667,1276.36666666667,1316.61666666667,1328.41666666667,1252.51666666667,1320.01666666667,1306.43333333333,1345.05,1226.3,1124.91666666667,1302.26666666667,1261.61666666667,1332.71666666667,1250.11666666667,1274.91666666667,1315.16666666667,1330.26666666667,1394.93333333333,1326.51666666667,1196.51666666667,1371.61666666667,1392.11666666667,1272.99166666667
"209",1171.67222222222,1324.47277777777,1316.24055555556,1356.46611111111,1368.28166666666,1292.40388888888,1359.895,1346.325,1384.92944444444,1266.16277777777,1164.79055555555,1342.13388888888,1301.47277777777,1372.61611111112,1290.00388888888,1314.78166666666,1355.04166666667,1370.14277777777,1434.81388888889,1366.40388888888,1236.36055555556,1411.51388888889,1432.00388888888,1312.87166666667
"211",388.375,541.175,532.925,573.1625,584.975,509.1125,576.3875,543.3,601.6125,482.85,373.9875,558.8125,518.175,589.3125,506.7125,531.475,571.7375,562.725,651.5125,583.1125,453.05,628.2125,648.7125,529.56875
"212",466.427272727273,619.236363636364,611,651.227272727273,663.063636363636,587.181818181818,654.027272727273,600.363636363636,679.7,560.918181818182,445.109090909091,636.9,596.236363636364,667.4,584.781818181818,609.563636363636,649.809090909091,613.872727272727,729.6,661.181818181818,531.118181818182,706.281818181818,726.781818181818,607.640909090909
"219",476.124257425743,623.369801980198,616.313366336634,641.695544554455,666.574752475248,592.469801980198,659.081683168317,586.694554455446,683.223267326733,566.232178217822,450.018316831683,642.204455445545,601.543069306931,670.905445544554,588.817326732673,605.610396039604,653.341089108911,601.801485148515,733.107425742574,664.689603960396,538.512376237624,709.806435643564,730.295544554455,612.94504950495
"221",1138.93333333333,1173.73333333333,1174.01111111111,1167.32222222222,1214.73333333333,1150.14444444444,1216.73333333333,1119.58888888889,1231.41111111111,1123.92222222222,1112.43333333333,1199.91111111111,1159.23333333333,1219.06666666667,1139.14444444444,1138.43333333333,1201.51111111111,1134.61111111111,1213.57777777778,1212.85555555556,1110.42222222222,1225.68333333333,1220.85,1170.62222222222
"222",1294.35,1329.1,1329.4,1322.7,1370.15,1305.6,1372.15,1275,1386.8,1279.3,1267.9,1355.3,1314.6,1374.5,1294.6,1293.85,1356.9,1290,1363.85,1368.3,1265.8,1375.95,1371.1,1326.05
"223",1101.79,1136.6,1136.85,1130.19,1177.6,1113.01,1179.61,1082.42,1194.24,1086.79,1075.31,1162.74,1122.1,1181.92,1102.01,1101.31,1164.35,1097.45,1174.535,1175.71,1073.29,1186.63,1181.81,1133.485
"229",1156.19069767441,1202.95813953488,1203.23255813954,1196.5511627907,1243.96627906977,1179.38720930233,1245.98139534884,1148.81162790698,1260.62209302325,1153.1511627907,1129.71279069768,1229.12209302325,1188.45813953488,1248.2976744186,1168.38720930233,1167.67093023256,1230.73255813954,1163.83488372093,1249.66744186047,1242.09069767441,1139.6511627907,1261.76511627907,1256.93139534883,1199.86279069767
"230",731.5875,623.2875,604.06875,666.48125,605.50625,656.3,559.725,664.25,632.8625,663.00625,775.721875,580.5875,627.19375,582.38125,649.2875,639.8,593.725,689.00625,660.15,614.33125,668.48125,633.353125,646.725,603.43125
"251",533.8,425.5,406.2625,468.6875,407.7,458.5125,361.9125,466.425,435.0375,465.2,577.9125,382.7875,429.4,384.575,451.4875,442.0125,395.925,491.2,463.125,416.5125,470.6875,436.325,448.925,405.6125
"259",512.75,410.9,391.7,454.1,393.633333333333,437.45,347.3,451.866666666667,421,444.15,556.866666666667,368.15,414.8,370.533333333333,438.4,427.4,381.85,476.6,448.925,402.45,449.65,422.133333333333,434.85,391.016666666667
"261",423.9,562.6,554.4,594.6,606.41,530.53,586.43,584.5,623.1,504.3,410.33,580.3,539.6,610.75,528.13,552.91,593.2,608.3,672.94,604.53,474.5,649.64,670.13,551.015
"262",540.3125,679.025,670.8,711.0125,722.8375,646.9875,702.8625,700.9,739.5,620.7125,526.75,696.7,656.025,727.1875,644.5625,669.3375,709.6,724.7,789.3875,720.9875,590.9125,766.0875,786.5625,667.44375
"269",628.556153846154,767.25923076923,759.03,799.246923076923,811.065384615385,735.183846153846,791.077692307693,789.105384615385,827.713076923077,708.948461538462,614.973076923077,784.913076923077,744.25923076923,815.394615384615,732.783846153847,757.565384615385,797.83,812.923846153846,877.596153846154,809.183846153846,679.153076923077,854.294615384616,874.783846153847,755.653076923077
"271",1025.33157894737,1164.03157894737,1155.80526315789,1196.02105263158,1207.83157894737,1131.93684210526,1187.83684210526,1185.85789473684,1224.47368421053,1105.72105263158,1011.73684210526,1181.68421052632,1141.03157894737,1212.14736842105,1129.53684210526,1154.33157894737,1194.60526315789,1209.71052631579,1274.34736842105,1205.93684210526,1075.92105263158,1251.04210526316,1271.53684210526,1152.42105263158
"279",1124.4,1263.10294117647,1254.87352941176,1295.09117647059,1306.91323529412,1231.03529411765,1286.925,1284.95882352941,1323.56617647059,1204.79264705882,1110.82352941176,1280.76470588235,1240.10294117647,1311.24852941176,1228.63235294118,1253.41323529412,1293.67794117647,1308.77794117647,1373.44411764706,1305.03382352941,1174.99264705882,1350.14852941176,1370.63382352941,1251.50808823529
"280",945.496951219513,996.341463414634,997.576829268292,988.926219512195,1037.34756097561,974.094512195122,1040.26951219512,942.000609756097,1053.99390243903,947.860365853659,919.009146341464,1023.40609756098,982.025609756098,1041.67134146342,962.014024390244,961.713414634146,1024.10426829268,957.027439024391,1058.79939024391,1035.46402439024,934.360365853659,1064.06158536586,1064.47682926829,993.603048780487
"291",927.284615384615,1080.08461538462,1071.84615384615,1112.07692307692,1123.88461538462,1048.03076923077,1115.51538461538,1101.93846153846,1140.53846153846,1021.78461538462,920.407692307692,1097.73846153846,1057.08461538462,1128.23846153846,1045.62307692308,1070.38461538462,1110.65384615385,1125.75384615385,1190.43076923077,1122.02307692308,991.984615384615,1167.13846153846,1187.63076923077,1068.48461538461
"292",722.6625,875.4625,867.2375,907.45,919.275,843.4125,910.8875,897.325,935.925,817.15,715.7875,893.125,852.4625,923.625,841.0125,865.775,906.0375,921.125,985.825,917.4125,787.35,962.525,983.0125,863.875
"299",849.440425531915,1002.25744680851,994.184042553191,1033.43510638298,1046.00957446809,970.343617021277,1037.8170212766,1014.29468085106,1062.65638297872,944.106382978723,839.017021276596,1020.07127659574,979.412765957447,1050.33829787234,967.786170212766,992.025531914894,1032.77021276596,1035.30957446809,1112.53723404255,1044.12765957447,914.304255319149,1089.23723404255,1109.72978723404,990.81329787234
"300",1927.20357142857,2065.90714285714,2057.68214285714,2097.89821428571,2109.71785714286,2033.84642857143,2089.73214285714,2087.7625,2126.37142857143,2007.59642857143,1913.63214285714,2083.575,2042.90714285714,2114.05357142857,2031.44642857143,2056.21785714286,2096.48214285714,2111.58571428571,2176.25178571429,2107.84642857143,1977.79464285714,2152.95178571429,2173.44107142857,2054.31071428572
"311",1055.28333333333,1193.98333333333,1185.73333333333,1225.98333333333,1237.78333333333,1161.91666666667,1217.81666666667,1215.81666666667,1254.41666666667,1135.68333333333,1041.71666666667,1211.61666666667,1170.98333333333,1242.11666666667,1159.51666666667,1184.28333333333,1224.51666666667,1239.63333333333,1304.31666666667,1235.91666666667,1105.86666666667,1281.01666666667,1301.51666666667,1182.36666666667
"319",1234.99195402299,1378.01034482758,1369.7775862069,1410.00229885058,1421.81494252873,1345.93218390804,1403.14137931034,1399.85574712644,1438.46724137931,1319.70574712643,1222.40574712644,1395.66954022989,1355.01034482758,1426.14540229885,1343.52873563219,1368.31494252873,1408.57413793104,1423.67528735632,1488.34367816092,1419.93218390804,1289.9040229885,1465.04310344827,1485.52873563219,1366.40689655172
"321",2322.45,2468.2,2459.95,2500.2,2512,2436.1,2497.8,2490.05,2528.65,2409.9,2312.2,2485.85,2445.2,2516.3,2433.7,2458.5,2498.75,2513.9,2578.55,2510.1,2380.1,2555.25,2575.7,2456.6
"329",2383.81333333333,2523.46,2515.2,2555.44666666667,2567.26666666667,2491.36666666667,2548.04,2545.26666666667,2583.88666666667,2465.14,2370.67333333333,2541.08666666667,2500.46,2571.56666666667,2488.96666666667,2513.76666666667,2554,2569.1,2633.76666666667,2565.36666666667,2435.34,2610.46666666667,2630.96666666667,2511.83333333333
"331",577.34,469.04,449.82,512.24,451.24,502.04,405.44,509.98,478.58,508.74,621.44,426.34,472.94,428.14,495.04,485.54,439.44,534.74,506.67,460.06,514.24,479.88,492.44,449.16
"339",590.32,498.76,479.52,541.94,481,515.04,435.2,539.72,508.32,521.72,634.46,456.06,502.66,457.82,524.76,515.3,469.22,564.48,536.24,489.8,527.2,509.44,522.22,478.9
"341",290.4,197.107142857143,176.085714285714,240.3,179.521428571429,202.528571428571,132.35,238.078571428571,206.892857142857,215.378571428571,334.507142857143,152.721428571429,198.478571428571,156.407142857143,221.357142857143,213.457142857143,167.742857142857,262.814285714286,234.917857142857,188.342857142857,227.292857142857,208.121428571429,220.742857142857,176.207142857143
"342",257.685714285714,131.3,112.071428571429,174.485714285714,113.5,142.1,67.7,172.228571428571,140.828571428571,168.7,301.8,88.6,135.2,90.3857142857143,157.3,147.8,101.7,197,153.928571428571,122.3,192.614285714286,126.971428571429,139.128571428571,111.4
"350",1741.48181818182,1894.83181818181,1887.88030303031,1921.00454545454,1938.22272727273,1864.04696969697,1931.40454545454,1885.6303030303,1954.85606060606,1837.80909090909,1734.60151515151,1913.76212121212,1873.11969696969,1942.54545454545,1860.34696969697,1881.26515151516,1924.96515151515,1901.44848484848,2002.7393939394,1936.33484848484,1805.35454545455,1981.44242424242,2001.45454545455,1884.5106060606
"361",443.5,383.97,360.91,427.15,363.8,368.2,314.8,424.89,391.14,374.9,487.61,335.37,385,340.68,408.82,400.14,352.02,449.67,419.22,372.62,380.4,392.42,405.02,361.9
"362",264.133333333333,383.85,348.266666666667,419.1,427.65,314.5,356.4,409,444.316666666666,328.833333333333,309.6,350,364.133333333333,390.866666666666,352.666666666667,377.433333333333,414.416666666667,432.8,484.616666666667,425.783333333334,299,457.816666666666,470.416666666667,353.066666666666
"363",333.569230769231,245.526923076923,224.361538461538,288.726923076923,227.688461538461,250.357692307693,180.915384615384,286.473076923077,255.046153846154,264.223076923077,377.7,200.303846153846,246.85,204.58076923077,270.203846153846,261.865384615385,215.911538461538,311.226923076923,282.980769230769,236.511538461538,270.469230769231,256.188461538462,268.911538461538,224.55
"364",308.4125,348.2625,316.3125,391.45625,390.10625,302.8625,331.9,389.2,409.91875,309.5625,356.4625,318.0625,334.4625,363.23125,343.4875,363.6625,377.76875,413.9625,448.66875,391.4,310.1375,421.875,434.4625,321.1125
"369",365.028571428571,370.553571428572,340.228571428572,413.342857142857,369.676785714286,329.492857142857,317.878571428571,410.821428571428,395.508928571428,336.589285714286,409.771428571429,321.923214285714,358.721428571429,344.973214285714,370.153571428571,385.214285714286,357.694642857143,435.539285714286,425.475,376.973214285714,339.948214285714,398.680357142857,411.266071428572,344.442857142857
"371",410.038888888889,417.594444444445,433.327777777777,390.688888888889,458.605555555555,428.494444444445,472.916666666667,359.761111111111,475.272222222222,405.538888888889,424.194444444445,456.061111111111,412.716666666667,462.95,393.872222222222,395.905555555555,445.377777777778,374.788888888888,447.488888888889,456.738888888889,394.116666666667,459.588888888889,454.755555555555,427.472222222223
"372",340.09,353.6,364.07,326.77,394.62,356.07,403.45,294.16,411.25,332.12,344.96,386.56,340.64,398.95,322.04,329.2,381.36,309.18,383.775,392.74,324.12,395.88,391.045,356.065
"373",356.286363636363,301.309090909091,321.031818181818,274.4,342.327272727273,316.545454545455,358.336363636364,243.472727272727,349.959090909091,309.6,362.4,341.472727272727,297.5,346.645454545455,279.236363636364,279.627272727273,329.090909090909,258.490909090909,310.713636363636,340.445454545455,326.963636363636,322.818181818182,317.986363636364,313.913636363636
"379",419.892857142857,387.628571428571,405.144285714286,362.757142857143,409.327142857143,393.752857142857,437.72,330.56,402.999285714286,379.182857142857,431.965714285715,424.668571428571,384.374285714286,425.43,365.504285714286,365.127142857143,407.854285714285,345.578571428571,370.139285714286,409.326428571429,387.154285714286,382.275,377.407857142858,399.072857142857
"380",1436.33962264151,1575.03962264151,1566.81698113208,1607.02830188679,1618.84905660377,1542.96226415094,1598.85471698113,1596.88679245283,1635.50377358491,1516.73773584906,1422.75660377359,1592.70566037736,1552.03962264151,1623.17547169811,1540.56603773585,1565.34905660377,1605.61509433962,1620.71509433962,1685.37547169811,1616.96226415094,1486.93018867925,1662.07358490566,1682.56603773585,1563.43773584906
"391",348,500.8,492.6,532.8,544.616666666667,468.75,535.933333333334,522.666666666667,561.275,442.5,334.6,518.483333333334,477.816666666666,548.95,466.333333333333,491.116666666666,531.4,546.5,611.15,542.75,412.7,587.85,608.333333333333,489.225
"392",238.980769230769,381.142307692308,372.919230769231,413.134615384615,424.957692307692,349.073076923077,406.75,403.003846153846,441.611538461538,322.826923076923,226.957692307692,398.811538461538,358.142307692308,429.288461538461,346.680769230769,371.457692307692,411.719230769231,426.819230769231,491.503846153846,423.073076923077,293.034615384616,468.203846153846,488.680769230769,369.546153846154
"393",267.458823529411,420.270588235294,412.055882352941,452.258823529412,464.085294117647,388.211764705883,455.673529411765,442.135294117648,480.744117647059,361.958823529411,258.288235294117,437.95,397.270588235294,468.417647058823,385.811764705883,410.585294117647,450.85294117647,465.955882352941,530.617647058824,462.211764705883,332.158823529412,507.323529411765,527.799999999999,408.679411764705
"394",333.135714285714,485.935714285715,477.692857142858,517.935714285715,529.742857142857,453.864285714286,521.364285714286,507.792857142857,546.392857142858,427.635714285714,326.264285714286,503.592857142857,462.935714285715,534.078571428572,451.464285714285,476.242857142857,516.492857142857,531.592857142857,596.278571428571,527.864285714286,397.821428571428,572.978571428572,593.464285714286,474.328571428572
"399",284.075555555556,435.732222222222,427.496666666666,467.723333333333,479.546666666667,403.666666666667,465.23,455.804444444444,496.192222222222,377.43,269.54,453.386666666667,412.732222222222,483.877777777778,401.27,426.046666666667,466.298888888889,479.217777777778,546.081111111111,477.668888888889,347.627777777778,522.78,543.27,424.132222222222
"401",1195.075,1347.875,1339.6625,1377.5375,1391.675,1315.8125,1383.275,1342.375,1408.35,1289.575,1188.175,1365.55,1324.875,1396.0125,1313.3875,1338.475,1378.4625,1359.6,1458.2125,1389.8125,1259.775,1434.9125,1455.3875,1336.2875
"402",1093.25,1246.06,1237.85,1276.16,1289.87,1213.98,1281.48,1253.29,1306.55,1187.75,1086.37,1263.75,1223.06,1294.19,1211.58,1236.37,1276.65,1273.59,1356.4,1287.98,1157.95,1333.08,1353.58,1234.465
"409",1221.04237288136,1367.10169491525,1359.50847457627,1386.15254237288,1410.39491525424,1335.66610169492,1402.99152542373,1352.15593220339,1427.04237288136,1309.43559322034,1212.50847457627,1385.39491525424,1344.7406779661,1414.72203389831,1332.59830508475,1349.57627118644,1397.15762711864,1370.01186440678,1476.9186440678,1408.51016949153,1283.13389830508,1453.62372881356,1474.10847457627,1356.13898305085
