Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
EcoReduction,Anchorage,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Anchorage,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Anchorage,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Anchorage,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Fairbanks,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Fairbanks,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Fairbanks,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Fairbanks,0,0,0,0,0,0,0,0,0,0,0,0,0
