Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
PkgCost,Anchorage,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Anchorage,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Anchorage,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Anchorage,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Anchorage,0,0,0,0,0,0,0,0,0,0,0,0,0
PkgCost,Fairbanks,0,0,0,0,0,0,0,0,0,0,0,0,0
PropCashOut,Fairbanks,0,0,0,0,0,0,0,0,0,0,0,0,0
PropOthChrgd,Fairbanks,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkChrgd,Fairbanks,0,0,0,0,0,0,0,0,0,0,0,0,0
PropWrkPkg,Fairbanks,0,0,0,0,0,0,0,0,0,0,0,0,0
