County,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
AndersonCounty,13417,4856,8012,25210,10570,13064
BedfordCounty,10091,3177,5569,15250,5137,5834
BentonCounty,2724,1028,1477,5394,2585,3281
BledsoeCounty,2187,912,1290,4663,1847,1977
BlountCounty,22420,7981,13540,42436,16863,19770
BradleyCounty,18899,7056,13253,33763,11993,13999
CampbellCounty,7363,2584,4288,13798,5672,7011
CannonCounty,2508,927,1533,4852,1765,2216
CarrollCounty,5157,2053,3189,9097,3923,5103
CarterCounty,9506,3609,6980,19446,8065,9818
CheathamCounty,7926,2802,4137,14932,5058,4250
ChesterCounty,3238,1597,2466,5363,1967,2500
ClaiborneCounty,5471,2297,3973,10765,4565,5142
ClayCounty,1350,486,732,2556,1158,1579
CockeCounty,6300,2231,3607,12268,5291,5965
CoffeeCounty,10639,3585,5969,17678,6603,8322
CrockettCounty,2963,999,1668,4822,1739,2395
CumberlandCounty,8781,3098,5092,16093,8436,14553
DavidsonCounty,116208,38999,115876,222921,67274,65403
DecaturCounty,2063,711,1167,3707,1681,2428
DeKalbCounty,3560,1151,2093,6395,2568,2956
DicksonCounty,10218,3398,5789,17698,5978,6585
DyerCounty,7735,2791,4255,13101,4936,5517
FayetteCounty,7390,2265,3971,13211,5862,5714
FentressCounty,3444,1143,1768,5919,2638,3047
FranklinCounty,7398,2922,4802,13214,5607,7109
GibsonCounty,10212,3362,5279,16474,6169,8187
GilesCounty,5327,2038,3345,9752,4113,4910
GraingerCounty,4140,1432,2265,7924,3271,3625
GreeneCounty,11886,4537,7217,23376,9809,12006
GrundyCounty,2613,866,1460,4468,1895,2401
HamblenCounty,12299,3986,7378,21091,7872,9918
HamiltonCounty,60015,22918,46403,113382,44330,49415
HancockCounty,1190,462,705,2286,1017,1159
HardemanCounty,4726,1698,3747,9775,3496,3811
HardinCounty,4576,1741,2509,8570,3821,4809
HawkinsCounty,10432,3567,5661,19719,8087,9367
HaywoodCounty,3928,1396,2087,6261,2532,2583
HendersonCounty,5597,1832,3062,9559,3607,4112
HenryCounty,5787,1926,3143,10381,4729,6364
HickmanCounty,4503,1667,2957,8928,3195,3440
HoustonCounty,1638,570,845,2688,1182,1503
HumphreysCounty,3446,1326,1801,6142,2618,3205
JacksonCounty,1927,741,1041,4066,1808,2055
JeffersonCounty,9279,3798,6031,17121,6844,8334
JohnsonCounty,2759,1001,1991,6683,2582,3228
KnoxCounty,78849,29284,67602,147762,52238,56491
LakeCounty,1070,406,1383,2974,925,1074
LauderdaleCounty,5597,1851,3900,9869,3174,3424
LawrenceCounty,8711,2926,4530,13772,5192,6738
LewisCounty,2376,807,1248,4016,1743,1971
LincolnCounty,6486,2112,3534,11195,4484,5550
LoudonCounty,8112,2748,4506,15129,7627,10434
McMinnCounty,9658,3574,5597,17523,7101,8813
McNairyCounty,4971,1800,2666,8500,3631,4507
MaconCounty,4611,1524,2596,7566,2817,3134
MadisonCounty,19514,7860,13679,32384,11925,12932
MarionCounty,5099,1704,3038,9696,4207,4493
MarshallCounty,6259,2051,3438,10804,4047,4018
MauryCounty,16518,5174,9967,28207,10611,10479
MeigsCounty,2100,713,1101,4120,1834,1885
MonroeCounty,8425,2851,4678,14782,6465,7318
MontgomeryCounty,40915,12553,32584,57909,14579,13791
MooreCounty,1133,411,611,2150,889,1168
MorganCounty,3766,1357,2795,8156,2898,3015
ObionCounty,5991,2037,3344,10724,4382,5329
OvertonCounty,4292,1406,2142,7390,3142,3711
PerryCounty,1454,514,819,2470,1175,1483
PickettCounty,839,241,454,1569,834,1140
PolkCounty,3067,1052,1625,5808,2401,2872
PutnamCounty,12971,5976,12268,22124,8417,10565
RheaCounty,6244,2167,3711,10440,4251,4996
RoaneCounty,9220,3273,5021,18128,8484,10055
RobertsonCounty,14292,4310,7963,23971,7943,7804
RutherfordCounty,57461,20512,44062,94332,24671,21566
ScottCounty,4643,1571,2501,7723,2737,3053
SequatchieCounty,2737,953,1476,4815,1931,2200
SevierCounty,16252,5831,10455,31042,12392,13917
ShelbyCounty,200909,71799,133622,320415,105675,95224
SmithCounty,3819,1306,2181,6762,2495,2603
StewartCounty,2461,928,1296,4526,1890,2223
SullivanCounty,26346,9678,15988,53372,22224,29215
SumnerCounty,33600,10960,17752,58220,19851,20262
TiptonCounty,13541,4821,7222,21750,6987,6760
TrousdaleCounty,1571,584,898,2691,1061,1065
UnicoiCounty,3097,982,1808,6071,2754,3601
UnionCounty,3784,1243,2185,6722,2543,2632
VanBurenCounty,945,343,488,1900,930,942
WarrenCounty,8126,2527,4440,13697,5024,6025
WashingtonCounty,20591,8353,18099,41379,15796,18761
WayneCounty,2662,1076,2146,6242,2197,2698
WeakleyCounty,5773,3191,6110,10349,4252,5346
WhiteCounty,4795,1624,2759,8529,3600,4534
WilliamsonCounty,44320,13112,14642,71204,22097,17807
WilsonCounty,23726,7588,11574,42803,14434,13868
