"County","Metropolitan","Town","Rural"
"AdamsCounty",0.9638,0,0.0362
"AlamosaCounty",0,0.6313,0.3687
"ArapahoeCounty",0.9842,0,0.0158
"ArchuletaCounty",0,0.4062,0.5938
"BacaCounty",0,0,1
"BentCounty",0,0.6204,0.3796
"BoulderCounty",0.9109,0,0.0891
"BroomfieldCounty",0.9942,0,0.0058
"ChaffeeCounty",0,0.6259,0.3741
"CheyenneCounty",0,0,1
"ClearCreekCounty",0,0,1
"ConejosCounty",0,0,1
"CostillaCounty",0,0,1
"CrowleyCounty",0,0,1
"CusterCounty",0,0,1
"DeltaCounty",0,0.3683,0.6317
"DenverCounty",1,0,0
"DoloresCounty",0,0,1
"DouglasCounty",0.8673,0.0298,0.1029
"EagleCounty",0,0.8002,0.1998
"ElbertCounty",0,0,1
"ElPasoCounty",0.8989,0.0117,0.0893
"FremontCounty",0,0.7358,0.2642
"GarfieldCounty",0,0.759,0.241
"GilpinCounty",0,0,1
"GrandCounty",0,0.174,0.826
"GunnisonCounty",0,0.4139,0.5861
"HinsdaleCounty",0,0,1
"HuerfanoCounty",0,0.4385,0.5615
"JacksonCounty",0,0,1
"JeffersonCounty",0.9057,0.0254,0.069
"KiowaCounty",0,0,1
"KitCarsonCounty",0,0.5131,0.4869
"LakeCounty",0,0.6893,0.3107
"LaPlataCounty",0,0.4005,0.5995
"LarimerCounty",0.839,0.0444,0.1166
"LasAnimasCounty",0,0.5921,0.4079
"LincolnCounty",0,0,1
"LoganCounty",0,0.7084,0.2916
"MesaCounty",0.8732,0,0.1268
"MineralCounty",0,0,1
"MoffatCounty",0,0.7264,0.2736
"MontezumaCounty",0,0.3282,0.6718
"MontroseCounty",0,0.5501,0.4499
"MorganCounty",0,0.6745,0.3255
"OteroCounty",0,0.6559,0.3441
"OurayCounty",0,0,1
"ParkCounty",0,0,1
"PhillipsCounty",0,0,1
"PitkinCounty",0,0.558,0.442
"ProwersCounty",0,0.6211,0.3789
"PuebloCounty",0.8585,0,0.1415
"RioBlancoCounty",0,0,1
"RioGrandeCounty",0,0.3746,0.6254
"RouttCounty",0,0.5482,0.4518
"SaguacheCounty",0,0,1
"SanJuanCounty",0,0,1
"SanMiguelCounty",0,0,1
"SedgwickCounty",0,0,1
"SummitCounty",0,0.8048,0.1952
"TellerCounty",0,0.374,0.626
"WashingtonCounty",0,0,1
"WeldCounty",0.5763,0.2191,0.2046
"YumaCounty",0,0.3509,0.6491
