"County","Metropolitan","Town"
"AdamsCounty",140.543387082802,0
"AlamosaCounty",0,7.292153260996
"ArapahoeCounty",152.96996566661,0
"ArchuletaCounty",0,5.316964695862
"BacaCounty",0,0
"BentCounty",0,1.409820178738
"BoulderCounty",85.36799583287,0
"BroomfieldCounty",23.186510432722,0
"ChaffeeCounty",0,8.746336559534
"CheyenneCounty",0,0
"ClearCreekCounty",0,0
"ConejosCounty",0,0
"CostillaCounty",0,0
"CrowleyCounty",0,0
"CusterCounty",0,0
"DeltaCounty",0,8.913532239104
"DenverCounty",109.219215993874,0
"DoloresCounty",0,0
"DouglasCounty",97.618053215502,2.539652700646
"EagleCounty",0,20.55147007467
"ElbertCounty",0,0
"ElPasoCounty",187.768444714378,4.26812208778
"FremontCounty",0,23.293307018126
"GarfieldCounty",0,17.541721200536
"GilpinCounty",0,0
"GrandCounty",0,2.236035601416
"GunnisonCounty",0,3.2236814286
"HinsdaleCounty",0,0
"HuerfanoCounty",0,1.64640070432
"JacksonCounty",0,0
"JeffersonCounty",147.1873719974,13.589449853856
"KiowaCounty",0,0
"KitCarsonCounty",0,1.482101948056
"LakeCounty",0,3.333561424576
"LaPlataCounty",0,11.158296834536
"LarimerCounty",103.72223471543,10.21854078282
"LasAnimasCounty",0,5.874294052516
"LincolnCounty",0,0
"LoganCounty",0,6.486129042408
"MesaCounty",78.798067984586,0
"MineralCounty",0,0
"MoffatCounty",0,5.685266235356
"MontezumaCounty",0,3.672137357192
"MontroseCounty",0,18.135165766066
"MorganCounty",0,7.376112299202
"OteroCounty",0,5.578646484668
"OurayCounty",0,0
"ParkCounty",0,0
"PhillipsCounty",0,0
"PitkinCounty",0,5.558437133784
"ProwersCounty",0,4.87032537718
"PuebloCounty",74.21144726819,0
"RioBlancoCounty",0,0
"RioGrandeCounty",0,2.102312648634
"RouttCounty",0,8.15968082547
"SaguacheCounty",0,0
"SanJuanCounty",0,0
"SanMiguelCounty",0,0
"SedgwickCounty",0,0
"SummitCounty",0,15.449026352722
"TellerCounty",0,6.721396048986
"WashingtonCounty",0,0
"WeldCounty",57.346499939028,25.802054956386
"YumaCounty",0,1.532828028816
