"SCTG","PctEmpty","N"
1,0.134572193332622,20
2,0.486884765116608,103
3,0.412488211718555,73
4,0.0802496964661418,29
5,0.199516035193507,4
6,0.220600067160301,14
7,0.200669677564117,44
8,0.130813509435173,15
9,0.220797674677544,0
10,0.345868222703136,6
11,0.406653723247503,8
12,0.44268836908148,122
13,0.382289317879428,6
14,0.330631811974,0
15,0.394477968299597,2
16,0.411406611770122,0
17,0.405256894636644,7
18,0.30780628855648,6
19,0.361722364593344,16
20,0.093776351867318,10
21,0.163003296356002,0
22,0.381398011930285,6
23,0.329297413853261,8
24,0.259173648542417,4
25,0.367052806288771,10
26,0.367938456136851,34
27,0.207833893632727,0
28,0.216947168869503,5
29,0.142965266998763,9
30,0.150707615637309,2
31,0.453356312388461,111
32,0.221115064775946,15
33,0.173963409436158,54
34,0.355164730404265,37
35,0.159588441529491,5
36,0.466264100587367,17
37,0.179037995207116,5
38,0.253528170079209,4
39,0.347497795059047,16
40,0.26492157134883,225
41,0.295973096706739,62
43,0.176037986499827,35
99,0.40147042846013,32
