Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
EcoReduction,CarsonCity,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,CarsonCity,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,CarsonCity,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,CarsonCity,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,LasVegasHenderson,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,LasVegasHenderson,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,LasVegasHenderson,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,LasVegasHenderson,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Reno,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Reno,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Reno,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Reno,0,0,0,0,0,0,0,0,0,0,0,0,0
