County,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
ChurchillCounty,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079
ClarkCounty,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503
DouglasCounty,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079
ElkoCounty,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079
EsmeraldaCounty,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503
EurekaCounty,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079
WhitePineCounty,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079
HumboldtCounty,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079
LanderCounty,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079
LincolnCounty,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503
LyonCounty,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079
MineralCounty,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079
NyeCounty,1.056025791,1.056025791,1.056025791,1.056025791,1.056025791,1.056025791,1.056025791,1.056025791,1.056025791,1.056025791,1.056025791,1.056025791,1.056025791
PershingCounty,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079
StoreyCounty,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079
CarsonCity,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079
WashoeCounty,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079
