"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"FultonCounty",2,0,78,33,131,25,209,11,61,63,24,40,2,34,322,680,2,123,18,173
"GarlandCounty",123,149,192,1913,2529,952,5588,545,564,818,448,1494,159,1812,2317,7903,1941,4987,911,1319
"GrantCounty",133,43,29,215,1235,108,402,46,33,73,7,106,12,36,563,414,16,254,57,252
"GreeneCounty",280,13,154,677,5205,511,1736,229,100,455,87,356,21,4070,1410,1840,86,1120,236,507
"HempsteadCounty",203,3,106,444,1794,298,779,262,41,133,60,114,12,125,820,1068,40,573,234,294
"HotSpringCounty",129,41,157,380,1205,132,813,362,64,189,128,90,91,937,916,1206,89,581,157,536
"HowardCounty",160,15,36,150,3361,65,487,190,29,97,45,60,4,91,589,606,18,267,108,220
"IndependenceCounty",181,121,181,819,2893,537,1526,591,127,445,63,256,30,820,1477,3281,61,1083,351,506
"IzardCounty",31,128,8,116,330,19,376,138,22,74,54,17,0,70,588,607,28,80,25,193
"JacksonCounty",281,15,56,169,1047,236,647,88,55,113,51,99,13,45,654,818,36,253,82,297
"JeffersonCounty",190,3,413,968,4261,713,3383,518,144,1030,246,477,49,1253,3501,5377,179,1716,653,2731
"JohnsonCounty",104,3,92,213,2593,106,788,600,58,151,44,112,0,204,856,1132,19,485,65,266
"LafayetteCounty",85,91,14,99,42,55,108,30,9,128,7,33,3,20,174,231,6,45,93,153
"LawrenceCounty",195,34,56,86,477,272,513,94,10,106,59,38,47,51,694,820,6,340,67,253
"LeeCounty",247,0,21,60,4,139,246,47,1,24,34,27,18,19,236,412,6,65,14,155
"LincolnCounty",142,7,93,129,336,54,180,18,1,54,11,19,4,20,226,400,6,152,38,211
"LittleRiverCounty",63,17,21,227,1186,41,312,156,17,60,18,54,2,95,403,487,13,199,83,147
"LoganCounty",21,115,17,275,1350,112,665,101,36,168,35,109,16,36,663,911,31,307,116,203
"LonokeCounty",458,22,43,663,1634,483,2116,248,132,392,153,378,52,589,2139,1839,110,1347,195,831
"MadisonCounty",62,0,38,67,1034,43,403,132,41,67,17,52,0,91,342,275,1,168,25,120
"MarionCounty",27,1,18,107,1781,57,363,10,56,108,60,55,8,24,482,416,21,160,27,128
"MillerCounty",129,61,94,845,2451,585,1281,1638,67,214,147,218,20,787,1106,1080,141,1247,294,709
"MississippiCounty",624,0,206,1013,6409,721,1659,600,79,284,151,184,127,1141,1322,1853,75,1128,202,714
"MonroeCounty",129,0,15,72,129,310,286,129,52,56,31,54,0,24,175,349,1,215,62,172
"MontgomeryCounty",24,24,10,86,26,74,94,13,5,49,18,31,0,23,204,221,3,248,64,175
"NevadaCounty",53,7,57,48,584,20,301,222,5,44,18,42,1,28,237,495,19,67,46,107
"NewtonCounty",11,0,31,6,62,8,76,22,1,16,2,14,5,5,256,326,10,85,4,107
"OuachitaCounty",93,91,97,530,2030,245,952,195,56,250,72,195,198,235,908,1345,39,476,146,271
"PerryCounty",9,16,24,119,19,12,99,6,9,25,6,37,0,26,158,274,8,83,20,130
"PhillipsCounty",315,0,55,133,329,326,737,230,48,138,59,95,11,185,1039,1319,40,222,54,433
"PikeCounty",87,9,14,39,241,118,372,45,13,80,16,39,0,17,359,218,36,69,48,191
"PoinsettCounty",330,35,59,132,719,518,719,118,61,98,91,60,107,27,753,690,11,334,61,277
"PolkCounty",96,44,57,255,1278,57,695,182,58,173,78,108,10,173,706,1148,31,469,168,347
"PopeCounty",605,153,932,1855,4609,693,3042,1339,282,1122,229,737,152,1389,3163,3674,137,2310,428,714
"PrairieCounty",148,0,2,275,25,125,215,66,21,33,25,42,0,9,211,252,3,90,29,110
"PulaskiCounty",172,452,2687,9363,13198,13375,26505,9246,7135,12998,3867,14062,4276,18598,16449,53359,3274,20748,6957,17505
"RandolphCounty",94,7,40,158,562,170,537,113,36,85,48,82,11,99,621,1343,23,366,76,229
"StFrancisCounty",181,2,108,234,572,604,1028,217,78,203,96,104,16,280,1024,1459,57,545,75,1089
"SalineCounty",58,17,191,1897,1311,727,4195,845,212,566,235,657,56,960,2216,4327,333,2809,957,1081
"ScottCounty",164,1,3,35,888,54,249,56,10,55,20,19,0,48,490,339,4,111,32,151
"SearcyCounty",18,0,13,11,201,26,201,0,1,28,27,38,3,7,262,453,4,113,8,114
"SebastianCounty",141,914,509,2640,12721,3045,7051,2005,1073,1677,1008,1587,2294,5313,4274,11638,432,5608,1321,1571
"SevierCounty",165,18,29,127,1604,145,577,62,21,195,88,96,11,76,802,371,8,276,136,450
"SharpCounty",5,5,37,150,151,71,584,313,9,160,24,79,1,66,533,734,38,384,80,250
"StoneCounty",1,0,33,46,207,52,445,31,36,75,17,44,0,16,250,570,37,406,35,242
"UnionCounty",180,404,171,1516,3134,1023,2091,787,160,420,193,275,380,902,1488,2582,147,983,474,526
"VanBurenCounty",59,409,154,235,81,87,527,359,32,140,10,41,28,83,430,744,96,259,71,300
"WashingtonCounty",371,69,803,4332,12895,3979,11362,5808,989,2449,1162,4054,3367,3893,13871,14138,1123,9953,1901,2344
"WhiteCounty",195,851,226,1252,2407,745,3163,1831,177,776,246,539,51,1149,3797,3731,154,2158,579,882
"WoodruffCounty",161,3,17,42,130,203,183,53,37,46,25,11,75,3,24,428,8,86,11,173
"YellCounty",173,8,36,211,2177,46,410,87,77,175,21,72,30,226,721,987,55,306,61,204
