County,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
AleutiansEastBorough,316,104,550,1581,435,155
AleutiansWestCensusArea,658,249,851,2824,786,193
AnchorageMunicipality,63022,21187,49199,104251,33028,21139
BethelCensusArea,5227,1618,2559,5115,1453,1041
BristolBayBorough,179,65,114,397,159,83
DenaliBorough,346,97,145,785,316,137
DillinghamCensusArea,1313,463,705,1487,512,367
FairbanksNorthStarBorough,21205,6778,19125,33222,10876,6375
HainesBorough,404,135,194,914,516,345
HoonahAngoonCensusArea,344,137,218,733,430,288
JuneauCityandBorough,5965,2212,4242,11786,4435,2635
KenaiPeninsulaBorough,10660,3959,6311,19427,8767,6276
KetchikanGatewayBorough,2636,937,1807,4832,1898,1367
KodiakIslandBorough,3253,1004,2030,4875,1515,915
LakeandPeninsulaBorough,398,149,253,538,166,127
MatanuskaSusitnaBorough,21171,6985,10858,32264,10648,7069
NomeCensusArea,2772,862,1446,2914,895,603
NorthSlopeBorough,1920,629,1502,3684,1293,402
NorthwestArcticBorough,2269,710,1258,2213,618,455
PetersburgCensusArea,733,245,420,1356,623,438
PrinceofWalesHyderCensusArea,1194,348,606,1967,885,559
SitkaCityandBorough,1731,560,1132,3242,1208,1008
SkagwayMunicipality,117,46,121,422,174,88
SoutheastFairbanksCensusArea,1524,510,810,2544,977,664
ValdezCordovaCensusArea,1925,672,1147,3622,1472,798
WadeHamptonCensusArea,2593,821,1204,1934,503,404
WrangellCityandBorough,420,152,231,758,434,374
YakutatCityandBorough,123,53,76,240,106,64
YukonKoyukukCensusArea,1281,454,724,1779,781,569
