"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"AddisonCounty",665,14,16,702,1754,217,1854,427,110,363,77,519,4,207,2945,2305,152,944,392,425
"BenningtonCounty",84,0,20,596,2716,199,2702,174,300,302,193,560,215,601,2211,2925,432,1614,471,535
"CaledoniaCounty",112,13,39,647,1416,240,1519,261,215,247,85,352,3,191,1746,1667,168,798,254,671
"ChittendenCounty",144,44,929,4928,10622,3520,12391,2581,2316,3082,1206,7557,776,4162,13137,14943,1692,8193,3040,4360
"EssexCounty",57,5,6,34,124,4,84,29,2,6,2,19,1,41,169,57,10,72,25,193
"FranklinCounty",466,24,29,562,2495,640,2138,762,114,279,72,387,2,1151,2283,2449,31,951,313,2401
"GrandIsleCounty",45,0,8,129,40,12,150,68,10,17,14,45,0,19,250,43,8,65,26,76
"LamoilleCounty",158,8,98,707,516,180,1408,136,126,231,108,437,25,263,1429,1817,146,3127,395,618
"OrangeCounty",233,10,5,508,701,312,818,128,89,130,52,403,15,164,1582,1356,29,415,199,701
"OrleansCounty",210,4,22,561,1342,276,1239,291,84,266,76,217,14,176,1339,1825,65,1291,272,566
"RutlandCounty",96,338,196,1344,3372,838,3835,652,300,452,232,797,294,989,3410,4695,260,3645,825,1046
"WashingtonCounty",117,76,149,1250,2208,1081,3880,562,492,2240,214,1674,571,958,3491,4662,424,2919,1265,2535
"WindhamCounty",295,0,456,1048,2258,1000,2365,443,285,561,334,609,37,707,3516,3387,260,3205,642,903
"WindsorCounty",210,26,89,1222,1885,749,2444,529,617,584,287,1252,75,767,2687,9092,410,2927,739,1416
