Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Access,Billings,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Billings,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Billings,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Billings,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,GreatFalls,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,GreatFalls,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,GreatFalls,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,GreatFalls,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,Missoula,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Missoula,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Missoula,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Missoula,0,0,0,0,0,0,0,0,0,0,0,0,0
