County,Metropolitan,Town
BeaverheadCounty,1,1
BigHornCounty,1,1
BlaineCounty,1,1
BroadwaterCounty,1,1
CarbonCounty,1,1
CarterCounty,1,1
CascadeCounty,1,1
ChouteauCounty,1,1
CusterCounty,1,1
DanielsCounty,1,1
DawsonCounty,1,1
DeerLodgeCounty,1,1
FallonCounty,1,1
FergusCounty,1,1
FlatheadCounty,1,1
GallatinCounty,1,1
GarfieldCounty,1,1
GlacierCounty,1,1
GoldenValleyCounty,1,1
GraniteCounty,1,1
HillCounty,1,1
JeffersonCounty,1,1
JudithBasinCounty,1,1
LakeCounty,1,1
LewisandClarkCounty,1,1
LibertyCounty,1,1
LincolnCounty,1,1
MadisonCounty,1,1
McConeCounty,1,1
MeagherCounty,1,1
MineralCounty,1,1
MissoulaCounty,1,1
MusselshellCounty,1,1
ParkCounty,1,1
PetroleumCounty,1,1
PhillipsCounty,1,1
PonderaCounty,1,1
PowderRiverCounty,1,1
PowellCounty,1,1
PrairieCounty,1,1
RavalliCounty,1,1
RichlandCounty,1,1
RooseveltCounty,1,1
RosebudCounty,1,1
SandersCounty,1,1
SheridanCounty,1,1
SilverBowCounty,1,1
StillwaterCounty,1,1
SweetGrassCounty,1,1
TetonCounty,1,1
TooleCounty,1,1
TreasureCounty,1,1
ValleyCounty,1,1
WheatlandCounty,1,1
WibauxCounty,1,1
YellowstoneCounty,1,1
