Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
EcoReduction,Billings,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Billings,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Billings,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Billings,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,GreatFalls,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,GreatFalls,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,GreatFalls,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,GreatFalls,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Missoula,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Missoula,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Missoula,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Missoula,0,0,0,0,0,0,0,0,0,0,0,0,0
