Area,Fuel,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Billings,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Billings,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Billings,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Billings,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
GreatFalls,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
GreatFalls,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
GreatFalls,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
GreatFalls,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Missoula,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Missoula,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Missoula,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Missoula,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
