"FAFZone","AlbanyCounty","BigHornCounty","CampbellCounty","CarbonCounty","ConverseCounty","CrookCounty","FremontCounty","GoshenCounty","HotSpringsCounty","JohnsonCounty","LaramieCounty","LincolnCounty","NatronaCounty","NiobraraCounty","ParkCounty","PlatteCounty","SheridanCounty","SubletteCounty","SweetwaterCounty","TetonCounty","UintaCounty","WashakieCounty","WestonCounty"
"63",1102.2,1170.8,1242.5,1030.4,1185.5,1312.8,1042.6,1221.4,1101.7,1220.6,1175.3,892.3,1131.7,1250.9,1182.8,1176.7,1272.9,942.4,906.3,1004.4,821.7,1145.4,1283.9
"64",1124.75,1193.375,1265.06666666667,1052.96666666666,1208.03333333334,1335.39166666667,1065.125,1243.99166666666,1124.25,1243.15833333334,1187.10833333333,914.891666666666,1154.29166666666,1273.49166666666,1205.34166666666,1199.20833333334,1295.46666666666,964.916666666667,928.866666666667,944.733333333334,844.291666666667,1167.95833333334,1306.47916666666
"65",1176.95,1245.6,1317.3,1105.2,1260.25,1387.6,1117.3,1296.2,1176.5,1295.4,1244.65,967.1,1206.5,1325.7,1257.55,1251.4,1347.7,1017.1,981.1,1010.75,896.5,1220.15,1358.7
"69",1099.41612903226,1163.45483870968,1240.3064516129,1027.64516129032,1182.7064516129,1309.79677419355,1032.35483870968,1218.68709677419,1092.43225806452,1217.08064516129,1164.2064516129,882.448387096774,1128.97741935484,1248.1935483871,1173.73709677419,1173.8935483871,1265.80161290322,933.493548387097,903.53870967742,927.232258064516,818.98064516129,1140.63548387097,1282.14032258064
"81",177.895833333333,496.5875,345.8375,236.304166666667,257.604166666667,418.9625,395.379166666666,209.9875,427.479166666667,389.9125,125.654166666666,483.2625,306.154166666666,295.8875,508.554166666666,198.8875,442.2375,482.320833333334,357.508333333333,548.0625,440.4875,485.204166666667,381.25
"89",307.697115384615,587.589423076923,496.585576923076,333.743269230769,409.564423076924,561.7625,482.145192307692,355.647115384616,518.479807692308,514.79326923077,282.04326923077,522.818269230769,428.600961538462,441.070192307692,599.564423076924,351.702884615385,567.104807692308,534.686538461538,412.232692307692,600.2875,467.416346153846,569.2375,523.475961538461
"91",1913.7,2161.9,1975.33333333333,1984,1989,1925.03333333333,2142.3,1846.1,2159,2050.63333333333,1849.6,2230.2,2037.53333333333,1922.5,2214.2,1930.3,2062.13333333333,2229.3,2104.43333333333,2295,2187.4,2113.9,1924.7
"92",1877.36666666667,2125.63333333333,1939.03333333333,1947.66666666667,1952.66666666667,1888.73333333333,2106.03333333333,1809.76666666667,2122.73333333333,2014.33333333333,1813.23333333333,2193.86666666667,2001.23333333333,1886.16666666667,2177.86666666667,1893.96666666667,2025.83333333333,2192.93333333333,2068.13333333333,2258.66666666667,2151.1,2077.6,1888.36666666667
"99",1937.95,2186.25,1999.65,2008.25,2013.3,1949.35,2166.65,1870.35,2183.35,2074.95,1873.85,2254.45,2061.85,1946.75,2238.45,1954.55,2086.45,2253.55,2128.75,2319.3,2211.75,2138.25,1948.95
"101",1775.825,2024.05,1837.425,1846.125,1851.125,1787.175,2004.425,1708.225,2021.125,1912.775,1711.675,2092.325,1899.675,1784.625,2076.325,1792.375,1924.275,2091.375,1966.575,2157.125,2049.525,1976.025,1786.775
"109",1808.6,2056.8,1870.2,1878.9,1883.9,1819.9,2037.2,1741,2053.9,1945.5,1744.4,2125.1,1932.4,1817.4,2109.1,1825.2,1957,2124.1,1999.3,2189.9,2082.3,2008.8,1819.6
"111",1713.3,1961.6,1775,1783.6,1788.6,1724.7,1941.9,1645.7,1958.7,1850.3,1649.2,2029.8,1837.2,1722.1,2013.8,1729.9,1861.8,2028.9,1904.1,2094.6,1987.1,1913.6,1724.3
"121",1864.86666666667,2212.2,2025.58333333333,1935.16666666667,1940.18333333333,1975.33333333333,2093.48333333333,1797.23333333333,2115.68333333333,2072.48333333333,1800.73333333333,2181.38333333333,1988.73333333333,1873.66666666667,2196.78333333333,1881.43333333333,2112.4,2180.43333333333,2055.61666666667,2246.18333333333,2138.58333333333,2164.18333333333,1974.95
"122",2096.02857142857,2443.37142857143,2256.77142857143,2166.32857142857,2171.32857142857,2206.5,2324.65714285714,2028.42857142857,2346.84285714286,2303.65714285714,2031.91428571429,2412.52857142857,2219.88571428571,2104.82857142857,2427.92857142857,2112.61428571429,2343.57142857143,2411.6,2286.77142857143,2477.32857142857,2369.74285714286,2395.34285714286,2206.12857142857
"123",1938.48571428571,2285.8,2099.18571428571,2008.78571428571,2013.78571428571,2048.9,2167.08571428571,1870.87142857143,2189.28571428571,2146.08571428571,1874.35714285714,2254.98571428571,2062.31428571429,1947.28571428571,2270.38571428571,1955.05714285714,2186,2254.02857142857,2129.2,2319.78571428571,2212.18571428571,2237.78571428571,2048.57142857143
"124",1962,2309.35,2122.75,2032.3,2037.3,2072.5,2190.65,1894.4,2212.85,2169.65,1897.9,2278.5,2085.9,1970.8,2293.9,1978.6,2209.55,2277.6,2152.775,2343.3,2235.725,2261.35,2072.1
"129",1844.33372093023,2191.66395348837,2005.06279069768,1914.63139534884,1919.64302325582,1954.78720930232,2072.96046511628,1776.71046511628,2095.15116279069,2051.96046511628,1780.20348837209,2160.84302325581,1968.18953488372,1853.13139534884,2176.24069767442,1860.90813953489,2091.86162790698,2159.9011627907,2035.06860465116,2225.64534883721,2118.05697674418,2143.65116279069,1954.41744186047
"131",1531.17435897436,1878.52051282051,1691.91538461538,1601.47435897436,1606.48461538462,1641.6358974359,1759.81538461539,1463.56666666667,1782.01025641025,1738.81538461539,1467.06153846154,1847.68846153846,1655.03333333334,1539.97435897436,1863.08974358975,1547.75897435898,1778.72307692308,1846.74102564102,1721.93076923077,1912.48461538462,1804.91025641025,1830.51025641025,1641.26923076923
"132",1747.86666666667,2095.2,1908.6,1818.16666666667,1823.16666666667,1858.35,1976.5,1680.26666666667,1998.68333333333,1955.5,1683.76666666667,2064.36666666667,1871.75,1756.66666666667,2079.76666666667,1764.46666666667,1995.4,2063.45,1938.63333333333,2129.16666666667,2021.6,2047.18333333333,1857.96666666667
"139",1639.65921052632,1986.99912280701,1800.39692982456,1709.95833333334,1714.96885964913,1750.11710526316,1868.28903508772,1572.05307017544,1890.48815789473,1847.28903508772,1575.54429824561,1956.16710526316,1763.51710526315,1648.45833333334,1971.56885964912,1656.24429824562,1887.20043859649,1955.22982456141,1830.40745614035,2020.96710526315,1913.38903508772,1938.98815789473,1749.75
"151",,,,,,,,,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,,,,,,,,
"160",656.2125,552.172727272727,694.578409090909,584.3125,670.645454545455,774.036363636363,472.622727272728,735.013636363636,516.736363636364,667.451136363637,714.528409090909,363.696590909091,612.009090909091,730.852272727273,458.171590909091,694.885227272727,632.029545454546,393.088636363637,458.782954545454,334.059090909091,413.4125,549.135227272727,740.8125
"171",990.546153846154,1239.78461538462,1053.17692307692,1060.85384615385,1065.85384615385,1002.91538461538,1219.17692307692,922.938461538462,1227.57692307692,1128.5,926.430769230769,1307.05384615385,1114.41538461538,999.576923076923,1292.05384615385,1007.12307692308,1139.96923076923,1306.11538461538,1181.31538461538,1371.85384615385,1264.27692307692,1191.75384615385,1002.54615384615
"172",967.944444444444,1315.28888888889,1128.7,1038.24444444444,1043.26666666667,1078.41111111111,1196.57777777778,900.344444444444,1218.77777777778,1175.57777777778,903.844444444444,1284.46666666667,1091.81111111111,976.744444444445,1299.86666666667,984.544444444444,1215.48888888889,1283.54444444444,1158.7,1349.26666666667,1241.67777777778,1267.27777777778,1078.04444444444
"179",998.33,1310.79375,1124.19125,1068.6325,1073.638125,1073.920625,1226.955,930.72375,1244.48125,1186.09125,934.21625,1314.84125,1122.195,1004.74375,1325.21625,1014.915,1210.99625,1313.905,1189.07875,1379.635625,1272.0525,1262.785,1073.549375
"181",1067.86,1316.38,1129.8,1138.14,1143.16,1079.5,1296.46,1000.22,1313.48,1205.1,1003.7,1384.36,1191.68,1076.64,1368.68,1084.4,1216.6,1383.4,1258.58,1449.16,1341.56,1268.38,1079.14
"182",1190.54444444444,1461.47222222222,1274.86666666667,1260.85,1265.86111111111,1224.57777777778,1419.17222222222,1122.93888888889,1441.37777777778,1350.17222222222,1126.42222222222,1507.05555555556,1314.4,1199.35,1513.73888888889,1207.13333333333,1361.66111111111,1506.11666666667,1381.3,1571.86111111111,1464.27222222222,1413.45555555556,1224.21666666667
"183",1179.675,1427.925,1241.325,1249.9875,1255,1191.0375,1408.325,1112.0625,1425.025,1316.625,1115.55,1496.2,1303.5375,1188.4875,1480.2,1196.2625,1328.125,1495.2375,1370.4375,1561,1453.425,1379.925,1190.6625
"189",1168.84754098361,1456.65245901639,1270.04754098361,1239.15081967213,1244.16229508197,1219.76229508197,1397.47868852459,1101.23442622951,1417.70327868852,1338.87213114754,1104.72131147541,1485.35901639344,1292.70163934426,1177.65081967213,1487.99344262295,1185.4262295082,1356.85081967213,1484.41639344262,1359.59836065574,1550.16229508197,1442.57868852459,1408.64262295082,1219.39508196721
"190",746.739393939394,952.369696969697,765.768686868687,817.039393939394,767.561616161616,715.49494949495,942.09595959596,667.865656565657,932.893939393939,840.419191919192,682.624242424242,1063.24646464646,819.813131313131,710.081818181818,998.524242424242,748.426262626263,852.570707070707,1058.92727272727,937.483838383838,1092.40101010101,1020.46464646465,904.356565656566,715.124242424242
"201",711.711111111111,1053.45555555556,873.977777777778,782.011111111111,787.5,823.7,940.344444444444,642.088888888889,963.033333333333,919.833333333333,645.566666666667,1028.22222222222,836.055555555556,718.511111111111,1044.1,728.755555555556,960.777777777778,1027.26666666667,902.466666666667,1093.01111111111,985.455555555556,1012.56666666667,823.333333333333
"202",678.466666666667,1002.83333333333,846.433333333333,748.75,758.183333333333,813.283333333333,907.083333333333,612.45,933.716666666667,890.516666666667,626.633333333333,994.983333333333,806.733333333333,688.866666666667,1014.76666666667,699.433333333333,942.833333333333,994.033333333333,869.233333333333,1059.78333333333,952.216666666667,992.716666666667,766.05
"209",568.24,892.676666666667,735.096666666667,638.538333333333,646.828888888889,714.557777777778,796.867777777778,507.02,822.355555555555,779.15,512.441111111111,884.747777777778,695.385555555555,583.427777777778,903.435555555556,588.1,830.976666666667,883.807777777778,758.985555555556,949.548888888889,841.968888888889,881.041111111111,666.9
"211",1305.75,1585.6375,1399.05,1376.0625,1381.0625,1348.7875,1534.3875,1238.15,1556.5875,1474.375,1241.65,1622.2625,1429.6375,1314.5625,1633.55,1322.35,1485.8625,1621.3375,1496.5125,1687.0625,1579.4875,1537.6375,1348.4125
"212",1243.60909090909,1582.41818181818,1395.81818181818,1313.90909090909,1318.90909090909,1345.54545454545,1472.22727272727,1176.00909090909,1494.42727272727,1448.06363636364,1179.49090909091,1560.10909090909,1367.48181818182,1252.40909090909,1575.50909090909,1260.19090909091,1482.61818181818,1559.19090909091,1434.33636363636,1624.90909090909,1517.32727272727,1534.41818181818,1345.19090909091
"219",1287.91831683168,1627.60594059406,1441.00693069307,1358.21930693069,1363.22821782179,1390.7292079208,1516.54653465346,1220.30742574258,1538.74603960396,1493.45742574257,1223.79752475248,1604.42722772278,1411.77524752475,1296.71930693069,1619.78861386138,1304.49653465347,1527.80495049505,1603.48564356436,1478.66237623762,1669.22821782179,1561.64702970297,1579.59752475248,1390.35792079207
"221",1464.07777777778,1788.41111111111,1629.04444444444,1534.38888888889,1543.78888888889,1566.5,1692.7,1395.73333333333,1719.31111111111,1676.1,1412.25555555556,1780.6,1592.33333333333,1472.14444444444,1800.4,1485.06666666667,1724.37777777778,1779.64444444444,1654.81111111111,1845.4,1737.81111111111,1774.48888888889,1547.63333333333
"222",1377.15,1701.45,1545.05,1447.45,1456.85,1509.9,1605.75,1311.15,1632.35,1589.15,1325.35,1693.65,1505.4,1387.55,1713.45,1398.15,1641.45,1692.7,1567.9,1758.45,1650.85,1691.35,1464.75
"223",1527.64,1852,1692.74,1597.95,1607.35,1650.61,1756.28,1459.89,1782.885,1739.685,1475.14,1844.16,1655.92,1536.29,1863.95,1548.62,1790.86,1843.22,1718.41,1908.95,1801.385,1840.945,1638.37
"229",1344.59302325581,1668.92209302326,1504.62209302325,1414.89069767442,1424.30348837209,1457.53488372093,1573.21511627907,1271.72209302325,1599.81744186046,1556.61511627907,1292.76627906977,1661.10348837209,1472.84767441861,1348.13604651162,1680.90465116279,1365.56976744186,1604.83837209303,1660.15697674419,1535.33139534884,1725.90465116279,1618.31744186046,1654.91046511628,1429.13139534883
"230",2191.746875,2439.996875,2253.390625,2262.040625,2267.053125,2203.109375,2420.390625,2124.128125,2437.090625,2328.703125,2127.621875,2508.259375,2315.609375,2200.540625,2492.259375,2208.31875,2340.196875,2507.309375,2382.503125,2573.053125,2465.484375,2391.984375,2202.734375
"241",1726.8,1975.02142857143,1788.45,1797.1,1802.10714285714,1738.15,1955.42142857143,1659.2,1972.12142857143,1863.75,1662.7,2043.31428571429,1850.65,1735.6,2027.31428571429,1743.38571428572,1875.25,2042.37142857142,1917.55,2108.12142857143,2000.52142857143,1927.02142857143,1737.8
"242",1720.88,1969.12,1782.52,1791.18,1796.18,1732.26,1949.52,1653.26,1966.22,1857.86,1656.76,2037.4,1844.76,1729.68,2021.4,1737.46,1869.32,2036.46,1911.64,2102.18,1994.62,1921.12,1731.86
"249",1746.40833333333,1994.66666666667,1808.06666666667,1816.70833333333,1821.71666666667,1757.775,1975.05833333333,1678.79166666667,1991.75833333333,1883.36666666667,1682.28333333333,2062.925,1870.275,1755.20833333333,2046.925,1762.99166666667,1894.85833333333,2061.98333333333,1937.175,2127.725,2020.15,1946.65833333333,1757.39166666667
"251",2012.025,2260.275,2073.6625,2082.3125,2087.325,2023.3875,2240.65,1944.4,2257.35,2148.975,1947.9,2328.525,2135.8875,2020.8125,2312.525,2028.6,2160.475,2327.6,2202.775,2393.325,2285.75,2212.25,2023
"259",1960.58333333333,2208.85,2022.25,2030.9,2035.91666666667,1971.96666666667,2189.23333333333,1892.98333333333,2205.95,2097.55,1896.46666666667,2277.1,2084.46666666667,1969.4,2261.1,1977.18333333333,2109.05,2276.16666666667,2151.35,2341.91666666667,2234.35,2160.85,1971.58333333333
"261",1285.67,1533.91,1347.31,1355.97,1360.98,1297.03,1514.31,1218.05,1531,1422.61,1221.55,1602.19,1409.53,1294.47,1586.19,1302.24,1434.11,1601.24,1476.41,1666.98,1559.4,1485.9,1296.65
"262",1203.1625,1451.4,1264.8125,1273.475,1278.475,1214.5375,1431.775,1135.5625,1448.4875,1340.1125,1139.0625,1519.675,1327.0375,1211.975,1503.675,1219.75,1351.6,1518.75,1393.9125,1584.475,1476.875,1403.375,1214.1625
"269",1290.99,1461.41153846154,1281.54692307692,1361.29153846154,1317.32230769231,1231.26846153846,1485.13615384615,1205.23923076923,1465.24076923077,1356.85923076923,1226.87461538462,1607.50076923077,1368.97153846154,1239.71307692308,1472.38692307692,1282.75615384615,1368.34384615385,1591.10384615385,1481.73923076923,1633.52692307692,1564.71923076923,1420.13769230769,1230.90076923077
"271",929.142105263158,917.442105263158,728.015789473684,999.552631578947,785.668421052632,677.731578947368,981,748.331578947368,911.7,803.331578947368,865.01052631579,1213.27368421053,845.431578947369,706.252631578947,937.68947368421,803.631578947368,814.821052631579,1135.33157894737,1087.51578947368,1130.94736842105,1170.49473684211,866.6,677.331578947368
"279",884.202941176471,856.755882352941,691.972058823529,938.707352941176,771.751470588235,636.066176470588,954.820588235294,742.041176470588,879.670588235294,767.280882352941,831.869117647059,1177.01323529412,809.394117647059,694.027941176471,870.325,791.411764705882,772.398529411765,1117.30441176471,1035.26764705882,1085.23088235294,1118.24705882353,844.535294117647,657.033823529412
"280",1350.09024390244,1690.98536585366,1505.19756097561,1420.39024390244,1426.63658536585,1453.35365853659,1578.72317073171,1276.70487804878,1602.16097560976,1558.95731707317,1286.71097560975,1666.60365853659,1475.19573170732,1353.11219512195,1683.23902439025,1367.91158536585,1592.87560975609,1665.66707317073,1540.85,1731.40243902439,1623.82560975609,1644.59634146342,1452.97682926829
"291",706.9,1054.23846153846,867.638461538461,777.2,782.207692307692,817.376923076923,935.530769230769,639.3,957.730769230769,914.530769230769,642.792307692308,1023.4,830.776923076923,715.7,1038.81538461538,723.492307692308,954.453846153846,1022.48461538462,897.661538461538,1088.20769230769,980.638461538461,1006.23076923077,816.992307692308
"292",938.55,1285.875,1099.275,1008.85,1013.85,1049,1167.1625,870.9375,1189.375,1146.1625,874.425,1255.05,1062.4,947.35,1270.45,955.1375,1186.075,1254.1,1129.2875,1319.85,1212.275,1237.875,1048.6375
"299",873.656382978723,1219.37659574468,1032.77659574468,943.956382978723,948.963829787234,982.495744680851,1102.28617021277,806.048936170213,1124.48085106383,1081.97553191489,809.538297872341,1190.1670212766,997.509574468085,882.456382978723,1205.5670212766,890.237234042553,1119.57872340426,1189.22553191489,1064.39893617021,1254.96489361702,1147.3829787234,1171.36489361702,982.131914893617
"300",604.103571428572,341.069642857143,419.844642857143,594.8625,511.489285714286,459.542857142857,465.458928571429,588.9875,400.623214285714,392.6,629.8375,574.535714285714,486.794642857143,543.551785714286,323.419642857143,555.916071428571,342.492857142857,514.4,552.703571428571,452.066071428571,625.307142857143,392.4,471.366071428571
"311",550.5,863.466666666667,683.366666666667,620.8,625.816666666667,633.1,779.133333333333,482.883333333333,801.316666666667,750.083333333333,486.383333333333,867.016666666667,674.366666666667,553.3,883.983333333333,567.083333333333,770.166666666667,866.083333333333,741.25,931.816666666667,824.233333333333,821.95,632.733333333333
"319",412.272413793103,681.53908045977,514.280459770115,482.537931034483,430.904597701149,480.961494252874,599.863218390805,324.912643678161,612.645977011494,568.03908045977,348.463218390805,728.13908045977,479.45632183908,375.545977011494,697.132183908046,391.912643678161,607.267816091954,721.409195402299,602.374712643678,747.136781609195,685.36091954023,659.170114942529,445.16091954023
"321",782,850.6,922.3,710.2,865.25,992.6,722.3,901.2,781.5,900.4,849.65,572.1,811.5,930.7,862.55,856.4,952.7,622.15,586.1,682.45,501.5,825.2,963.7
"329",806.606666666667,875.246666666667,946.953333333333,734.853333333333,889.9,1017.27333333333,746.973333333333,925.873333333333,806.133333333333,925.013333333333,869.686666666667,596.773333333333,836.173333333333,955.373333333333,887.2,881.073333333333,977.353333333333,646.773333333333,610.746666666667,642.586666666667,526.173333333333,849.833333333333,988.36
"331",1997.88,2246.14,2059.52,2068.18,2073.18,2009.24,2226.5,1930.28,2243.22,2134.84,1933.76,2314.38,2121.74,2006.68,2298.38,2014.44,2146.34,2313.44,2188.64,2379.18,2271.62,2198.12,2008.86
"339",1982.92,2231.16,2044.54,2053.22,2058.22,1994.28,2211.54,1915.32,2228.22,2119.86,1918.8,2299.42,2106.78,1991.72,2283.42,1999.5,2131.36,2298.48,2173.66,2364.22,2256.64,2183.14,1993.9
"341",1791.08571428571,2039.30714285714,1852.72142857143,1861.38571428571,1866.38571428571,1802.44285714286,2019.70714285714,1723.47857142857,2036.40714285714,1928.02857142857,1726.96428571429,2107.58571428571,1914.94285714286,1799.88571428571,2091.58571428571,1807.65714285714,1939.52142857143,2106.64285714286,1981.83571428571,2172.38571428571,2064.80714285714,1991.30714285714,1802.07142857143
"342",1798.70714285715,2046.97857142857,1860.37857142857,1869.00714285715,1874.00714285715,1810.09285714285,2027.36428571428,1731.09285714285,2044.06428571429,1935.69285714286,1734.59285714285,2115.22142857143,1922.59285714285,1807.50714285715,2099.22142857143,1815.29285714285,1947.16428571428,2114.29285714286,1989.47857142857,2180.02142857143,2072.46428571428,1998.96428571428,1809.69285714286
"350",636.731818181818,949.595454545454,804.681818181818,693.665151515151,716.443939393939,877.795454545455,845.456060606061,668.822727272727,880.477272727273,847.24393939394,584.916666666667,844.833333333333,763.322727272727,754.716666666666,961.54696969697,657.716666666666,899.562121212121,864.978787878788,747.115151515152,930.033333333333,776.809090909091,938.086363636364,840.092424242424
"361",1828.93,2077.17,1890.57,1899.23,1904.23,1840.28,2057.55,1761.33,2074.25,1965.88,1764.82,2145.43,1952.78,1837.73,2129.43,1845.52,1977.37,2144.5,2019.67,2210.23,2102.65,2029.15,1839.93
"362",1550.53333333333,1798.8,1612.2,1620.86666666667,1625.86666666667,1561.9,1779.16666666667,1482.93333333333,1795.86666666667,1687.5,1486.43333333333,1867.06666666667,1674.4,1559.36666666667,1851.06666666667,1567.13333333333,1698.96666666667,1866.1,1741.3,1931.86666666667,1824.26666666667,1750.76666666667,1561.53333333333
"363",1821.67692307693,2069.92307692307,1883.32307692307,1891.97692307693,1896.99230769231,1833.03076923077,2050.32307692307,1754.07307692307,2067.02307692307,1958.62307692308,1757.56923076923,2138.19230769231,1945.53076923077,1830.47692307693,2122.19230769231,1838.26923076923,1970.12307692308,2137.24230769231,2012.42307692307,2202.99230769231,2095.41538461538,2021.92307692307,1832.66923076923
"364",1624.9,1873.15,1686.575,1695.2,1700.2125,1636.275,1853.5375,1557.3,1870.225,1761.875,1560.8,1941.4,1748.775,1633.7,1925.4,1641.5,1773.3625,1940.4875,1815.675,2006.2125,1898.6375,1825.1375,1635.9
"369",1731.80892857143,1980.04821428571,1793.44821428571,1802.10892857143,1807.11607142857,1743.16607142857,1960.43928571429,1664.19821428571,1977.14107142857,1868.75535714286,1667.69107142857,2048.33928571428,1855.66607142857,1740.60892857143,2032.32321428571,1748.38392857143,1880.25178571429,2047.37321428571,1922.5625,2113.13214285714,2005.53928571429,1932.03928571429,1742.79285714286
"371",1665.93888888889,2009.62777777778,1823.02777777778,1736.22777777778,1741.23888888889,1772.73888888889,1894.59444444444,1598.32777777778,1916.79444444445,1873.59444444444,1601.81666666667,1982.43888888889,1789.79444444445,1674.72777777778,1997.83888888889,1682.52777777778,1909.82777777778,1981.50555555556,1856.69444444445,2047.23888888889,1939.69444444445,1961.62777777778,1772.36111111111
"372",1687.24,1990.8,1804.21,1757.54,1762.54,1753.95,1915.87,1619.64,1938.07,1879.51,1623.13,2003.74,1811.1,1696.04,2019.14,1703.83,1891.01,2002.83,1877.98,2068.54,1960.97,1942.8,1753.56
"373",1770.90454545455,2072.74090909091,1886.15,1841.21363636364,1846.21363636364,1835.85909090909,1999.53181818182,1703.29090909091,2021.74090909091,1961.45909090909,1706.76363636363,2087.41363636364,1894.75909090909,1779.71363636364,2102.81363636363,1787.47272727273,1972.95,2086.46363636364,1961.65909090909,2152.21363636363,2044.63181818182,2024.74090909091,1835.48636363637
"379",1749.02642857142,2070.44571428571,1883.84571428571,1819.32357142857,1824.33071428571,1833.56285714286,1977.65642857142,1681.41785714286,1999.85642857143,1947.06071428571,1684.90214285715,2065.53357142857,1872.88357142858,1757.82357142857,2081.83357142857,1765.60428571429,1970.64857142857,2064.58642857143,1939.77642857142,2130.33214285715,2022.75928571428,2022.43285714286,1833.19571428571
"380",687.57358490566,611.27358490566,477.171698113208,731.892452830189,584.554716981132,419.849056603774,731.928301886792,577.281132075472,655.415094339623,551.818867924528,679.775471698113,963.483018867925,601.711320754717,511.496226415094,591.38679245283,607.705660377359,539.977358490566,906.460377358491,817.798113207547,862.5,900.784905660377,634.458490566038,455.943396226415
"391",1306.54166666667,1579.08333333333,1392.48333333333,1376.825,1381.85833333333,1342.2,1535.175,1238.90833333333,1557.35833333333,1467.78333333333,1242.4,1623.04166666667,1430.38333333334,1315.325,1631.36666666667,1323.10833333333,1479.28333333333,1622.1,1497.275,1687.85833333333,1580.25833333333,1531.08333333333,1341.83333333333
"392",1371.56923076923,1619.78461538462,1433.17692307692,1441.86923076923,1446.87692307692,1382.93076923077,1600.17692307692,1303.96923076923,1616.87692307692,1508.5,1307.45384615385,1688.07692307692,1495.43076923077,1380.36923076923,1672.07692307692,1388.16153846154,1520,1687.13846153846,1562.31538461538,1752.87692307692,1645.27692307692,1571.77692307692,1382.56923076923
"393",1353.02352941176,1611.26470588235,1424.66470588235,1423.32941176471,1428.34117647059,1374.37647058824,1581.65294117647,1285.40294117647,1601.91176470588,1499.97058823529,1288.87941176471,1669.54117647059,1476.86470588235,1361.82941176471,1663.55294117647,1369.59117647059,1511.46470588235,1668.57058823529,1543.76470588235,1734.34117647059,1626.75294117647,1563.26470588235,1374.01470588235
"394",1288.22142857143,1544.20714285715,1357.60714285714,1358.50714285715,1363.52142857143,1307.30714285714,1516.82142857143,1220.60714285714,1538.26428571429,1432.90714285715,1224.07142857143,1604.72142857143,1412.06428571429,1297.00714285715,1596.46428571428,1304.77857142857,1444.40714285715,1603.77142857143,1478.96428571428,1669.52142857143,1561.93571428571,1496.17857142857,1306.95
