"SCTG","Payload","N"
1,12.7340189902548,27
2,10.3284046623043,53
3,13.4851549386953,42
4,8.96388571718877,22
5,15.3568767024241,0
6,5.92686271885712,1
7,6.14333699409082,10
8,10.2941785681165,3
9,12.5303662811142,0
10,12.7559630168912,3
11,10.5204972550711,12
12,16.0789262744896,98
13,32.9040353362137,13
14,19.7343283246373,0
15,21.9759244651015,7
16,14.0428921341034,8
17,24.3515448152176,4
18,11.8196008807279,15
19,23.7747431904551,33
20,25.5803527025585,10
21,5.12434471305138,1
22,9.93234871988097,6
23,12.2174191704086,1
24,9.66549316294252,2
25,13.2370881431103,11
26,7.38564506727294,15
27,16.5382555630002,0
28,13.1552492378572,1
29,5.51350467372506,0
30,10.307661585523,1
31,16.0750342845729,35
32,12.2402812906222,6
33,4.46351359190264,42
34,19.360864610806,60
35,6.91185118160956,1
36,7.11930693158308,19
37,17.1134794135312,3
38,4.51852664992441,1
39,7.06406860103406,6
40,7.40426415083469,142
41,5.1391979497545,35
43,11.326053020315,17
99,13.4875996469683,55
