"County","FIPS","StateFIPS","CountyFIPS"
"AlbanyCounty",56001,56,1
"BigHornCounty",56003,56,3
"CampbellCounty",56005,56,5
"CarbonCounty",56007,56,7
"ConverseCounty",56009,56,9
"CrookCounty",56011,56,11
"FremontCounty",56013,56,13
"GoshenCounty",56015,56,15
"HotSpringsCounty",56017,56,17
"JohnsonCounty",56019,56,19
"LaramieCounty",56021,56,21
"LincolnCounty",56023,56,23
"NatronaCounty",56025,56,25
"NiobraraCounty",56027,56,27
"ParkCounty",56029,56,29
"PlatteCounty",56031,56,31
"SheridanCounty",56033,56,33
"SubletteCounty",56035,56,35
"SweetwaterCounty",56037,56,37
"TetonCounty",56039,56,39
"UintaCounty",56041,56,41
"WashakieCounty",56043,56,43
"WestonCounty",56045,56,45
