,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
0-0-0-0-0-1,0,0,0,0,0,0.344551816061313
0-0-0-0-0-2,0,0,0,0,0,0.443852049316894
0-0-0-0-1-0,0,0,0,0,0.15322236448997,0
0-0-0-0-1-1,0,0,0,0,0.0990183525394793,0.0773075641452849
0-0-0-0-1-2,0,0,0,0,0.00298762270593257,0.00466511162945685
0-0-0-0-2-0,0,0,0,0,0.400341442594964,0
0-0-0-0-2-1,0,0,0,0,0.00426803243704652,0.00166611129623459
0-0-0-0-2-2,0,0,0,0,0.00128040973111396,0.000666444518493835
0-0-0-1-0-0,0,0,0,0.117230098146129,0,0
0-0-0-1-0-1,0,0,0,0.011886586695747,0,0.036321226257914
0-0-0-1-0-2,0,0,0,0.00425299890948746,0,0.0259913362212596
0-0-0-1-1-0,0,0,0,0.0354416575790622,0.138711054204012,0
0-0-0-1-1-1,0,0,0,0.00130861504907306,0.00512163892445583,0.00399866711096301
0-0-0-1-2-0,0,0,0,0.0019629225736096,0.0153649167733675,0
0-0-0-2-0-0,0,0,0,0.205561613958561,0,0
0-0-0-2-0-1,0,0,0,0.00261723009814613,0,0.00366544485171609
0-0-0-2-0-2,0,0,0,0.000436205016357688,0,0.00133288903698767
0-0-0-2-1-0,0,0,0,0.00436205016357688,0.00853606487409304,0
0-0-0-2-1-1,0,0,0,0.000872410032715376,0.00170721297481861,0.00133288903698767
0-0-0-2-2-0,0,0,0,0.000436205016357688,0.00170721297481861,0
0-0-1-0-0-0,0,0,0.161248374512354,0,0,0
0-0-1-0-0-1,0,0,0.002925877763329,0,0,0.00299900033322226
0-0-1-0-0-2,0,0,0.00357607282184655,0,0,0.00733088970343219
0-0-1-0-1-0,0,0,0.00357607282184655,0,0.00469483568075117,0
0-0-1-0-1-1,0,0,0.000650195058517555,0,0.000853606487409304,0.000666444518493835
0-0-1-0-1-2,0,0,0.000325097529258778,0,0.000426803243704652,0.000666444518493835
0-0-1-0-2-0,0,0,0.00487646293888166,0,0.0128040973111396,0
0-0-1-1-0-0,0,0,0.0458387516254876,0.0153762268266085,0,0
0-0-1-1-0-1,0,0,0.000650195058517555,0.000218102508178844,0,0.000666444518493835
0-0-1-1-0-2,0,0,0.000650195058517555,0.000218102508178844,0,0.00133288903698767
0-0-1-1-1-0,0,0,0.00650195058517555,0.00218102508178844,0.00853606487409304,0
0-0-1-1-1-1,0,0,0.000975292587776333,0.000327153762268266,0.00128040973111396,0.000999666777740753
0-0-1-1-2-0,0,0,0.000325097529258778,0.000109051254089422,0.000853606487409304,0
0-0-1-2-0-0,0,0,0.0269830949284785,0.0183206106870229,0,0
0-0-1-2-0-1,0,0,0.000650195058517555,0.000436205016357688,0,0.000666444518493835
0-0-1-2-1-0,0,0,0.000650195058517555,0.000436205016357688,0.000853606487409304,0
0-0-2-0-0-0,0,0,0.202860858257477,0,0,0
0-0-2-0-0-1,0,0,0.00130039011703511,0,0,0.000666444518493835
0-0-2-0-1-0,0,0,0.000650195058517555,0,0.000426803243704652,0
