"SCTG","PctEmpty","N"
1,0.39096496667449,31
2,0.430848320158272,59
3,0.295722980373249,49
4,0.426237721351175,23
5,0.199516035193507,0
6,0.207755228768538,1
7,0.181732671496834,12
8,0.209453973305391,3
9,0.220797674677544,0
10,0.345868222703136,4
11,0.448891360498163,12
12,0.451417600164557,110
13,0.421150564255054,14
14,0.330631811974,0
15,0.394477968299597,7
16,0.411406611770122,9
17,0.405256894636644,5
18,0.405404320720597,15
19,0.424343374183952,35
20,0.492222010907682,10
21,0.163003296356002,1
22,0.381398011930285,7
23,0.329297413853261,1
24,0.259173648542417,2
25,0.44197258592347,11
26,0.441034989158889,20
27,0.207833893632727,0
28,0.216947168869503,1
29,0.142965266998763,0
30,0.150707615637309,1
31,0.579974107186554,37
32,0.217604044021483,7
33,0.151054575122815,65
34,0.248225655950325,64
35,0.159588441529491,1
36,0.453391559572616,20
37,0.179037995207116,7
38,0.253528170079209,2
39,0.198651658784435,6
40,0.209628030258372,158
41,0.386991266675339,39
43,0.161443994668094,17
99,0.38368505914895,58
