"FAFZone","BarnstableCounty","BerkshireCounty","BristolCounty","DukesCounty","EssexCounty","FranklinCounty","HampdenCounty","HampshireCounty","MiddlesexCounty","NantucketCounty","NorfolkCounty","PlymouthCounty","SuffolkCounty","WorcesterCounty"
"129",1391.31279069767,1306.37790697674,1339.58953488372,1401.22674418605,1376.08139534884,1322.65232558139,1282.75465116279,1298.05465116279,1351.26162790698,1422.23139534884,1350.93372093023,1355.73139534884,1354.33372093023,1322.61744186047
"131",1141.34358974359,1028.31025641026,1089.62307692308,1151.25384615385,1126.11794871795,1072.68461538462,1032.78717948718,1048.08205128205,1101.28974358974,1172.26666666667,1100.9641025641,1105.76666666667,1104.36666666667,1072.64358974359
"132",1089.28333333333,1016.28333333333,1037.53333333333,1099.18333333333,1074.03333333333,1020.6,980.7,996,1049.2,1120.18333333333,1048.88333333333,1053.68333333333,1052.28333333333,1020.58333333333
"139",1185.81929824561,1081.04298245614,1134.09605263158,1195.72675438597,1170.58245614035,1117.15263157895,1077.25350877193,1092.55526315789,1145.76578947368,1216.73421052632,1145.43552631579,1150.23421052632,1148.83464912281,1117.1149122807
"151",,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,
"160",2662.01022727272,2484.82840909091,2610.28522727273,2671.91704545455,2640.17159090909,2531.85795454545,2529.1875,2530.24431818182,2615.35,2692.92159090909,2620.04431818182,2646.32613636363,2618.42159090909,2586.7125
"171",1083.8,906.615384615385,1032.03846153846,1093.70769230769,1061.93076923077,953.630769230769,950.930769230769,952.015384615385,1037.12307692308,1114.71538461538,1041.81538461538,1068.11538461538,1040.21538461538,1008.49230769231
"172",1207.47777777778,1062.32222222222,1155.76666666667,1217.4,1195.54444444444,1109.34444444444,1102.02222222222,1107.72222222222,1170.73333333333,1238.42222222222,1175.42222222222,1171.92222222222,1173.78888888889,1142.07777777778
"179",1173.68375,1018.5225,1121.964375,1183.5925,1159.07125,1065.55375,1060.08375,1063.9325,1134.25375,1204.61,1137.59125,1144.575,1137.31375,1105.595
"181",1017.58,840.4,965.84,1027.5,995.74,887.44,884.74,885.82,970.94,1048.5,975.62,1001.9,974,942.28
"182",979.166666666667,833.322222222222,927.466666666667,989.077777777778,964.555555555556,880.372222222222,873.044444444444,878.744444444444,939.733333333333,1010.08888888889,943.022222222222,943.727777777778,942.794444444444,911.072222222222
"183",900.05,732.025,848.3125,909.95,878.2125,779.0625,776.125,777.425,853.375,930.95,858.05,884.35,856.45,824.725
"189",1002.43524590164,851.373770491803,950.720491803278,1012.34426229508,986.368032786886,898.404098360656,893.331967213114,896.779508196722,961.541803278689,1033.35655737705,963.389344262295,972.918852459017,964.616393442623,932.894262295082
"190",1391.21666666666,1214.05303030304,1339.50050505051,1401.1308080808,1369.39141414141,1261.08131313132,1258.40151515152,1259.46212121213,1344.57323232324,1422.14494949494,1349.26414141414,1375.54494949494,1347.64494949494,1315.91767676767
"201",1498.21111111111,1353.01111111111,1446.48888888889,1508.11111111111,1486.27777777778,1400.06666666667,1392.73333333333,1398.44444444444,1461.45555555556,1529.12222222222,1466.13333333333,1462.62222222222,1464.51111111111,1432.8
"202",1664.81666666667,1519.61666666667,1613.11666666667,1674.71666666667,1652.86666666667,1566.65,1559.33333333333,1565.03333333333,1628.05,1695.71666666667,1632.71666666667,1629.21666666667,1631.11666666667,1599.41666666667
"209",1705.10722222223,1556.84611111112,1653.39277777777,1715.01611111112,1691.92722222222,1603.87388888889,1597.01944444445,1602.255,1667.10944444444,1736.02611111111,1671.80166666666,1670.935,1670.18166666667,1638.45833333333
"211",925.6875,785.2875,873.9625,935.6125,910.4375,832.2875,823.325,830.225,885.6125,956.6125,885.3125,890.1125,888.7125,856.9875
"212",1011.73636363636,869.518181818182,960.009090909091,1021.67272727273,996.509090909091,918.863636363636,908.345454545454,915.245454545455,971.690909090909,1042.67272727273,971.372727272727,976.172727272727,974.772727272727,943.045454545455
"219",1033.71435643564,909.328217821782,981.994554455446,1043.62722772277,1018.48762376238,955.278217821782,927.827722772277,939.515841584158,993.667821782178,1064.6391089109,993.336138613861,998.138118811881,996.736138613861,965.016336633663
"221",1613.83333333333,1500.81111111111,1562.12222222222,1623.73333333333,1598.62222222222,1545.18888888889,1505.27777777778,1520.58888888889,1573.81111111111,1644.75555555556,1573.44444444444,1578.25555555556,1576.85555555556,1545.13333333333
"222",1769.25,1656.2,1717.5,1779.15,1754,1700.6,1660.7,1676,1729.2,1800.2,1728.9,1733.7,1732.3,1700.55
"223",1576.71,1463.67,1524.98,1586.61,1561.47,1508.03,1468.13,1483.42,1536.64,1607.61,1536.31,1541.11,1539.71,1508
"229",1643.07093023256,1530.03488372093,1591.3511627907,1652.98139534884,1627.84418604651,1574.41395348837,1534.50930232558,1549.81162790698,1603.02093023256,1673.98953488372,1602.68837209302,1607.48953488372,1606.09069767441,1574.36627906976
"230",281.3875,334.925,257.4,298.2875,184.4375,273.2875,286.875,288.8875,211.6375,312.30625,231.125,255.25,214.2,240.78125
"241",450.942857142857,371.471428571429,399.228571428571,460.857142857143,435.7,382.257142857143,342.357142857143,357.657142857143,410.871428571429,481.857142857143,410.557142857143,415.357142857143,413.957142857143,382.242857142857
"242",494.86,414.54,443.12,504.76,479.6,426.18,386.28,401.58,454.78,525.76,454.46,459.26,457.86,426.16
"249",488.391666666667,406.241666666667,436.683333333333,498.3,473.158333333333,419.720833333334,379.820833333333,395.1125,448.333333333333,519.15,448.008333333333,452.8,451.4,419.7
"261",881.1,703.93,829.4,891.02,859.3,751,748.3,749.35,834.5,912.02,839.14,865.43,837.52,805.8
"262",997.525,820.3875,945.8,1007.425,975.7,867.4,864.7,865.7875,950.9,1028.4375,955.5875,981.8625,953.9375,922.225
"269",1085.75769230769,908.580769230769,1034.04,1095.66384615385,1063.92538461539,955.614615384615,952.943076923076,953.991538461539,1039.10538461538,1116.67461538461,1043.79461538462,1070.07615384615,1042.17307692307,1010.45615384616
"271",1482.53157894737,1305.33684210526,1430.81578947368,1492.43157894737,1460.71052631579,1352.37894736842,1349.71578947368,1350.75263157895,1435.85789473684,1513.43684210526,1440.54210526316,1466.83684210526,1438.93684210526,1407.22631578947
"279",1581.60294117647,1404.43676470588,1529.88235294118,1591.51617647059,1559.77794117647,1451.46911764706,1448.78529411765,1449.84705882353,1534.95882352941,1612.52352941176,1539.64852941176,1565.925,1538.02352941176,1506.29852941176
"280",1437.78170731707,1324.73597560976,1386.06280487805,1447.68780487805,1422.5506097561,1369.11158536586,1329.21280487805,1344.51768292683,1397.72012195122,1468.69573170732,1397.39451219512,1402.19573170732,1400.79573170732,1369.08170731708
"291",1460.28461538462,1315.69230769231,1408.57692307692,1470.20769230769,1448.34615384615,1362.7,1355.75384615385,1361.1,1423.53846153846,1491.23076923077,1428.23846153846,1424.73076923077,1426.61538461538,1394.88461538462
"292",1255.675,1110.5125,1203.95,1265.6,1243.725,1157.525,1150.225,1155.925,1218.925,1286.625,1223.625,1220.125,1222,1190.2625
"299",1385.86914893617,1239.87127659574,1334.15212765957,1395.7829787234,1375.62021276596,1286.89787234043,1280.11808510638,1285.27765957447,1350.79680851064,1416.79255319149,1355.0914893617,1353.00638297872,1353.87234042553,1322.15106382979
"300",2384.40714285714,2207.24107142857,2332.6875,2394.31964285714,2362.58392857143,2254.27321428571,2251.59107142857,2252.65,2337.76071428571,2415.33214285714,2342.45,2368.73214285714,2340.83214285714,2309.10714285714
"311",1512.48333333333,1335.31666666667,1460.76666666667,1522.41666666667,1490.63333333333,1382.31666666667,1379.65,1380.71666666667,1465.81666666667,1543.41666666667,1470.51666666667,1496.81666666667,1468.91666666667,1437.18333333333
"319",1701.19540229885,1524.02068965517,1649.47298850575,1711.10172413793,1679.36149425287,1571.05,1568.37528735632,1569.42816091954,1654.5408045977,1732.10689655172,1659.22816091954,1685.50689655173,1657.60689655172,1625.89655172414
"321",2800.2,2623,2748.5,2810.1,2778.4,2670.05,2667.4,2668.45,2753.55,2831.1,2758.25,2784.5,2756.6,2724.9
"329",2843.76,2666.56666666667,2792.02666666667,2853.66666666667,2821.9,2713.58666666667,2710.9,2711.96666666667,2797.06666666667,2874.66666666667,2801.76666666667,2828.06666666667,2800.16666666667,2768.46
"331",139.72,167.74,114.82,156.42,63.78,107.2,132.6,123.64,67.58,170.62,87.04,113.56,72.52,85.7
"339",197.86,170.2,171.76,213.36,117.52,122.52,152.96,134.5,123.94,228.78,143.5,170.74,130.86,130.18
"341",293.092857142857,192.692857142857,241.385714285714,303.014285714286,277.078571428571,223.642857142857,183.757142857143,199.057142857143,252.271428571429,324.035714285714,252.292857142857,257.535714285714,255.335714285714,223.592857142857
"342",365.028571428571,283.1,313.3,374.942857142857,349.785714285714,296.357142857143,256.442857142857,271.757142857143,324.957142857143,395.942857142857,324.642857142857,329.442857142857,328.042857142857,296.328571428571
"350",2274.4893939394,2129.30757575758,2222.76969696969,2284.40151515152,2262.53484848485,2176.32575757576,2169.0106060606,2174.7106060606,2237.71666666666,2305.40454545454,2242.41363636364,2238.90454545454,2240.79848484848,2209.07727272727
"361",256.71,72.6,213.19,266.61,213.37,118.48,116.79,115.69,191.07,287.62,197.28,225.71,195.67,163.22
"362",531.1,346.833333333333,487.6,541,494,395.333333333333,391.2,392.266666666667,469.166666666667,562.033333333333,473.866666666667,500.1,472.2,440.5
"363",252.169230769231,135.596153846153,201.092307692307,262.084615384616,233.753846153846,177.976923076923,139.03076923077,152.938461538461,208.923076923077,283.084615384616,210.123076923076,221.53076923077,211.976923076923,180.261538461539
"364",452.875,268.6,409.35,462.7875,415.7125,315.6,312.95,314,390.9,483.7875,395.6,421.8875,394,362.275
"369",384.442857142857,202.246428571429,340.625,394.342857142857,342.046428571429,249.939285714286,245.396428571429,246.696428571429,317.767857142857,415.360714285714,326.114285714286,354,325.096428571429,292.610714285714
"371",897.516666666667,784.5,845.816666666667,907.438888888889,882.305555555555,828.872222222222,788.983333333333,804.283333333333,857.494444444445,928.45,857.161111111111,861.95,860.572222222222,828.827777777778
"372",823.16,714.52,771.41,833.08,807.91,754.48,714.58,729.88,783.08,854.08,782.78,787.58,786.18,754.47
"373",752.918181818182,678.572727272727,701.209090909091,762.827272727273,737.690909090909,684.254545454545,644.372727272727,659.672727272727,712.872727272727,783.845454545454,712.536363636364,717.345454545455,715.945454545454,684.218181818182
"379",826.408571428571,738.080714285715,774.697142857142,836.319285714286,811.18,757.748571428571,717.848571428572,733.151428571428,786.354285714286,857.100714285715,786.031428571428,790.832857142858,789.431428571428,757.705714285715
"380",1893.53962264151,1716.35849056604,1841.82641509434,1903.44339622642,1871.71509433962,1763.40566037736,1760.72641509434,1761.77547169811,1846.88679245283,1924.45471698113,1851.57358490566,1877.85471698113,1849.95471698113,1818.24150943396
"391",886.95,746.933333333333,835.216666666667,896.85,874.116666666667,794,786.65,792.35,849.3,917.866666666667,846.55,851.366666666667,852.366666666667,820.633333333333
"392",701.373076923077,541.253846153846,650.792307692308,711.288461538461,674.826923076923,589.469230769231,574.419230769231,580.942307692308,650.011538461539,732.296153846154,654.703846153846,680.988461538461,653.080769230769,621.357692307692
"393",790.811764705882,653.920588235294,739.088235294118,800.723529411765,773.464705882353,701.208823529412,680.444117647059,690.591176470588,748.644117647059,821.729411764706,750.673529411765,762.25294117647,751.708823529412,719.994117647059
"394",864.592857142857,713.378571428571,812.864285714286,874.492857142857,846.607142857142,760.407142857143,753.078571428572,758.807142857142,821.807142857142,895.507142857143,826.507142857143,834.692857142858,824.878571428571,793.15
"399",790.143333333333,646.732222222222,738.425555555556,800.061111111111,769.698888888889,693.166666666667,672.663333333333,681.77,744.886666666667,821.072222222222,747.906666666667,766.363333333333,747.956666666667,716.233333333333
"401",1728.075,1582.8875,1676.375,1737.975,1716.1625,1629.9625,1622.6125,1628.3125,1691.3375,1758.975,1696.0125,1692.475,1694.375,1662.675
"402",1626.27,1481.08,1574.55,1636.18,1614.35,1528.15,1520.8,1526.49,1589.52,1657.18,1594.19,1590.68,1592.58,1560.85
"409",1754.36949152542,1610.35254237288,1702.64745762712,1764.27627118644,1742.31355932203,1657.33728813559,1648.78983050847,1655.33050847458,1717.49322033898,1785.28474576271,1722.01525423729,1718.78474576271,1720.56101694915,1688.84576271186
"411",3185.75,3008.57222222222,3134.02777777778,3195.65555555556,3163.91666666667,3055.61666666666,3052.91666666667,3053.97222222222,3139.07222222222,3216.66111111112,3143.77222222223,3170.06111111111,3142.16111111112,3110.45
"419",3090.71851851852,2913.55925925926,3039,3100.62222222222,3068.88888888889,2960.57777777778,2957.9,2958.96666666667,3044.07037037037,3121.64814814815,3048.75925925926,3075.03703703704,3047.14814814815,3015.41111111111
"421",363.383333333333,267.15,311.666666666667,373.3,348.166666666667,294.733333333333,254.833333333333,270.133333333333,323.333333333333,394.3,323,327.8,326.4,294.683333333333
"422",615.488888888889,494.1,563.766666666667,625.388888888889,591.655555555556,538.066666666667,498.188888888889,513.466666666667,566.844444444444,646.4,570.411111111111,591.911111111111,569.888888888889,538.188888888889
"423",338.82,218.28,287.12,348.74,315.84,262.26,222.34,237.66,291.02,369.8,294.36,312.02,294.08,262.34
"429",481.059574468085,350,429.955319148936,490.974468085106,457.840425531915,396.648936170213,363.06170212766,375.936170212766,433.031914893617,511.985106382979,436.43829787234,456.959574468085,436.1,404.372340425532
"441",80.97,146.92,32.32,90.88,94.38,120.18,97.12,112.16,71.02,111.88,49.54,53.24,64.08,63.35
"451",1005.4,931.066666666667,953.7,1015.3,990.166666666667,936.733333333333,896.833333333333,912.133333333333,965.333333333333,1036.33333333333,965.033333333333,969.833333333333,968.4,936.7
"452",1003.36,890.32,951.63,1013.28,988.12,934.7,894.81,910.11,963.32,1034.3,963,967.79,966.4,934.65
"459",973.451515151515,885.221212121212,921.715151515151,983.366666666667,958.209090909091,904.784848484849,864.89696969697,880.193939393939,933.39696969697,1004.37878787879,933.078787878788,937.875757575758,936.472727272727,904.751515151515
"460",1776.25151515151,1599.08181818181,1724.53636363636,1786.16060606061,1754.42272727272,1646.11515151516,1643.43939393939,1644.49242424242,1729.60303030303,1807.17045454545,1734.28939393939,1760.57121212122,1732.67045454545,1700.95454545455
"471",1334.96666666667,1221.86666666667,1283.2,1344.86666666667,1319.66666666667,1266.26666666667,1226.36666666667,1241.66666666667,1294.86666666667,1365.86666666667,1294.56666666667,1299.36666666667,1297.96666666667,1266.26666666667
"472",1155.92352941176,1041.20588235294,1104.18823529412,1165.82941176471,1140.67058823529,1085.73529411765,1047.75294117647,1062.48823529412,1115.85294117647,1186.82941176471,1115.53529411765,1120.32941176471,1118.92941176471,1087.21764705882
"473",972.707692307692,859.669230769231,920.984615384615,982.615384615385,957.469230769231,904.046153846154,864.146153846154,879.446153846154,932.653846153846,1003.62307692308,932.323076923077,937.123076923077,935.715384615385,904.007692307692
"479",1128.84112903226,1010.41854838709,1077.12822580645,1138.75241935484,1113.60887096774,1055.79274193549,1020.98306451613,1034.97983870968,1088.79919354839,1159.77338709677,1088.46854838709,1093.27338709677,1091.87016129033,1060.14112903226
"481",2016.7,1903.64,1964.96,2026.6,2001.44,1948.04,1908.14,1923.44,1976.64,2047.62,1976.32,1981.12,1979.72,1948
"482",1792.8125,1679.7875,1741.1125,1802.725,1777.5875,1724.1375,1684.2375,1699.5375,1752.7375,1823.7375,1752.4375,1757.2375,1755.8375,1724.1125
"483",2117.95,2004.91666666667,2066.23333333333,2127.86666666667,2102.73333333333,2049.26666666667,2009.38333333333,2024.66666666667,2077.91666666667,2148.86666666667,2077.56666666667,2082.36666666667,2080.96666666667,2049.25
"484",1827.66842105263,1710.62631578947,1775.94736842105,1837.58421052632,1812.78947368421,1755.90526315789,1719.43684210526,1733.72631578947,1787.96842105263,1858.58421052632,1788.17368421053,1792.08421052632,1791.03684210526,1759.32105263158
"485",2424.45,2311.35,2372.7,2434.35,2409.2,2355.75,2315.85,2331.15,2384.35,2455.35,2384.05,2388.85,2387.45,2355.7
"486",1910.70714285714,1797.65714285714,1858.98571428571,1920.61428571429,1895.47857142857,1842.05714285714,1802.15714285714,1817.45714285714,1870.65714285714,1941.63571428571,1870.34285714286,1875.13571428571,1873.74285714286,1842.00714285714
"487",2239.6,2126.6,2187.9,2249.6,2224.4,2171,2131.1,2146.4,2199.6,2270.6,2199.3,2204.1,2202.7,2170.9
"488",2097.4125,1984.3875,2045.6875,2107.325,2082.1875,2028.775,1988.875,2004.175,2057.375,2128.325,2057.0375,2061.825,2060.4375,2028.7125
"489",1999.29282051282,1875.10307692308,1947.57461538462,2009.20307692308,1984.65384615384,1920.36307692307,1891.25692307692,1903.40615384616,1959.83435897436,2030.21717948718,1961.04384615385,1963.71666666667,1962.90358974359,1931.18256410257
"491",2439.35,2262.16,2387.64,2449.25,2417.51,2309.2,2306.53,2307.56,2392.68,2470.26,2397.36,2423.65,2395.76,2364.05
"499",2489.36842105263,2312.20526315789,2437.64210526316,2499.28421052632,2467.53684210526,2359.23157894737,2356.55789473684,2357.61578947368,2442.72105263158,2520.30526315789,2447.41578947368,2473.70526315789,2445.80526315789,2414.07368421053
"500",258.5,160.492857142857,231.335714285714,273.214285714286,189.45,148.264285714286,175.664285714286,156.264285714286,185.778571428571,289.428571428571,205.35,231.335714285714,192.464285714286,174.142857142857
"511",610.611764705882,536.258823529412,558.876470588235,620.517647058824,595.364705882353,541.935294117647,502.041176470588,517.335294117647,570.552941176471,641.529411764706,570.229411764706,575.029411764706,573.623529411765,541.911764705882
"512",622.107142857142,549.825,570.389285714286,632.032142857143,606.875,553.453571428571,513.553571428571,528.853571428571,582.053571428571,652.467857142857,581.746428571429,586.546428571429,585.146428571429,553.414285714285
"513",526.620588235294,444.620588235294,474.89705882353,536.526470588235,511.391176470588,457.955882352941,418.055882352941,433.355882352942,486.567647058823,557.544117647059,486.238235294118,491.038235294117,489.638235294118,457.917647058823
"519",695.708139534883,596.147674418605,643.993023255814,705.616860465117,680.486627906977,627.056976744186,587.155232558139,602.458139534883,655.668604651162,726.595930232558,655.333720930233,660.127325581396,658.728488372093,627.011046511628
"531",3157.05555555556,2979.87777777778,3105.3,3166.95555555556,3135.18888888889,3026.88888888889,3024.2,3025.27777777778,3110.38888888889,3187.96666666667,3115.07777777778,3141.36666666667,3113.46666666667,3081.73333333333
"532",3157.93333333333,2980.8,3106.23333333333,3167.83333333333,3136.13333333333,3027.8,3025.13333333333,3026.2,3111.3,3188.86666666667,3116,3142.26666666667,3114.36666666667,3082.63333333333
"539",3020.47407407407,2843.30740740741,2968.74444444444,3030.38518518519,2998.63703703704,2890.32592592593,2887.65185185185,2888.70740740741,2973.81111111111,3051.39259259259,2978.50740740741,3004.7962962963,2976.89259259259,2945.17777777778
"540",720.052727272727,606.309090909091,668.330909090909,729.963636363636,704.112727272727,650.669090909091,610.769090909091,626.065454545454,679.285454545455,750.974545454545,679.305454545455,684.5,682.361818181818,650.641818181818
"551",1156.2625,979.0875,1104.5375,1166.1875,1134.4375,1026.1375,1023.4375,1024.5,1109.6125,1187.1875,1114.2875,1140.5875,1112.6875,1080.975
"559",1315.95546875,1138.78828125,1264.23515625,1325.85859375,1294.12890625,1185.82265625,1183.13515625,1184.19140625,1269.30546875,1346.87421875,1273.99609375,1300.27265625,1272.37421875,1240.65234375
"560",2189.69130434783,2012.51739130435,2137.96956521739,2199.60434782609,2167.86086956522,2059.55217391304,2056.86956521739,2057.9347826087,2143.03913043478,2220.60869565217,2147.73043478261,2174.00869565217,2146.10869565217,2114.38695652174
