County,Region,Msa
SuffolkCounty,,Boston
WorcesterCounty,,Boston
BarnstableCounty,,Boston
BerkshireCounty,,Pittsfield
BristolCounty,,Boston
DukesCounty,,NA
EssexCounty,,Boston
FranklinCounty,,NA
HampdenCounty,,Springfield
HampshireCounty,,Springfield
MiddlesexCounty,,Boston
NantucketCounty,,NA
NorfolkCounty,,Boston
PlymouthCounty,,Boston
