"SCTG","Payload","N"
1,12.2468285097997,1
2,13.9906102244086,0
3,4.08944402836795,16
4,11.2798150119434,1
5,10.1198871027554,17
6,2.21321008288589,17
7,13.3185599764555,46
8,11.7177692256215,10
9,12.5303662811142,0
10,12.7559630168912,2
11,15.5486438172466,12
12,16.7435533993816,72
13,14.57148120894,6
14,19.7343283246373,1
15,21.9759244651015,0
16,14.0428921341034,2
17,29.0216320428326,11
18,10.3562834666261,18
19,9.3205966594687,9
20,14.6935220971178,2
21,5.12434471305138,0
22,9.93234871988097,4
23,12.2174191704086,8
24,9.66549316294252,8
25,17.5629107877451,7
26,5.00193953612178,29
27,16.5382555630002,1
28,13.1552492378572,4
29,5.51350467372506,6
30,10.307661585523,4
31,16.3609155431783,46
32,12.2402812906222,6
33,2.85752399321909,64
34,7.2100219693036,22
35,6.91185118160956,7
36,6.34349682692515,17
37,17.1134794135312,2
38,4.51852664992441,1
39,4.06125022138333,18
40,5.75036949848922,241
41,8.79127828291153,60
43,14.7957368789582,39
99,10.8934974922361,3
