"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.122549959181878,0.877450040818122,1,0
2,0.473499644401482,0.526500355598518,0,0
3,0.464712592611012,0.535287407388988,11,5
4,0.329426802845101,0.670573197154899,1,0
5,0.16961138981499,0.83038861018501,8,9
6,0.549421904072536,0.450578095927464,14,3
7,0.180266754689612,0.819733245310387,13,33
8,0.564168080448256,0.435831919551744,6,4
9,0.134342821827482,0.865657178172518,0,0
10,0.511086890555729,0.488913109444271,1,1
11,0.361738395083145,0.638261604916855,6,6
12,0.580047002944039,0.419952997055961,47,25
13,0.574043705293349,0.425956294706651,6,0
14,0.296984478905375,0.703015521094625,0,1
15,0.254762106060935,0.745237893939064,0,0
16,0.292247289852626,0.707752710147374,1,1
17,0,1,0,11
18,0.819108442285737,0.180891557714263,16,2
19,0.458896381705954,0.541103618294046,9,0
20,0.153884141884506,0.846115858115494,2,0
21,0.48565728180227,0.51434271819773,0,0
22,0.634547071721447,0.365452928278553,4,0
23,0.220262195048898,0.779737804951102,4,4
24,0.143309869173441,0.856690130826559,3,5
25,0.172627570488467,0.827372429511533,6,1
26,0.645280667671836,0.354719332328164,22,7
27,0.0664638925860683,0.933536107413932,1,0
28,0.13006920545436,0.86993079454564,1,3
29,0.499509853805331,0.500490146194669,6,0
30,0.122154702334916,0.877845297665084,1,3
31,0.685111476945329,0.314888523054671,34,12
32,0.111509729259209,0.888490270740792,4,2
33,0.690922900299891,0.309077099700108,54,10
34,0.325627098558693,0.674372901441307,13,9
35,0.267488635666556,0.732511364333444,3,4
36,0.474062436745399,0.525937563254601,12,5
37,0.0687078468861626,0.931292153113837,0,2
38,0.301345390186715,0.698654609813286,1,0
39,0.398690955207099,0.601309044792901,11,7
40,0.488242257292374,0.511757742707626,162,79
41,0.658043919789015,0.341956080210985,45,15
43,0.0286965885365468,0.971303411463453,4,35
99,0.646446399835973,0.353553600164027,1,2
