"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"AdamsCounty",479,0,69,154,404,135,434,47,22,69,34,55,32,166,415,404,142,2303,116,683
"AshlandCounty",81,1,29,321,943,245,748,216,132,185,30,241,137,130,743,1320,62,634,168,1153
"BarronCounty",394,49,64,573,5393,465,2743,638,227,481,87,306,108,691,1714,2792,885,1462,488,1255
"BayfieldCounty",48,0,43,206,162,121,337,73,69,77,44,41,10,59,387,570,136,750,75,542
"BrownCounty",758,80,493,6205,25838,7754,14507,6945,2126,9684,1200,6866,5354,7787,10828,19672,2578,13023,4350,4368
"BuffaloCounty",272,9,84,201,249,257,227,885,26,164,16,67,10,175,390,350,3,280,44,172
"BurnettCounty",68,17,44,110,876,32,568,67,37,75,19,69,0,40,461,551,484,431,112,750
"CalumetCounty",523,134,16,650,3997,786,1784,366,176,801,67,280,12,418,1115,1123,161,1580,447,451
"ChippewaCounty",241,369,44,1184,5602,815,3069,1034,225,397,81,536,334,699,1469,3394,171,1749,749,1402
"ClarkCounty",552,17,31,440,2910,495,1068,679,78,172,16,111,15,169,830,1101,82,507,187,1365
"ColumbiaCounty",181,105,265,978,4297,1317,2343,477,145,406,72,394,50,375,2029,2781,278,1473,505,1735
"CrawfordCounty",109,21,15,152,1518,169,1455,142,71,126,20,91,26,353,574,945,72,625,100,330
"DaneCounty",1527,143,1499,12603,23309,12644,30645,7226,14012,18350,4250,20376,8535,17438,36951,46057,4678,24544,11099,25360
"DodgeCounty",715,24,73,2337,10489,1335,3174,1562,185,548,139,502,503,796,2135,4680,281,1848,740,3276
"DoorCounty",225,3,51,624,2155,171,1457,132,101,298,150,219,11,217,669,1410,171,1708,675,976
"DouglasCounty",26,15,116,819,1590,669,1796,1563,83,422,146,404,211,459,1782,1751,183,1793,666,887
"DunnCounty",389,5,78,605,2641,681,1697,1294,80,484,87,603,31,851,2149,2673,148,1238,267,482
"EauClaireCounty",174,22,34,1383,5745,2092,7444,2648,673,3342,615,2410,2760,3167,4611,11749,499,5098,1817,2265
"FlorenceCounty",16,0,0,56,159,4,67,5,13,44,3,15,0,19,122,61,0,152,35,156
"FondduLacCounty",834,290,136,2331,10720,1741,5696,1398,995,1740,274,981,124,1359,4090,6275,364,3631,1458,2380
"ForestCounty",27,1,10,35,304,24,246,112,8,81,17,77,0,15,311,214,333,193,62,1057
"GrantCounty",599,12,131,564,2223,701,2161,527,222,652,98,538,111,829,2899,2123,175,1187,424,1214
"GreenCounty",334,7,34,333,3370,782,2334,359,947,375,46,305,6,596,1139,1916,86,1074,406,819
"GreenLakeCounty",108,56,12,262,1037,134,768,356,61,308,20,83,58,89,622,1089,45,525,158,443
"IowaCounty",266,27,31,418,1038,548,4266,247,49,183,40,152,34,46,770,1066,263,477,126,435
"IronCounty",19,5,0,113,168,63,234,19,8,17,90,41,7,17,150,234,25,197,7,217
"JacksonCounty",227,178,46,660,951,196,748,838,57,189,15,81,5,27,617,965,23,585,112,1890
"JeffersonCounty",613,10,123,1174,8606,1815,3605,1126,636,667,181,584,352,2162,2053,3565,633,2250,672,1235
"JuneauCounty",166,3,20,257,2159,187,943,326,60,153,43,73,77,77,794,1606,47,603,150,638
"KenoshaCounty",233,2,178,1331,7387,2749,7720,2296,281,870,461,1443,1504,3565,6396,8517,795,6083,1629,2926
"KewauneeCounty",900,3,349,301,1729,146,481,163,34,218,6,137,3,88,695,557,90,436,117,284
"LaCrosseCounty",55,7,460,2511,7947,3547,7703,2072,1029,3029,602,1851,2015,2809,6204,14337,683,6401,2730,2385
"LafayetteCounty",307,3,6,193,730,444,340,186,15,137,4,47,10,101,560,370,15,215,182,356
"LangladeCounty",443,14,32,191,1413,233,1066,355,66,274,21,180,29,127,596,1059,33,604,223,370
"LincolnCounty",159,3,41,374,2532,357,1261,414,92,1073,43,91,220,203,629,948,73,798,262,998
"ManitowocCounty",1029,70,790,1494,10443,1106,3271,998,229,773,216,576,328,1152,2323,4188,264,2183,882,1339
