"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"MarathonCounty",898,87,307,2269,16063,4447,8927,2239,537,4355,338,2154,1064,1815,4207,10549,929,4481,1834,1745
"MarinetteCounty",277,118,48,672,6646,501,1855,636,132,438,78,287,126,336,1368,2452,103,1322,520,797
"MarquetteCounty",259,0,107,87,1104,59,343,80,42,75,14,50,1,21,343,378,46,266,94,191
"MenomineeCounty",0,0,5,5,147,12,50,77,2,6,27,10,0,17,432,262,415,18,25,419
"MilwaukeeCounty",65,25,2522,9851,54023,18628,46702,15307,10414,27161,6831,23552,18747,39546,45286,93365,9585,39816,18273,20799
"MonroeCounty",382,235,93,669,3856,463,1872,1861,106,453,106,358,64,593,1290,2786,82,1545,421,832
"OcontoCounty",416,4,53,319,1950,95,893,366,31,162,38,146,67,142,875,1381,30,703,202,741
"OneidaCounty",198,0,72,786,1616,419,3253,329,283,271,160,362,261,518,967,2832,125,1612,581,900
"OutagamieCounty",532,55,176,5967,19522,5021,12357,2881,1646,6663,828,3385,1592,7626,7402,13276,1089,8699,3917,2974
"OzaukeeCounty",201,20,43,1146,9624,1703,4366,355,281,1859,290,2368,366,1802,3726,5305,735,3508,1176,1756
"PepinCounty",63,0,0,111,140,316,299,65,15,78,10,35,93,41,216,330,4,207,44,140
"PierceCounty",260,127,41,385,1298,329,901,428,87,275,55,222,5,126,2142,942,83,1018,169,584
"PolkCounty",256,56,117,421,3363,459,1652,195,191,385,73,314,206,1200,1432,2923,261,1060,292,682
"PortageCounty",726,20,90,768,4266,1069,4454,2120,229,4147,172,989,446,710,2923,3419,246,3083,1340,1523
"PriceCounty",121,2,35,59,2036,122,478,137,52,147,21,144,36,141,412,793,27,260,134,425
"RacineCounty",138,15,147,2304,18318,3361,8225,1991,514,2064,456,1635,478,4439,4791,11530,1027,5774,1978,3638
"RichlandCounty",163,0,30,170,1508,169,857,102,64,146,15,62,0,155,478,1047,56,322,117,243
"RockCounty",508,104,288,2243,9393,4658,7594,2847,1570,1371,351,1455,1250,3028,5747,8783,624,5569,1651,2960
"RuskCounty",111,6,27,61,1647,106,468,188,58,97,17,67,261,148,386,418,47,196,75,453
"StCroixCounty",267,7,102,1227,6406,1298,3640,1014,246,855,158,1389,199,1171,2491,5180,420,3491,878,1463
"SaukCounty",605,64,66,1327,6022,1251,4965,670,149,726,591,1197,290,781,1869,3586,519,5527,690,3431
"SawyerCounty",94,4,31,220,657,98,844,121,25,175,79,184,37,50,738,845,405,690,169,916
"ShawanoCounty",737,0,42,358,1934,641,1455,215,135,314,82,234,121,311,1171,1540,513,1085,392,1155
"SheboyganCounty",633,8,192,1938,20794,2349,5604,1218,315,2364,204,1130,971,2522,3785,7106,629,4043,1519,1644
"TaylorCounty",268,43,12,253,1945,687,708,378,355,270,39,121,177,294,479,986,44,488,107,433
"TrempealeauCounty",313,101,58,293,5999,384,1033,643,87,303,64,220,38,248,1033,1438,72,625,217,490
"VernonCounty",216,1,121,224,720,831,947,462,154,247,35,169,98,96,930,1705,25,583,141,592
"VilasCounty",39,0,21,413,311,278,899,115,90,159,72,96,15,147,661,543,468,1079,267,824
"WalworthCounty",371,1,74,1148,9857,1427,4089,1047,295,724,395,1059,127,1922,4634,3831,881,5658,1217,1835
"WashburnCounty",70,0,1,96,1269,80,811,182,30,139,41,78,161,99,556,781,36,470,189,511
"WashingtonCounty",354,80,137,2022,13643,3057,6961,2023,649,1953,252,1195,237,2187,3360,5818,957,4336,1848,1930
"WaukeshaCounty",276,241,957,13168,45346,17181,25382,7051,5087,12827,3094,14437,7900,14161,12715,27152,3424,16196,8633,5955
"WaupacaCounty",314,8,67,581,6034,415,2092,350,412,437,68,278,26,414,1516,3504,220,1676,411,1020
"WausharaCounty",281,10,28,210,913,287,704,260,51,93,29,149,3,141,626,671,78,522,121,637
"WinnebagoCounty",296,14,154,4296,22350,3225,8423,3350,1679,3550,596,3152,3392,4962,5445,12880,735,6055,3390,3812
"WoodCounty",383,24,153,1336,5755,1340,3570,3837,1424,876,227,588,346,1120,2213,9011,157,2169,1134,2161
