County,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
HawaiiCounty,34844,12089,22123,59840,29349,26834
HonoluluCounty,175226,60344,144870,319799,114478,138490
KalawaoCounty,0,0,7,37,20,26
KauaiCounty,12515,4146,7633,22591,10221,9985
MauiCounty,29722,9415,18498,55902,21494,19803
