"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"ApacheCounty",61,139,1053,579,102,146,1264,219,154,143,309,133,6,258,3007,2342,84,1215,125,5925
"CochiseCounty",505,67,370,1272,473,553,3981,530,430,701,246,2688,71,1937,4463,3573,495,3292,687,4159
"CoconinoCounty",89,82,722,2341,4648,1121,6339,1416,457,546,686,1306,103,1743,7846,9144,2650,11274,1171,3175
"GilaCounty",28,639,70,2438,1275,153,1887,234,165,145,108,223,7,336,1236,1641,479,1369,222,1096
"GrahamCounty",728,675,97,439,260,171,1302,70,75,88,123,233,12,163,1632,1144,378,761,295,2093
"GreenleeCounty",44,2631,33,277,1,72,138,42,5,13,7,12,0,56,106,144,10,147,3,203
"LaPazCounty",465,21,74,84,192,85,964,56,44,31,109,56,1,83,481,549,522,672,91,1281
"MaricopaCounty",5740,2318,14666,96470,118744,74905,217657,59551,35764,122628,39165,102022,25881,173585,142226,222947,37921,167496,49513,72638
"MohaveCounty",441,619,592,2463,2777,973,8489,1054,779,900,683,1190,60,3090,3876,7345,794,5304,1754,3988
"NavajoCounty",238,527,161,1457,305,382,3688,333,1303,315,483,366,220,476,4070,3318,180,3074,480,2902
"PimaCounty",784,2215,2906,15851,23849,8503,39404,7002,4191,9806,5713,21044,2837,26910,39938,60069,7432,37210,12236,22855
"PinalCounty",2368,1716,479,2139,4318,1212,7192,818,701,939,570,1323,87,5039,8543,6435,1120,5915,1682,6882
"SantaCruzCounty",165,10,45,226,527,2177,2117,1639,62,117,145,221,2,235,1463,675,97,1099,246,1279
"YavapaiCounty",354,975,312,3675,3574,2236,7188,1065,627,794,772,1646,88,2037,6605,10351,1398,7207,1603,3798
"YumaCounty",9643,9,457,2383,2158,1404,7585,1169,525,1029,660,2139,248,4179,6198,6774,1590,5526,1240,4619
