"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.122549959181878,0.877450040818122,2,1
2,0.473499644401482,0.526500355598518,2,0
3,0.421788936917024,0.578211063082976,12,8
4,0.329426802845101,0.670573197154899,2,0
5,0.0763722238391646,0.923627776160835,1,2
6,0.192501294148437,0.807498705851563,7,2
7,0.181825774258031,0.818174225741969,5,4
8,0.233455388714992,0.766544611285008,2,3
9,0.134342821827482,0.865657178172518,0,0
10,0.511086890555729,0.488913109444271,0,1
11,0.532061763030145,0.467938236969855,2,0
12,0.668955542646222,0.331044457353778,34,14
13,0.574043705293349,0.425956294706651,5,0
14,0.296984478905375,0.703015521094625,0,0
15,0.254762106060935,0.745237893939064,0,0
16,0.292247289852626,0.707752710147374,0,0
17,0.0512840369554983,0.948715963044502,0,4
18,0.823980628528747,0.176019371471253,16,2
19,0.458896381705954,0.541103618294046,3,1
20,0.153884141884506,0.846115858115494,0,1
21,0.48565728180227,0.51434271819773,0,0
22,0.634547071721447,0.365452928278553,1,0
23,0.220262195048898,0.779737804951102,2,0
24,0.143309869173441,0.856690130826559,2,2
25,0.172627570488467,0.827372429511533,2,0
26,0.601076104326182,0.398923895673819,19,7
27,0.0664638925860683,0.933536107413932,0,0
28,0.13006920545436,0.86993079454564,2,1
29,0.499509853805331,0.500490146194669,3,0
30,0.122154702334916,0.877845297665084,2,1
31,0.685841973381718,0.314158026618282,20,6
32,0.111509729259209,0.888490270740792,3,1
33,0.408217535799617,0.591782464200383,31,9
34,0.0912979913170139,0.908702008682986,2,6
35,0.267488635666556,0.732511364333444,3,0
36,0.861809856923275,0.138190143076725,25,1
37,0.0687078468861626,0.931292153113837,3,1
38,0.301345390186715,0.698654609813286,0,0
39,0.187779510082017,0.812220489917983,5,2
40,0.507668152235908,0.492331847764093,105,37
41,0.4822378665648,0.5177621334352,31,8
43,0.0595362021640547,0.940463797835945,5,28
99,0.646446399835973,0.353553600164027,1,0
