"FAFZone","BernalilloCounty","CatronCounty","ChavesCounty","CibolaCounty","ColfaxCounty","CurryCounty","DeBacaCounty","DonaAnaCounty","EddyCounty","GrantCounty","GuadalupeCounty","HardingCounty","HidalgoCounty","LeaCounty","LincolnCounty","LosAlamosCounty","LunaCounty","McKinleyCounty","MoraCounty","OteroCounty","QuayCounty","RioArribaCounty","RooseveltCounty","SandovalCounty","SanJuanCounty","SanMiguelCounty","SantaFeCounty","SierraCounty","SocorroCounty","TaosCounty","TorranceCounty","UnionCounty","ValenciaCounty"
"63",811.2,655.6,872,743.5,1016.3,982.8,940.4,680.7,893.3,604.2,935.3,1038.1,593,927.1,823.1,902.9,630.85,697.5,971.4,758.1,993.8,864.9,952.4,848,807.4,944.5,863.2,703.85,793.75,950.7,866.8,1093.9,817.4
"64",1074.16666666667,1016.58333333333,1277.70833333333,1006.44166666667,1279.26666666667,1295.65,1242.33333333333,1125.6,1344.65,1049.10833333333,1198.33333333333,1301.1,1037.94166666667,1378.40833333333,1225.04166666667,1165.93333333333,1075.74166666667,960.466666666667,1234.40833333333,1203.01666666667,1256.84166666667,1127.9,1305.55833333333,1110.95833333333,1070.375,1207.475,1126.23333333333,1148.7625,1124.1,1213.73333333333,1129.76666666667,1356.93333333333,1080.425
"65",932.15,874.55,1135.7,864.45,1137.25,1153.65,1100.35,993.7,1202.65,917.2,1056.35,1159.1,906.05,1236.4,1083.05,1023.95,943.825,818.45,1092.4,1071.1,1114.85,985.9,1163.55,968.95,928.4,1065.5,984.2,1016.85,982.1,1071.7,987.75,1214.95,938.4
"69",1081.36774193548,1021.19677419355,1280.87580645161,1013.64838709677,1295.17741935483,1301.82903225807,1248.87419354838,1141.54677419355,1344.29032258064,1065.06129032259,1205.54193548388,1308.28548387097,1053.91612903225,1378.03387096774,1227.87096774194,1173.14193548387,1091.68709677419,967.658064516129,1241.59193548387,1218.96129032259,1264.04838709678,1129.31290322581,1310.43870967741,1119.12580645162,1041.20161290322,1214.67419354839,1133.42741935484,1162.4435483871,1129.69193548387,1217.50806451613,1136.95483870967,1367.77096774194,1087.61612903226
"81",453.008333333333,632.891666666666,525.020833333333,540.291666666667,265.25,465.875,460.75,685.054166666667,591.95,692.4625,416.75,350.9125,770.9375,625.7125,523.658333333334,352.575,694.733333333334,578.808333333334,316.65,572.929166666667,420.05,360.95,523.95,461.808333333334,404.1875,355.491666666667,402.2875,604.554166666667,525.533333333334,288.883333333333,449.5,303.366666666667,481.870833333334
"89",374.272115384616,537.277884615384,489.560576923077,438.229807692308,280.453846153846,452.935576923076,440.835576923077,604.386538461539,556.508653846154,608.900961538462,397.486538461539,362.172115384615,687.774038461539,568.272115384616,481.875961538462,310.618269230769,615.977884615384,449.475,327.456730769231,531.1375,409.385576923077,307.219230769231,481.320192307692,369.088461538462,322.975,342.220192307692,335.9875,525.804807692308,446.785576923077,264.073076923077,385.615384615385,311.163461538461,403.113461538461
"91",2135.6,2317.56666666667,2071.6,2224.96666666667,2021.28333333333,1965.23333333333,2027.53333333333,2257.6,2138.6,2377.1,2033.26666666667,2014.1,2423.48333333333,2098.7,2136.53333333333,2162.33333333333,2379.4,2263.5,2008.03333333333,2193.7,1962.2,2209.2,1979.76666666667,2175.4,2331.1,2070.63333333333,2133.93333333333,2289.2,2210.2,2121.83333333333,2119.5,1895.86666666667,2166.53333333333
"92",2093.46666666667,2275.36666666667,2029.4,2182.76666666667,1979.11666666667,1923.06666666667,1985.36666666667,2215.43333333333,2096.36666666667,2334.96666666667,1991.06666666667,1971.86666666667,2381.31666666667,2056.46666666667,2094.36666666667,2120.16666666667,2337.16666666667,2221.26666666667,1965.86666666667,2151.53333333333,1919.96666666667,2166.96666666667,1937.61666666667,2133.16666666667,2288.86666666667,2028.46666666667,2091.76666666667,2247.03333333333,2167.96666666667,2079.66666666667,2077.26666666667,1853.66666666667,2124.36666666667
"99",2152.4,2334.3,2088.35,2241.7,2038.05,1982,2044.3,2274.35,2155.3,2393.9,2050,2030.8,2440.25,2115.5,2153.3,2179.1,2396.1,2280.2,2024.8,2210.5,1978.9,2225.9,1996.55,2192.1,2347.8,2087.4,2150.7,2306,2226.95,2138.6,2136.2,1912.6,2183.3
"101",1937.725,2119.675,1873.725,2027.075,1823.425,1767.375,1829.675,2082.45,1913.35,2179.225,1835.375,1816.175,2236.125,1866.025,1938.675,1964.475,2176.1,2065.575,1810.175,1995.825,1764.275,2011.325,1781.875,1977.475,2133.225,1872.775,1936.075,2091.325,2012.325,1923.975,1921.575,1697.975,1968.675
"109",1958.9,2140.8,1894.9,2048.2,1844.55,1788.5,1850.8,2136.6,1924.5,2200.4,1856.5,1837.3,2278,1877.25,1959.8,1985.6,2202.1,2086.8,1831.3,2017,1785.4,2032.5,1803.05,1998.7,2154.4,1893.9,1957.2,2112.5,2033.5,1945.1,1942.8,1719.1,1989.8
"111",1863.7,2045.6,1799.6,1953,1749.35,1693.3,1755.6,2013.8,1801.8,2105.1,1761.3,1742.1,2155.3,1754.45,1864.6,1890.4,2079.3,1991.5,1736.1,1921.8,1690.2,1937.2,1707.85,1903.4,2059.1,1798.7,1862,2017.3,1938.2,1849.9,1847.5,1623.9,1894.6
"121",1652.95,1769.8,1501.73333333333,1742.3,1611.91666666667,1467.18333333333,1529.48333333333,1669.33333333333,1477.6,1785.5,1550.6,1531.4,1810.78333333333,1430.28333333333,1575.18333333333,1679.7,1734.83333333333,1780.8,1599.48333333333,1594.39166666667,1479.5,1726.53333333333,1471.88333333333,1692.7,1848.41666666667,1587.96666666667,1651.28333333333,1738.55,1727.53333333333,1693.58333333333,1636.8,1517.3,1683.88333333333
"122",1883.15714285714,2000,1731.92857142857,1972.5,1842.12857142857,1697.38571428571,1759.7,1899.52857142857,1707.8,2015.69285714286,1780.78571428571,1761.61428571429,2040.98571428571,1660.47857142857,1805.38571428571,1909.88571428571,1965.02857142857,2011.01428571429,1829.7,1824.57857142857,1709.7,1956.72857142857,1702.1,1922.91428571429,2078.62857142857,1818.17142857143,1881.48571428571,1968.74285714286,1957.72857142857,1923.77142857143,1867.01428571429,1747.5,1914.07142857143
"123",1725.58571428571,1842.41428571429,1574.38571428571,1814.92857142857,1684.57142857143,1539.8,1602.1,1741.98571428571,1550.21428571429,1858.13571428571,1623.2,1604.05714285714,1883.4,1502.93571428571,1647.8,1752.31428571429,1807.47857142857,1853.45714285714,1672.1,1667.03571428571,1552.11428571429,1799.17142857143,1544.51428571429,1765.35714285714,1921.07142857143,1660.58571428571,1723.9,1811.18571428571,1800.18571428571,1766.2,1709.45714285714,1589.91428571429,1756.5
"124",1719.775,1836.625,1568.55,1809.125,1678.725,1534.025,1596.325,1736.15,1544.425,1852.3125,1617.425,1598.225,1877.625,1497.1,1642.025,1746.525,1801.625,1847.625,1666.325,1661.2,1546.325,1793.325,1538.725,1759.525,1915.225,1654.775,1718.125,1805.375,1794.325,1760.4,1703.625,1584.125,1750.675
"129",1610.09418604651,1726.92906976744,1458.88488372093,1699.44069767442,1569.05465116279,1424.31511627907,1486.62209302326,1626.48720930233,1434.74534883721,1742.64534883721,1507.73139534884,1488.55,1767.91046511628,1387.43604651163,1532.31511627907,1636.83604651163,1691.96976744186,1737.94534883721,1556.62209302326,1551.53720930232,1436.64069767442,1683.67093023256,1429.01976744186,1649.84534883721,1805.57093023256,1545.1023255814,1608.41046511628,1695.69186046512,1684.67790697674,1650.71046511628,1593.94534883721,1474.42906976744,1641.0011627907
"131",1421.96666666666,1603.8923076923,1302.42948717949,1511.30128205128,1380.92307692308,1249.01794871795,1311.33076923077,1490.33076923077,1278.28205128205,1606.48846153846,1319.58974358975,1300.41794871794,1631.75897435898,1230.97948717949,1375.85384615385,1448.68974358974,1555.80128205128,1549.81794871795,1368.49230769231,1395.0782051282,1248.51025641025,1495.5282051282,1262.54871794872,1461.71538461539,1617.42307692308,1356.97692307693,1420.28974358975,1558.66153846153,1496.54358974359,1462.57948717949,1405.81794871795,1284.58974358975,1452.87692307692
"132",1635.18333333333,1817.15,1511.26666666667,1724.55,1594.16666666667,1464.81666666667,1527.15,1699.16666666667,1487.15,1815.34166666666,1532.85,1513.65,1840.63333333333,1439.81666666667,1584.73333333333,1661.95,1764.66666666667,1763.05,1581.75,1603.91666666667,1461.75,1708.76666666667,1479.35,1674.96666666667,1830.66666666667,1570.2,1633.53333333333,1768.38333333333,1709.76666666667,1675.81666666667,1619.05,1497.85,1666.1
"139",1507.1951754386,1680.56096491228,1362.50175438596,1596.53640350877,1466.16096491228,1316.68815789474,1378.99868421053,1551.94780701755,1338.19956140351,1668.10570175438,1404.82324561403,1385.65087719298,1693.37587719298,1290.89649122807,1435.10570175439,1533.92324561403,1617.42894736843,1635.05263157895,1453.725,1454.99517543859,1333.74342105263,1580.76622807017,1325.96754385965,1546.95263157895,1702.66710526316,1442.20219298246,1505.51447368421,1617.76798245614,1581.77587719298,1547.81447368421,1491.05263157895,1370.04780701754,1538.1048245614
"151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"160",961.685227272727,1004.49090909091,1172.38295454546,915.660227272727,1054.39659090909,1177.0875,1133.76704545455,1193.71931818182,1239.33295454545,1104.62613636363,1089.76477272727,1140.06704545454,1190.04204545455,1273.08977272727,1135.3125,958.296590909091,1203.38977272727,869.671590909091,1105.80340909091,1184.58522727272,1136.69204545454,915.303409090909,1196.98068181818,918.067045454545,795.192045454545,1068.54772727273,982.735227272728,1113.22386363636,1034.19886363636,988.3875,1014.17159090909,1092.51704545455,990.530681818182
"171",1313.56153846154,1495.49230769231,1249.54615384615,1402.9,1212.75769230769,1143.19230769231,1205.49230769231,1435.54615384615,1316.5,1555.06153846154,1211.19230769231,1164.81538461538,1601.43461538461,1276.64615384615,1314.48461538462,1325.05384615385,1557.33076923077,1441.41538461538,1149.96923076923,1371.65384615385,1140.09230769231,1336.38461538462,1157.73461538462,1353.31538461539,1365.25384615385,1229.55384615385,1311.88461538461,1467.15384615385,1388.14615384615,1248.49230769231,1297.41538461538,1037.76923076923,1344.47307692308
"172",1084.05555555556,1265.98888888889,1020.04444444444,1173.42222222222,973.427777777778,913.688888888889,975.988888888889,1206.04444444444,1087.01111111111,1325.55555555556,981.688888888889,962.522222222222,1371.92777777778,1047.14444444444,1084.97777777778,1110.78888888889,1327.84444444444,1211.92222222222,985.355555555556,1142.14444444444,910.6,1157.62222222222,928.227777777778,1123.82222222222,1279.53333333333,1019.07777777778,1082.37777777778,1237.64444444444,1158.64444444444,1073.97777777778,1067.92222222222,847.977777777778,1114.95555555556
"179",1184.80375,1366.74125,1120.795625,1274.155,1062.33375,1014.42875,1076.74,1315.500625,1185.8575,1426.30375,1082.44,1028.19375,1478.630625,1144.88125,1185.7275,1198.42625,1430.95125,1312.66375,1052.20125,1242.9075,1011.355,1236.20125,1028.964375,1216.18875,1330.3975,1093.32125,1167.4875,1338.4075,1259.39,1150.4375,1168.66375,927.54125,1215.7175
"181",1345.3,1527.2,1281.3,1434.6,1246.54,1174.9,1237.2,1467.3,1348.22,1586.8,1242.9,1223.72,1633.15,1308.4,1346.2,1372,1589.06,1473.12,1191.02,1403.4,1171.82,1400.54,1189.45,1385.02,1453.7,1280.3,1343.6,1498.9,1419.9,1303.14,1329.12,1078.82,1376.2
"182",1309.76944444444,1491.68611111111,1245.75833333333,1399.09166666667,1195.78888888889,1139.38055555556,1201.68611111111,1431.75833333333,1312.69166666667,1551.26944444444,1207.38055555556,1188.225,1597.61944444444,1272.85833333333,1310.67222222222,1336.48055555556,1553.53055555556,1437.61944444444,1186.30277777778,1367.86388888889,1136.30833333333,1383.33611111111,1153.91944444444,1349.51388888889,1505.23611111111,1244.76944444444,1308.07222222222,1463.36388888889,1384.34166666667,1296.33888888889,1293.61944444444,1070.34166666667,1340.66944444444
"183",1422.875,1604.8,1358.8625,1512.2,1324.2625,1252.4875,1314.8,1544.8625,1425.8,1664.375,1320.5,1301.3125,1710.7375,1385.95,1423.7875,1449.6,1666.6375,1550.7125,1295.3,1480.975,1249.4,1496.425,1267.025,1462.6125,1582,1357.875,1421.1875,1576.475,1497.4375,1407.425,1406.7125,1183.1,1453.775
"189",1312.38114754098,1494.30573770492,1248.36967213115,1401.71393442623,1204.76721311476,1141.99918032787,1204.30573770492,1434.36967213115,1315.31229508197,1553.88114754098,1210.00409836066,1190.8237704918,1600.24590163934,1275.47131147541,1313.29590163934,1339.10573770492,1556.15245901639,1440.2237704918,1207.43852459016,1370.48114754098,1138.91557377049,1384.44590163934,1156.5368852459,1352.1237704918,1494.31147540984,1247.38770491803,1310.69590163935,1465.98114754098,1386.95983606557,1299.14344262295,1296.2237704918,1072.06475409836,1343.28934426229
"190",1135.46363636364,1316.90707070707,1079.56161616162,1224.31919191919,962.940909090909,973.192929292929,1020.44343434343,1230.82828282828,1146.52222222222,1376.47070707071,1000.56767676768,850.935353535354,1433.40858585858,1106.66060606061,1118.25656565657,1062.03838383838,1378.74444444444,1262.82929292929,942.389898989899,1166.93838383838,939.348484848485,1088.60101010101,987.729797979798,1096.99191919192,1121.43838383838,981.226262626263,1036.57272727273,1288.56868686869,1209.55454545455,1001.5898989899,1086.78787878788,791.841414141414,1165.8797979798
"201",870.544444444444,1052.46666666667,806.533333333333,959.877777777778,658.311111111111,700.166666666667,762.466666666667,992.533333333333,873.466666666667,1112.04444444444,768.166666666667,620.355555555555,1158.41666666667,833.622222222222,871.466666666667,785.9,1114.28888888889,998.377777777778,652.4,928.655555555556,697.077777777778,841.833333333333,714.705555555556,847.666666666667,945.311111111111,701.255555555556,757.5,1024.14444444444,945.111111111111,750.8,854.377777777778,540.2,901.455555555556
"202",636.416666666667,818.316666666667,623.6,725.716666666667,467.983333333333,517.233333333333,576.716666666667,768.15,690.533333333333,877.916666666667,534.016666666667,461.75,940.316666666667,650.7,651.016666666667,634.55,880.166666666667,764.233333333333,482.483333333333,704.25,467.266666666667,632.2,531.775,675.966666666667,769.566666666667,533.6,606.15,790,711,529.783333333333,620.233333333333,370.3,667.316666666667
"209",617.04,798.721666666667,607.331666666666,706.127777777778,457.91,499.345,541.836666666667,757.382777777778,674.285555555555,858.286666666667,511.798888888889,426.117777777778,928.912222222222,634.433333333334,637.07,593.233333333333,860.558888888889,744.639444444445,475.125,688.107777777778,447.86,615.737222222222,515.499444444445,636.581666666666,719.122777777778,514.027777777778,573.769444444445,770.39,691.368333333334,525.861111111112,599.845,357.932222222222,647.698333333333
"211",1405.4875,1587.4375,1341.4625,1494.85,1300.39375,1235.1125,1297.4375,1527.4625,1401.475,1646.9875,1303.1375,1283.95,1693.375,1360.925,1406.425,1432.225,1649.2625,1533.35,1352.0375,1463.5875,1232.0375,1479.05,1249.6625,1445.25,1600.95,1340.4875,1403.825,1559.0875,1480.0625,1400.95,1389.35,1174.9625,1436.3875
"212",1326.40909090909,1508.37272727273,1262.40909090909,1415.78181818182,1230.58181818181,1156.02727272727,1218.37272727273,1466.40909090909,1306.56363636364,1567.90909090909,1224.06363636364,1204.88181818182,1623.37727272727,1261.26818181818,1327.32727272727,1353.13636363636,1567.72727272727,1454.28181818182,1272.97272727273,1386.76818181818,1152.98181818182,1400,1170.56818181818,1366.18181818182,1521.9,1261.41818181818,1324.71818181818,1480.00909090909,1401,1331.12727272727,1310.28181818182,1105.17272727273,1357.31818181818
"219",1353.06732673267,1534.99603960396,1289.06138613861,1442.40693069307,1275.72524752475,1182.68316831683,1244.99603960396,1497.1099009901,1303.59306930693,1594.56732673267,1250.69702970297,1231.51584158416,1645.31287128713,1256.51831683168,1353.98316831683,1379.79504950495,1578.12772277228,1480.91683168317,1299.59603960396,1404.09653465346,1179.6099009901,1426.64059405941,1197.22475247524,1392.81782178218,1548.54158415842,1288.07425742574,1351.38316831683,1506.66732673267,1427.65148514851,1370.36237623762,1336.91683168317,1158.1801980198,1383.97425742574
"221",1081.2,1198.04444444444,930,1170.54444444444,1040.17777777778,895.411111111111,957.744444444445,1080.32222222222,905.844444444444,1196.48888888888,978.833333333333,959.666666666667,1221.75555555556,858.55,1003.41111111111,1107.93333333333,1145.80555555555,1209.06666666667,1027.74444444444,1022.65,907.744444444444,1154.78888888889,900.144444444445,1120.96666666667,1276.67777777778,1016.21111111111,1079.53333333333,1149.53333333333,1155.78888888889,1121.81111111111,1065.06666666667,945.533333333333,1112.11111111111
"222",1010.35,1200.8,883.35,1099.7,969.35,814.6,876.9,953.55,817.7,1069.7,908,888.85,1094.95,777.7,956.6,1037.1,1019.05,1138.25,956.9,990.15,836.9,1083.95,819.3,1050.15,1205.85,945.35,1008.7,1022.75,1112.7,1050.95,994.25,874.7,1041.25
"223",1150.14,1266.97,998.93,1239.48,1109.095,964.37,1026.67,1135.82,974.78,1251.975,1047.78,1028.58,1277.25,927.48,1072.37,1176.88,1201.285,1277.98,1096.68,1091.585,976.68,1223.71,969.08,1189.88,1345.61,1085.17,1148.47,1205.03,1224.71,1190.77,1133.98,1014.47,1181.07
"229",973.498837209302,1096.8976744186,821.701162790697,1062.84767441861,932.466279069768,786.326744186046,848.636046511628,990.193023255814,796.139534883721,1106.34767441861,871.132558139535,851.952325581395,1131.60697674418,749.455813953488,895.117441860466,1000.23488372093,1055.67093023256,1101.35697674418,920.030232558139,916.823255813953,800.044186046511,1047.07325581395,791.043023255814,1013.2534883721,1168.97790697675,908.509302325582,971.818604651163,1059.39651162791,1050.38604651163,1014.11627906976,957.355813953488,837.827906976745,1004.40697674418
"230",2422.16875,2604.09375,2358.1625,2511.5,2307.834375,2251.78125,2314.09375,2544.1625,2425.10625,2663.66875,2319.79375,2300.621875,2710.034375,2385.2625,2423.08125,2448.8875,2665.9375,2550.0125,2294.59375,2480.275,2248.7,2495.74375,2266.328125,2461.91875,2617.6375,2357.18125,2420.4875,2575.775,2496.75,2408.3875,2406.0125,2182.3875,2453.075
"241",1877.12142857143,2059.05,1813.12142857143,1966.47142857142,1762.8,1706.75,1769.05,2063.29285714286,1851.25,2118.62142857143,1774.75,1755.6,2204.72142857143,1803.94285714286,1878.05,1903.85,2128.77142857142,2004.98571428571,1749.55,1935.22142857143,1703.67857142857,1950.7,1721.3,1916.88571428572,2072.6,1812.12142857143,1875.45,2030.72142857143,1951.7,1863.35,1860.98571428571,1637.35,1908.02142857143
"242",1865.64,2047.58,1801.62,1954.98,1756.9,1695.28,1757.58,2025.38,1813.34,2107.14,1763.28,1744.08,2166.82,1766.03,1866.56,1892.38,2090.86,1993.48,1752.9,1919.53,1692.18,1939.2,1709.79,1905.38,2061.1,1800.64,1863.96,2019.22,1940.22,1857.44,1849.48,1631.46,1896.54
"249",1892.875,2074.79166666667,1828.85833333333,1982.2,1781.59583333334,1722.48333333333,1784.79166666667,2052.35,1862.74166666666,2134.375,1790.49166666667,1771.3,2199.9,1816.68333333333,1893.79166666667,1919.59166666667,2131.9,2020.70833333333,1771.46666666667,1949.22083333334,1719.39166666667,1966.43333333333,1737.02916666666,1932.60833333333,2088.325,1827.88333333333,1891.19166666667,2046.475,1967.44166666667,1882.15,1876.70833333333,1656.15,1923.78333333333
"251",2227.75,2409.6875,2163.7375,2317.1,2113.43125,2057.3875,2119.6875,2349.7375,2230.6875,2469.25,2125.3875,2106.2,2515.6375,2190.85,2228.6875,2254.4875,2471.525,2355.6,2100.1875,2285.8625,2054.3,2301.3125,2071.9125,2267.5,2423.225,2162.775,2226.0875,2381.3625,2302.325,2213.975,2211.6,1987.9875,2258.6625
"259",2193.21666666667,2375.11666666667,2129.21666666667,2282.51666666667,2078.86666666667,2022.81666666667,2085.11666666667,2315.21666666667,2196.11666666667,2434.71666666667,2090.81666666667,2071.61666666667,2481.06666666667,2156.3,2194.11666666667,2219.91666666667,2436.93333333333,2321.03333333333,2065.61666666667,2251.31666666667,2019.71666666667,2266.75,2037.36666666667,2232.93333333333,2388.65,2128.21666666667,2191.51666666667,2346.81666666667,2267.78333333333,2179.41666666667,2177.03333333333,1953.41666666667,2224.11666666667
"261",1581.51,1763.44,1517.51,1670.85,1516.31,1411.12,1473.44,1703.51,1584.44,1823.01,1479.13,1459.96,1869.37,1544.6,1582.42,1608.22,1825.28,1709.36,1432.02,1639.62,1408.04,1630.65,1425.67,1621.25,1660.38,1516.52,1579.82,1735.12,1656.1,1543.61,1565.36,1319.81,1612.42
"262",1505.0875,1687.0375,1441.075,1594.45,1433.8125,1334.7125,1397.0375,1627.075,1508.05,1746.5875,1402.725,1383.5625,1792.9625,1468.175,1506.0125,1531.8375,1748.875,1632.9625,1350.1375,1563.1875,1331.65,1548.1375,1349.25625,1544.8625,1577.875,1440.1,1503.4125,1658.6875,1579.675,1461.1125,1488.9625,1237.9375,1536
"269",1615.06692307692,1796.99,1551.05769230769,1704.40230769231,1521.64230769231,1444.68153846154,1506.99,1737.05769230769,1618.00384615385,1856.56692307692,1512.69461538461,1459.97153846154,1902.93,1578.15615384615,1615.98153846154,1621.47923076923,1858.83,1742.91307692308,1442.98538461539,1673.16692307692,1441.60384615385,1636.76846153846,1459.22307692308,1644.51307692308,1665.68692307692,1523.60384615385,1599.11615384615,1768.66692307692,1689.64538461538,1548.94230769231,1598.91307692308,1330.79,1645.96846153846
"271",1343.41578947368,1525.01578947368,1290.11052631579,1432.41578947368,1163,1183.73684210526,1246.03684210526,1459.93684210526,1357.03684210526,1584.59473684211,1233.51578947368,1062.21052631579,1636.03421052631,1317.21052631579,1355.03684210526,1262.90526315789,1586.85263157895,1470.92631578947,1137.22631578947,1396.04736842105,1180.63684210526,1277.30526315789,1198.28157894737,1290.93157894737,1307.04210526316,1176.06315789474,1231.42631578947,1496.69473684211,1417.66315789474,1190.30526315789,1319.73157894737,1003.11052631579,1374.01052631579
"279",1345.73529411765,1525.37794117647,1322.32352941176,1432.78382352941,1153.49558823529,1215.95882352941,1224.21323529412,1429.56323529412,1389.27647058824,1584.93676470588,1190.53823529412,1074.41323529412,1653.02720588236,1349.42352941176,1313.49558823529,1253.40441176471,1587.21029411765,1471.29705882353,1175.04705882353,1365.66911764706,1127.29558823529,1267.80441176471,1230.49411764705,1328.77058823529,1297.54264705882,1213.88529411765,1269.23823529412,1497.03823529412,1418.01911764706,1180.79264705882,1276.75735294118,1015.31764705882,1374.35147058824
"280",1110.22682926829,1258.02621951219,983.365853658536,1199.56829268292,1069.18414634147,929.751219512195,992.060365853658,1170.00304878049,960.277439024391,1284.70304878049,1007.86158536585,988.678048780488,1311.43902439025,912.975,1055.03902439025,1136.96402439024,1235.47865853659,1238.07743902439,1056.76280487805,1077.07865853658,936.769512195122,1183.79756097561,938.417682926829,1149.97987804878,1305.69390243902,1045.23658536586,1108.55243902439,1227.7,1184.80487804878,1150.85243902439,1094.07743902439,973.753658536585,1141.14024390244
"291",918.592307692308,1100.53076923077,854.584615384615,1007.94615384615,713.423076923076,748.223076923077,810.530769230769,1040.58461538462,921.538461538462,1160.09230769231,816.238461538462,660.476923076923,1206.46923076923,881.692307692308,919.515384615385,827.5,1162.36153846154,1046.45384615385,700.715384615385,976.692307692308,745.146153846154,898.184615384615,762.753846153846,886.676923076923,992.315384615385,743.115384615385,799.092307692308,1072.19230769231,993.176923076923,811.284615384615,902.453846153846,588.507692307692,949.507692307692
