"FAFZone","BernalilloCounty","CatronCounty","ChavesCounty","CibolaCounty","ColfaxCounty","CurryCounty","DeBacaCounty","DonaAnaCounty","EddyCounty","GrantCounty","GuadalupeCounty","HardingCounty","HidalgoCounty","LeaCounty","LincolnCounty","LosAlamosCounty","LunaCounty","McKinleyCounty","MoraCounty","OteroCounty","QuayCounty","RioArribaCounty","RooseveltCounty","SandovalCounty","SanJuanCounty","SanMiguelCounty","SantaFeCounty","SierraCounty","SocorroCounty","TaosCounty","TorranceCounty","UnionCounty","ValenciaCounty"
"292",1028.025,1209.95,964.0125,1117.375,926.775,857.65,919.9625,1150.0125,1030.975,1269.525,925.6625,906.4875,1315.8875,991.1125,1028.9375,1054.7625,1271.8125,1155.8875,939.1,1086.125,854.575,1101.6,872.18125,1067.775,1198.4875,963.0375,1026.3375,1181.625,1102.6125,1027.7,1011.9,804.975,1058.9375
"299",963.301063829787,1145.22872340426,900.604255319149,1052.64361702128,845.820212765957,794.229787234043,856.539361702128,1090.84680851064,964.798936170213,1204.80212765957,860.925531914894,789.870212765957,1254.77553191489,924.151063829787,965.53085106383,949.172340425532,1207.62553191489,1091.15425531915,843.051063829787,1021.67872340425,791.157446808511,1006.82340425532,808.771276595745,974.609574468085,1109.80531914894,857.557446808511,920.757446808511,1116.90212765957,1037.87872340426,938.217021276596,947.154255319149,733.978723404255,994.209574468085
"300",1105.26964285714,1219.225,1233.29821428571,1124.32857142857,978.0125,1178.24107142857,1170.07857142857,1337.29642857143,1300.25357142857,1300.57142857143,1126.07857142857,1063.68214285714,1387.99732142857,1334.00357142857,1213.37857142857,1047.87142857143,1346.97857142857,1103.05714285714,1029.425,1262.63928571429,1132.54464285714,1037.24464285714,1233.30178571429,1089.61428571429,979.458928571428,1067.72857142857,1086.5125,1256.81071428571,1177.78392857143,1002.87321428571,1126.99107142857,1016.14642857143,1134.11071428571
"311",952.933333333333,1133.16666666667,883,1040.56666666667,781.133333333333,776.65,788.733333333333,994.366666666667,949.966666666667,1192.7,750.533333333333,669.533333333333,1271.175,910.116666666667,881.233333333333,881.066666666667,1194.98333333333,1079.06666666667,832.566666666667,930.483333333333,688.133333333333,895.483333333333,791.2,986.283333333333,925.2,871.4,926.75,1104.81666666667,1025.78333333333,808.433333333333,836.733333333333,610.416666666667,982.116666666667
"319",801.83908045977,981.98275862069,786.444252873564,889.394252873564,617.193678160919,670.785057471265,714.583908045977,965.988505747127,853.38908045977,1041.55574712644,672.95632183908,594.524137931034,1120.02471264368,808.498275862069,814.504597701149,720.305747126436,1043.83045977011,927.909770114942,660.190229885058,861.571264367816,608.927586206896,736.45459770115,687.031034482759,813.916091954023,782.18275862069,699.036206896551,754.377586206897,953.655172413793,874.638505747126,649.443678160919,785.116666666667,522.841954022988,830.967816091954
"321",695,637.45,898.55,627.3,900.15,916.5,863.2,802.3,965.5,699.5,819.2,922,714.6,999.3,845.9,786.8,752.4,581.3,855.3,895.2,877.7,711.5,926.4,731.8,597,828.35,747.1,824,744.95,834.6,750.6,977.8,701.3
"329",926.286666666667,891.98,1128.57333333333,869.566666666667,1130.48,1146.53333333333,1093.23333333333,1062.14,1195.53333333333,961.72,1049.23333333333,1167.68666666667,976.553333333333,1229.28,1088.4,971.446666666667,1014.35333333334,823.566666666667,1073.72,1134.32,1107.73333333333,930.466666666667,1156.44,922.26,809.953333333333,1046.78666666667,965.573333333333,1063.03666666667,987.42,1005.34,980.64,1196.71333333333,943.786666666667
"331",2243.6,2425.52,2179.58,2332.92,2129.27,2073.22,2135.52,2365.58,2246.52,2485.1,2141.22,2122.02,2531.47,2206.66,2244.52,2270.32,2487.34,2371.42,2116.02,2301.68,2070.12,2317.14,2087.76,2283.32,2439.06,2178.62,2241.92,2397.18,2318.16,2229.82,2227.42,2003.82,2274.52
"339",2226.92,2408.88,2162.92,2316.28,2112.62,2056.56,2118.88,2348.92,2229.9,2468.42,2124.58,2105.4,2514.82,2190.02,2227.86,2253.68,2470.72,2354.8,2099.38,2285.04,2053.48,2300.52,2071.1,2266.7,2422.42,2161.96,2225.28,2380.54,2301.52,2213.16,2210.8,1987.18,2257.86
"341",1981.64285714286,2163.56428571429,1917.62142857143,2070.97142857143,1867.30714285714,1811.25714285714,1873.56428571429,2103.62142857143,1984.56428571429,2223.15,1879.26428571429,1860.08571428571,2269.51071428572,1944.73571428571,1982.56428571429,2008.36428571429,2225.42142857143,2109.49285714286,1854.06428571429,2039.74285714286,1808.16428571429,2055.21428571429,1825.80357142857,2021.38571428571,2177.12142857143,1916.65714285714,1979.96428571429,2135.23571428571,2056.22142857143,1967.85714285714,1965.48571428571,1741.86428571429,2012.55714285714
"342",1960.66428571428,2142.59285714285,1896.65714285715,2049.99285714285,1846.34285714285,1790.29285714285,1852.59285714285,2082.64285714286,1956.98571428571,2202.16428571429,1858.29285714285,1839.09285714285,2248.53571428571,1910.75,1961.57857142857,1987.39285714286,2204.39285714286,2088.49285714285,1833.09285714285,2018.76428571429,1787.19285714286,2034.20714285715,1804.82857142857,2000.39285714286,2156.09285714285,1895.66428571428,1958.97857142857,2114.26428571429,2035.22142857143,1946.89285714286,1944.49285714285,1720.89285714286,1991.56428571429
"361",2072.15,2254.08,2008.13,2161.51,1957.82,1901.77,1964.08,2194.13,2075.1,2313.65,1969.79,1950.61,2360.025,2035.24,2073.07,2098.89,2315.93,2200.03,1944.58,2130.24,1898.7,2145.73,1916.31,2111.92,2267.63,2007.17,2070.48,2225.74,2146.73,2058.37,2056.03,1832.39,2103.07
"362",1794.56666666667,1976.5,1730.56666666667,1883.93333333333,1680.25,1624.2,1686.5,1916.56666666667,1797.5,2036.06666666667,1692.2,1673.03333333333,2082.45,1757.66666666667,1795.5,1821.3,2038.33333333333,1922.43333333333,1667,1852.66666666667,1621.1,1868.13333333333,1638.75,1834.33333333333,1990.03333333333,1729.56666666667,1792.9,1948.16666666667,1869.16666666667,1780.8,1778.43333333333,1554.8,1825.46666666667
"363",2026.33076923077,2208.23076923077,1962.31153846154,2115.66538461538,1911.98076923077,1855.93076923077,1918.23076923077,2148.32307692308,2029.24615384616,2267.83076923077,1923.93846153846,1904.77692307692,2314.18076923077,1989.40769230769,2027.23076923077,2053.03846153846,2270.08461538462,2154.16923076923,1898.73076923077,2084.42307692308,1852.85,2099.88461538462,1870.48076923077,2066.07692307692,2221.78461538461,1961.33076923077,2024.63076923077,2179.92307692308,2100.90384615384,2012.53076923077,2010.16923076923,1786.53846153846,2057.23076923077
"364",1868.925,2050.875,1804.9125,1958.3,1754.625,1698.575,1760.875,1990.9125,1871.9,2110.425,1766.5875,1747.4,2156.825,1832.0125,1869.875,1895.6875,2112.7,1996.8,1741.375,1927.0375,1695.4875,1942.5,1713.1125,1908.7,2064.4,1803.9625,1867.275,2022.5375,1943.5125,1855.175,1852.8,1629.1875,1899.8625
"369",1975.26607142858,2157.19285714286,1911.26071428572,2064.6,1860.93928571429,1804.88928571429,1867.19285714286,2097.25357142857,1978.20357142857,2216.76607142857,1872.88928571429,1853.71428571429,2263.1375,1938.35714285714,1976.18214285714,2001.99285714286,2219.03571428572,2103.11428571428,1847.69285714286,2033.36607142857,1801.79285714286,2048.83928571428,1819.425,2015.01428571429,2170.73214285714,1910.27857142857,1973.58571428572,2128.86785714286,2049.84642857143,1961.48928571428,1959.11785714286,1735.49285714286,2006.17142857143
"371",1632.98333333333,1814.90555555556,1533.62222222222,1722.31666666667,1591.92777777778,1462.59444444444,1524.90555555556,1720.65555555556,1508.61666666667,1836.83888888889,1530.60555555555,1511.42777777778,1862.09444444444,1461.30555555555,1608.39444444445,1659.69444444445,1786.12777777778,1760.81666666667,1579.50555555556,1625.41666666667,1459.50555555556,1706.53888888889,1477.14444444445,1672.71666666667,1828.43888888889,1567.99444444444,1631.29444444445,1783.53888888889,1707.53888888889,1673.59444444444,1616.81666666667,1495.60555555555,1663.89444444445
"372",1669.19,1851.11,1600.57,1758.54,1628.15,1498.81,1561.11,1790.7,1578.66,1906.155,1566.84,1547.65,1932.13,1531.36,1670.1,1695.94,1856.175,1797.05,1615.72,1695.45,1495.75,1742.75,1513.345,1708.95,1864.65,1604.2,1667.5,1822.79,1743.76,1709.81,1653.05,1531.84,1700.1
"373",1758.44090909091,1940.37727272727,1675.27727272727,1847.77727272727,1717.4,1588.07727272727,1650.37727272727,1855.59545454545,1643.53181818182,1971.75454545454,1656.07727272727,1636.88181818182,1997.03181818182,1596.24090909091,1759.37727272727,1785.17727272728,1921.07727272728,1886.28181818182,1704.97727272728,1760.33636363637,1584.98181818182,1832.02272727272,1602.61818181818,1798.19090909091,1953.93181818182,1693.46818181818,1756.77727272727,1912.05,1833.03181818182,1799.07727272727,1742.28181818182,1621.07727272727,1789.37727272727
"379",1728.03642857142,1909.96357142858,1639.685,1817.37214285715,1686.995,1557.655,1619.96357142858,1827.765,1615.71214285714,1942.515,1625.66071428572,1606.48214285714,1969.195,1568.41428571429,1717.11642857142,1754.75928571428,1893.24571428571,1855.88214285715,1674.565,1732.51214285715,1554.56785714286,1801.605,1572.19714285715,1767.78285714286,1923.50357142858,1663.04642857142,1726.355,1877.32928571429,1802.61214285715,1768.655,1711.88214285715,1590.66071428572,1758.94785714285
"380",1216.31509433962,1396.17924528302,1278.22641509434,1303.58490566038,1019.96603773585,1167.01509433962,1201.23962264151,1432.72452830189,1345.17169811321,1455.74905660377,1158.22830188679,1089.81698113208,1534.21603773585,1302.31886792453,1272.82075471698,1119.87358490566,1458.02641509434,1342.09811320755,1071.37358490566,1322.09811320755,1093.02641509434,1134.28301886792,1185.02735849056,1225.09811320755,1163.63773584906,1110.22264150943,1165.56603773585,1367.84716981132,1288.83396226415,1047.26603773585,1204.73018867925,1005.5679245283,1245.15849056604
"391",1419.25833333333,1601.19166666667,1355.25833333333,1508.6,1304.925,1248.875,1311.19166666667,1541.25833333333,1422.2,1660.75833333333,1316.88333333334,1297.70833333333,1707.125,1382.35833333333,1420.175,1446,1663.04166666667,1547.10833333333,1291.69166666667,1477.35833333333,1245.8,1492.825,1263.425,1459.00833333333,1614.725,1354.275,1417.575,1572.85833333333,1493.85833333333,1405.475,1403.10833333333,1179.5,1450.175
"392",1596.98461538462,1778.90769230769,1532.98461538462,1686.32307692308,1482.64230769231,1426.59230769231,1488.90769230769,1718.98461538462,1599.91538461538,1838.48461538462,1494.60769230769,1475.43076923077,1884.84230769231,1560.08461538462,1597.89230769231,1623.70769230769,1840.76153846154,1724.85384615385,1469.40769230769,1655.08461538462,1423.51538461538,1670.55384615385,1441.14230769231,1636.74615384615,1778.15384615385,1531.99230769231,1595.29230769231,1750.58461538462,1671.56923076923,1586.98461538462,1580.85384615385,1357.20769230769,1627.89230769231
"393",1490.62941176471,1672.55294117647,1426.62352941176,1579.96176470588,1376.28823529412,1320.24117647059,1382.55294117647,1612.62352941176,1493.55294117647,1732.12941176471,1388.24705882353,1369.07352941176,1778.48823529412,1453.72352941176,1491.54117647059,1517.34705882353,1734.40588235294,1618.46176470588,1363.05294117647,1548.72941176471,1317.15294117647,1564.20294117647,1334.77941176471,1530.36176470588,1686.10882352941,1425.62941176471,1488.93529411765,1644.22941176471,1565.21176470588,1476.83529411765,1474.46176470588,1250.84705882353,1521.52941176471
"394",1418.25,1600.21428571428,1354.25,1507.61428571428,1303.94285714286,1247.89285714286,1310.21428571428,1540.25,1421.21428571428,1659.75,1315.89285714286,1296.72142857143,1706.14285714286,1381.35,1419.19285714286,1445.00714285715,1662.05,1546.11428571428,1290.71428571428,1476.36428571428,1244.81428571429,1491.85,1262.43571428571,1458.01428571429,1613.75,1353.27857142857,1416.59285714285,1571.86428571428,1492.85,1404.49285714285,1402.11428571428,1178.50714285715,1449.19285714286
"399",1519.82111111111,1701.76555555556,1455.80777777778,1609.17444444445,1412.58222222223,1349.44555555556,1411.76555555556,1641.80777777778,1519.53666666667,1761.32111111111,1417.45777777778,1398.28111111111,1807.69888888889,1478.84333333334,1520.75,1546.56555555555,1763.59888888889,1647.68111111111,1395.55888888889,1577.92777777778,1346.37444444445,1593.39666666667,1363.98444444444,1559.58111111111,1702.38555555556,1454.83666666667,1518.14777777778,1673.42777777778,1594.40777777778,1506.97888888889,1503.68111111111,1280.16111111111,1550.73666666667
"401",560.4375,742.35,496.4125,649.75,519.375,390.0375,452.35,682.4125,551.8625,801.9375,458.05,438.875,848.29375,506.0875,561.3375,587.15,804.1875,688.275,506.95,618.5375,386.95,633.9875,404.5875,600.1625,755.9,495.4375,558.75,714.0375,635.0125,601.0375,544.275,415.3375,591.3375
"402",666.23,848.16,602.23,755.58,598.14,495.85,558.16,788.23,669.17,907.73,563.87,544.68,954.1,629.33,667.15,692.96,910.01,794.08,612.77,724.33,492.77,739.81,510.39,705.98,861.71,601.24,664.55,819.83,740.82,685,650.08,501.4,697.14
"409",579.683050847458,761.581355932203,507.680508474576,668.986440677966,510.289830508475,407.268644067796,469.062711864407,709.471186440678,554.473728813559,821.01779661017,477.332203389831,452.871186440678,867.933898305085,507.106779661017,574.694915254237,603.84406779661,811.934745762711,707.496610169492,511.379661016949,628.612711864406,406.686440677966,645.664406779661,422.028813559322,618.861016949153,774.577966101695,512,575.435593220339,733.88813559322,654.216949152542,592.459322033898,563.552542372881,413.840677966102,610.562711864407
"411",1405.77222222223,1482.45,1606.21666666666,1359.76111111112,1545.73888888888,1624.16111111112,1570.85555555556,1656.80555555555,1673.16111111112,1614.63888888889,1526.85555555556,1631.41666666666,1618.95,1706.91666666666,1579.26111111112,1404.16111111112,1656.71111111111,1313.76111111112,1597.16111111112,1652.23888888888,1585.36111111111,1359.39444444445,1634.07222222223,1362.16111111112,1239.27222222223,1507.08333333334,1425.83888888888,1557.31666666667,1478.30555555555,1430.95,1458.26111111112,1583.87222222222,1434.63888888889
"419",1304.60925925926,1322.00555555556,1505.83888888889,1252.95,1448.53148148148,1523.78703703704,1470.47592592592,1491.47222222222,1572.78703703704,1419.42962962963,1426.47592592592,1527.79814814815,1460.64814814815,1606.53888888889,1472.20925925926,1320.96481481482,1487.28333333333,1206.96851851852,1488.81296296296,1508.17962962963,1484.98518518519,1252.37037037037,1533.69814814815,1266.17592592592,1132.26296296296,1410.26851851852,1329.01296296296,1436.1925925926,1371.26481481482,1341.24259259259,1357.90185185185,1488.07222222222,1327.59074074074
"421",1922.13333333334,2104.05,1858.13333333334,2011.46666666666,1807.79166666667,1751.73333333333,1814.05,2044.13333333334,1925.06666666667,2163.63333333334,1819.75,1800.56666666667,2209.99166666666,1885.23333333333,1923.05,1948.85,2165.9,2049.96666666666,1794.55,1980.23333333333,1748.65,1995.7,1766.28333333334,1961.86666666666,2117.6,1857.13333333334,1920.45,2075.73333333333,1996.71666666666,1908.35,1905.96666666666,1682.35,1953.03333333334
"422",1668.17777777778,1850.08888888889,1604.17777777778,1757.51111111111,1553.83888888889,1497.78888888889,1560.08888888889,1790.17777777778,1671.11111111111,1909.67777777778,1565.78888888889,1546.63333333333,1956.03888888889,1631.27777777778,1669.08888888889,1694.88888888889,1911.95555555556,1796.02222222222,1540.58888888889,1726.27777777778,1494.72222222222,1741.74444444444,1512.33333333334,1707.92222222222,1863.65555555556,1603.17777777778,1666.48888888889,1821.77777777778,1742.75555555556,1654.38888888889,1652.02222222222,1428.38888888889,1699.08888888889
"423",1935.74,2117.7,1871.74,2025.12,1821.41,1765.36,1827.7,2057.74,1938.72,2177.24,1833.38,1814.22,2223.61,1898.84,1936.66,1962.48,2179.54,2063.62,1808.2,1993.84,1762.32,2009.32,1779.9,1975.52,2131.24,1870.74,1934.06,2089.34,2010.34,1921.96,1919.62,1695.98,1966.66
"429",1812.62127659574,1994.55531914894,1748.6085106383,1901.96595744681,1698.29042553191,1642.23829787234,1704.55531914894,1934.6085106383,1815.99361702128,2054.11914893617,1710.25531914894,1691.06595744681,2100.49255319149,1775.81914893617,1813.54255319149,1839.35106382979,2056.38936170213,1940.47021276596,1685.05531914894,1870.71914893617,1639.16382978723,1886.1914893617,1656.7829787234,1852.37021276596,2008.0914893617,1747.63191489362,1810.94468085106,1966.2170212766,1887.20212765957,1798.84255319149,1796.47021276596,1572.85106382979,1843.52978723404
"441",2186.2,2368.12,2122.18,2275.52,2071.87,2015.82,2078.12,2308.18,2189.14,2427.7,2083.82,2064.66,2474.07,2149.28,2187.12,2212.92,2429.98,2314.06,2058.62,2244.28,2012.74,2259.76,2030.36,2225.94,2381.68,2121.2,2184.52,2339.78,2260.78,2172.42,2170.06,1946.42,2217.12
"451",1696.2,1878.1,1572.3,1785.5,1655.13333333333,1525.8,1588.1,1760.2,1548.1,1876.35,1593.8,1574.63333333333,1901.6,1500.85,1645.7,1722.9,1825.66666666667,1824,1642.7,1664.95,1522.7,1769.76666666667,1540.35,1735.9,1891.66666666667,1631.2,1694.5,1829.4,1770.8,1736.8,1680,1558.8,1727.1
"452",1560.285,1742.215,1436.685,1649.645,1519.265,1389.905,1452.215,1624.585,1412.545,1740.745,1457.92,1438.765,1765.995,1365.235,1510.095,1587.015,1690.07,1688.165,1506.815,1529.335,1386.835,1633.875,1404.445,1600.055,1755.775,1495.295,1558.605,1693.785,1634.875,1600.905,1544.165,1422.92,1591.195
"459",1658.71212121212,1840.63939393939,1534.65151515152,1748.0696969697,1617.67878787879,1488.3303030303,1550.63939393939,1722.54848484848,1510.50909090909,1838.70757575758,1556.34848484848,1537.17575757576,1863.97272727273,1463.20151515152,1608.07575757576,1685.44545454545,1788.0303030303,1786.57272727273,1605.24545454545,1627.30151515152,1485.25757575758,1732.29393939394,1502.86818181818,1698.4696969697,1854.19393939394,1593.71818181818,1657.02121212121,1791.75454545455,1733.29696969697,1699.3303030303,1642.57272727273,1521.34848484848,1689.61515151515
"460",1022.96818181819,1202.8409090909,1057.24090909091,1110.25,826.625757575757,916.657575757576,970.666666666667,1216.32878787879,1124.19545454546,1262.4,930.559090909091,858.978787878788,1340.87348484849,1055.42954545454,1057.34848484848,926.540909090909,1264.67121212121,1148.75757575758,878.040909090909,1106.60757575757,839.915151515151,940.933333333333,937.258333333333,1031.75909090909,970.537878787879,916.875757575757,972.224242424242,1174.50151515151,1095.48030303031,853.924242424242,1008.20151515151,758.439393939394,1051.81363636363
"471",1040.16666666667,1222.13333333333,976.166666666667,1129.53333333333,999.133333333333,869.833333333333,932.133333333333,1172.56666666667,960.533333333333,1281.66666666667,937.833333333333,918.633333333333,1314.03333333333,913.2,1041.13333333333,1066.93333333333,1238.03333333333,1168.03333333333,986.733333333333,1077.28333333333,866.733333333333,1113.73333333333,884.383333333333,1079.93333333333,1235.63333333333,975.233333333333,1038.53333333333,1193.8,1114.73333333333,1080.83333333333,1024.03333333333,902.833333333333,1071.13333333333
"472",1238.58529411765,1420.52647058824,1174.57352941176,1327.93235294118,1197.54411764706,1068.22058823529,1130.52647058824,1370.97352941176,1158.93235294118,1480.08529411765,1136.22647058823,1117.03235294118,1512.40882352941,1111.62647058823,1239.50882352941,1265.32647058823,1436.45,1366.43823529412,1185.12647058823,1275.72647058824,1065.13235294118,1312.15,1082.75294117647,1278.33823529412,1434.05,1173.58823529412,1236.90882352941,1392.17941176471,1313.16764705882,1279.22058823529,1222.43823529412,1101.22647058823,1269.48529411765
"473",1413.87692307692,1595.80769230769,1349.86923076923,1503.21538461538,1372.83846153846,1243.5,1305.80769230769,1546.26923076923,1334.21538461538,1655.37692307692,1311.5,1292.32307692308,1687.7,1286.91923076923,1414.8,1440.60769230769,1611.76153846154,1541.71538461538,1360.4,1451.01923076923,1240.40769230769,1487.46153846154,1258.03846153847,1453.62307692308,1609.34615384615,1348.89230769231,1412.2,1567.48461538462,1488.46153846154,1454.5,1397.71538461538,1276.5,1444.8
"479",1273.79596774193,1455.71854838709,1209.78629032258,1363.13145161291,1232.76693548387,1103.41048387096,1165.71854838709,1405.2685483871,1193.21370967742,1514.83387096775,1171.42016129033,1152.24274193548,1546.69758064516,1145.92016129033,1274.71532258065,1300.52338709677,1470.75967741935,1401.64596774194,1220.32016129032,1310.01935483871,1100.32983870967,1347.37822580645,1117.95161290322,1313.54596774193,1469.27822580645,1208.80403225807,1272.11209677419,1427.39274193548,1348.38145161291,1314.41048387096,1257.64596774194,1136.42177419355,1304.70564516129
"481",720,889.88,563.74,809.38,754.36,509.74,572.04,642.62,506.8,758.79,617.64,673.86,784.06,473.47,637.04,746.74,708.12,847.88,713.28,679.22,621.96,793.58,514.44,759.78,915.48,669.8,718.32,711.84,801.76,760.62,704.36,682.52,782.66
"482",927.325,1099.925,779.925,1016.65,886.25,730.1,792.4,898.775,739.55,1014.9375,824.95,805.75,1040.25,693.1875,853.275,954.05,964.25,1055.15,873.85,898.0375,753.85,1000.85,734.8,967.05,1122.75,862.35,925.65,968,1027.225,967.95,911.15,791.65,958.225
"483",885.116666666667,1006.31666666667,688.9,974.416666666667,907.75,664.216666666667,726.516666666667,759.1,623.216666666667,875.266666666667,772.116666666667,827.25,900.516666666667,612.9,762.116666666667,911.816666666667,824.566666666667,1012.93333333333,867.8,795.65,775.333333333333,958.65,668.916666666667,924.833333333333,1080.55,824.316666666667,883.416666666667,828.316666666667,918.216666666667,915.116666666667,851.45,822.566666666667,952.533333333333
"484",645.089473684211,784.673684210526,496.078947368421,734.436842105263,609.173684210526,452.989473684211,515.294736842105,691.7,479.652631578947,807.855263157895,542.721052631579,528.663157894737,833.110526315789,431.005263157894,569.51052631579,671.831578947368,757.165789473685,772.947368421053,596.752631578947,595.107894736842,476.763157894737,718.657894736842,459.784210526316,684.847368421053,840.552631578947,583.210526315789,643.4,760.910526315789,709.731578947368,685.694736842105,625.557894736842,514.547368421053,675.994736842105
"485",319.15,344.35,204.1,383.8,428.25,315.975,276.65,97.15,147.15,213.3,288.55,417.7,238.55,196.7,204.85,410.85,162.65,422.35,383.35,130.75,350.5,441.15,285.45,359.95,515.65,339.85,371.15,166.35,256.25,458.65,285.65,466.55,290.65
"486",870.2,1014.23571428571,698.35,959.585714285714,836.414285714286,655.978571428572,718.278571428571,794.117857142857,650.65,910.282142857143,767.871428571429,755.907142857143,935.539285714285,625.057142857142,777.55,896.957142857143,859.607142857143,998.1,823.971428571429,811.146428571428,703.985714285714,943.8,660.7,910,1065.7,807.328571428571,868.535714285714,863.332142857142,938.092857142857,910.842857142857,858.15,741.771428571428,920.235714285714
"487",778.9,900.2,582.7,868.3,899.7,656.1,718.5,652.9,517.1,769.05,764,819.2,794.3,535.5,655.9,805.7,718.4,906.8,859.7,689.5,767.3,852.5,660.8,818.7,974.4,816.2,777.2,722.1,812,907,745.3,814.5,846.4
"488",729.125,850.325,532.925,818.45,751.7875,508.225,570.525,603.1125,467.2375,719.275,616.125,671.2625,744.525,456.9125,606.125,755.825,668.6,856.975,711.8125,639.7,619.3375,802.7,512.925,768.8875,924.6,668.325,727.425,672.325,762.225,759.125,695.5,666.575,796.5625
"489",580.02,703.04358974359,421.26358974359,669.268974358974,578.206666666666,383.934615384615,443.23717948718,573.524615384616,403.460512820513,690.241282051282,481.261538461539,500.495897435898,716.466153846154,362.707435897436,493.269230769231,606.531794871795,642.473076923077,707.783076923077,555.378461538462,518.888717948717,449.959230769231,652.505641025641,387.235128205128,619.981538461539,775.704102564102,527.329230769231,578.125128205128,631.89,619.169230769231,620.217948717949,554.185384615384,494.627179487179,616.867692307693
"491",624.65,670.7,825.1,578.64,765.92,843.05,789.74,856.71,892.05,767.04,745.74,851.6,856.26,925.79,798.14,623.04,861.44,532.65,781.97,847.42,804.25,578.27,852.95,581.05,458.16,735.74,644.73,776.21,697.19,649.12,677.15,804.03,653.52
"499",540.563157894737,577.405263157895,741.805263157895,494.647368421053,650.905263157895,760.863157894737,710.084210526316,754.655263157895,808.773684210526,658.052631578947,666.084210526316,734.042105263158,766.96052631579,842.505263157895,708.089473684211,549.352631578947,731.894736842105,448.652631578947,667.573684210526,757.347368421053,720.952631578947,499.652631578947,773.31052631579,502.810526315789,382.068421052632,649.905263157895,566.515789473684,686.147368421053,607.131578947368,571.168421052632,593.873684210526,711.805263157895,563.468421052632
"500",2190.74285714286,2372.69285714286,2126.74285714286,2280.11428571429,2076.43214285714,2020.37857142857,2082.69285714286,2312.74285714286,2193.70714285714,2432.24285714286,2088.39285714286,2069.22142857143,2478.63214285714,2153.84285714286,2191.68571428571,2217.5,2434.53571428571,2318.62142857143,2063.18571428571,2248.85714285714,2017.31428571429,2264.33571428571,2034.925,2230.51428571429,2386.23571428571,2125.76428571429,2189.07857142857,2344.35714285714,2265.34285714286,2176.98571428571,2174.62142857143,1951.00714285714,2221.67857142857
"511",1831.33529411765,2013.27647058824,1767.33529411765,1920.68823529412,1790.29411764706,1660.96470588235,1723.27647058824,1967.98823529412,1755.94117647059,2079.57647058823,1728.97058823529,1709.78823529412,2109.41764705882,1708.63529411765,1832.25294117647,1858.06470588235,2033.46176470588,1959.18823529412,1777.87647058824,1872.73235294118,1657.87647058824,1904.91176470588,1675.48823529412,1871.08823529412,2026.81176470588,1766.34705882353,1829.65882352941,1984.93529411765,1905.91764705882,1871.96470588235,1815.18823529412,1693.97058823529,1862.25294117647
"512",1906.07142857143,2088,1842.06071428571,1995.41785714286,1865.04285714285,1735.68571428571,1797.99285714285,2030.67857142857,1818.625,2142.80357142857,1803.7,1784.52857142857,2172.10357142857,1771.325,1906.99285714285,1932.8,2096.16071428571,2033.93571428571,1852.59285714285,1935.41428571428,1732.61785714285,1979.64285714286,1750.225,1945.84285714285,2101.54285714286,1841.07857142857,1904.38571428572,2059.66428571429,1980.64285714286,1946.68571428571,1889.93571428571,1768.7,1936.97857142857
"513",1842.98235294118,2024.9,1778.97647058824,1932.31176470588,1751.42352941177,1672.59411764706,1734.9,1979.65294117647,1767.58235294118,2084.48235294118,1740.59411764706,1721.42941176471,2121.06470588235,1720.29705882353,1843.89411764706,1869.7,2045.12647058823,1970.82941176471,1767.7,1884.47352941176,1669.51764705882,1916.54705882353,1687.14117647059,1882.72352941176,2038.45882352941,1777.98823529412,1841.29411764706,1996.58235294118,1917.57058823529,1846.4,1826.82941176471,1634.51764705882,1873.88823529412
"519",1723.83313953488,1905.76395348837,1659.83081395349,1813.1761627907,1674.54825581395,1553.4523255814,1615.76511627907,1856.71627906977,1644.66279069767,1964.8773255814,1621.46395348837,1602.29186046511,1998.13720930233,1597.36860465116,1724.7523255814,1750.56046511628,1922.20348837209,1851.69011627907,1669.0726744186,1761.22441860465,1550.38023255814,1797.41395348837,1567.99418604651,1763.59127906977,1919.31802325581,1658.83953488372,1722.1488372093,1877.43488372093,1798.4238372093,1759.50058139535,1707.69011627907,1573.67383720931,1754.74127906977
"531",1476.03333333333,1518.84444444444,1676.44444444444,1430.03333333333,1616,1694.43333333333,1641.12222222222,1708.04444444444,1743.43333333333,1618.95555555556,1597.12222222222,1701.64444444444,1800.84444444444,1777.14444444444,1649.52222222222,1474.42222222222,1740.06111111111,1384.03333333333,1667.42222222222,1698.75555555556,1655.63333333333,1429.64444444444,1704.33333333333,1432.43333333333,1309.54444444444,1577.34444444444,1496.08888888889,1627.55555555556,1548.54444444444,1501.2,1528.53333333333,1654.13333333333,1504.87777777778
"532",1378,1420.8,1578.43333333333,1331.96666666667,1517.93333333333,1596.36666666667,1543.06666666667,1610.03333333333,1645.36666666667,1520.93333333333,1499.06666666667,1603.63333333333,1682.56666666667,1679.13333333333,1551.46666666667,1376.33333333333,1667.3,1286,1569.33333333333,1600.73333333333,1557.56666666667,1331.6,1606.26666666667,1334.36666666667,1211.5,1479.3,1398.03333333333,1529.53333333333,1450.5,1403.13333333333,1430.5,1556.1,1406.83333333333
