Value,Area,Fwy,Art,Other
BusVmt,Albuquerque,,,
TruckVmt,Albuquerque,,,
BusVmt,ElPaso,,,
TruckVmt,ElPaso,,,
BusVmt,Farmington,,,
TruckVmt,Farmington,,,
BusVmt,LosLunas,,,
TruckVmt,LosLunas,,,
BusVmt,SantaFe,,,
TruckVmt,SantaFe,,,
