"County","Metropolitan","Town","Rural"
"BernalilloCounty",0.958,0,0.042
"CatronCounty",0,0,1
"ChavesCounty",0,0.7575,0.2425
"CibolaCounty",0,0.4466,0.5534
"ColfaxCounty",0,0.4764,0.5236
"CurryCounty",0,0.8593,0.1407
"DeBacaCounty",0,0,1
"DoaAnaCounty",0.7614,0.0457,0.1929
"EddyCounty",0,0.7915,0.2085
"GrantCounty",0,0.5765,0.4235
"GuadalupeCounty",0,0.5592,0.4408
"HardingCounty",0,0,1
"HidalgoCounty",0,0,1
"LeaCounty",0,0.7897,0.2103
"LincolnCounty",0,0.4682,0.5318
"LosAlamosCounty",0,0.8876,0.1124
"LunaCounty",0,0.5939,0.4061
"McKinleyCounty",0,0.4262,0.5738
"MoraCounty",0,0,1
"OteroCounty",0,0.7041,0.2959
"QuayCounty",0,0.5843,0.4157
"RioArribaCounty",0,0.5024,0.4976
"RooseveltCounty",0,0.6354,0.3646
"SandovalCounty",0.8099,0.0195,0.1706
"SanJuanCounty",0.4079,0.2554,0.3366
"SanMiguelCounty",0,0.531,0.469
"SantaFeCounty",0.6193,0.1291,0.2516
"SierraCounty",0,0.6605,0.3395
"SocorroCounty",0,0.5032,0.4968
"TaosCounty",0,0.4155,0.5845
"TorranceCounty",0,0.0121,0.9879
"UnionCounty",0,0,1
"ValenciaCounty",0.8327,0,0.1673
