,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
0-0-0-0-0-1,0,0,0,0,0,0.339854770824661
0-0-0-0-0-2,0,0,0,0,0,0.416323635971201
0-0-0-0-1-0,0,0,0,0,0.155412903927755,0
0-0-0-0-1-1,0,0,0,0,0.096986182134697,0.0687140588625256
0-0-0-0-1-2,0,0,0,0,0.00339462517680339,0.00504139494010453
0-0-0-0-2-0,0,0,0,0,0.375280165379175,0
0-0-0-0-2-1,0,0,0,0,0.00874768795560875,0.00303717065198958
0-0-0-0-2-2,0,0,0,0,0.000435208356000435,0.00035459352789726
0-0-0-1-0-0,0,0,0,0.114218079597574,0,0
0-0-0-1-0-1,0,0,0,0.0144443896478221,0,0.0406395017190078
0-0-0-1-0-2,0,0,0,0.00590159622560865,0,0.0333626258421596
0-0-0-1-1-0,0,0,0,0.0299627930934337,0.118985964530519,0
0-0-0-1-1-1,0,0,0,0.00278366841467892,0.0110542922424111,0.00783189183355688
0-0-0-1-1-2,0,0,0,0.000191788178176697,0.000761614623000762,0.0012487859025947
0-0-0-1-2-0,0,0,0,0.00305765152635992,0.0244369491894244,0
0-0-0-1-2-1,0,0,0,0.000109593244672398,0.000892177129800892,0.000308342198171531
0-0-0-1-2-2,0,0,0,5.47966223361992e-06,4.35208356000435e-05,4.62513297257296e-05
0-0-0-2-0-0,0,0,0,0.175058769377456,0,0
0-0-0-2-0-1,0,0,0,0.0069043744143611,0,0.00915776328569446
0-0-0-2-0-2,0,0,0,0.0016767766434877,0,0.0044709618734872
0-0-0-2-1-0,0,0,0,0.00370425166992707,0.00678925035360679,0
0-0-0-2-1-1,0,0,0,0.000953461228649866,0.00176259384180176,0.0012487859025947
0-0-0-2-1-2,0,0,0,4.38372978689594e-05,8.7041671200087e-05,0.000123336879268612
0-0-0-2-2-0,0,0,0,0.000843867983977468,0.00282885431400283,0
0-0-0-2-2-1,0,0,0,7.12356090370589e-05,0.000282885431400283,9.25026594514592e-05
0-0-0-2-2-2,0,0,0,6.5755946803439e-05,0.000174083342400174,0.000185005318902918
0-0-1-0-0-0,0,0,0.124752707641753,0,0,0
0-0-1-0-0-1,0,0,0.00429198940415116,0,0,0.00394678013659559
0-0-1-0-0-2,0,0,0.00279985246286423,0,0,0.00528806869864175
0-0-1-0-1-0,0,0,0.00682359252925594,0,0.00885649004460886,0
0-0-1-0-1-1,0,0,0.00290044596452403,0,0.00376455227940376,0.00266716001418374
0-0-1-0-1-2,0,0,8.38279180498273e-05,0,0.000108802089000109,0.000169588208994342
0-0-1-0-2-0,0,0,0.0104281930053985,0,0.0271134805788271,0
0-0-1-0-2-1,0,0,0.000234718170539516,0,0.000631052116200631,0.000215839538720072
0-0-1-0-2-2,0,0,1.67655836099655e-05,0,4.35208356000435e-05,3.08342198171531e-05
0-0-1-1-0-0,0,0,0.0562820641786541,0.0183952261182621,0,0
0-0-1-1-0-1,0,0,0.00285014921369413,0.000931542579715386,0,0.00262090868445801
0-0-1-1-0-2,0,0,0.000653857760788653,0.000213706827111177,0,0.00123336879268612
0-0-1-1-1-0,0,0,0.0120041578647353,0.00392343815927186,0.0155804591448156,0
0-0-1-1-1-1,0,0,0.000955638265768031,0.000312340747316335,0.00124034381460124,0.000878775264788863
0-0-1-1-1-2,0,0,5.02967508298964e-05,1.64389867008598e-05,6.52812534000653e-05,9.25026594514592e-05
0-0-1-1-2-0,0,0,0.00132448110518727,0.000432893316455974,0.00345990643020346,0
0-0-1-1-2-1,0,0,6.70623344398618e-05,2.19186489344797e-05,0.000174083342400174,6.16684396343062e-05
0-0-1-2-0-0,0,0,0.0410589142608054,0.0272722789367263,0,0
0-0-1-2-0-1,0,0,0.00147537135767696,0.00101921717545331,0,0.00135670567195474
0-0-1-2-0-2,0,0,0.00036884283941924,0.000273983111680996,0,0.000724604165703097
0-0-1-2-1-0,0,0,0.000855044764108239,0.000591803521230951,0.00110978130780111,0
0-0-1-2-1-1,0,0,0.000150890252489689,0.000109593244672398,0.000195843760200196,0.000138753989177189
0-0-1-2-1-2,0,0,5.02967508298964e-05,6.02762845698191e-05,6.52812534000653e-05,0.000138753989177189
0-0-1-2-2-0,0,0,0.000150890252489689,9.86339202051585e-05,0.000391687520400392,0
0-0-2-0-0-0,0,0,0.187137444254434,0,0,0
0-0-2-0-0-1,0,0,0.000905341514938135,0,0,0.00040084485762299
0-0-2-0-0-2,0,0,0.000486201924688998,0,0,0.00044709618734872
0-0-2-0-1-0,0,0,0.00290044596452403,0,0.00182787509520183,0
0-0-2-0-1-1,0,0,0.0009221070985481,0,0.000565770862800566,0.00040084485762299
0-0-2-0-2-0,0,0,0.00336988230560306,0,0.00404743771080405,0
0-0-2-0-2-1,0,0,0.000100593501659793,0,0.000130562506800131,4.62513297257296e-05
0-0-2-1-0-0,0,0,0.0149716661636992,0.00223570219131693,0,0
0-0-2-1-0-1,0,0,0.000570029842738826,9.31542579715386e-05,0,0.000262090868445801
0-0-2-1-0-2,0,0,0.000167655836099655,2.73983111680996e-05,0,0.000154171099085765
0-0-2-1-1-0,0,0,0.00605237568319753,0.000915103593014527,0.00363398977260363,0
0-0-2-1-1-1,0,0,0.000234718170539516,3.83576356353394e-05,0.000152322924600152,0.000107919769360036
0-0-2-1-1-2,0,0,5.02967508298964e-05,5.47966223361992e-06,2.17604178000218e-05,7.70855495428827e-05
0-0-2-1-2-0,0,0,0.000570029842738826,8.21949335042988e-05,0.000652812534000653,0
0-0-2-1-2-1,0,0,3.35311672199309e-05,5.47966223361992e-06,4.35208356000435e-05,1.54171099085765e-05
0-0-2-2-0-0,0,0,0.0229520839620427,0.00718383718827571,0,0
0-0-2-2-0-1,0,0,0.000570029842738826,0.000224666151578417,0,0.000246673758537225
0-0-2-2-0-2,0,0,0.000201187003319586,9.31542579715386e-05,0,0.000185005318902918
0-0-2-2-1-0,0,0,0.000570029842738826,0.000164389867008598,0.000326406267000326,0
0-0-2-2-1-1,0,0,0.000150890252489689,4.93169601025793e-05,8.7041671200087e-05,6.16684396343062e-05
0-0-2-2-1-2,0,0,8.38279180498273e-05,2.19186489344797e-05,4.35208356000435e-05,6.16684396343062e-05
0-0-2-2-2-0,0,0,3.35311672199309e-05,1.09593244672398e-05,4.35208356000435e-05,0
0-1-0-0-0-0,0,0.0693169954393099,0,0,0,0
0-1-0-0-0-1,0,0.00186823451838013,0,0,0,0.0010483634737832
0-1-0-0-0-2,0,0.0014561239628551,0,0,0,0.00166504787012627
0-1-0-0-1-0,0,0.00475300840705533,0,0,0.00376455227940376,0
0-1-0-0-1-1,0,0.0014561239628551,0,0,0.00115330214340115,0.000817106825154557
0-1-0-0-1-2,0,2.74740370350019e-05,0,0,2.17604178000218e-05,3.08342198171531e-05
0-1-0-0-2-0,0,0.00590691796252541,0,0,0.0094005004896094,0
0-1-0-0-2-1,0,0.000247266333315017,0,0,0.000391687520400392,0.000138753989177189
0-1-0-1-0-0,0,0.0484092532556734,0,0.0096551648556383,0,0
0-1-0-1-0-1,0,0.00332435848123523,0,0.00066303913026801,0,0.00186547029893776
0-1-0-1-0-2,0,0.000741798999945052,0,0.000147950880307738,0,0.000832523935063133
0-1-0-1-1-0,0,0.013929336776746,0,0.0027781887524453,0.011032531824611,0
0-1-0-1-1-1,0,0.000796747074015056,0,0.000158910204774978,0.000631052116200631,0.00044709618734872
0-1-0-1-1-2,0,2.74740370350019e-05,0,5.47966223361992e-06,2.17604178000218e-05,3.08342198171531e-05
0-1-0-1-2-0,0,0.000961591296225067,0,0.000191788178176697,0.00152322924600152,0
0-1-0-1-2-1,0,5.49480740700038e-05,0,1.09593244672398e-05,8.7041671200087e-05,3.08342198171531e-05
0-1-0-2-0-0,0,0.107835595362383,0,0.0433112502945318,0,0
0-1-0-2-0-1,0,0.00258255948129018,0,0.00109045278449036,0,0.00144920833140619
0-1-0-2-0-2,0,0.00013737018517501,0,7.12356090370589e-05,0,0.000169588208994342
0-1-0-2-1-0,0,0.000906643222155063,0,0.000367137369652535,0.000718093787400718,0
0-1-0-2-1-1,0,0.000192318259245013,0,8.21949335042988e-05,0.000152322924600152,0.000107919769360036
0-1-0-2-1-2,0,2.74740370350019e-05,0,1.09593244672398e-05,2.17604178000218e-05,4.62513297257296e-05
0-1-0-2-2-0,0,0.000302214407385021,0,0.000175349191475837,0.000478729191600479,0
0-1-1-0-0-0,0,0.0119237320731908,0.00727626328672501,0,0,0
0-1-1-0-0-1,0,0.000247266333315017,0.000150890252489689,0,0,0.000138753989177189
0-1-1-0-0-2,0,0.00013737018517501,8.38279180498273e-05,0,0,0.000154171099085765
0-1-1-0-1-0,0,0.00101653937029507,0.000620326593568722,0,0.000805135458600805,0
0-1-1-0-1-1,0,0.000384636518490027,0.000234718170539516,0,0.000304645849200305,0.000215839538720072
0-1-1-0-2-0,0,0.00085169514808506,0.000519733091908929,0,0.00134914590360135,0
0-1-1-1-0-0,0,0.0104126600362657,0.00635415618817691,0.00207679198654195,0,0
0-1-1-1-0-1,0,0.000631902851805044,0.000385608423029206,0.000126032231373258,0,0.00035459352789726
0-1-1-1-0-2,0,8.24221111050058e-05,5.02967508298964e-05,1.64389867008598e-05,0,9.25026594514592e-05
0-1-1-1-1-0,0,0.00343425462937524,0.00209569795124568,0.00068495777920249,0.00272005222500272,0
0-1-1-1-1-1,0,0.000109896148140008,6.70623344398618e-05,2.19186489344797e-05,8.7041671200087e-05,6.16684396343062e-05
0-1-1-1-2-0,0,0.000164844222210012,0.000100593501659793,3.28779734017195e-05,0.000261125013600261,0
