,0to20K,20Kto40K,40Kto60K,60Kto80K,80Kto100K,100KPlus
0,0.00182388630928695,0.00802337832902433,0.0089127908001493,0.00680772819052617,0.00408825774667021,0.00671973258571884
1,0.00383946456836487,0.01557546850014,0.0172408387361919,0.0128521486982844,0.00772723526135018,0.0124445081025251
2,0.00416729838268823,0.0157368563496992,0.0173555438120384,0.012649014905474,0.00760966212882987,0.0120105776472787
3,0.00473616023886303,0.0159842654698937,0.0175003299824484,0.0122839863176811,0.00738862555013832,0.0112394204809406
4,0.0054439261161851,0.0162380620990204,0.0175794419738577,0.0118058792315381,0.00708139526153,0.0102419812371942
5,0.00616794391292404,0.0164154433073686,0.0174923631374746,0.0112765714340698,0.00671295481235239,0.00915540792941398
6,0.0068264697417702,0.0164643926230131,0.0171714149475162,0.010733658137837,0.00629802497304079,0.00806836575600747
7,0.00736605116051788,0.0163518662214654,0.0165875864854893,0.0101911797364289,0.0058457081372953,0.00703720918670309
8,0.00776247036596335,0.0160593821411386,0.0157546487688803,0.0096383774115235,0.0053602805818647,0.00608799856441977
9,0.00801358448573208,0.0155778484125411,0.014721162757071,0.00904744134472839,0.00484435880683299,0.00522666689636452
10,0.00812645754917854,0.0149046136714945,0.013553374154536,0.0083874744963136,0.00430343954485122,0.00445236947718941
11,0.00810648138546515,0.0140449990041433,0.0123161951013697,0.00763856005859997,0.00374917618597524,0.0037658743023105
12,0.00795299100051052,0.0130162888566192,0.011059388786576,0.00680083896851496,0.00319970170759544,0.00317055269058539
13,0.00766193375998261,0.0118503125848221,0.00981305050390791,0.0058960813311779,0.00267668631403189,0.00266821408970811
14,0.00723264425159062,0.0105917018666841,0.00859193830662239,0.0049624299822439,0.00220034295462673,0.00225431583795446
15,0.00667428586522271,0.00929162356983669,0.00740451649836004,0.00404532830982456,0.00178457529452413,0.00191633537498229
16,0.00600850534802454,0.00799939068962096,0.00626137361662235,0.00318823715459745,0.00143435426061453,0.00163634127748721
17,0.00526739883708656,0.00675540285416613,0.00517918206376682,0.00242576437173303,0.00114626062795897,0.00139604583180658
18,0.0044883548851379,0.00558796090356937,0.00417931839454419,0.0017801237532352,0.000911561292727161,0.0011814442792099
19,0.00370843125713217,0.00451440159299189,0.00328293444877673,0.001260416280008,0.000720071775297762,0.000984880489298514
20,0.00296038258453579,0.00354499756612344,0.00250547680389387,0.000863686006449112,0.000562991522327576,0.000804179305921893
21,0.00227095849364619,0.00268712262149306,0.00185319196074188,0.000576972686856217,0.000433815666121469,0.00064006987237592
22,0.00166068977232651,0.00194754258234051,0.00132268133445012,0.000380132290368505,0.000327677175101707,0.000493642107813533
23,0.00114385303586979,0.00133195936037029,0.000903041347124591,0.000249460918009279,0.000240270206425166,0.000365018100641895
24,0.000727800708150744,0.000842422113195901,0.000579250691961669,0.000161905566980101,0.000167433565744722,0.000253402856955538
25,0.000411855637184559,0.000474226861601019,0.000335401374564141,9.90737806446883e-05,0.00010572583269699,0.00015793116953016
26,0.000186638346514824,0.000213932827379982,0.000156867320753545,4.9938750282589e-05,5.35667197824876e-05,7.86601282796472e-05
27,3.54783258700095e-05,4.04613286478524e-05,3.11332783041405e-05,1.08780846267548e-05,1.15892030244008e-05,1.66650913699957e-05
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,0,0,0,0,0,0
