"SCTG","Payload","N"
1,12.2468285097997,7
2,16.9437644598926,58
3,10.6163051639011,37
4,12.5206029570828,13
5,15.3568767024241,6
6,5.7101181027516,15
7,11.6334494081457,30
8,10.2941785681165,7
9,12.5303662811142,0
10,12.7559630168912,3
11,20.0304731244226,30
12,25.4456108434287,47
13,13.3527704175877,11
14,19.7343283246373,3
15,21.9759244651015,1
16,14.0428921341034,1
17,27.8781753439119,10
18,11.7399553387464,5
19,7.34255638939372,11
20,14.6935220971178,2
21,5.12434471305138,0
22,5.27173669269009,11
23,12.2174191704086,5
24,9.66549316294252,6
25,16.1869974423146,21
26,8.16250072126313,40
27,16.5382555630002,2
28,13.1552492378572,3
29,5.51350467372506,4
30,10.307661585523,6
31,18.7902758873831,82
32,18.8177671428418,28
33,5.38408129396657,51
34,14.0462661520247,25
35,6.91185118160956,3
36,7.94973296688424,55
37,17.1134794135312,8
38,4.51852664992441,0
39,10.52082198137,16
40,8.95408556534036,233
41,10.6852945430193,40
43,14.2996734059808,24
99,10.8934974922361,3
