"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.122549959181878,0.877450040818122,1,6
2,0.309588707465789,0.690411292534211,26,32
3,0.450068106516589,0.549931893483411,22,15
4,0.166339854280288,0.833660145719712,4,9
5,0.0763722238391646,0.923627776160835,1,5
6,0.185431641358009,0.814568358641991,8,7
7,0.0681258474107552,0.931874152589245,5,25
8,0.233455388714992,0.766544611285008,2,5
9,0.134342821827482,0.865657178172518,0,0
10,0.511086890555729,0.488913109444271,2,1
11,0.285592846520353,0.714407153479647,14,16
12,0.233775239947932,0.766224760052068,20,27
13,0.279640055824481,0.720359944175519,5,6
14,0.296984478905375,0.703015521094625,2,1
15,0.254762106060935,0.745237893939064,0,1
16,0.292247289852626,0.707752710147374,1,0
17,0.0180598921329962,0.981940107867004,2,8
18,0.595712731390873,0.404287268609127,3,2
19,0.658114490920611,0.341885509079389,9,2
20,0.153884141884506,0.846115858115494,0,2
21,0.48565728180227,0.51434271819773,0,0
22,0.553815896707165,0.446184103292835,8,3
23,0.220262195048898,0.779737804951102,2,3
24,0.143309869173441,0.856690130826559,1,5
25,0.215798081975143,0.784201918024857,6,15
26,0.26335791592741,0.73664208407259,22,18
27,0.0664638925860683,0.933536107413932,0,2
28,0.13006920545436,0.86993079454564,1,2
29,0.499509853805331,0.500490146194669,4,0
30,0.122154702334916,0.877845297665084,3,3
31,0.59592348667141,0.40407651332859,64,18
32,0.0823493273739573,0.917650672626043,10,18
33,0.369427419593266,0.630572580406734,28,23
34,0.0493873003952565,0.950612699604743,4,21
35,0.267488635666556,0.732511364333444,3,0
36,0.205210059007254,0.794789940992746,21,34
37,0.0687078468861626,0.931292153113837,2,6
38,0.301345390186715,0.698654609813286,0,0
39,0.0337322350048891,0.966267764995111,4,12
40,0.322193017672979,0.677806982327021,133,100
41,0.647711572819852,0.352288427180148,34,6
43,0.037944170114624,0.962055829885376,3,21
99,0.646446399835973,0.353553600164027,3,0
