"FAFZone","AlconaCounty","AlgerCounty","AlleganCounty","AlpenaCounty","AntrimCounty","ArenacCounty","BaragaCounty","BarryCounty","BayCounty","BenzieCounty","BerrienCounty","BranchCounty","CalhounCounty","CassCounty","CharlevoixCounty","CheboyganCounty","ChippewaCounty","ClareCounty","ClintonCounty","CrawfordCounty","DeltaCounty","DickinsonCounty","EatonCounty","EmmetCounty","GeneseeCounty","GladwinCounty","GogebicCounty","GrandTraverseCounty","GratiotCounty","HillsdaleCounty","HoughtonCounty","HuronCounty","InghamCounty","IoniaCounty","IoscoCounty","IronCounty","IsabellaCounty","JacksonCounty","KalamazooCounty","KalkaskaCounty","KentCounty","KeweenawCounty","LakeCounty","LapeerCounty","LeelanauCounty","LenaweeCounty","LivingstonCounty","LuceCounty","MackinacCounty","MacombCounty","ManisteeCounty","MarquetteCounty","MasonCounty","MecostaCounty","MenomineeCounty","MidlandCounty","MissaukeeCounty","MonroeCounty","MontcalmCounty","MontmorencyCounty","MuskegonCounty","NewaygoCounty","OaklandCounty","OceanaCounty","OgemawCounty","OntonagonCounty","OsceolaCounty","OscodaCounty","OtsegoCounty","OttawaCounty","PresqueIsleCounty","RoscommonCounty","SaginawCounty","StClairCounty","StJosephCounty","SanilacCounty","SchoolcraftCounty","ShiawasseeCounty","TuscolaCounty","VanBurenCounty","WashtenawCounty","WayneCounty","WexfordCounty"
"63",2460.6,2338.1,2211.7,2478.9,2400.6,2413.9,2311.9,2237.9,2379.5,2361.1,2152.4,2223.1,2232.6,2170.9,2413.2,2457.1,2517.8,2355,2292.4,2394.9,2291.2,2268.9,2262.3,2433.7,2333.5,2371,2231.3,2376.6,2318.9,2260.5,2315.9,2426.8,2279.1,2271.9,2450.1,2268.3,2319.7,2267.95,2205.6,2373.2,2242.8,2350.7,2314,2359.6,2399.3,2289,2312.1,2399.9,2399.6,2362.8,2338.2,2335.6,2308.2,2303.4,2247.8,2345.2,2350.3,2323.1,2282.5,2450.2,2245.6,2282.7,2340.8,2281,2409.8,2276.7,2325,2424.1,2420.5,2225.6,2483.8,2382.4,2350.6,2392.7,2206.9,2408.9,2343.8,2315.5,2381.2,2184.1,2303.5,2334.8,2341.8
"64",2526.79166666667,2404.19166666666,2277.88333333334,2545.05,2466.725,2480.05,2258.09166666666,2304.05,2445.68333333334,2427.25,2218.60833333333,2289.25833333334,2298.75833333334,2236.99166666666,2479.38333333334,2523.25833333334,2583.90833333334,2421.15833333334,2358.49166666666,2460.99166666666,2357.39166666667,2335.07916666666,2328.40833333334,2499.83333333333,2399.63333333334,2437.175,2177.53333333334,2442.75833333334,2385.03333333334,2326.65833333334,2262.18333333334,2492.925,2345.19166666666,2338.04166666667,2516.30833333334,2334.45,2385.875,2334.12083333333,2271.725,2439.38333333334,2308.95833333333,2296.90833333334,2380.10833333333,2425.725,2465.45,2355.10833333333,2378.19166666666,2466.10833333333,2465.75833333334,2428.99166666666,2404.39166666667,2292.45833333333,2374.33333333333,2369.57916666666,2313.95,2411.38333333334,2416.44166666666,2389.29166666667,2348.60833333333,2516.39166666667,2311.775,2348.875,2406.95833333333,2347.15833333334,2475.90833333334,2222.925,2391.19166666666,2490.29166666667,2486.65833333334,2291.75833333334,2549.96666666666,2448.59166666666,2416.74166666666,2458.85,2273.06666666666,2475.04166666667,2409.90833333334,2381.68333333334,2447.33333333333,2250.19166666666,2369.64166666667,2400.94166666666,2407.90833333334
"65",2550.85,2428.25,2301.9,2569.1,2490.8,2504.1,2402.05,2328.1,2469.7,2451.3,2242.65,2313.3,2322.8,2261.05,2503.4,2547.3,2607.95,2445.2,2382.55,2485.05,2381.45,2359.1,2352.45,2523.85,2423.65,2461.2,2321.5,2466.8,2409.1,2350.7,2406.15,2517,2369.25,2362.1,2540.35,2358.5,2409.9,2358.15,2295.8,2463.4,2333,2440.9,2404.15,2449.75,2489.5,2379.15,2402.25,2490.15,2489.8,2453.05,2428.45,2425.8,2398.35,2393.6,2338,2435.4,2440.5,2413.35,2372.65,2540.45,2335.8,2372.9,2431,2371.2,2499.95,2366.9,2415.25,2514.35,2510.7,2315.8,2574,2472.65,2440.8,2482.9,2297.1,2499.1,2433.95,2405.7,2471.4,2274.25,2393.7,2425,2431.95
"69",2490.68709677419,2353.73387096775,2241.79032258064,2505.40483870968,2430.61612903226,2443.93548387097,2242.22419354839,2267.93548387097,2409.57580645161,2391.12741935484,2182.50322580645,2253.3,2262.65806451613,2200.90967741935,2443.29032258064,2482.32580645161,2526.82096774193,2385.03870967742,2322.40967741935,2424.90967741935,2314.31129032258,2288.60806451613,2292.31290322581,2459.66451612903,2363.51612903226,2401.05483870968,2161.65322580646,2406.65806451613,2348.91612903226,2290.14193548387,2246.31774193549,2456.81612903226,2309.1064516129,2301.92258064516,2480.2064516129,2280.68870967742,2349.74838709678,2298.00161290323,2235.61612903226,2403.29032258064,2272.83870967742,2281.05,2344.01612903226,2389.60967741935,2429.33225806452,2318.21612903226,2342.1064516129,2416.70806451612,2424.99516129033,2392.89677419355,2368.29677419355,2274.18225806451,2338.21612903226,2333.47258064517,2275.11129032258,2375.29032258064,2380.31612903226,2352.02258064516,2312.51612903226,2476.96129032258,2275.66935483871,2312.74838709678,2370.83870967742,2311.03870967742,2439.80322580645,2207.05322580645,2355.0935483871,2454.18709677419,2450.53870967742,2255.64193548387,2509.25483870968,2412.4870967742,2380.61935483871,2422.73548387097,2236.94838709678,2438.92258064516,2362.91129032258,2345.57580645161,2411.22258064516,2214.1064516129,2333.53064516129,2364.81612903226,2371.81290322581
"81",1406.6125,1284.0375,1157.72083333334,1424.86666666667,1346.54583333333,1359.88333333333,1257.82916666667,1183.88333333333,1325.50833333333,1307.075,1098.42916666666,1169.09166666667,1178.59166666667,1116.82916666667,1359.22083333334,1403.08333333333,1463.72916666666,1300.98333333333,1238.32916666667,1340.82916666667,1237.22083333334,1214.9,1208.2375,1379.65416666666,1279.45416666667,1317,1177.26666666667,1322.59166666667,1264.8625,1206.48333333333,1261.92083333333,1372.7625,1225.0375,1217.86666666667,1396.12916666667,1214.26666666667,1265.69166666667,1213.95,1151.54583333333,1319.22083333334,1188.79166666667,1296.66666666667,1259.94583333334,1305.54583333333,1345.26666666667,1234.94583333334,1258.0375,1345.92916666666,1345.58333333333,1308.82083333334,1284.22083333334,1281.6125,1254.15416666666,1249.4,1193.76666666667,1291.22083333334,1296.26666666667,1269.1125,1228.44583333334,1396.22083333334,1191.6125,1228.69166666667,1286.79166666667,1226.98333333333,1355.72916666666,1222.675,1271.02083333334,1370.1125,1366.48333333333,1171.58333333333,1429.8,1328.42083333333,1296.5625,1338.68333333333,1152.9,1354.86666666667,1289.7375,1261.50833333333,1327.16666666667,1130.0375,1249.475,1280.76666666667,1287.7375
"89",1516.66538461538,1394.68846153846,1267.76634615385,1534.93076923077,1456.61346153846,1469.93461538461,1368.49230769231,1293.93461538461,1435.55576923077,1417.13076923077,1208.48653846154,1279.14615384615,1288.64615384615,1226.89038461538,1469.26634615385,1513.14423076923,1573.7923076923,1411.0375,1348.39038461538,1450.89038461538,1347.87884615385,1325.55576923077,1318.30192307693,1489.71346153846,1389.51346153846,1427.05,1287.9326923077,1432.64615384615,1374.91346153846,1316.82788461539,1372.57884615385,1482.80961538461,1335.08653846154,1327.92307692307,1506.19423076923,1324.9326923077,1375.74615384615,1323.99903846154,1261.61346153846,1429.26634615385,1298.8375,1407.33076923077,1370,1415.6,1455.33076923077,1345.85961538462,1368.08653846154,1456.58846153846,1456.24615384615,1418.87692307692,1394.27692307692,1392.25384615385,1364.21346153846,1359.45384615385,1304.4326923077,1401.26634615385,1406.32884615385,1378.45192307693,1338.5,1506.27692307692,1301.65192307692,1338.74615384615,1396.8375,1337.0375,1465.7923076923,1333.3326923077,1381.075,1480.16538461538,1476.5375,1281.64423076923,1539.84807692308,1438.46634615385,1406.625,1448.74038461538,1262.94807692307,1464.92307692307,1400.40384615384,1371.55576923077,1437.22884615385,1240.08846153846,1359.53076923077,1390.82884615385,1397.80192307693
"91",924.366666666667,1120.2,852.3,957,962.4,861.5,1231.46666666667,824.5,827.133333333333,966.7,836.7,762.7,787,810.9,977.6,982.2,1042.9,886.2,805.9,920,1128.9,1197.43333333333,802.8,990.5,781.1,870.966666666667,1325.3,963.033333333333,832.4,738.433333333333,1260.33333333333,846.5,784.5,829.9,897.8,1237.36666666667,862.533333333333,744.7,815.2,937.366666666667,855.7,1296.6,934,788.5,985.7,712.7,751.2,1083.5,1026.6,750.3,972.5,1178.3,960.4,888.9,1186.13333333333,844.933333333333,922.866666666667,694.4,866.7,934.2,897.833333333333,902.8,745.9,933.2,877,1273.7,908,902.233333333333,945.6,881,978.233333333333,901.166666666667,815.816666666667,779.4,787,812.4,1107,801.2,828.8,845.3,726.2,727.3,928.2
"92",888.033333333333,1083.86666666667,816.033333333333,920.7,926.066666666667,825.233333333333,1195.13333333333,788.2,790.833333333333,930.4,800.366666666667,726.4,750.666666666667,774.566666666667,941.266666666667,945.933333333333,1006.56666666667,849.9,769.566666666667,883.633333333333,1092.63333333333,1161.13333333333,766.433333333333,954.133333333333,744.766666666667,834.633333333333,1288.93333333333,926.733333333333,796.066666666667,702.133333333333,1224.03333333333,810.166666666667,748.133333333333,793.566666666667,861.466666666667,1201.03333333333,826.233333333333,708.366666666667,778.866666666667,901.033333333333,819.433333333333,1260.26666666667,897.666666666667,752.166666666667,949.4,676.366666666667,714.866666666667,1047.13333333333,990.266666666667,713.966666666667,936.133333333333,1142,924.066666666667,852.566666666667,1149.83333333333,808.633333333333,886.533333333333,658.066666666667,830.366666666667,897.833333333333,861.533333333333,866.533333333333,709.633333333333,896.933333333333,840.633333333333,1237.36666666667,871.633333333333,865.933333333333,909.3,844.7,941.933333333333,864.833333333333,779.483333333333,743.066666666667,750.666666666667,776.066666666667,1070.66666666667,764.9,792.466666666667,808.966666666667,689.9,691,891.866666666667
"99",948.65,1144.45,876.65,981.3,986.65,885.85,1255.75,848.8,851.45,991,860.95,787,811.25,835.15,1001.85,1006.55,1067.15,910.5,830.15,944.25,1153.25,1221.75,827.05,1014.75,805.35,895.25,1349.55,987.35,856.65,762.75,1284.65,870.8,808.75,854.2,922.05,1261.65,886.85,768.95,839.45,961.65,880.05,1320.85,958.25,812.75,1010,736.95,775.45,1107.75,1050.85,774.55,996.75,1202.65,984.65,913.2,1210.45,869.25,947.15,718.65,890.95,958.45,922.15,927.15,770.25,957.55,901.25,1297.95,932.25,926.55,969.95,905.3,1002.55,925.45,840.1,803.65,811.25,836.75,1131.25,825.5,853.05,869.55,750.5,751.65,952.45
"101",786.475,982.275,714.45,819.125,824.525,723.625,1093.575,686.625,689.275,828.825,698.775,624.825,649.125,672.975,839.675,844.325,904.975,748.325,667.975,782.075,991.025,1059.575,664.875,852.575,643.225,733.075,1187.375,825.15,694.525,600.575,1122.425,708.625,646.575,692.025,759.875,1099.475,724.675,606.825,677.325,799.475,717.825,1158.725,796.125,650.625,847.825,574.775,613.275,945.575,888.725,612.425,834.575,1040.425,822.525,751.025,1048.275,707.075,784.975,556.525,728.775,796.275,759.975,764.95,608.025,795.325,739.075,1135.825,770.075,764.375,807.725,743.125,840.35,763.275,677.925,641.475,649.125,674.525,969.125,663.325,690.925,707.425,588.325,589.425,790.275
"109",819.2,1015,747.2,851.9,857.3,756.4,1126.3,719.4,722,861.6,731.6,657.6,681.9,705.8,872.5,877.1,937.8,781.1,700.8,814.8,1023.8,1092.3,697.6,885.3,676,765.8,1220.1,857.9,727.3,633.3,1155.2,741.4,679.3,724.8,792.7,1132.2,757.4,639.6,710.1,832.2,750.6,1191.5,828.9,683.4,880.6,607.6,646.1,978.3,921.5,645.2,867.3,1073.2,855.3,783.8,1081,739.8,817.7,589.3,761.6,829,792.7,797.7,640.8,828.1,771.8,1168.6,802.8,797.1,840.5,775.9,873.1,796,710.65,674.3,681.9,707.3,1001.9,696.1,723.7,740.2,621.1,622.2,823.1
"111",724,919.8,652,756.6,762,661.2,1031.1,624.1,626.8,766.3,636.3,562.3,586.6,610.5,777.2,781.8,842.5,685.8,605.5,719.6,928.5,997.1,602.4,790.1,580.7,670.6,1124.9,762.7,632,538.1,1060,646.1,584.1,629.5,697.4,1037,662.2,544.3,614.8,737,655.3,1096.2,733.6,588.1,785.3,512.3,550.8,883.1,826.2,549.9,772.1,977.9,760,688.5,985.8,644.6,722.5,494,666.3,733.8,697.5,702.5,545.5,732.8,676.6,1073.3,707.6,701.9,745.3,680.6,777.9,700.8,615.45,579,586.6,612,906.6,600.8,628.4,644.9,525.8,527,727.8
"121",1223.76666666667,1419.56666666667,1122.66666666667,1256.43333333333,1261.8,1160.93333333333,1468.25,1110.8,1126.56666666667,1257.3,1060.86666666667,1049,1073.28333333333,1065.06666666667,1276.96666666667,1281.63333333333,1342.26666666667,1185.61666666667,1105.26666666667,1219.36666666667,1411.01666666667,1392.23333333333,1097.56666666667,1289.86666666667,1080.5,1170.36666666667,1465.8,1262.11666666667,1131.8,1025.53333333333,1497.13333333333,1173.8,1083.86666666667,1118.15,1197.16666666667,1434.55,1161.96666666667,1044.11666666667,1101.48333333333,1236.76666666667,1142.65,1533.4,1217.35,1106.58333333333,1284.81666666667,1012.06666666667,1050.58333333333,1382.86666666667,1326.01666666667,1065.86666666667,1249.16666666667,1458.53333333333,1219.1,1180.75,1371.1,1144.36666666667,1222.26666666667,1010.06666666667,1154.91666666667,1233.56666666667,1156.55,1187.35,1061.5,1191.91666666667,1176.36666666667,1466.15,1206.88333333333,1201.66666666667,1245.03333333333,1136.51666666667,1277.66666666667,1200.56666666667,1115.21666666667,1094.95,1063.18333333333,1127.98333333333,1406.36666666667,1100.61666666667,1128.21666666667,1094.96666666667,1025.61666666667,1042.9,1227.26666666667
"122",1468.05714285714,1663.85714285714,1354,1500.68571428571,1506.08571428571,1405.18571428571,1700.2,1348.75714285714,1370.84285714286,1502.25714285714,1292.21428571429,1286.95714285714,1311.25714285714,1296.41428571429,1521.25714285714,1525.9,1586.57142857143,1429.88571428571,1349.57142857143,1463.67142857143,1646.5,1624.17142857143,1335.54285714286,1534.15714285714,1324.78571428571,1414.64285714286,1691.5,1505.78571428571,1376.08571428571,1263.5,1729.07142857143,1418.08571428571,1328.15714285714,1369.25714285714,1441.47142857143,1666.5,1406.24285714286,1288.38571428571,1339.45714285714,1481.05714285714,1385.04285714286,1765.32857142857,1456.21428571429,1350.88571428571,1528.47142857143,1256.38571428571,1294.88571428571,1627.17142857143,1570.28571428571,1310.25714285714,1480.5,1690.45714285714,1450.42857142857,1428.55714285714,1603.02857142857,1388.61428571429,1466.55714285714,1254.45714285714,1406.05714285714,1477.85714285714,1387.88571428571,1424.95714285714,1305.85714285714,1423.24285714286,1420.67142857143,1691.82857142857,1451.24285714286,1445.95714285714,1489.28571428571,1367.84285714286,1521.91428571429,1444.85714285714,1359.5,1339.35714285714,1317.22857142857,1372.35714285714,1650.67142857143,1344.88571428571,1372.48571428571,1326.3,1269.88571428571,1287.25714285714,1470.97142857143
"123",1313.84285714286,1509.7,1196.41428571429,1346.51428571429,1351.91428571429,1251.01428571429,1542.61428571429,1188.94285714286,1216.62857142857,1339.64285714286,1134.67142857143,1127.14285714286,1151.42857142857,1138.85714285714,1367.08571428571,1371.71428571429,1432.38571428571,1275.71428571429,1195.38571428571,1309.48571428571,1488.92857142857,1466.6,1175.72857142857,1379.95714285714,1170.6,1260.42857142857,1533.92857142857,1348.87142857143,1221.91428571429,1103.65714285714,1571.5,1263.91428571429,1173.95714285714,1199.48571428571,1287.28571428571,1508.92857142857,1252.04285714286,1134.21428571429,1179.64285714286,1326.84285714286,1223.42857142857,1607.78571428571,1296.64285714286,1196.7,1371.55714285714,1102.2,1140.7,1472.98571428571,1416.11428571429,1154.2,1322.92857142857,1532.9,1292.88571428571,1262.3,1445.48571428571,1234.42857142857,1312.37142857143,1098.65714285714,1236.27142857143,1323.67142857143,1230.3,1267.4,1149.8,1265.68571428571,1266.48571428571,1534.28571428571,1295.8,1291.75714285714,1335.11428571429,1210.28571428571,1367.72857142857,1290.65714285714,1205.29285714285,1183.28571428571,1148.95714285714,1216.3,1496.5,1190.71428571429,1218.31428571429,1168.75714285714,1115.71428571429,1131.2,1314.04285714286
