"FAFZone","AlconaCounty","AlgerCounty","AlleganCounty","AlpenaCounty","AntrimCounty","ArenacCounty","BaragaCounty","BarryCounty","BayCounty","BenzieCounty","BerrienCounty","BranchCounty","CalhounCounty","CassCounty","CharlevoixCounty","CheboyganCounty","ChippewaCounty","ClareCounty","ClintonCounty","CrawfordCounty","DeltaCounty","DickinsonCounty","EatonCounty","EmmetCounty","GeneseeCounty","GladwinCounty","GogebicCounty","GrandTraverseCounty","GratiotCounty","HillsdaleCounty","HoughtonCounty","HuronCounty","InghamCounty","IoniaCounty","IoscoCounty","IronCounty","IsabellaCounty","JacksonCounty","KalamazooCounty","KalkaskaCounty","KentCounty","KeweenawCounty","LakeCounty","LapeerCounty","LeelanauCounty","LenaweeCounty","LivingstonCounty","LuceCounty","MackinacCounty","MacombCounty","ManisteeCounty","MarquetteCounty","MasonCounty","MecostaCounty","MenomineeCounty","MidlandCounty","MissaukeeCounty","MonroeCounty","MontcalmCounty","MontmorencyCounty","MuskegonCounty","NewaygoCounty","OaklandCounty","OceanaCounty","OgemawCounty","OntonagonCounty","OsceolaCounty","OscodaCounty","OtsegoCounty","OttawaCounty","PresqueIsleCounty","RoscommonCounty","SaginawCounty","StClairCounty","StJosephCounty","SanilacCounty","SchoolcraftCounty","ShiawasseeCounty","TuscolaCounty","VanBurenCounty","WashtenawCounty","WayneCounty","WexfordCounty"
"124",1352.6,1548.4,1220,1385.225,1390.6,1289.725,1566.2,1213,1255.4,1369.325,1158.2,1151.225,1175.5,1162.4,1405.8,1410.45,1471.1,1314.425,1234.1,1348.2,1512.5,1490.15,1199.8,1418.7,1209.3,1299.2,1557.5,1384.85,1260.6,1127.775,1595.05,1302.6,1212.7,1227.8,1326,1532.5,1290.8,1172.9,1203.7,1365.6,1251.05,1631.3,1322.2,1235.4,1407.5,1140.9,1179.4,1511.7,1454.8,1191,1346.5,1556.45,1316.4,1288.9,1469,1273.15,1351.1,1135.8,1264.6,1362.4,1253.9,1290.95,1186.6,1289.225,1305.2,1557.8,1333.3,1330.5,1373.85,1233.85,1406.45,1329.4,1244.05,1220.1,1183.2,1253.1,1535.2,1229.425,1257,1192.3,1154.425,1168,1350
"129",1267.61279069767,1446.12441860465,1115.13604651163,1300.27790697675,1290.8988372093,1204.77790697675,1461.34767441861,1116.95465116279,1170.40581395349,1264.31976744186,1053.36860465116,1055.15465116279,1079.44069767442,1057.55465116279,1312.55697674419,1317.21395348837,1377.86162790698,1216.31511627907,1135.03372093023,1254.95930232558,1407.65,1385.31976744186,1103.72209302325,1325.45465116279,1124.36162790698,1210.32906976744,1452.65,1279.07790697674,1161.55930232558,1046.09186046511,1490.21279069768,1217.65930232558,1116.45697674418,1131.64534883721,1241.03604651163,1427.65,1191.71976744186,1081.82441860465,1098.67790697674,1265.05,1146.20697674418,1526.48488372093,1217.37093023256,1150.44069767442,1301.76162790698,1055.93837209302,1094.44069767442,1418.45930232558,1361.59651162791,1106.25,1241.65,1451.61279069767,1211.58023255814,1192.0988372093,1364.19651162791,1181.66162790698,1247.61744186047,1050.99186046512,1168.42209302326,1280.27790697675,1149.02674418605,1186.11279069767,1101.88488372093,1184.3988372093,1220.23372093023,1452.99186046512,1227.35465116279,1245.51279069767,1280.6023255814,1129.00232558139,1322.95,1238.37790697674,1159.24186046511,1135.34069767442,1078.37790697674,1168.37325581395,1441.97325581395,1139.55697674419,1172.06860465116,1087.45465116279,1069.47558139535,1083.28255813954,1244.22674418605
"131",915.255128205128,1111.08333333334,786.715384615384,947.926923076923,953.3,852.432051282051,1134.74871794872,775.724358974359,818.055128205128,936.082051282051,724.948717948718,713.926923076923,738.2,729.141025641026,968.485897435897,973.134615384615,1033.78076923077,877.124358974359,796.783333333333,910.883333333333,1081.05641025641,1058.73461538461,762.496153846154,981.378205128205,772.001282051282,861.860256410256,1127.01538461539,949.103846153846,823.3,690.452564102564,1163.62435897436,865.3,775.375641025641,790.514102564103,888.683333333333,1101.05641025641,853.455128205128,735.597435897436,766.397435897436,928.255128205128,815.921794871795,1199.87820512821,888.948717948718,798.088461538462,971.79358974359,703.588461538462,742.088461538462,1074.3858974359,1017.51153846154,753.69358974359,913.233333333334,1125.02435897436,883.155128205128,851.60641025641,1037.60128205129,835.844871794872,913.767948717949,698.455128205128,827.291025641026,925.075641025641,820.610256410257,857.694871794872,749.324358974359,855.989743589744,867.883333333333,1127.34743589743,896.811538461538,893.160256410256,936.532051282051,800.589743589743,969.139743589744,892.060256410256,806.710256410256,782.783333333333,738.848717948718,815.814102564103,1097.89358974359,792.124358974359,819.711538461538,759.04358974359,717.124358974359,730.724358974359,914.260256410256
"132",1075.8,1271.6,991.733333333333,1108.43333333333,1113.81666666667,1012.93333333333,1345.08333333333,973.233333333333,978.583333333333,1116.9,929.933333333333,911.45,935.733333333333,934.133333333333,1129,1133.65,1194.3,1037.63333333333,957.3,1071.4,1279.43333333333,1269.03333333333,960.033333333333,1141.9,932.516666666667,1022.4,1346.66666666667,1114.45,983.816666666667,888.016666666667,1373.93333333333,1025.81666666667,935.9,980.2,1049.2,1311.38333333333,1014,896.116666666667,963.933333333333,1088.8,1003.58333333333,1410.18333333333,1081.35,958.616666666667,1137.13333333333,864.116666666667,902.616666666667,1234.9,1178.01666666667,918.616666666667,1118.23333333333,1335.33333333333,1088.13333333333,1040.31666666667,1247.9,996.366666666667,1074.3,862.716666666667,1017,1085.6,1025.63333333333,1050.16666666667,914.233333333333,1060.98333333333,1028.4,1346.96666666667,1059.4,1053.7,1097.05,1005.55,1129.65,1052.6,967.25,947.716666666667,913.766666666667,980.716666666667,1258.4,952.633333333333,980.216666666667,964.033333333333,877.633333333333,895.65,1079.61666666667
"139",1023.23333333333,1218.0350877193,894.25,1055.89561403509,1060.51140350877,960.40701754386,1241.94035087719,886.404385964912,926.022807017544,1042.6298245614,832.485964912281,824.601754385965,848.885964912281,836.677192982456,1076.34122807018,1080.98596491228,1141.64035087719,984.61052631579,904.038596491228,1018.74473684211,1187.49956140351,1165.91666666667,873.178947368421,1089.2298245614,879.978070175439,970.091228070175,1240.47850877193,1055.22061403509,930.554385964912,802.095614035088,1270.81052631579,973.277192982456,883.337719298246,900.798245614035,996.662280701754,1208.24166666667,960.712280701754,843.616666666667,874.510526315789,1035.42543859649,922.541228070175,1307.06842105263,995.823684210526,906.07149122807,1077.90263157895,811.57149122807,850.07149122807,1182.24385964912,1125.36754385965,862.250438596491,1020.76535087719,1232.20701754386,990.691228070175,961.870175438596,1144.78771929825,943.817543859649,1019.91359649123,806.926315789474,937.581578947368,1033.05,928.138596491228,964.57149122807,857.878070175439,963.521929824561,975.863157894737,1240.81403508772,1002.11622807017,1001.13596491228,1044.38596491228,908.118421052632,1077.80350877193,1000.08333333333,914.686403508772,891.341228070175,845.051754385965,924.367543859649,1205.74956140351,900.269298245614,927.686842105263,866.577192982456,825.095614035088,839.277192982456,1020.37675438597
"151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"160",1959.13863636363,1661.98409090909,1775.11931818182,1945.17727272727,1907.37045454546,1941.4875,1575.56818181818,1801.28977272728,1942.91022727273,1924.47159090909,1715.83068181818,1786.50340909091,1796.00340909091,1734.23068181818,1906.93636363637,1886.94659090909,1783.77727272727,1918.38977272727,1855.73068181818,1905.38977272727,1679.89318181818,1623.83636363637,1825.64431818182,1879.66590909091,1896.85,1934.40113636364,1495.00795454546,1900.49659090909,1882.25113636363,1823.89204545455,1579.66136363636,1990.15113636364,1842.4375,1835.26477272727,1969.39886363636,1567.38863636364,1883.09886363636,1831.35227272728,1768.95340909091,1897.71931818182,1806.18522727273,1614.39772727273,1877.34659090909,1922.94431818182,1922.10113636364,1852.34659090909,1875.4375,1733.17954545454,1788.24545454545,1926.21931818182,1901.62386363637,1609.69318181818,1871.55340909091,1866.80795454546,1676.525,1908.61931818182,1913.65795454545,1886.51704545455,1845.84431818182,1918.97954545454,1809.0125,1846.10113636364,1904.1875,1844.39204545455,1931.64431818182,1540.40681818182,1888.42613636364,1930.67159090909,1897.025,1788.9875,1920.88522727273,1903.76704545455,1913.96022727272,1956.0875,1770.30340909091,1972.26477272727,1695.53181818182,1878.91022727273,1944.55568181818,1747.4375,1866.86477272728,1898.15795454545,1905.14204545455
"171",445.9,406.361538461538,197,464.123076923077,385.815384615385,399.130769230769,414.915384615385,223.123076923077,364.784615384615,346.323076923077,137.707692307692,208.261538461538,217.853846153846,156.253846153846,398.5,442.330769230769,497.946153846154,340.230769230769,277.607692307692,380.107692307692,359.553846153846,337.246153846154,247.507692307692,418.923076923077,318.715384615385,356.246153846154,411.111538461538,361.846153846154,304.123076923077,245.646153846154,437.069230769231,412.023076923077,264.307692307692,257.123076923077,435.407692307692,377.284615384615,304.969230769231,253.207692307692,190.815384615385,358.5,228.038461538462,472.515384615385,299.207692307692,344.815384615385,384.523076923077,274.115384615385,297.307692307692,472.761538461538,473.7,348.107692307692,323.507692307692,403.515384615385,293.423076923077,288.7,316.076923076923,330.5,335.523076923077,308.307692307692,267.707692307692,435.507692307692,230.876923076923,267.969230769231,326.030769230769,266.230769230769,395.007692307692,411.442307692308,310.3,409.4,405.730769230769,210.830769230769,469.069230769231,367.7,335.823076923077,377.938461538462,192.061538461538,394.123076923077,412.061538461538,300.784615384615,366.423076923077,169.307692307692,288.723076923077,320.023076923077,327.015384615385
"172",652.744444444444,648.577777777778,403.844444444444,671.022222222222,592.7,606.022222222222,655.477777777778,430.022222222222,571.644444444445,553.222222222222,344.588888888889,414.744444444444,424.733333333333,362.988888888889,605.344444444444,649.222222222222,709.888888888889,547.122222222222,484.488888888889,586.988888888889,601.755555555556,579.444444444444,454.388888888889,625.788888888889,525.6,563.133333333333,625.044444444444,568.733333333333,510.988888888889,442.2,664.611111111111,618.9,471.188888888889,464.022222222222,642.288888888889,611.466666666667,511.822222222222,457.1,397.7,565.344444444444,434.922222222222,698.244444444444,506.088888888889,551.688888888889,591.422222222222,462.333333333333,504.188888888889,719.955555555556,693.611111111111,554.977777777778,530.388888888889,645.733333333333,500.288888888889,495.544444444444,558.322222222222,537.344444444444,542.422222222222,488.955555555556,474.588888888889,642.366666666667,437.744444444444,474.822222222222,532.922222222222,473.122222222222,601.888888888889,625.377777777778,517.166666666667,616.244444444444,612.622222222222,417.722222222222,675.944444444444,574.544444444444,542.711111111111,584.822222222222,399.044444444444,601.011111111111,654.277777777778,507.644444444444,573.311111111111,376.188888888889,495.622222222222,521.455555555556,533.888888888889
"179",592.97625,577.35,343.9575,613.03125,532.8025,543.826875,585.201875,370.263125,509.4475,493.319375,284.68375,350.740625,363.341875,303.56375,545.46,590.965625,646.12625,487.875625,422.28375,528.7225,530.539375,508.219375,392.19375,565.9025,463.40375,503.513125,567.4975,508.835625,448.80375,381.454375,604.950625,556.70125,408.98,404.40375,580.08375,544.84875,453.704375,393.589375,337.80125,505.45875,375.029375,635.709375,446.19,489.49125,531.521875,404.67,441.98,651.763125,626.05875,490.99625,470.47375,574.506875,440.40375,435.64875,487.091875,476.6,482.51125,433.8675,414.69,584.1125,377.845625,414.935625,468.956875,413.224375,542.6225,567.835625,457.27125,558.27375,554.368125,357.824375,617.675625,516.3,480.5125,519.380625,339.046875,538.81125,583.06125,445.4475,511.11125,316.28125,431.6425,458.78,473.9925
"181",382.92,444.02,134.04,401.18,322.88,336.18,450.92,160.18,301.82,283.38,74.74,142.06,154.9,91.68,335.52,379.38,440.04,277.28,214.66,317.16,397.22,374.9,184.58,355.98,255.78,293.32,479.72,298.92,241.18,179.44,479.8,349.08,201.34,194.18,372.44,417.22,242,190.26,127.88,295.52,165.08,516.08,236.28,281.86,321.58,207.92,234.34,480.66,423.78,285.14,260.54,441.18,230.48,225.72,353.78,267.52,272.58,242.1,204.78,372.54,167.92,205,263.08,203.28,332.04,480.08,247.34,346.42,342.78,147.88,406.08,304.74,272.88,314.98,125.88,331.18,452.5,237.82,303.48,106.34,225.78,257.08,264.08
"182",465.25,582.233333333333,245.988888888889,495.627777777778,433.4,402.433333333333,595.4,258.061111111111,368.044444444444,397.155555555556,188.266666666667,202.227777777778,226.505555555556,194.294444444444,453.877777777778,471.755555555556,532.394444444445,363.927777777778,280.883333333333,409.494444444444,542.588888888889,519.383333333333,250.788888888889,472.811111111111,322.011111111111,376.944444444444,624.205555555556,408.7,307.405555555556,222.933333333333,624.277777777778,415.305555555556,267.572222222222,277.183333333333,438.672222222222,561.705555555556,335.316666666667,242.538888888889,232.216666666667,406.938888888889,278.244444444444,660.544444444444,346.05,348.094444444444,431.372222222222,238.572222222222,300.644444444444,573.005555555556,516.138888888889,334.922222222222,375.827777777778,585.677777777778,345.761111111111,330.583333333333,498.255555555556,343.344444444444,382.827777777778,262.355555555556,307.827777777778,464.883333333333,283.205555555556,314.8,319.194444444444,318.594444444444,417.883333333333,624.555555555556,354.944444444444,440.85,435.155555555556,262.977777777778,498.466666666667,397.072222222222,339.122222222222,352.705555555556,206.788888888889,396.2,584.211111111111,304.044444444444,369.722222222222,221.316666666667,282.516666666667,300.644444444444,373.833333333333
"183",336.75,483.35,141.4125,369.4375,316.7,273.9375,560.75,130.225,239.55,297.4875,119.7,72.6,97.975,100.325,333.1125,345.4375,406.0625,235.4375,152.35,283.1625,489.375,486.4375,122.2625,353.65,193.4875,248.4375,591.25,293.7875,178.9,87.4625,589.625,286.7875,139.0625,148.0875,310.1625,528.7375,209.05,114.0375,112.7125,291.0875,163.3125,625.875,235.2375,219.5625,316.4875,107.0375,172.0625,446.6625,389.8125,203.9875,291.625,538.1,261.55,208.65,465.3125,214.85,265.8625,136.6375,185.15,338.55,199.0125,204.0125,185.825,234.4125,289.35,591.6125,230.5875,314.65,308.8375,175.2875,372.1375,270.75,210.6,236.0875,79.55,268.925,470.1625,175.55,241.225,133.775,149.5,170.1625,258.925
"189",482.840163934427,588.247540983607,259.947540983606,512.245901639345,446.468852459016,421.758196721311,603.788524590164,273.364754098361,387.377049180328,411.554918032787,204.870491803279,221.954098360656,246.231147540984,208.166393442623,465.542622950819,491.301639344263,551.954098360656,383.068032786886,301.556557377049,429.052459016394,549.639344262295,527.770491803279,271.465573770492,484.761475409837,341.329508196721,396.034426229509,633.591803278689,423.095901639344,328.079508196721,241.406557377049,632.850819672131,434.631147540984,289.205737704919,296.515573770492,458.010655737704,570.090163934426,353.227049180328,265.645901639345,243.254098360656,419.65737704918,290.391803278688,668.926229508197,361.166393442623,367.418032786886,445.774590163934,261.540163934426,317.984426229508,592.552459016394,535.683606557377,351.267213114754,391.884426229508,593.762295081967,361.812295081967,344.620491803278,506.640983606557,364.19344262295,395.772950819672,282.868852459016,323.012295081967,482.674590163935,299.261475409836,329.915573770492,335.888524590164,334.638524590164,434.889344262295,633.936065573771,366.816393442623,457.482786885246,454.704098360656,278.877868852459,516.504918032787,416.31475409836,359.865573770492,376.529508196722,224.259016393442,409.488524590164,590.372131147541,325.412295081967,389.040983606557,236.018032786885,300.374590163934,318.552459016394,388.245081967213
"190",748.348484848485,584.574747474747,504.331818181818,749.159595959596,693.173232323232,706.502525252525,551.001515151515,530.503535353535,672.116666666667,653.691414141414,445.054040404041,515.711616161616,525.210606060606,463.45303030303,700.574242424242,711.671212121212,718.032323232323,647.598484848485,584.95202020202,687.45202020202,537.772727272727,515.445454545454,554.864141414141,697.801515151515,626.074242424242,663.609595959596,487.721717171717,669.210606060606,611.475252525252,553.098484848485,555.090404040404,719.374242424243,571.654040404041,564.481313131313,742.75303030303,508.121717171717,612.310606060606,560.559090909091,498.172222222222,665.831818181818,535.399494949495,589.824242424242,606.561111111111,652.164141414141,691.891414141414,581.561111111111,604.654040404041,646.477777777778,650.361616161616,655.442929292929,630.845959595959,564.99797979798,600.774242424243,596.014646464646,494.311111111111,637.830808080808,642.883333333333,615.729292929293,575.060101010101,723.477272727273,538.215656565656,575.310606060606,633.401515151515,573.599494949495,702.35505050505,515.832828282828,617.64696969697,716.729292929293,697.481313131313,518.202525252525,740.177272727273,675.029797979798,643.182323232323,685.300505050505,499.507575757576,701.481313131313,590.282828282828,608.116666666667,673.783333333333,476.654040404041,596.090404040404,627.383333333333,634.363131313131
"201",922.888888888889,822.855555555555,674,941.166666666667,862.844444444444,876.177777777778,796.655555555556,700.177777777778,841.777777777778,823.366666666667,614.711111111111,685.377777777778,694.877777777778,633.1,875.5,919.377777777778,980.011111111111,817.266666666667,754.6,857.1,776.044444444444,753.733333333333,724.533333333333,895.933333333333,795.733333333333,833.277777777778,716.111111111111,838.877777777778,781.144444444445,732.222222222222,800.744444444444,889.044444444444,741.3,734.166666666667,912.411111111111,753.111111111111,781.977777777778,730.227777777778,667.844444444444,835.5,705.066666666667,835.5,776.222222222222,821.833333333333,861.566666666667,750.966666666667,774.3,884.744444444444,921.755555555555,825.1,800.5,820.433333333333,770.433333333333,765.688888888889,732.611111111111,807.5,812.555555555556,776.333333333333,744.722222222222,912.5,707.888888888889,744.977777777778,803.066666666667,743.266666666667,872.011111111111,761.511111111111,787.3,886.388888888889,882.766666666667,687.877777777778,946.077777777778,844.688888888889,812.866666666667,854.977777777778,669.177777777778,871.166666666667,828.555555555556,777.777777777778,843.455555555556,646.3,765.766666666667,797.055555555556,804.033333333333
"202",1089.31666666667,1002.61666666667,840.416666666667,1107.56666666667,1029.25,1042.58333333333,976.416666666667,866.583333333333,1008.21666666667,989.766666666667,781.116666666667,851.816666666667,861.316666666667,799.516666666667,1041.91666666667,1085.8,1146.41666666667,983.683333333333,921.016666666667,1023.51666666667,955.816666666667,933.516666666667,890.933333333333,1062.33333333333,962.15,999.7,895.866666666667,1005.31666666667,947.533333333333,904.3,980.516666666667,1055.43333333333,907.716666666667,900.55,1078.81666666667,932.866666666667,948.4,896.658333333334,834.25,1001.91666666667,871.483333333333,1015.25,942.616666666667,988.216666666667,1027.96666666667,920.233333333333,940.716666666667,1064.51666666667,1130.15,991.516666666667,966.916666666667,1000.21666666667,936.833333333333,932.116666666667,912.366666666667,973.916666666667,978.966666666667,943.116666666667,911.116666666667,1078.91666666667,874.316666666667,911.4,969.483333333333,909.683333333333,1038.41666666667,941.266666666667,953.716666666667,1052.81666666667,1049.2,854.3,1112.51666666667,1011.11666666667,979.25,1021.38333333333,835.616666666667,1037.55,1008.33333333333,944.216666666667,1009.86666666667,812.716666666667,932.166666666667,963.466666666667,970.433333333333
"209",1119.86944444444,1021.51722222222,870.970555555556,1138.13055555556,1059.81055555555,1073.14277777777,994.355,897.141666666666,1038.76277777777,1020.32833333333,811.695,882.645,891.852777777778,830.089444444445,1072.46944444444,1116.34055555556,1176.99277777778,1014.23944444444,951.590555555556,1054.09055555556,974.705,952.384444444444,921.501666666667,1092.91055555555,992.709444444444,1030.25277777778,913.790555555556,1035.85166666667,978.108333333334,929.182777777778,998.445,1086.01055555556,938.290555555556,931.117222222222,1109.38944444444,950.790555555556,978.949444444444,927.203333333333,864.808333333334,1032.47055555556,902.042777777777,1033.18055555556,973.201666666666,1018.80277777777,1058.53166666666,949.430555555555,971.290555555556,1083.41944444445,1102.87055555555,1022.08166666667,997.481666666667,1019.07888888889,967.410555555555,962.656666666667,931.253888888888,1004.47166666666,1009.51944444445,975.135,941.702777777778,1109.48166666666,904.863333333333,941.949444444444,1000.04277777777,940.239444444445,1068.995,959.192777777778,984.280555555556,1083.36944444444,1079.73944444444,884.840555555556,1143.05166666666,1041.67166666666,1009.82277777777,1051.94388888888,866.152777777777,1068.11611111112,1027.225,974.763888888889,1040.41944444445,843.291666666667,962.731666666667,994.019444444445,1001.00055555556
"211",478.8625,674.6875,361.9,511.5125,516.8875,416.0125,715.0125,339.3,381.65,515.5,300.1125,277.5125,301.7875,304.3125,532.0875,536.7125,597.3875,440.6875,360.3875,474.4875,661.3125,638.9625,326.0875,544.9875,335.5875,425.4625,743.8125,517.525,386.8875,254.0375,743.85,428.8875,338.9875,354.0875,452.2875,681.3125,417.0625,299.1875,329.9875,491.8625,379.9125,780.1125,461.8375,361.6875,540.2,267.1875,305.6875,637.9875,581.0875,317.2875,488.4,705.25,458.3125,415.1875,617.8125,399.4375,477.3875,262.0625,390.8875,488.675,395.7625,430.575,312.9125,431.1375,431.4875,744.1125,462.4875,456.775,500.1125,375.7375,532.7125,455.6625,370.3125,346.3875,285.825,379.3875,661.4875,355.6875,383.2875,334.2125,280.6875,294.3,482.6875
"212",557.990909090909,713.390909090909,371.254545454545,590.636363636364,561.363636363636,495.154545454545,717.472727272727,385.063636363636,460.763636363636,520.609090909091,309.490909090909,323.254545454545,347.545454545455,313.672727272727,590.745454545455,595.390909090909,656.045454545455,484.963636363636,401.927272727273,533.145454545455,663.772727272727,641.436363636364,371.836363636364,603.645454545455,414.736363636364,494.518181818182,746.272727272727,536.118181818182,428.445454545455,335.736363636364,746.318181818182,508.036363636364,388.627272727273,399.854545454545,531.418181818182,683.772727272727,458.618181818182,362.327272727273,354.727272727273,534.445454545454,402.318181818182,782.6,473.490909090909,440.836363636364,558.809090909091,346.336363636364,384.836363636364,696.645454545455,639.772727272727,396.427272727273,497.772727272727,707.727272727273,467.7,459.672727272727,620.309090909091,466.3,509.045454545455,341.2,436.636363636364,572.418181818182,405.136363636364,442.227272727273,392.045454545455,440.509090909091,510.618181818182,746.6,484.572727272727,535.9,558.781818181818,385.118181818182,613.727272727273,519,450.75,425.518181818182,330.945454545455,458.536363636364,720.154545454545,422.481818181818,462.436363636364,343.572727272727,359.845454545455,373.445454545455,501.281818181818
"219",617.997029702971,767.767326732673,461.818811881188,649.891584158416,627.720792079208,556.127722772277,797.728712871287,462.383168316832,521.743564356436,606.24900990099,402.00099009901,403.24900990099,426.913861386139,407.989108910891,646.954455445544,659.573762376237,720.220792079208,558.432673267326,477.937623762377,597.324752475247,739.327227722772,721.705940594059,450.467326732673,661.385148514851,475.698514851485,554.846534653465,822.456435643564,615.866336633664,504.460891089109,397.538118811881,828.183168316832,568.99801980198,460.028217821783,477.524752475248,592.378217821782,764.032673267327,532.985148514852,426.530693069307,439.359405940594,601.69702970297,484.618811881188,862.863366336634,560.370297029703,501.786138613862,638.549504950495,405.557425742574,446.659405940594,760.824752475247,703.952475247524,459.681683168317,587.345049504951,784.814356435644,558.759900990099,532.489603960396,700.584158415842,526.244554455445,583.05099009901,404.450495049505,509.674257425742,627.462871287129,496.206930693069,529.128712871287,455.09900990099,531.588118811881,570.410891089109,822.794059405941,563.123762376237,595.126237623763,622.970792079208,476.284158415842,668.096534653466,581.14801980198,507.131188118812,488.771287128713,408.152475247525,522.698019801981,764.484158415842,484.770792079208,523.407920792079,435.061386138614,422.917326732673,436.713861386139,581.019306930693
"221",1271.47777777778,1282.08888888889,1022.57777777778,1289.75555555556,1211.43333333333,1224.75555555556,1288.97777777778,1048.75555555556,1190.36666666667,1171.95555555556,963.288888888889,1029.55555555556,1043.46666666667,981.7,1224.07777777778,1267.96666666667,1328.58888888889,1165.85555555556,1103.17777777778,1205.67777777778,1235.27777777778,1212.96666666667,1073.11111111111,1244.53333333333,1144.33333333333,1181.86666666667,1287.47777777778,1187.46666666667,1129.74444444444,1050.25555555556,1327.07777777778,1237.63333333333,1089.91111111111,1082.74444444444,1261.01111111111,1255.27777777778,1130.56666666667,1069.85555555556,1016.43333333333,1184.07777777778,1053.66666666667,1354.13333333333,1124.82222222222,1170.42222222222,1210.15555555556,1066.21111111111,1122.91111111111,1369.17777777778,1312.35555555556,1133.7,1149.07777777778,1279.26666666667,1119.03333333333,1114.27777777778,1191.85555555556,1156.07777777778,1161.14444444444,1078.46666666667,1093.32222222222,1261.07777777778,1056.46666666667,1093.56666666667,1129.34444444444,1091.85555555556,1220.58888888889,1287.85555555556,1135.87777777778,1234.97777777778,1231.35555555556,1036.46666666667,1294.66666666667,1193.27777777778,1161.45555555556,1162.76666666667,1017.76666666667,1219.74444444444,1287.82222222222,1126.36666666667,1192.05555555556,994.9,1102.91111111111,1110.74444444444,1152.61111111111
"222",1425.55,1436.2,1176.65,1443.8,1365.5,1378.8,1443.05,1202.8,1344.45,1326,1117.4,1183.6,1197.5,1135.8,1378.15,1422,1482.7,1319.9,1257.3,1359.8,1389.4,1367.05,1227.2,1398.6,1298.4,1335.9,1441.55,1341.5,1283.8,1204.3,1481.15,1391.7,1244,1236.8,1415.1,1409.4,1284.6,1223.9,1170.5,1338.15,1207.7,1508.2,1278.9,1324.5,1364.2,1220.3,1277,1523.3,1466.4,1290,1303.15,1433.3,1273.1,1268.35,1345.9,1310.15,1315.2,1234.75,1247.4,1415.15,1210.55,1247.6,1285.6,1245.9,1374.7,1441.9,1290,1389.05,1385.4,1190.5,1448.7,1347.35,1315.5,1319.1,1171.8,1373.8,1441.9,1280.45,1346.1,1149,1253.4,1267,1306.7
"223",1255.36,1293.41,1033.9,1283.84,1222.72,1197.36,1300.31,1056.78,1162.97,1183.25,974.61,1011.37,1033.38,987.34,1235.4,1271.67,1332.3,1164.8,1088.53,1209.4,1246.61,1224.3,1058.44,1257.61,1116.91,1179.01,1298.81,1198.8,1115.04,1032.1,1338.4,1210.21,1075.23,1081.47,1233.59,1266.61,1134.79,1051.69,1027.72,1195.4,1064.99,1365.43,1136.12,1143,1221.48,1045.59,1089.55,1372.9,1316.02,1097.16,1160.41,1290.59,1130.32,1125.6,1203.17,1148.55,1172.45,1041.95,1104.62,1264.8,1067.8,1104.9,1092.8,1103.18,1206.91,1299.13,1147.21,1229.08,1235.07,1047.78,1298.38,1197,1146.76,1126.25,1013.14,1161.67,1299.12,1111.72,1164.62,1006.21,1062.32,1074.19,1163.92
"229",1245.08720930233,1256.80581395349,997.283720930232,1264.4523255814,1186.12325581395,1197.23604651163,1263.7,1023.46162790698,1162.84767441861,1146.6476744186,938.009302325582,1002.94302325581,1018.16860465116,956.411627906977,1198.78488372093,1242.65697674419,1303.30581395349,1140.55697674419,1076.9523255814,1180.40930232558,1209.99534883721,1187.67558139535,1046.86279069767,1219.22674418605,1116.8011627907,1156.56627906977,1247.14069767442,1162.17093023256,1103.47325581395,1023.65697674419,1287.09767441861,1210.1023255814,1063.65232558139,1057.43837209303,1233.48023255814,1229.99534883721,1105.27093023256,1043.25465116279,991.123255813954,1158.78488372093,1028.35930232558,1316.64302325582,1099.51744186046,1142.88837209302,1184.8523255814,1039.36976744186,1094.78953488372,1343.90930232558,1287.04534883721,1115.36860465116,1123.7976744186,1253.96627906977,1093.72674418605,1088.97325581395,1166.5476744186,1130.78488372093,1135.83604651163,1053.3023255814,1068.01744186046,1235.7976744186,1031.17325581395,1068.27093023256,1116.44534883721,1066.55697674419,1194.45,1247.85348837209,1110.59767441861,1209.68953488372,1206.05697674419,1011.15930232558,1269.37325581395,1167.98372093023,1135.18953488373,1144.64186046511,992.466279069768,1189.28953488372,1262.51744186046,1100.11976744186,1164.51395348837,969.609302325581,1082.00348837209,1086.03255813954,1127.31860465117
